name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,12/31/2017
TotalAssets,"15,798,013,000","16,005,495,000","12,776,621,000","12,289,476,000","7,757,152,000","5,586,235,000","2,620,573,000","2,340,713,000","2,310,708,000","2,128,127,000","2,136,844,000","2,242,034,000","1,891,394,000","2,004,318,000","2,150,553,000","1,891,948,000"
TotalLiabilitiesNetMinorityInterest,"14,251,517,000","14,396,659,000","11,704,540,000","11,418,969,000","7,043,531,000","5,291,936,000","2,336,812,000","2,072,608,000","2,065,956,000","1,897,091,000","1,906,230,000","2,027,286,000","1,690,257,000","1,813,072,000","1,967,169,000","1,818,148,000"
TotalEquityGrossMinorityInterest,"1,546,496,000","1,608,836,000","1,072,081,000","870,507,000","713,621,000","294,299,000","283,761,000","268,105,000","244,752,000","231,036,000","230,614,000","214,748,000","201,137,000","191,246,000","183,384,000","73,800,000"
	StockholdersEquity,"1,546,496,000","1,608,836,000","1,072,081,000","870,507,000","713,621,000","294,299,000","283,761,000","268,105,000","244,752,000","231,036,000","230,614,000","214,748,000","201,137,000","191,246,000","183,384,000","73,800,000"
		CapitalStock,"318,000","306,000","267,000","265,000","248,000","189,000","187,000","187,000","187,000","187,000","179,000","178,000","178,000","178,000","178,000","92,000"
			PreferredStock,"2,000","2,000","2,000","0","0","0","0","0","0","0","0","0","0","0","0","0"
			CommonStock,"316,000","304,000","265,000","265,000","248,000","189,000","187,000","187,000","187,000","187,000","179,000","178,000","178,000","178,000","178,000","92,000"
		AdditionalPaidInCapital,"1,553,547,000","1,421,592,000","891,611,000","697,070,000","551,798,000","129,726,000","132,647,000","132,479,000","132,336,000","132,138,000","125,573,000","125,599,000","125,684,000","125,665,000","125,610,000","29,794,000"
		RetainedEarnings,"218,558,000","193,860,000","175,485,000","151,993,000","131,058,000","118,348,000","109,229,000","102,169,000","96,703,000","92,310,000","88,712,000","82,056,000","76,900,000","67,464,000","59,444,000","45,131,000"
		GainsLossesNotAffectingRetainedEarnings,"-225,927,000","-6,922,000","4,718,000","21,179,000","30,517,000","46,036,000","41,698,000","33,270,000","15,526,000","6,401,000","16,150,000","6,915,000","-1,625,000","-2,061,000","-1,848,000","-1,217,000"
TotalCapitalization,"2,362,344,000","1,624,681,000","1,087,922,000","886,345,000","729,455,000","310,130,000","309,588,000","643,928,000","290,572,000","299,566,000","270,427,000","288,388,000","278,364,000","211,905,000","204,326,000","110,588,000"
PreferredStockEquity,"2,000","2,000","2,000",,,,,,,,,,,,,
CommonStockEquity,"1,546,494,000","1,608,834,000","1,072,079,000","870,507,000","713,621,000","294,299,000","283,761,000","268,105,000","244,752,000","231,036,000","230,614,000","214,748,000","201,137,000","191,246,000","183,384,000","73,800,000"
CapitalLeaseObligations,,,,,,,"3,770,000","4,146,000","4,515,000","4,881,000","5,237,000","5,581,000","4,762,000",,,
NetTangibleAssets,"1,356,519,000","1,608,836,000","1,072,081,000","870,507,000","713,621,000","294,299,000","283,761,000","268,105,000","244,752,000","231,036,000","230,614,000","214,748,000","201,137,000","191,246,000","183,384,000","73,800,000"
InvestedCapital,"2,362,342,000","1,624,679,000","1,087,920,000","886,345,000","729,455,000","310,130,000","309,588,000","643,928,000","290,572,000","299,566,000","270,427,000","288,388,000","278,364,000","211,905,000","204,326,000","110,588,000"
TangibleBookValue,"1,356,517,000","1,608,834,000","1,072,079,000","870,507,000","713,621,000","294,299,000","283,761,000","268,105,000","244,752,000","231,036,000","230,614,000","214,748,000","201,137,000","191,246,000","183,384,000","73,800,000"
TotalDebt,"815,848,000","15,845,000","15,841,000","15,838,000","15,834,000","15,831,000","29,597,000","379,969,000","50,335,000","73,411,000","45,050,000","79,221,000","81,989,000","20,659,000","20,942,000","36,788,000"
NetDebt,,,,,,,,"176,379,000",,,,,,,,
ShareIssued,"31,630,000","30,403,000","26,535,611","26,508,000","24,820,000","18,834,000","18,626,792","18,676,000","18,668,000","18,668,000","18,661,193","18,606,588","18,606,588","18,606,588","18,606,588","18,606,588"
OrdinarySharesNumber,"31,630,000","30,403,000","26,535,611","26,508,000","24,820,000","18,834,000","18,626,792","18,676,000","18,668,000","18,668,000","18,661,193","18,606,588","18,606,588","18,606,588","18,606,588","18,606,588"
PreferredSharesNumber,"8,000,000","8,000,000","8,000,000",,,,,,,,,,,,,
