name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
MarketCap,"39,482,799,206","44,991,485,000","52,397,286,000","43,762,248,000","40,874,975,000","39,390,687,000","39,139,461,000","32,307,768,000","28,580,123,000","21,565,192,000","32,241,717,000","28,573,650,000","28,660,373,120","28,139,846,237","24,184,470,000","28,239,147,879","26,270,131,887","26,011,362,494","26,808,772,628","25,852,855,489","22,529,864,000","21,735,318,000","20,729,747,808","20,042,397,461","17,653,457,833","17,791,214,000","16,086,840,000","15,705,872,000","17,908,192,688","18,232,942,000","16,674,897,913","15,578,160,000","15,125,380,000","14,389,050,000","14,108,821,603","12,315,679,081","12,456,488,801","11,913,280,255","10,342,795,648","9,478,915,973","8,897,735,616","9,705,418,112","7,522,904,557","6,727,050,000","9,178,300,000","9,572,640,000","9,265,565,048","8,571,500,000","6,834,720,000","7,341,060,000","7,998,834,475","6,462,011,594","5,419,581,871","4,877,126,689","4,215,214,207","7,096,910,111","7,934,960,782","6,532,343,195","8,292,826,751","7,088,022,714","6,372,249,018","5,776,355,490","5,495,947,925","5,410,825,710","5,000,990,414","4,674,680,237","4,026,211,945","3,585,332,670","3,569,001,704","3,267,221,616","3,229,134,922","3,031,530,291","2,937,427,958","2,604,260,122","2,805,936,832","2,277,254,748","1,995,872,269","1,734,947,753","1,617,721,674","1,318,533,664","1,530,510,084","1,979,813,253","2,032,518,267","1,469,883,960","1,669,696,354","1,313,197,137","1,633,625,727","2,372,872,929","2,754,215,056","2,108,027,232","1,372,283,424","885,510,424","710,169,480","683,333,728","539,218,056","622,920,236","684,021,000","1,011,501,392","976,377,704","755,861,328","680,990,892","1,118,000,000","936,697,940","1,057,809,116","1,088,452,000","1,106,175,696","1,147,604,640","1,023,004,400","1,377,608,760","1,182,275,000","1,134,840,000","1,045,965,614","756,352,000","684,298,500","678,760,500","570,122,000","422,353,641","300,229,641","284,207,000","212,492,000","217,765,764","243,816,753","260,478,000"
EnterpriseValue,"43,115,699,206","48,549,985,000","56,343,486,000","47,755,948,000","43,150,475,000","41,519,087,000","41,498,461,000","34,759,868,000","31,288,923,000","24,263,292,000","35,204,117,000","31,548,850,000","31,233,573,120","30,418,846,237","26,423,170,000","30,684,647,879","28,485,131,887","27,800,262,494","28,879,972,628","27,889,355,489","24,487,364,000","23,572,818,000","22,685,347,808","22,052,597,461","19,806,357,833","18,844,314,000","17,342,540,000","17,068,272,000","19,315,692,688","19,577,242,000","18,054,261,913","16,477,821,000","16,049,542,000","15,329,762,000","14,694,766,603","12,955,677,081","13,122,826,801","12,677,274,255","11,106,789,648","10,242,280,973","9,549,620,616","10,433,613,112","8,007,325,557","7,211,471,000","9,639,662,000","9,830,933,000","9,441,328,048","8,888,143,000","7,180,012,000","7,711,324,000","8,367,670,475","6,946,934,594","6,019,924,871","5,598,086,689","4,786,686,207","7,636,700,111","8,565,951,782","7,205,257,195","8,831,821,751","7,663,326,714","6,975,141,018","6,382,634,490","6,121,707,925","6,071,709,710","5,661,874,414","5,395,193,237","4,429,072,945","3,988,193,670","4,020,944,704","3,716,620,616","3,648,015,922","3,478,850,291","3,395,468,958","3,102,871,122","3,325,362,832","2,835,374,748","2,608,462,269","2,352,048,753","2,241,310,674","1,934,018,664","2,198,325,084","2,672,157,253","2,724,862,267","2,200,709,960","2,349,847,354","2,016,958,137","2,358,434,727","3,099,499,929","3,480,842,056","2,863,426,232","2,121,883,424","1,816,410,424","1,649,469,480","1,628,133,728","1,490,318,056","1,579,620,236","1,625,621,000","1,937,401,392","1,909,177,704","1,687,161,328","1,632,690,892","1,318,300,000","1,159,997,940","1,261,209,116","1,262,452,000","1,292,075,696","1,347,604,640","1,247,504,400","1,602,108,760","1,402,475,000","1,398,740,000","1,309,865,614","1,049,252,000","993,798,500","1,067,760,500","1,007,622,000","876,353,641","767,829,641","767,007,000","547,992,000","557,065,764","585,116,753","610,078,000"
PeRatio,"24.857","30.02","36.981","32.475","32.811","33.744","34.504","30.159","26.106","19.435","28.407","24.744","24.727","24.53","33.342","40.878","39.795","41.811","27.962","28.498","26.177","27.268","26.988","26.716","24.5","23.992","21.854","22.061","25.314","26.665","25.382","24.356","24.328","23.38","23.845","21.2","21.893","22.021","19.086","18.932","17.716","19.597","14.642","13.152","17.472","18.252","18.716","18.984","17.304","21.526","25.235","19.937","15.434","12.776","10.248","17.227","20.4","18.171","23.902","23.596","23.609","23.143","24.441","25.804","23.317","21.833","20.303","18.505","19.5","19.093","20.187","20.393","21.636","22.672","27.119","24.322","23.766","20.477","20.541","18.235","21.429","24","24.641","13.263","14.779","12.5","18.398","31.988","37.184","35.018","27.506","23.269","20.385","19.616","14.871","17.013","18.84","29.283","30.43","24.929","24.146","16.778","15.346","18.751","17.692","17.445","19.248","18.329","24.685","23.585","30","27.657","22.857","22.656","28.448","38.889","34.584","28.366","26.923","17.5","27.886",,
ForwardPeRatio,"23.641","27.397","31.847","27.1","29.762","29.326","30.03","26.738","30.03","20.833","26.81","23.148","24.39","24.039","19.92","22.831","24.876","24.814","26.247","26.042","25.253","23.981","22.624","22.472","22.321","22.321","20.202","18.622","21.186","21.413","21.882","20.202","18.939","18.248","20.08","17.483","16.892","16.639","17.094","15.129","14.045","15.898","14.43","12.166","15.699","15.898","17.637",,,,"21.692",,"15.898","14.306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.468","2.799","2.175","1.91","2.141","2.625","2.943","2.893","3.175","2.187","2.897","2.499","2.292","2.256","1.482","1.621","2.312","2.089","2.139","2.123","2.146","1.849","1.746","1.807","1.928",,"1.597","1.268","1.411","1.435","1.952","1.782","1.592","1.624","1.437","1.245","1.893","1.853","1.931","1.711","1.463","1.096","0.846","0.553","0.785","0.909","1.008",,,,"1.277",,"0.935","0.842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.614","4.333","5.312","4.655","4.637","4.718","4.818","4.092","3.623","2.728","4.02","3.591","3.595","3.599","3.218","3.886","3.768","3.888","4.129","4.106","3.645","3.568","3.491","3.474","3.178","3.286","2.975","2.967","3.411","3.532","3.355","3.249","3.262","3.223","3.211","2.826","2.899","2.851","2.471","2.433","2.327","2.607","2.012","1.807","2.468","2.584","2.619","2.559","2.197","2.513","2.848","2.328","1.874","1.614","1.325","2.225","2.598","2.281","2.968","2.761","2.558","2.395","2.448","2.652","2.396","2.41","2.342","2.134","2.199","2.098","2.154","2.093","2.131","2.004","2.275","1.955","1.823","1.634","1.555","1.276","1.49","1.823","1.872","1.134","1.249","0.993","1.295","1.959","2.277","1.829","1.207","0.919","0.756","0.738","0.589","0.33","0.651","1.38","1.763","2.389","2.147","1.445","1.7","1.667","1.395","1.401","1.503","1.342","1.807","1.58","1.653","1.524","1.142","1.075","1.163","0.985","0.722","0.534","0.506","0.461","0.432","0.49","0.307"
PbRatio,"6.144","7.139","8.812","7.657","7.485","7.315","7.765","6.818","6.517","4.76","7.759","6.888","6.916","7.006","6.033","7.532","6.673","6.522","6.599","6.662","6.082","5.915","5.587","5.67","5.213","5.494","5.118","5.124","6.071","6.271","5.603","5.232","5.26","5.032","5.31","4.764","4.977","4.915","4.256","4.238","3.928","4.486","3.34","3.035","3.997","4.155","3.992","3.994","3.499","3.968","4.581","3.974","3.591","3.484","3.124","4.849","5.854","5.333","6.556","6.69","6.541","6.397","6.362","6.685","6.179","6.157","6.352","5.657","6.132","6.199","6.705","7.021","7.345","7.295","8.676","8.235","9.117","9.014","9.688","7.37","12.742","19.049","19.556","22.737","38.298","44.92",,,,,,,,,,,,,,,,"3.004","2.598","2.841","3.015","3.215","3.482","3.258","4.387","3.967","4.249","3.916","2.961","2.806","3.917","3.43","2.658","1.956","1.899","0.881","0.915","1.058","1.136"
EnterprisesValueRevenueRatio,"3.765","16.447","18.615","16.944","16.259","17.466","17.106","14.961","15.743","13.031","16.366","15.019","15.498","15.532","11.877","14.413","14.376","14.891","14.857","15.151","14.694","15.11","13.74","13.48","12.793","12.985","12.123","11.694","14.292","14.752","12.656","12.127","12.213","12.302","11.796","11.236","11.551","11.74","9.692","9.283","9","10.629","8.44","6.983","9.472","10.452","9.939","9.371","8.115","10.002","11.035","9.695","8.786","8.482","6.338","8.842","10.115","9.349","11.363","10.443","10.126","9.803","9.283","9.54","9.334","9.482","8.717","8.922","9.063","9.078","9.031","9.057","8.771","8.734","9.722","9.007","8.555","8.467","8.393","7.213","8.116","10.439","10.465","8.713","8.572","6.369","6.384","8.739","10.375","9.543","7.885","7.07","6.667","6.864","6.385","6.898","7.133","8.479","8.6","7.549","7.192","6.224","5.87","6.821","6.347","6.633","7.145","6.601","7.717","7.083","7.54","7.351","6.044","6.391","7.034","6.695","5.661","5.227","6.782","4.88","4.815","5.018","5.246"
EnterprisesValueEBITDARatio,"16.321","71.125","78.923","71.663","74.552","76.717","71.722","63.062","72.731","62.198","69.368","66.307","65.424","65.445","46.891","59.386","60.607","63.226","62.524","63.256","61.665","63.402","57.286","58.064","56.188","62.336","51.553","49.675","62.652","64.314","54.03","52.657","53.885","55.528","52.434","49.284","50.237","52.313","43.333","41.125","40.057","48.2","40.458","32.884","39.05","45.694","43.111","40.98","35.626","45.402","52.56","46.593","43.038","41.945","31.037","39.232","44.816","41.633","50.493","46.659","45.178","45.056","42.919","47.831","50.623","46.391","40.984","40.171","40.571","41.99","42.275","43.273","42.904","43.658","49.268","45.818","44.068","43.292","41.808","36.065","40.765","54.509","51.051","39.952","36.878","27.353","28.848","40.985","49.247","46.516","38.58","34.931","32.924","35.165","32.54","34.414","33.449","40.873","39.941","34.644","33.117","30.098","27.818","30.836","29.635","30.473","32.868","30.427","38.328","35.686","37.702","37.107","31.796","36.007","37.334","34.626","30.642","32.535","50.461","32.235","29.95","31.628","-1.906"
