name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
TotalAssets,"1,538,480,000","1,593,531,000","1,555,397,000","1,602,570,000","1,528,503,000","1,604,262,000","1,487,327,000","1,496,285,000","1,474,393,000","984,812,000","917,024,000","940,617,000","956,559,000","982,553,000","962,643,000","973,040,000","1,005,955,000","721,606,000","665,070,000","662,972,000","669,639,000","654,656,000","596,995,000","603,355,000","606,182,000","627,758,000","583,940,000","590,367,000","600,803,000","587,801,000","549,164,000","545,587,000","535,711,000","533,662,000","450,996,000","446,019,000","428,563,000","439,492,000","377,400,000","378,556,000","370,643,000","381,711,000","350,060,000","364,197,000","354,344,000","337,481,000","321,107,000","318,595,000","283,455,000","279,585,000","266,188,000","260,112,000","255,035,000","245,850,000","240,751,000","247,681,000","246,420,000","243,307,000","225,759,000","224,413,000","217,745,000","214,008,000","206,571,000","206,543,000","206,836,000","205,363,000","198,841,000","194,517,000","196,837,000","194,255,000","188,276,000","188,491,000","185,533,000","184,728,000","179,763,000","175,200,000","167,297,000","156,226,000","150,391,000","143,483,000","132,972,000","125,072,000","121,294,000","117,399,000","112,391,000","110,493,000","117,269,000","122,519,000","119,776,000","125,000,000","122,100,000","127,500,000","130,100,000","138,100,000","148,000,000","142,700,000","135,600,000","127,500,000","121,000,000","128,300,000","124,900,000","66,900,000","59,700,000","28,000,000","26,600,000","25,900,000"
	CurrentAssets,"803,813,000","840,218,000","828,886,000","910,229,000","922,153,000","976,910,000","904,210,000","969,939,000","984,074,000","505,610,000","466,131,000","536,858,000","562,734,000","610,635,000","586,138,000","600,185,000","624,167,000","512,300,000","438,084,000","437,646,000","441,575,000","425,132,000","378,659,000","384,466,000","436,823,000","458,865,000","393,169,000","396,430,000","408,109,000","393,080,000","366,383,000","363,579,000","354,079,000","347,217,000","300,308,000","292,420,000","272,129,000","279,010,000","219,053,000","220,780,000","219,000,000","231,961,000","211,167,000","220,198,000","208,652,000","187,000,000","170,778,000","163,103,000","259,398,000","256,241,000","244,081,000","238,132,000","232,825,000","223,977,000","219,342,000","226,126,000","224,694,000","222,326,000","203,713,000","199,822,000","191,814,000","190,598,000","181,909,000","178,293,000","178,963,000","168,711,000","162,297,000","157,439,000","156,446,000","145,482,000","140,465,000","139,506,000","136,829,000","126,829,000","124,383,000","115,579,000","112,079,000","100,561,000","95,215,000","90,206,000","85,627,000","76,254,000","73,430,000","69,972,000","65,317,000","61,052,000","61,949,000","67,398,000","64,672,000","64,500,000","57,700,000","59,600,000","58,700,000","69,500,000","70,700,000","77,100,000","77,500,000","73,800,000","79,600,000","96,900,000","94,900,000","40,000,000","39,100,000","11,600,000","12,600,000","9,800,000"
		CashCashEquivalentsAndShortTermInvestments,"332,172,000","362,779,000","351,848,000","411,337,000","442,358,000","465,168,000","468,028,000","512,111,000","538,142,000","68,363,000","112,569,000","155,049,000","202,171,000","207,423,000","205,977,000","243,583,000","254,837,000","223,748,000","194,380,000","180,040,000","147,786,000","133,761,000","129,730,000","137,569,000","193,913,000","219,078,000","224,016,000","226,932,000","225,357,000","211,216,000","228,571,000","216,213,000","220,964,000","156,692,000","188,445,000","173,811,000","180,855,000","122,985,000","111,329,000","102,864,000","88,060,000","111,432,000","98,274,000","99,617,000","76,815,000","87,251,000","68,853,000","74,041,000","202,065,000","202,653,000","198,355,000","190,062,000","173,031,000","167,229,000","171,421,000","176,843,000","160,863,000","149,981,000","145,215,000","141,131,000","132,764,000","127,758,000","128,853,000","126,071,000","116,973,000","114,735,000","108,629,000","109,780,000","107,377,000","97,360,000","95,827,000","95,220,000","92,368,000","87,935,000","73,134,000","70,125,000","62,151,000","57,393,000","55,287,000","49,020,000","41,340,000","33,017,000","26,251,000","24,589,000","20,136,000","17,339,000","25,258,000","34,065,000","30,545,000","30,000,000","28,400,000","30,400,000","26,000,000","24,800,000","33,200,000","43,900,000","53,500,000","52,000,000","54,600,000","72,500,000","75,000,000","24,200,000","25,400,000","600,000","2,600,000","500,000"
			CashAndCashEquivalents,"132,771,000","159,965,000","116,411,000","139,878,000","172,708,000","171,899,000","281,218,000","512,111,000","538,142,000","68,363,000","92,104,000","95,500,000","110,367,000","114,422,000","106,195,000","144,291,000","165,790,000","162,279,000","130,568,000","121,626,000","83,838,000","70,594,000","66,383,000","64,261,000","92,180,000","93,026,000","97,278,000","120,864,000","127,480,000","114,585,000","136,545,000","127,111,000","144,330,000","80,231,000","108,827,000","103,845,000","123,731,000","77,525,000","66,237,000","54,827,000","33,473,000","60,353,000","51,603,000","66,983,000","56,352,000","71,127,000","52,777,000","63,033,000","201,065,000","63,857,000","56,419,000","49,796,000","37,799,000","36,087,000","41,177,000","29,386,000","20,134,000","26,710,000","21,960,000","14,731,000","24,218,000","26,008,000","20,793,000","27,862,000","17,016,000","21,314,000","18,464,000","29,115,000","31,023,000","20,905,000","33,492,000","49,957,000","72,492,000","67,989,000","73,134,000","70,125,000","62,151,000","57,393,000","52,263,000","49,020,000","41,340,000","33,017,000","26,251,000","24,589,000","20,136,000","17,339,000","25,258,000","34,065,000","30,545,000","30,000,000","28,400,000","30,400,000","26,000,000","24,800,000","33,200,000","43,900,000","53,500,000","52,000,000","54,600,000","72,500,000","75,000,000","24,200,000","25,400,000","600,000","2,600,000","500,000"
			OtherShortTermInvestments,"199,401,000","202,814,000","235,437,000","271,459,000","269,650,000","293,269,000","186,810,000",,,"0","20,465,000","59,549,000","91,804,000","93,001,000","99,782,000","99,292,000","89,047,000","61,469,000","63,812,000","58,414,000","63,948,000","63,167,000","63,347,000","73,308,000","101,733,000","126,052,000","126,738,000","106,068,000","97,877,000","96,631,000","92,026,000","89,102,000","76,634,000","76,461,000","79,618,000","69,966,000","57,124,000","45,460,000","45,092,000","48,037,000","54,587,000","51,079,000","46,671,000","32,634,000","20,463,000","16,124,000","16,076,000","11,008,000","1,000,000","138,796,000","141,936,000","140,266,000","135,232,000","131,142,000","130,244,000","147,457,000","140,729,000","123,271,000","123,255,000","126,400,000","108,546,000","101,750,000","108,060,000","98,209,000","99,957,000","93,421,000","90,165,000","80,665,000","76,354,000","76,455,000","62,335,000","45,263,000","19,876,000","19,946,000",,,,,"3,024,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"436,677,000","447,652,000","383,219,000","402,677,000","387,927,000","422,982,000","346,776,000","379,939,000","373,932,000","379,939,000","295,358,000","304,519,000","296,832,000","353,528,000","306,697,000","292,738,000","318,638,000","273,993,000","226,025,000","239,101,000","274,137,000","279,183,000","222,201,000","212,361,000","207,297,000","216,616,000","143,940,000","144,014,000","156,525,000","159,346,000","115,388,000","126,332,000","113,446,000","170,302,000","94,782,000","102,253,000","75,287,000","140,327,000","91,625,000","102,577,000","115,122,000","105,838,000","100,393,000","109,468,000","118,579,000","86,904,000","92,962,000","81,910,000","52,125,000","44,442,000","36,556,000","40,674,000","45,996,000","42,801,000","33,276,000","31,505,000","35,489,000","49,134,000","36,574,000","38,710,000","37,685,000","35,304,000","26,447,000","24,720,000","33,306,000","25,486,000","25,029,000","17,824,000","18,882,000","15,528,000","12,105,000","9,937,000","13,773,000","9,602,000","7,915,000","6,198,000","12,332,000","4,897,000","3,580,000","4,790,000","43,333,000","40,951,000","45,246,000","43,454,000","42,226,000","41,416,000","34,192,000","31,449,000","32,130,000","32,800,000","27,000,000","27,500,000","31,000,000","42,300,000","35,300,000","31,100,000","22,000,000","20,300,000","20,400,000","22,700,000","18,600,000","14,600,000","13,700,000","10,600,000","9,600,000","8,900,000"
			AccountsReceivable,"171,181,000","182,717,000","143,445,000","166,226,000","159,324,000","215,827,000","137,953,000","181,686,000","191,533,000","199,720,000","123,268,000","134,965,000","135,352,000","180,872,000","150,733,000","141,384,000","164,981,000","218,268,000","158,341,000","182,714,000","225,433,000","230,347,000","174,282,000","179,161,000","183,994,000","186,189,000","111,107,000","120,458,000","128,404,000","127,217,000","78,128,000","82,302,000","78,322,000","126,976,000","57,265,000","75,227,000","57,144,000","111,143,000","80,849,000","92,542,000","106,852,000","98,293,000","79,121,000","96,499,000","108,739,000","77,638,000","75,952,000","65,910,000","42,333,000","39,396,000","27,708,000","32,377,000","45,996,000","42,801,000","33,276,000","31,505,000","35,489,000","45,922,000","33,403,000","35,125,000","34,718,000","31,985,000","26,447,000","24,720,000","33,306,000","25,486,000","25,029,000","17,824,000","18,882,000","15,528,000","12,105,000","9,937,000","13,773,000","9,602,000","7,915,000","6,198,000","12,332,000","4,897,000","3,580,000","4,790,000","7,821,000","9,592,000","45,246,000","43,454,000","42,226,000",,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,"225,923,000","164,530,000","188,304,000","230,213,000","234,473,000","178,846,000","183,561,000","189,022,000","190,820,000","113,207,000","122,210,000","130,068,000","128,757,000","79,717,000","84,167,000","80,084,000","128,973,000","58,037,000","76,411,000","58,278,000","112,106,000","82,123,000","93,707,000","108,108,000","99,219,000","80,274,000","97,856,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,"-7,655,000","-6,189,000","-5,590,000","-4,780,000","-4,126,000","-4,564,000","-4,400,000","-5,028,000","-4,631,000","-2,100,000","-1,752,000","-1,664,000","-1,540,000","-1,589,000","-1,865,000","-1,762,000","-1,997,000","-772,000","-1,184,000","-1,134,000","-963,000","-1,274,000","-1,165,000","-1,256,000","-926,000","-1,153,000","-1,357,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"27,679,000","25,691,000",,,,,,,,,,,,,,,,"25,662,000","34,864,000","22,081,000","10,827,000","14,155,000","13,639,000","13,468,000","4,898,000","4,770,000","14,688,000","8,429,000","5,623,000","4,502,000","11,949,000","11,690,000","4,795,000","4,708,000","4,199,000","7,726,000","4,774,000","6,261,000","10,776,000","10,035,000","8,270,000","7,545,000","21,272,000","12,969,000","9,840,000","9,266,000","17,010,000","16,000,000","9,792,000","5,046,000","6,668,000","8,297,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
