name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
MarketCap,"520,460,703","656,180,510","827,211,270","1,299,436,787","1,236,693,260","592,583,513","623,569,316","756,627,880","673,670,700","400,095,429","560,919,536","354,382,110","402,775,692","398,589,960","285,591,267","242,423,728","236,077,913","483,042,513","326,596,299","439,731,265","389,446,095","372,108,621","358,959,861","625,489,462","351,995,090","359,963,048","392,213,764","389,372,589","727,142,596","363,389,603","248,998,658","194,948,686","201,740,129","197,271,030","95,957,930","97,582,701","107,275,893","98,416,105","100,866,650","112,786,803","119,393,662","148,339,138","42,910,410","60,169,627","88,971,227","103,115,475","112,741,062","98,016,248","80,039,598","66,271,502","57,442,867","186,249,450","163,960,560","32,724,951","31,809,939","104,555,222","126,878,262","133,701,454","97,004,156","112,695,265","131,326,967","102,333,139","83,894,048","71,057,800","97,119,028","125,521,762","217,014,182","247,104,384","246,501,298","305,278,872","460,824,471","274,287,665","385,949,443","480,363,327","448,187,428","476,898,021","454,324,873","326,382,483","339,078,141","267,260,979","325,807,010","462,593,506","475,839,701","369,710,832","541,865,880","411,069,677","302,200,109","365,918,448","412,229,317","504,848,580"
EnterpriseValue,"322,086,703","407,544,510","620,279,270","1,282,744,787","1,174,948,260","548,439,513","546,178,316","714,788,880","610,844,700","361,680,429","491,048,536","254,874,110","265,329,692","358,894,353","252,622,135","212,313,571","196,642,244","585,880,971","399,792,929","481,642,512","399,925,235","426,360,655","389,970,308","624,467,819","322,073,524","302,768,311","303,780,933","261,158,642","659,341,069","329,192,367","202,807,479","139,561,961","137,609,641","178,785,648","75,079,442","93,369,790","126,411,589","112,865,930","115,316,475","122,534,366","128,113,428","170,515,222","59,296,110","76,555,327","107,559,574","116,354,518","127,155,527","123,256,088","100,637,095","92,277,304","77,018,283","200,353,533","191,919,639","71,445,002","65,330,160","142,324,240","156,471,425","175,838,802","155,871,901","163,750,363","174,532,577","137,717,864","109,864,618","90,395,647","116,456,875","133,757,649","195,425,865","225,516,067","207,006,758","249,720,731","383,825,911","179,345,001","281,178,064","362,529,231","374,577,034","385,572,466","370,842,012","223,602,295","280,903,762","197,990,955","228,448,325","407,821,506","421,067,701","292,019,105","456,268,413","316,907,716","203,016,101","263,353,429","309,664,298","398,234,900"
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.445","1.905","2.338","15.303","12.068","5.322","5.522","6.111","6.397","2.204","4.356","2.806","3.189","8.944","6.518","7.475","13.017","10.811","7.725","9.834","7.967","14.542","14.462","22.798","12.565","13.11","17.552","22.883","53.912","43.932","36.565","28.324","43.797","30.985","19.046","18.255","24.938","5.759","6.07","6.558","7.044","47.621","12.048","16.988","27.053","30.026","29.056","31.947","23.096","16.934","15.168","45.728","46.002","13.358","11.452","30.611","39.639","33.015","17.089","25.118","43.971","147.705","116.391","122.244","167.198","220.29","529.246","602.629","400.252","425.226","651.735","183.695","101.101","154.121","100.723","109.902","100.737","75.315","99.392","63.544","71.903","89.114","104.465","134.307","408.141","925.71","2,007.271","2,676.24","3,016.44","3,696.84"
PbRatio,"33.112","19.053","19.764",,,,,,,,,,,,,,,,,,"43.736",,,"37.062","7.918","5.089","5.095","4.466","15.719","15.787","5.095","3.383","3.188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.326","31.881","7.804","4.358","4.962","3.68","3.462","4.329","2.225","2.773","3.382","4.258","3.877","4.169","2.635","4.361","2.867","2.701","6.093","6.267","3.604","4.919","3.522","2.833","3.305","3.723","4.41"
EnterprisesValueRevenueRatio,"1.039","15.71","30.614","5.071","109.501","46.799","17.47","48.192","22.67","23.908","14.233","12.782","16.884","4.492","39.163","16.584","12.372","358.109","47.855","143.372","95.049","15.817","69.938","140.451","48.856","50.81","39.768","38.135","103.398","83.27","125.257","89.269","44.764","248.019","191.248","126.863","156.567","101.751","105.776","141.038","204.397","12.749","92.106","117.114","136.769","173.177","127.979","197.384","124.988","98.542","140.855","223.494","151.137","114.983","125.255","207.904","263.104","206.815","174.493","189.827","120.902","58.533","343.61","417.605","1,216.26","2,222.368","560.935","2,946.651","2,444.317","2,074.73","2,987.925","635.176","1,505.687","810.291","409.573","482.154","388.255","125.599","349.305","204.033","293.359","475.194","263.403","367.561","356.887","358.701","458.663","263,353,429","309,664,298","398,234,900"
EnterprisesValueEBITDARatio,"6.879","-12.077","-12.561","6.56","-17.913","-14.91","-27.742","-21.282","-19.195","-12.245","-28.324","-7.509","-6.57","12.719","-6.549","-8.646","-11.282","-11.736","-14.034","-15.723","-15.556","-38.796","-19.245","-17.728","-14.101","-11.468","-18.747","-23.311","-24.277","-18.392","-8.076","-18.938","-19.266","675.111","-14.225","-13.66","-12.055","-25.31","-29.125","-29.549","-24.504","20.42","-13.582","-19.74","-26.012","-26.116","-29.829","-30.636","-26.681","-14.748","-18.36","-37.421","-27.855","-10.019","-11.322","-16.309","-15.887","-19.927","-30.241","-19.269","-22.847","-20.975","-11.496","-9.593","-9.901","-9.857","-12.031","-14.345","-10.521","-14.972","-23.765","-12.182","-17.672","-22.381","-22.657","-24.104","-23.362","-17.405","-18.756","-15.604","-17.363","-36.789","19.415","-6.734","-54.694","-42.469","-25.482","-44.315","-51.353","-78.551"
