name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2010,03/31/2010,06/30/2009,03/31/2009,03/31/2008,06/30/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,09/30/2003,06/30/2003,03/31/2003
OperatingCashFlow,"13,863,000","-166,847,000","425,439,000","-291,144,000","46,415,000","698,932,000","45,363,000","300,582,000","280,271,000","278,147,000","53,041,000","73,636,000","164,121,000","487,626,000","206,058,000","206,267,000","145,682,000","93,556,000","-141,196,000","382,923,000","-145,218,000","394,467,000","266,261,000","221,463,000","-81,053,000","132,555,000","307,196,000","24,164,000","-101,454,000","333,415,000","47,102,000","117,873,000","175,128,000","80,771,000","208,925,000","128,804,000","-181,130,000","45,907,000","131,682,000","32,190,000","77,921,000","139,153,000","22,805,000","-47,220,000","142,433,000","-45,556,000","7,312,000","125,159,000","61,259,000","0","-3,567,000","120,920,000","-111,218,000","64,494,000","-62,972,000","17,848,000","-4,441,000","-28,222,000","20,067,000","-38,745,000","-1,895,000","81,327,000","24,638,000","2,853,000","27,574,000"
	CashFlowFromContinuingOperatingActivities,"13,863,000","-166,847,000","425,439,000","-291,144,000","46,415,000","698,932,000","45,363,000","300,582,000","280,271,000","278,147,000","53,041,000","73,636,000","164,121,000","487,626,000","206,058,000","206,267,000","145,682,000","93,556,000","-141,196,000","382,923,000","-145,218,000","394,467,000","266,261,000","221,463,000","-81,053,000","132,555,000","307,196,000","24,164,000","-101,454,000","333,415,000","47,102,000","117,873,000","175,128,000","80,771,000","208,925,000","128,804,000","-181,130,000","45,907,000","131,682,000","32,190,000","77,921,000","139,153,000","22,805,000","-47,220,000","142,433,000","-45,556,000","7,312,000","125,159,000","61,259,000",,"-3,567,000","120,920,000","-111,218,000","64,494,000","-62,972,000","17,848,000","-4,441,000","-28,222,000","20,067,000","-38,745,000","-1,895,000","81,327,000","24,638,000","2,853,000","27,574,000"
		NetIncomeFromContinuingOperations,"1,066,442,000","338,534,000","271,992,000","241,424,000","214,492,000","190,533,000","173,009,000","138,549,000","117,214,000","99,587,000","148,222,000","148,728,000","147,911,000","144,065,000","160,840,000","155,444,000","154,586,000","34,472,000","114,865,000","124,471,000","13,957,000","133,916,000","113,937,000","76,110,000","102,242,000","104,035,000","102,988,000","96,225,000","90,462,000","83,390,000","81,410,000","76,805,000","72,482,000","66,007,000","64,341,000","60,168,000","53,602,000","50,633,000","50,134,000","47,698,000","45,282,000","42,369,000","39,976,000","38,350,000","22,269,000","22,094,000","11,977,000","14,612,000","9,850,000",,"8,885,000","8,279,000","8,238,000","7,958,000","7,408,000","6,409,000","-3,675,000","5,727,000","4,918,000","3,965,000","18,273,000","2,642,000","607,000","681,000","16,000"
		OperatingGainsLosses,"-15,135,000","-3,026,000","-5,066,000","-3,650,000","-3,393,000","-7,061,000","-3,082,000","-8,619,000","-1,821,000","-2,735,000","-1,956,000","-2,872,000","-4,494,000","-2,548,000","-1,784,000","-1,943,000","-1,541,000","-2,443,000","-3,230,000","-2,577,000","-3,555,000","-3,186,000","-2,132,000","-4,185,000","-5,908,000","-1,809,000","-1,270,000","-1,013,000","-1,526,000","-3,544,000","-2,119,000","-1,100,000","-5,136,000","-570,000","644,000","-1,967,000","-2,269,000","-2,774,000","-3,060,000","-20,670,000","12,782,000","-2,139,000","-80,219,000","-39,223,000","-116,593,000","100,531,000","-113,462,000","134,472,000","807,000",,"-437,000","-33,302,000","32,335,000","-361,000","-544,000","-712,000","-555,000","-562,000","-568,000","-1,281,000","-8,322,000","-1,120,000",,,
			GainLossOnInvestmentSecurities,"-15,135,000","-3,026,000","-5,066,000","-3,650,000","-9,979,000","-475,000","-3,082,000","-8,619,000","-1,821,000","-2,735,000","-1,956,000","-2,872,000","-4,494,000","-2,548,000","-1,784,000","-1,943,000","-1,541,000","-2,459,000","-3,261,000","-2,938,000","-3,636,000","-3,346,000","-2,270,000","-4,356,000","-5,971,000","-1,864,000","-1,551,000","-1,133,000","-1,747,000","-3,885,000","-2,529,000","-1,360,000","-5,572,000","-1,188,000","-1,940,000","-3,367,000","-3,162,000","-4,046,000","-3,584,000","-2,819,000","-6,904,000","-2,853,000","-2,036,000","-2,667,000","-6,059,000","-14,141,000","-2,483,000","-3,094,000","-1,996,000",,"-437,000","-449,000","-518,000","-361,000","-544,000","-712,000","-555,000","-562,000",,"-1,281,000",,,,,
		DepreciationAmortizationDepletion,"21,736,000","5,640,000","5,836,000","5,328,000","4,932,000","4,909,000","4,902,000","5,208,000","5,312,000","5,262,000","7,815,000","4,530,000","4,355,000","3,447,000","3,350,000","3,825,000","3,549,000","3,283,000","3,374,000","3,063,000","2,920,000","2,836,000","2,631,000","2,596,000","2,373,000","2,486,000","2,331,000","2,267,000","2,238,000","2,208,000","2,170,000","2,427,000","2,162,000","2,145,000","2,276,000","2,159,000","1,898,000","1,887,000","1,820,000","1,763,000","1,714,000","1,634,000","1,581,000","1,471,000","1,419,000","1,405,000","1,344,000","1,346,000","1,081,000",,"3,432,000","3,525,000","3,600,000","3,757,000","4,347,000","4,658,000","4,728,000","4,833,000","4,659,000","4,973,000","5,851,000","4,288,000","4,176,000","3,622,000","3,190,000"
			DepreciationAndAmortization,"21,736,000","5,640,000","5,836,000","5,328,000","4,932,000","4,909,000","4,902,000","5,208,000","5,312,000","5,262,000","7,815,000","4,530,000","4,355,000","3,447,000","3,350,000","3,825,000","3,549,000","3,283,000","3,374,000","3,063,000","2,920,000","2,836,000","2,631,000","2,596,000","2,373,000","2,486,000","2,331,000","2,267,000","2,238,000","2,208,000","2,170,000","2,427,000","2,162,000","2,145,000","2,276,000","2,159,000","1,898,000","1,887,000","1,820,000","1,763,000","1,714,000","1,634,000","1,581,000","1,471,000","1,419,000","1,405,000","1,344,000","1,346,000","1,081,000",,"3,432,000","3,525,000","3,600,000","3,757,000","4,347,000","4,658,000","4,728,000","4,833,000","4,659,000","4,973,000","5,851,000","4,288,000","4,176,000","3,622,000","3,190,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"311,000","309,000","308,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,865,000","3,313,000","2,882,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,865,000","3,313,000","2,882,000"
