name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996
OperatingCashFlow,"234,868,000","79,623,000","-12,956,000","101,562,000","66,639,000","-8,918,000","-587,000","24,393,000","3,109,000","20,472,000","22,098,000","20,398,000","15,810,000","10,185,000","20,860,000","15,761,000","14,938,000","12,746,000","7,757,000","19,453,000","-1,214,000","17,266,000","13,738,000","9,565,000","-10,492,000","7,248,000","5,604,000","23,435,000","10,685,000","10,429,000","13,772,000","14,080,000","5,788,000","13,623,000","12,544,000","13,709,000","16,619,000","18,279,000","21,091,000","19,105,000","12,264,000","20,245,000","-9,415,000","38,528,000","14,035,000","19,449,000","23,615,000","20,103,000","10,830,000","13,633,000","-114,606,000","25,123,000","108,570,000","8,764,000","7,670,000","12,038,000","-3,113,000","12,327,000","-3,207,000","6,747,000","9,201,000","5,032,000","-43,000","10,237,000","21,502,000","-646,000","11,602,000","11,807,000","14,958,000","20,719,000","63,880,000","-43,394,000","3,718,000","8,188,000","15,099,000","-11,888,000","22,497,000","39,881,000","25,816,000","11,070,000","19,219,000","2,216,000","14,553,000","6,872,000","14,592,000","1,342,000","11,838,000","-25,136,000","20,568,000","5,400,000","9,300,000","-6,600,000","21,300,000","-23,200,000","47,600,000","-50,900,000","56,500,000","3,600,000","6,800,000","-200,000","12,600,000","-11,900,000","-15,400,000"
	CashFlowFromContinuingOperatingActivities,"234,868,000","79,623,000","-12,956,000","101,562,000","66,639,000","-8,918,000","-587,000","24,393,000","3,109,000","20,472,000","22,098,000","20,398,000","15,810,000","10,185,000","20,860,000","15,761,000","14,938,000","12,746,000","7,757,000","19,453,000","-1,214,000","17,266,000","13,738,000","9,565,000","-10,492,000","7,248,000","5,604,000","23,435,000","10,685,000","10,429,000","13,772,000","14,080,000","5,788,000","13,623,000","12,544,000","13,709,000","16,619,000","18,279,000","21,091,000","19,105,000","12,264,000","20,245,000","-9,415,000","38,528,000","14,035,000","19,449,000","23,615,000","20,103,000","10,830,000","13,633,000","-114,606,000","25,123,000","108,570,000","8,764,000","7,670,000","12,038,000","-3,113,000","12,327,000","-3,207,000","6,747,000","9,201,000","5,032,000","-43,000","10,237,000","21,502,000","-646,000","11,602,000","11,807,000","14,958,000","20,719,000","63,880,000","-43,394,000","3,718,000","8,188,000","15,099,000","-11,888,000","22,497,000","39,881,000","25,816,000","11,070,000","19,219,000","2,216,000","14,553,000","6,872,000","14,592,000","1,342,000","11,838,000","-25,136,000","20,568,000","5,400,000","9,300,000","-6,600,000","21,300,000","-23,200,000","47,600,000","-50,900,000","56,500,000","3,600,000","6,800,000","-200,000","12,600,000","-11,900,000","-15,400,000"
		NetIncomeFromContinuingOperations,"159,561,000","34,531,000","35,357,000","38,395,000","51,278,000","-21,034,000","4,816,000","15,868,000","12,966,000","8,392,000","6,945,000","4,705,000","13,035,000","11,501,000","12,440,000","11,782,000","12,321,000","14,745,000","15,423,000","13,313,000","11,989,000","11,157,000","732,000","10,537,000","11,208,000","50,037,000","11,384,000","10,081,000","11,529,000","11,778,000","11,987,000","11,765,000","10,460,000","10,034,000","10,308,000","10,631,000","12,039,000","10,570,000","6,735,000","11,795,000","11,531,000","10,247,000","12,727,000","11,164,000","12,338,000","11,080,000","10,560,000","11,355,000","10,004,000","9,470,000","8,097,000","8,326,000","6,916,000","2,850,000","5,293,000","8,353,000","8,425,000","5,957,000","5,437,000","5,544,000","5,645,000","5,817,000","5,965,000","7,159,000","9,060,000","8,408,000","8,979,000","9,102,000","7,258,000","10,871,000","10,230,000","11,246,000","12,406,000","12,340,000","9,870,000","15,172,000","12,597,000","13,637,000","10,928,000","11,007,000","10,155,000","9,191,000","8,324,000","7,115,000","6,560,000","5,992,000","5,573,000","5,636,000","5,738,000","5,400,000","5,600,000","5,700,000","5,500,000","4,700,000","4,000,000","4,000,000","3,400,000","2,900,000","2,800,000","2,600,000","3,500,000","5,000,000","1,200,000"
		OperatingGainsLosses,"-25,289,000","-390,000","-2,051,000","-652,000","-5,691,000","-1,728,000","1,380,000","-1,815,000","-3,776,000","149,000","-702,000","-523,000","-430,000","-447,000","257,000","-117,000","-54,000","-1,456,000","-11,858,000","-1,371,000","-85,000","-101,000","-1,000","-95,000","-81,000","-68,233,000","14,000","138,000","25,000","-1,450,000","-975,000","42,000","-63,000","-690,000","-78,000","-85,000","18,000","-222,000","13,411,000","193,000","253,000","167,000","159,000","381,000","676,000","-154,000","103,000","35,000","-331,000","-146,000","-280,000","1,175,000","-1,366,000","-232,000","138,000","-931,000","-3,000","-87,000","-204,000","-79,000","-223,000","-244,000","-84,000","-779,000","-1,317,000","-877,000","-353,000","-284,000","5,024,000","-135,000","-357,000","427,000","-207,000","-576,000","1,642,000","-646,000",,,"-7,000","-2,130,000","69,000","-64,000","-30,000",,,"-753,000","-37,000",,,"1,300,000","-100,000","100,000","17,900,000","-500,000","-100,000","-18,500,000",,,,"33,300,000","0","-15,100,000","-19,000,000"
			GainLossOnInvestmentSecurities,"-995,000","0","-975,000","0","-20,000","-841,000","-29,000","-390,000","-3,570,000","464,000","-199,000","-80,000","-91,000","-192,000","-958,000","-95,000","-19,000","4,000","29,000","-2,635,000","-59,000","-75,000","25,000","-69,000","-33,000","-6,000","-1,370,000","138,000","21,000","-62,000","-975,000","42,000","-63,000","-14,000","-78,000","-104,000","17,000","-210,000","-955,000","-66,000","-8,000","-106,000","-71,000","136,000","-7,000","-46,000","-55,000","-86,000","-458,000","-327,000","0","0","0","-431,000",,,,,,,,,"478,000","1,000","-1,064,000","-478,000","0","0",,,"0","139,000","0","-516,000",,,,,"18,000","-1,993,000","-9,000","-5,000","-11,000",,,,,,,"1,300,000","-100,000","18,100,000","-100,000","-500,000","-100,000","-18,500,000",,,,"33,300,000","0","-15,100,000","-19,000,000"
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"277,000","267,000","275,000","229,000","251,000","268,000","293,000","285,000","251,000","266,000","223,000","225,000","220,000","170,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"14,401,000","3,354,000","3,613,000","4,805,000","2,986,000","-977,000","1,189,000","1,297,000","1,195,000","1,294,000","2,136,000","444,000","-380,000","2,875,000","1,911,000","1,192,000","-322,000","2,184,000","976,000","861,000","957,000","879,000","685,000","525,000","550,000","536,000","560,000","576,000","768,000","834,000","663,000","648,000","657,000","673,000","770,000","673,000","671,000","720,000","800,000","1,402,000","1,000","677,000","699,000","710,000","645,000","881,000","552,000","638,000","605,000","649,000","514,000","622,000","640,000","670,000","409,000","585,000","574,000","189,000","32,000","410,000","404,000","406,000","-15,000","449,000","421,000","410,000","357,000","533,000","595,000","849,000","743,000","1,194,000","1,395,000","1,079,000","2,089,000","1,815,000","1,557,000","-53,000","761,000","487,000","386,000","355,000","328,000","1,522,000","1,267,000","1,530,000","1,322,000","4,492,000","441,000","-1,200,000","1,600,000","1,800,000","2,500,000","-200,000","900,000","800,000","800,000","700,000","900,000","700,000","600,000","400,000","-300,000"
			DepreciationAndAmortization,"14,401,000","3,354,000","3,613,000","4,805,000","2,986,000","-977,000","1,189,000","1,297,000","1,195,000","1,294,000","2,136,000","444,000","-380,000","2,875,000","1,911,000","1,192,000","-322,000","2,184,000","976,000","861,000","957,000","879,000","685,000","525,000","550,000","536,000","560,000","576,000","768,000","834,000","663,000","648,000","657,000","673,000","770,000","673,000","671,000","720,000","800,000","1,402,000","1,000","677,000","699,000","710,000","645,000","881,000","552,000","638,000","605,000","649,000","514,000","622,000","640,000","670,000","409,000","585,000","574,000","189,000","32,000","410,000","404,000","406,000","-15,000","449,000","421,000","410,000","357,000","533,000","595,000","849,000","743,000","1,194,000","1,395,000","1,079,000","2,089,000","1,815,000","1,557,000","-53,000","761,000","487,000","386,000","355,000","328,000","1,522,000","1,267,000","1,530,000","1,322,000","4,492,000","441,000","-1,200,000","1,600,000","1,800,000","2,500,000","-200,000","900,000","800,000","800,000","700,000","900,000","700,000","600,000","400,000","-300,000"
				Depreciation,"11,550,000","2,768,000","2,898,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"2,851,000","586,000","715,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
