name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
TotalRevenue,"1,922,000,000","496,000,000","475,000,000","460,000,000","491,000,000","491,000,000","491,000,000","454,000,000","457,000,000","434,000,000","494,000,000","459,000,000","478,000,000","468,000,000","588,000,000","526,000,000","544,000,000","506,000,000","626,000,000","526,000,000","513,000,000","491,000,000","626,000,000","552,000,000","599,000,000","545,000,000","719,000,000","606,000,000","623,000,000","582,000,000","761,000,000","667,000,000","676,000,000","628,000,000","769,000,000","666,000,000","670,000,000","587,000,000","740,000,000","647,000,000","665,000,000","613,000,000","673,000,000","602,000,000","581,000,000","506,000,000","548,000,000","489,000,000","470,000,000","429,000,000","496,000,000","425,000,000","421,000,000","367,000,000","493,000,000","439,000,000","455,000,000","375,000,000","479,000,000","439,000,000","430,000,000","367,000,000","453,000,000","375,000,000"
	OperatingRevenue,"1,922,000,000","496,000,000","475,000,000","460,000,000","491,000,000","491,000,000","491,000,000","454,000,000","457,000,000","434,000,000","494,000,000","459,000,000","478,000,000","468,000,000","588,000,000","526,000,000","544,000,000","506,000,000","626,000,000","526,000,000","513,000,000","491,000,000","626,000,000","552,000,000","599,000,000","545,000,000","719,000,000","606,000,000","623,000,000","582,000,000","761,000,000","667,000,000","676,000,000","628,000,000","769,000,000","666,000,000","670,000,000","587,000,000","740,000,000","647,000,000","665,000,000","613,000,000","673,000,000","602,000,000","581,000,000","506,000,000","548,000,000","489,000,000","470,000,000","429,000,000","496,000,000","425,000,000","421,000,000","367,000,000","493,000,000","439,000,000","455,000,000","375,000,000","479,000,000","439,000,000","430,000,000","367,000,000","453,000,000","375,000,000"
CostOfRevenue,"742,000,000","195,000,000","181,000,000","185,000,000","181,000,000","184,000,000","207,000,000","200,000,000","201,000,000","209,000,000","246,000,000","212,000,000","242,000,000","244,000,000","299,000,000","262,000,000","294,000,000","283,000,000","320,000,000","276,000,000","271,000,000","267,000,000","311,000,000","258,000,000","289,000,000","276,000,000","354,000,000","299,000,000","296,000,000","305,000,000","336,000,000","317,000,000","305,000,000","295,000,000","338,000,000","308,000,000","291,000,000","282,000,000","330,000,000","286,000,000","283,000,000","275,000,000","299,000,000","274,000,000","265,000,000","231,000,000","243,000,000","210,000,000","202,000,000","193,000,000","218,000,000","198,000,000","188,000,000","167,000,000","224,000,000","202,000,000","206,000,000","181,000,000","208,000,000","210,000,000","200,000,000","171,000,000","212,000,000","176,000,000"
GrossProfit,"1,180,000,000","301,000,000","294,000,000","275,000,000","310,000,000","307,000,000","284,000,000","254,000,000","256,000,000","225,000,000","248,000,000","247,000,000","236,000,000","224,000,000","289,000,000","264,000,000","250,000,000","223,000,000","306,000,000","250,000,000","242,000,000","224,000,000","315,000,000","294,000,000","310,000,000","269,000,000","365,000,000","307,000,000","327,000,000","277,000,000","425,000,000","350,000,000","371,000,000","333,000,000","431,000,000","358,000,000","379,000,000","305,000,000","410,000,000","361,000,000","382,000,000","338,000,000","374,000,000","328,000,000","316,000,000","275,000,000","305,000,000","279,000,000","268,000,000","236,000,000","278,000,000","227,000,000","233,000,000","200,000,000","269,000,000","237,000,000","249,000,000","194,000,000","271,000,000","229,000,000","230,000,000","196,000,000","241,000,000","199,000,000"
OperatingExpense,"962,000,000","233,000,000","244,000,000","245,000,000","240,000,000","226,000,000","271,000,000","253,000,000","248,000,000","231,000,000","253,000,000","237,000,000","226,000,000","229,000,000","266,000,000","250,000,000","240,000,000","227,000,000","247,000,000","243,000,000","243,000,000","225,000,000","217,000,000","205,000,000","223,000,000","231,000,000","267,000,000","230,000,000","249,000,000","247,000,000","267,000,000","227,000,000","238,000,000","244,000,000","254,000,000","226,000,000","232,000,000","229,000,000","260,000,000","218,000,000","222,000,000","211,000,000","241,000,000","206,000,000","206,000,000","184,000,000","188,000,000","173,000,000","162,000,000","150,000,000","172,000,000","139,000,000","149,000,000","140,000,000","167,000,000","151,000,000","157,000,000","141,000,000","165,000,000","163,000,000","142,000,000","126,000,000","145,000,000","131,000,000"
	SellingGeneralAndAdministration,"654,000,000","157,000,000","170,000,000","166,000,000","161,000,000","149,000,000","183,000,000","163,000,000","165,000,000","158,000,000","171,000,000","151,000,000","145,000,000","151,000,000","185,000,000","166,000,000","163,000,000","152,000,000","171,000,000","161,000,000","165,000,000","155,000,000","159,000,000","159,000,000","172,000,000","174,000,000","212,000,000","179,000,000","190,000,000","184,000,000","213,000,000","181,000,000","188,000,000","188,000,000","210,000,000","183,000,000","185,000,000","179,000,000","210,000,000","174,000,000","179,000,000","165,000,000","185,000,000","163,000,000","165,000,000","150,000,000","149,000,000","133,000,000","126,000,000","118,000,000","138,000,000","113,000,000","122,000,000","110,000,000","137,000,000","123,000,000","132,000,000","116,000,000","131,000,000","128,000,000","112,000,000","99,000,000","115,000,000","104,000,000"
	ResearchAndDevelopment,"308,000,000","76,000,000","74,000,000","79,000,000","79,000,000","77,000,000","88,000,000","90,000,000","83,000,000","73,000,000","82,000,000","86,000,000","81,000,000","78,000,000","81,000,000","84,000,000","77,000,000","75,000,000","76,000,000","82,000,000","78,000,000","70,000,000","58,000,000","46,000,000","51,000,000","57,000,000","55,000,000","51,000,000","59,000,000","63,000,000","54,000,000","46,000,000","50,000,000","56,000,000","44,000,000","43,000,000","47,000,000","50,000,000","50,000,000","44,000,000","43,000,000","46,000,000","56,000,000","43,000,000","41,000,000","34,000,000","39,000,000","40,000,000","36,000,000","32,000,000","34,000,000","26,000,000","27,000,000","30,000,000","30,000,000","28,000,000","25,000,000","25,000,000","34,000,000","35,000,000","30,000,000","27,000,000","30,000,000","27,000,000"
OperatingIncome,"218,000,000","68,000,000","50,000,000","30,000,000","70,000,000","81,000,000","13,000,000","1,000,000","8,000,000","-6,000,000","-5,000,000","10,000,000","10,000,000","-5,000,000","23,000,000","14,000,000","10,000,000","-4,000,000","59,000,000","7,000,000","-1,000,000","-1,000,000","98,000,000","89,000,000","87,000,000","38,000,000","98,000,000","77,000,000","78,000,000","30,000,000","158,000,000","123,000,000","133,000,000","89,000,000","177,000,000","132,000,000","147,000,000","76,000,000","150,000,000","143,000,000","160,000,000","127,000,000","133,000,000","122,000,000","110,000,000","91,000,000","117,000,000","106,000,000","106,000,000","86,000,000","106,000,000","88,000,000","84,000,000","60,000,000","102,000,000","86,000,000","92,000,000","53,000,000","106,000,000","66,000,000","88,000,000","70,000,000","96,000,000","68,000,000"
NetNonOperatingInterestIncomeExpense,"-18,000,000","-4,000,000","-4,000,000","-5,000,000","-5,000,000","-6,000,000","-6,000,000","-6,000,000","-6,000,000","-5,000,000","-5,000,000","-4,000,000","-2,000,000","-3,000,000","-3,000,000","-2,000,000","-1,000,000","-2,000,000","-12,000,000","-1,000,000","-1,000,000","-1,000,000","-7,000,000","-1,000,000","-2,000,000","-2,000,000","-1,000,000","-2,000,000","-1,000,000","0",,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,"0","0",,
	InterestIncomeNonOperating,"7,000,000","2,000,000","2,000,000","1,000,000","2,000,000","1,000,000","0","1,000,000","1,000,000","2,000,000","2,000,000","4,000,000","6,000,000","6,000,000","3,000,000","4,000,000","4,000,000","3,000,000",,"3,000,000","3,000,000","2,000,000",,"2,000,000","2,000,000","1,000,000","2,000,000","1,000,000","1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,"0","0",,
