name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
TotalRevenue,"874,690,000","224,310,000","208,970,000","222,420,000","218,990,000","206,730,000","188,170,000","199,460,000","199,550,000","182,790,000","26,040,000","236,830,000","239,370,000","221,290,000","211,350,000","223,780,000","224,910,000","217,100,000","195,210,000","209,330,000","213,370,000","199,830,000","185,530,000","202,290,000","203,320,000","202,880,000","192,760,000","222,190,000","224,900,000","366,490,000","350,570,000","380,120,000","403,980,000","367,740,000","323,430,000","355,620,000","378,030,000","337,780,000","301,040,000","335,870,000","338,430,000","297,570,000","259,650,000","277,660,000","299,720,000","269,670,000","222,650,000","247,880,000","252,060,000","220,060,000","188,560,000","203,730,000","208,650,000","202,710,000","167,760,000","276,900,000","297,080,000","279,560,000","228,570,000","262,180,000","290,830,000","286,690,000","223,270,000","244,590,000","279,640,000","275,280,000","151,800,000","270,940,000","294,630,000","292,750,000","242,950,000","257,100,000","284,210,000","260,900,000","201,290,000","235,990,000","250,150,000","186,080,000","146,840,000","185,750,000","205,880,000"
	OperatingRevenue,"874,690,000","224,310,000","208,970,000","222,420,000","218,990,000","206,730,000","188,170,000","199,460,000","199,550,000","182,790,000","26,040,000","236,830,000","239,370,000","221,290,000","211,350,000","223,780,000","224,910,000","217,100,000","195,210,000","209,330,000","213,370,000","199,830,000","185,530,000","202,290,000","203,320,000","202,880,000","192,760,000","222,190,000","224,900,000","366,490,000","350,570,000","380,120,000","403,980,000","367,740,000","323,430,000","355,620,000","378,030,000","337,780,000","301,040,000","335,870,000","338,430,000","297,570,000","259,650,000","277,660,000","299,720,000","269,670,000","222,650,000","247,880,000","252,060,000","220,060,000","188,560,000","203,730,000","208,650,000","202,710,000","167,760,000","276,900,000","297,080,000","279,560,000","228,570,000","262,180,000","290,830,000","286,690,000","223,270,000","244,590,000","279,640,000","275,280,000","151,800,000","270,940,000","294,630,000","292,750,000","242,950,000","257,100,000","284,210,000","260,900,000","201,290,000","235,990,000","250,150,000","186,080,000","146,840,000","185,750,000","205,880,000"
CostOfRevenue,"655,120,000","170,600,000","159,580,000","163,980,000","160,960,000","155,400,000","141,620,000","147,530,000","162,320,000","136,420,000","18,550,000","175,590,000","174,020,000","161,470,000","154,110,000","162,060,000","160,130,000","156,720,000","146,070,000","150,500,000","153,960,000","148,070,000","146,100,000","144,240,000","146,240,000","146,960,000","143,760,000","159,720,000","163,180,000","268,270,000","269,040,000","282,070,000","294,220,000","271,160,000","250,890,000","261,470,000","274,720,000","254,380,000","222,220,000","245,730,000","242,540,000","218,660,000","184,000,000","195,720,000","208,350,000","194,990,000","158,160,000","173,390,000","173,750,000","157,000,000","132,620,000","146,300,000","159,040,000","156,870,000","128,420,000","205,150,000","218,330,000","206,220,000","172,070,000","190,380,000","209,530,000","207,400,000","165,050,000","177,690,000","204,580,000","201,790,000","99,240,000","210,800,000","225,460,000","227,210,000","191,620,000","196,370,000","206,860,000","196,290,000","144,090,000","176,110,000","188,050,000","144,670,000","113,710,000","147,820,000","147,790,000"
GrossProfit,"219,570,000","53,710,000","49,390,000","58,440,000","58,030,000","51,330,000","46,550,000","51,930,000","37,230,000","46,370,000","7,490,000","61,240,000","65,350,000","59,820,000","57,240,000","61,720,000","64,780,000","60,380,000","49,140,000","58,830,000","59,410,000","51,760,000","39,430,000","58,050,000","57,080,000","55,920,000","49,000,000","62,470,000","61,720,000","98,220,000","81,530,000","98,050,000","109,760,000","96,580,000","72,540,000","94,150,000","103,310,000","83,400,000","78,820,000","90,140,000","95,890,000","78,910,000","75,650,000","81,940,000","91,370,000","74,680,000","64,490,000","74,490,000","78,310,000","63,060,000","55,940,000","57,430,000","49,610,000","45,840,000","39,340,000","71,750,000","78,750,000","73,340,000","56,500,000","71,800,000","81,300,000","79,290,000","58,220,000","66,900,000","75,060,000","73,490,000","52,560,000","60,140,000","69,170,000","65,540,000","51,330,000","60,730,000","77,350,000","64,610,000","57,200,000","59,880,000","62,100,000","41,410,000","33,130,000","37,930,000","58,090,000"
OperatingExpense,"123,530,000","31,780,000","31,670,000","27,620,000","32,460,000","30,220,000","26,910,000","25,650,000","55,380,000","26,540,000","1,770,000","32,550,000","34,240,000","33,970,000","31,530,000","31,840,000","33,260,000","25,170,000","29,680,000","30,710,000","33,160,000","36,020,000","35,560,000","40,260,000","38,420,000","39,470,000","39,030,000","40,910,000","42,510,000","70,720,000","61,910,000","65,540,000","65,720,000","63,990,000","62,100,000","61,220,000","61,670,000","59,650,000","59,440,000","53,550,000","52,710,000","50,470,000","49,250,000","46,150,000","48,870,000","44,650,000","44,990,000","41,480,000","41,790,000","38,010,000","46,160,000","37,260,000","33,990,000","41,540,000","28,850,000","43,860,000","48,900,000","45,230,000","244,860,000","44,480,000","45,370,000","45,950,000","159,050,000","40,500,000","43,530,000","44,230,000","37,500,000","42,140,000","41,380,000","42,290,000","60,920,000","39,800,000","44,370,000","43,710,000","69,570,000","38,210,000","39,670,000","29,250,000","27,320,000","30,280,000","29,320,000"
	SellingGeneralAndAdministration,"123,530,000","31,780,000","31,670,000","27,620,000","32,460,000","30,220,000","26,910,000","25,650,000","55,380,000","26,540,000","1,770,000","32,550,000","34,240,000","33,970,000","31,530,000","31,840,000","33,260,000","25,170,000","29,680,000","30,710,000","33,160,000","36,020,000","35,560,000","40,260,000","38,420,000","39,470,000","39,030,000","40,910,000","42,510,000","70,720,000","61,910,000","65,540,000","65,720,000","63,990,000","62,100,000","61,220,000","61,670,000","59,650,000","59,440,000","53,550,000","52,710,000","50,470,000","49,340,000","46,170,000","48,830,000","44,710,000","44,400,000","41,260,000","41,370,000","37,700,000","45,410,000","37,280,000","34,110,000","41,540,000","28,680,000","43,910,000","48,790,000","45,120,000","51,480,000","42,980,000","45,670,000","45,780,000","41,670,000","41,010,000","43,610,000","44,050,000","33,850,000","42,140,000","41,380,000","42,530,000","49,360,000","40,100,000","44,440,000","43,710,000","61,970,000","38,210,000","39,670,000","29,250,000","27,320,000","30,280,000","29,320,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,000","-300,000","-90,000","-20,000","40,000","-60,000","590,000","220,000","420,000","310,000","750,000","-20,000","-120,000","0","170,000","-50,000","110,000","110,000","193,380,000","1,500,000","-300,000","170,000","117,380,000","-510,000","-80,000","180,000",,,,"-240,000","11,560,000","-300,000","-70,000",,,,,,,,
OperatingIncome,"96,040,000","21,930,000","17,720,000","30,820,000","25,570,000","21,110,000","19,640,000","26,280,000","-18,150,000","19,830,000","5,720,000","28,690,000","31,110,000","25,850,000","25,710,000","29,880,000","31,520,000","35,210,000","19,460,000","28,120,000","26,250,000","15,740,000","3,870,000","17,790,000","18,660,000","16,450,000","9,970,000","21,560,000","19,210,000","27,500,000","19,620,000","32,510,000","44,040,000","32,590,000","10,440,000","32,930,000","41,640,000","23,750,000","19,380,000","36,590,000","43,180,000","28,440,000","26,400,000","35,790,000","42,500,000","30,030,000","19,500,000","33,010,000","36,520,000","25,050,000","9,780,000","20,170,000","15,620,000","4,300,000","10,490,000","27,890,000","29,850,000","28,110,000","-188,360,000","27,320,000","35,930,000","33,340,000","-100,830,000","26,400,000","31,530,000","29,260,000","15,060,000","18,000,000","27,790,000","23,250,000","-9,590,000","20,930,000","32,980,000","20,900,000","-12,370,000","21,670,000","22,430,000","12,160,000","5,810,000","7,650,000","28,770,000"
NetNonOperatingInterestIncomeExpense,"-24,690,000","-3,410,000","-3,400,000","-3,440,000","-14,440,000","-3,750,000","-3,400,000","-3,450,000","-4,230,000","-3,580,000","-3,500,000","-3,520,000","-3,490,000","-3,440,000","-3,250,000","-3,480,000","-3,480,000","-3,700,000","-4,040,000","-10,030,000","-3,420,000","-3,550,000","-3,490,000","-3,480,000","-3,310,000","-3,440,000","-3,450,000","-3,440,000","-5,690,000","-4,670,000","-8,110,000","-3,360,000","-3,440,000","-3,470,000","-4,470,000","-5,570,000","-5,540,000","-5,210,000","-52,190,000","-9,450,000","-10,300,000","-10,670,000","-10,110,000","-10,730,000","-11,620,000","-12,020,000","-12,050,000","-12,550,000","-13,090,000","-14,140,000","-10,510,000","-10,760,000","-11,310,000","-12,490,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"14,370,000","3,410,000","3,400,000","3,440,000","4,120,000","3,550,000","3,400,000","3,450,000","4,230,000","3,580,000","3,500,000","3,520,000","3,490,000","3,440,000","3,250,000","3,480,000","3,480,000","3,700,000","4,040,000","3,390,000","3,420,000","3,550,000","3,490,000","3,480,000","3,310,000","3,440,000","3,450,000","3,440,000","3,720,000","4,670,000","4,750,000","3,360,000","3,440,000","3,470,000","2,010,000","5,570,000","5,540,000","5,210,000","5,380,000","9,450,000","10,300,000","10,670,000","10,110,000","10,730,000","11,620,000","12,020,000","12,050,000","12,550,000","13,090,000","14,140,000","10,510,000","10,760,000","11,310,000","12,490,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
