name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"687,260,417","672,206,918","650,701,615","614,538,478","602,211,214","609,438,120","574,729,827","617,995,501"
TotalLiabilitiesNetMinorityInterest,"10,215,749","6,284,080","6,930,588","4,369,468","6,740,688","10,188,355","4,708,351","1,767,992"
TotalEquityGrossMinorityInterest,"677,044,668","665,922,838","643,771,027","610,169,010","595,470,526","599,249,765","570,021,476","616,227,509"
	StockholdersEquity,"677,044,668","665,922,838","643,771,027","610,169,010","595,470,526","599,249,765","570,021,476","616,227,509"
		CapitalStock,"652,482","639,710","638,929","638,300","637,870","637,003","636,699","636,699"
			CommonStock,"652,482","639,710","638,929","638,300","637,870","637,003","636,699","636,699"
		AdditionalPaidInCapital,"391,300,691","421,533,769","420,725,177","460,799,383","460,401,130","513,538,564","513,257,349","639,518,406"
		RetainedEarnings,"285,091,495","243,749,359","222,406,921","148,731,327","134,431,526","85,074,198","56,127,428","-27,195,062"
CommonStockEquity,"677,044,668","665,922,838","643,771,027","610,169,010","595,470,526","599,249,765","570,021,476","616,227,509"
NetTangibleAssets,"677,044,668","665,922,838","643,771,027","610,169,010","595,470,526","599,249,765","570,021,476","616,227,509"
TangibleBookValue,"677,044,668","665,922,838","643,771,027","610,169,010","595,470,526","599,249,765","570,021,476","616,227,509"
ShareIssued,"65,248,184","63,970,955","63,892,866","63,829,983","63,786,982","63,700,289","63,669,928","63,669,928"
OrdinarySharesNumber,"65,248,184","63,970,955","63,892,866","63,829,983","63,786,982","63,700,289","63,669,928","63,669,928"
