name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
MarketCap,"2,911,593,280","3,179,928,583","3,488,797,151","3,376,466,471","3,664,203,022","3,267,658,926","2,826,706,789","2,839,424,376","3,657,518,989","3,864,014,076","3,082,568,961","2,579,869,388","2,751,985,042","2,517,365,354","2,094,873,119","2,592,060,381","2,471,986,926","2,010,655,771","2,081,760,412","2,246,276,463","1,651,149,858","1,642,051,019","1,561,153,578","1,605,412,565","1,668,190,099","1,912,775,749","1,526,841,452","1,328,931,435","1,244,224,080","1,066,720,820","1,083,760,669","900,931,239","876,164,036","774,229,746","616,579,405","782,940,906","655,090,939","648,156,531","433,712,562","347,390,551","466,949,450","442,260,183","503,689,793","361,146,263","319,261,665","291,165,673","344,226,493","642,260,311","872,310,353","1,136,417,312","1,124,581,323","1,443,234,315","1,180,528,192","793,613,911","573,808,780","453,825,689","430,256,570","241,731,233","213,862,544","291,417,727","404,900,362","18,980,330","5,294,896","4,652,423","25,891,046","15,293,467","16,398,494","7,664,448","1,741,920","1,323,859","3,309,648","4,489,081","10,703,035"
EnterpriseValue,"3,883,001,280","4,121,600,583","4,402,446,151","4,264,106,471","4,500,642,022","4,107,618,926","3,610,229,789","3,569,369,376","4,328,974,989","4,513,629,076","3,728,086,961","3,216,779,388","3,384,417,042","3,036,511,354","2,603,154,119","3,088,770,381","2,954,801,926","2,481,825,771","2,545,774,412","2,699,815,463","2,078,750,858","1,937,282,019","1,820,393,578","1,839,714,565","1,859,405,099","2,098,332,749","1,701,981,452","1,502,898,435","1,392,371,080","1,214,867,820","1,232,586,669","1,054,767,239","1,024,265,036","934,401,746","776,751,405","940,200,906","806,423,939","774,798,531","567,093,562","473,025,551","586,525,450","562,265,183","627,673,793","475,944,263","420,905,665","414,372,673","515,099,493","814,694,311","1,017,686,353","1,247,025,312","1,225,748,323","1,492,733,315","1,234,830,192","841,909,911","616,698,780","496,715,689","505,575,570","304,985,233","277,116,544","354,396,727","528,266,362","270,834,330","231,727,896","217,583,423","235,471,046","166,844,467","131,527,494","511,988,448","494,555,920","481,670,859","439,942,648","339,245,081","339,656,035"
PeRatio,"94.906","64.417","152.458","708.4","226.147","528.923","136.068","72.349","95.506","101.198","81.247","79.855","87.294","86.111","132.971","242.609","281.053","333.846","129.429","140.354",,"31.044","28.008","28.728","29.364","466.617","881.099",,,,"574.75","148","112.235","168.9","134.5","212.625","1,425","1,414",,,,,"21.731","12.937","11.803","11.068",,,,,,,,,,,,"0.632","0.562",,,,,"0.139",,"1.315",,,,,,,
ForwardPeRatio,"75.188","58.824","65.79","61.35","80.645","76.336","66.225","56.497","76.336","76.336","65.79","50.505","66.225","58.824",,"49.505","56.497","55.556","69.93","55.556","55.249","74.074","55.249","52.356","47.619","70.922","55.249","45.249","51.546","82.645","126.582","39.063","35.971","40.323","31.949","38.61","37.313","104.167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"3.027","2.331","1.457","0.762","1.023","0.988",,,,,"2.246","1.753","2.248","2.006",,,,,"1.647","1.313",,"6.187","4.617","4.359","3.962","5.926","4.602","3.771","4.294","6.891","10.585","3.252","1.03","0.557","1.638","0.624","0.602","5.316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"4.828","5.283","5.844","5.701","6.256","5.648","4.939","4.989","6.473","6.916","5.634","4.769","5.18","4.774","4.013","5.007","4.868","4.042","4.295","4.727",,"4.431","4.317","4.568","4.799","5.531","4.486","3.973","3.791","3.251","3.368","2.854","2.854","2.604","2.073","2.702","2.332","2.404","1.648","1.348","1.9","1.841","2.209","1.631","1.475","1.383","1.672","3.165","4.493","6.104","6.749","9.43","7.346","5.577","4.143","3.298","3.181","1.848","1.642","2.466","3.865","0.181","0.447","0.648","4.439","3.126","0.279","0.129","0.028","0.026","1.076","1.484","3.546"
PbRatio,,,,,,,,,,,,,,,,,,,,,,"15.111","11.102","9.849","8.621","12.338","9.88","8.533","7.794","6.676","6.728","5.497","5.351","4.886","3.887","4.825","4.174","4.27","2.938","2.442","3.242","3.061","3.483","2.493","2.209","2.38","4.241","7.184","7.365","8.186","7.392","6.931","5.475","3.54","2.46","1.945","2.067","1.017","0.9","1.164","2.021","0.261","0.06","0.042","0.206","0.104","0.078",,,,,,
EnterprisesValueRevenueRatio,"6.557","27.629","29.905","28.826","30.435","27.985","25.089","25.083","30.704","32.031","26.574","23.49","25.109","22.637","19.714","23.734","22.853","19.283","20.329","21.955","17.983","20.023","19.024","19.443","20.007","23.351","19.393","17.516","16.467","14.706","15.474","13.554","13.322","11.814","10.04","12.44","10.978","11.154","8.492","7.346","9.343","8.995","10.421","8.207","7.642","7.544","9.435","15.126","19.53","24.958","26.097","33.092","28.308","20.78","16.249","13.739","14.677","9.18","8.206","10.483","15.35","9.598","10.661","10.673","11.242","11.488","8.683","32.991","34.747","34.818","27.565","18.261","95.894"
EnterprisesValueEBITDARatio,"17.371","68.917","65.238","68.795","131.363","64.929","115.727","115.795","92.709","94.898","81.081","59.403","77.351","65.315","57.434","69.461","70.758","58.924","63.574","70.125","59.035","63.302","58.372","57.711","61.472","70.599","58.906","53.503","52.668","46.334","51.274","44.976","47.459","35.561","31.264","35.557","36.035","38.29","30.679","27.087","35.465","34.455","39.301","32.55","40.77","39.882","50.955","66.273","134.171","124.454","186.397","173.796","146.567","125.827","155.027","446.285","-2,905.607","104.411","110.317","132.534","347.772","-71.066","-107.53","-99.946","275.083","-42.584","-0.603","-157.052","-491.606","-55.55","-88.041","-87.21","-46.836"
