name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
OperatingCashFlow,"6,882,000,000","1,136,000,000","1,800,000,000","2,203,000,000","1,743,000,000","271,000,000","639,000,000","491,000,000","764,000,000","217,000,000","1,694,000,000","1,662,000,000","1,930,000,000","-478,000,000","4,139,000,000","582,000,000","2,364,000,000","488,000,000","1,931,000,000","401,000,000","1,865,000,000","-549,000,000","667,000,000","883,000,000","1,155,000,000","258,000,000","1,497,000,000","1,437,000,000","1,427,000,000","1,352,000,000","872,000,000","429,000,000","830,000,000","1,398,000,000","897,000,000","1,949,000,000","968,000,000","2,213,000,000","1,305,000,000","1,918,000,000","1,434,000,000","-361,000,000","2,731,000,000","737,000,000","3,038,000,000","-1,500,000,000","2,603,000,000"
	CashFlowFromContinuingOperatingActivities,"6,882,000,000","1,136,000,000","1,800,000,000","2,203,000,000","1,743,000,000","271,000,000","639,000,000","491,000,000","764,000,000","217,000,000","1,694,000,000","1,662,000,000","1,930,000,000","-478,000,000","4,139,000,000","582,000,000","2,364,000,000","488,000,000","1,931,000,000","401,000,000","1,865,000,000","-549,000,000","667,000,000","883,000,000","1,155,000,000","258,000,000","1,497,000,000","1,437,000,000","1,427,000,000","1,352,000,000","872,000,000","429,000,000","830,000,000","1,396,000,000","812,000,000","1,949,000,000","968,000,000","2,213,000,000","1,305,000,000","1,918,000,000","1,434,000,000","-361,000,000","2,731,000,000","737,000,000","3,038,000,000","-1,500,000,000","2,603,000,000"
		NetIncomeFromContinuingOperations,"2,890,000,000","657,000,000","1,371,000,000","488,000,000","374,000,000","-639,000,000","-494,000,000","-726,000,000","-67,000,000","-2,427,000,000","810,000,000","793,000,000","1,504,000,000","270,000,000","2,316,000,000","1,568,000,000","1,404,000,000","585,000,000","3,255,000,000","849,000,000","581,000,000","563,000,000","194,000,000","536,000,000","516,000,000","398,000,000","666,000,000","1,592,000,000","1,025,000,000","997,000,000","1,158,000,000","1,189,000,000","872,000,000","872,000,000","772,000,000","540,000,000","960,000,000","1,410,000,000","710,000,000","1,601,000,000","1,182,000,000","638,000,000","2,012,000,000","1,051,000,000","1,040,000,000","677,000,000","288,000,000"
		OperatingGainsLosses,"-453,000,000","-101,000,000","-52,000,000","-80,000,000","-220,000,000","217,000,000","59,000,000","-45,000,000","217,000,000","-5,000,000","-119,000,000","1,000,000","-139,000,000","94,000,000","109,000,000","124,000,000","-133,000,000","102,000,000","27,000,000","-291,000,000","-54,000,000","-636,000,000","-44,000,000","-260,000,000","-355,000,000","-166,000,000","168,000,000","-330,000,000","523,000,000","-459,000,000","-333,000,000","-128,000,000","-262,000,000","625,000,000","-283,000,000","-63,000,000","-139,000,000","76,000,000","52,000,000","-366,000,000","-400,000,000","-351,000,000","-1,664,000,000","-71,000,000","-543,000,000","-311,000,000","-256,000,000"
			GainLossOnSaleOfBusiness,"-85,000,000",,,,,,,,,,,,,,"0","0",,,"0","0","0","-423,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-445,000,000","-100,000,000","-50,000,000","-77,000,000","-218,000,000","217,000,000","80,000,000","-44,000,000","302,000,000","-4,000,000","-118,000,000","19,000,000","-139,000,000","95,000,000","110,000,000","125,000,000","-133,000,000","119,000,000","27,000,000","-291,000,000","-40,000,000","-212,000,000","-43,000,000","-257,000,000","-349,000,000","-166,000,000","168,000,000","-308,000,000","662,000,000","-337,000,000","-163,000,000","-19,000,000","-253,000,000","632,000,000","-278,000,000","-55,000,000","-98,000,000","77,000,000","56,000,000","-367,000,000","-212,000,000","-349,000,000","149,000,000","-292,000,000","-500,000,000","-308,000,000","-258,000,000"
		DepreciationAmortizationDepletion,"1,587,000,000","338,000,000","524,000,000","361,000,000","364,000,000","356,000,000","358,000,000","352,000,000","343,000,000","342,000,000","340,000,000","336,000,000","334,000,000","331,000,000","337,000,000","346,000,000","337,000,000","336,000,000","346,000,000","337,000,000","320,000,000","315,000,000","305,000,000","293,000,000","290,000,000","280,000,000","281,000,000","270,000,000","274,000,000","253,000,000","273,000,000","249,000,000","239,000,000","234,000,000","235,000,000","236,000,000","231,000,000","245,000,000","244,000,000","229,000,000","224,000,000","216,000,000","241,000,000","222,000,000","226,000,000","219,000,000","220,000,000"
			DepreciationAndAmortization,"1,587,000,000","338,000,000","524,000,000","361,000,000","364,000,000","356,000,000","358,000,000","352,000,000","343,000,000","342,000,000","340,000,000","336,000,000","334,000,000","331,000,000","337,000,000","346,000,000","337,000,000","336,000,000","346,000,000","337,000,000","320,000,000","315,000,000","305,000,000","293,000,000","290,000,000","280,000,000","281,000,000","270,000,000","274,000,000","253,000,000","273,000,000","249,000,000","239,000,000","234,000,000","235,000,000","236,000,000","231,000,000","245,000,000","244,000,000","229,000,000","224,000,000","216,000,000","241,000,000","222,000,000","226,000,000","219,000,000","220,000,000"
		DeferredTax,"-27,000,000","142,000,000","18,000,000","-453,000,000","266,000,000","-103,000,000","124,000,000","23,000,000","26,000,000","-47,000,000","68,000,000","-138,000,000","74,000,000","179,000,000","23,000,000","100,000,000","28,000,000","101,000,000","-2,670,000,000","27,000,000","264,000,000","493,000,000","145,000,000","276,000,000","37,000,000","154,000,000","654,000,000","-44,000,000","-75,000,000","-6,000,000","39,000,000","-72,000,000","-11,000,000","-444,000,000","313,000,000","120,000,000","80,000,000","81,000,000","110,000,000","-67,000,000","9,000,000","169,000,000","358,000,000","188,000,000","326,000,000","59,000,000","161,000,000"
			DeferredIncomeTax,"-27,000,000","142,000,000","18,000,000","-453,000,000","266,000,000","-103,000,000","124,000,000","23,000,000","26,000,000","-47,000,000","68,000,000","-138,000,000","74,000,000","179,000,000","23,000,000","100,000,000","28,000,000","101,000,000","-2,670,000,000","27,000,000","264,000,000","493,000,000","145,000,000","276,000,000","37,000,000","154,000,000","654,000,000","-44,000,000","-75,000,000","-6,000,000","39,000,000","-72,000,000","-11,000,000","-444,000,000","313,000,000","120,000,000","80,000,000","81,000,000","110,000,000","-67,000,000","9,000,000","169,000,000","358,000,000","188,000,000","326,000,000","59,000,000","161,000,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,000,000",,,,,,,
		AssetImpairmentCharge,"1,300,000,000","0","2,000,000","1,298,000,000","0","198,000,000","106,000,000","1,140,000,000","0","3,006,000,000","5,000,000","853,000,000","2,000,000","1,000,000","1,000,000","1,000,000",,,"6,000,000","1,000,000","15,000,000","2,000,000","1,000,000","2,000,000",,,"4,000,000","1,000,000","2,000,000","0","134,000,000","12,000,000","3,000,000","1,000,000","3,000,000","1,000,000","1,000,000","24,000,000","592,000,000","248,000,000","275,000,000","43,000,000","-16,000,000","486,000,000","2,000,000","0","51,000,000"
		UnrealizedGainLossOnInvestmentSecurities,"-196,000,000","169,000,000","-141,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
