name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"5,749,734,000","5,748,946,000","5,495,465,000","5,479,509,000","5,245,682,000","5,246,338,000","5,386,427,000","5,305,956,000","5,316,422,000","5,596,686,000","5,618,209,000","5,561,734,000","5,521,914,000","5,278,563,000","5,161,957,000","5,073,367,000","5,113,367,000","5,032,985,000","4,890,764,000","4,478,168,000","4,470,054,000","4,480,595,000","4,622,065,000","4,665,403,000","4,678,229,000","4,264,915,000","4,169,811,000","4,109,610,000","4,049,424,000","3,976,587,000","3,663,255,000","3,685,850,000","3,484,705,000","2,636,689,000","2,524,787,000","2,460,339,000","2,568,323,000","2,618,855,000","2,152,876,000","2,173,439,000","2,125,809,000","2,183,934,000","2,121,457,000","2,110,466,000","1,924,312,000","1,853,896,000"
	CurrentAssets,"1,967,402,000","2,000,186,000","1,868,699,000","2,028,162,000","1,956,218,000","1,938,766,000","2,032,981,000","1,893,758,000","1,742,401,000","2,330,297,000","2,224,910,000","2,144,579,000","2,105,220,000","1,963,411,000","1,931,490,000","1,808,157,000","1,889,454,000","1,879,850,000","1,817,104,000","1,478,749,000","1,653,987,000","1,696,343,000","1,849,338,000","1,878,055,000","1,925,962,000","1,537,338,000","1,481,334,000","1,386,491,000","1,382,221,000","1,329,080,000","1,293,922,000","1,310,610,000","1,176,742,000","1,304,658,000","1,204,620,000","1,145,947,000","1,357,077,000","1,346,527,000","875,378,000","905,654,000","835,895,000","869,999,000","815,403,000","801,144,000","582,399,000","566,440,000"
		CashCashEquivalentsAndShortTermInvestments,"821,626,000","892,221,000","870,967,000","980,726,000","993,123,000","888,526,000","1,071,860,000","889,887,000","704,129,000","816,170,000","773,386,000","706,342,000","683,682,000","554,886,000","564,717,000","416,124,000","529,200,000","558,783,000","552,289,000","189,479,000","403,648,000","481,389,000","682,764,000","643,470,000","702,800,000","316,321,000","307,555,000","241,060,000","194,307,000","201,367,000","296,622,000","283,992,000","159,454,000","521,951,000","509,676,000","448,637,000","554,948,000","610,970,000","313,252,000","307,803,000","224,182,000","215,836,000","224,959,000","197,837,000","84,073,000","79,960,000"
			CashAndCashEquivalents,"821,626,000","892,221,000","870,967,000","980,726,000","993,123,000","888,526,000","1,071,860,000","889,887,000","704,129,000","816,170,000","773,386,000","706,342,000","683,682,000","554,886,000","564,717,000","416,124,000","529,200,000","558,783,000","552,289,000","189,479,000","403,648,000","481,389,000","682,764,000","643,470,000","702,800,000","316,321,000","307,555,000","241,060,000","194,307,000","201,367,000","296,622,000","283,992,000","159,454,000","521,951,000","509,676,000","448,637,000","554,948,000","610,970,000","313,252,000","307,803,000","224,182,000","215,836,000","224,959,000","197,837,000","84,073,000","79,960,000"
		Receivables,"773,273,000","815,444,000","771,546,000","807,499,000","777,063,000","813,587,000","768,506,000","796,834,000","826,022,000","857,143,000","807,481,000","838,287,000","829,704,000","835,977,000","777,950,000","818,730,000","793,275,000","775,891,000","712,654,000","745,135,000","717,440,000","701,163,000","647,617,000","726,949,000","688,125,000","678,673,000","575,493,000","611,001,000","671,462,000","591,295,000","487,169,000","522,156,000","534,570,000","383,605,000","321,052,000","319,237,000","322,650,000","307,478,000","262,648,000","298,725,000","290,445,000","292,350,000","242,118,000","247,959,000","247,663,000","249,539,000"
			AccountsReceivable,"773,273,000","815,444,000","771,546,000","807,499,000","777,063,000","813,587,000","768,506,000","796,834,000","826,022,000","857,143,000","807,481,000","838,287,000","829,704,000","835,977,000","777,950,000","818,730,000","793,275,000","775,891,000","712,176,000","744,647,000","716,904,000","700,655,000","647,233,000","726,508,000","685,144,000","674,611,000","571,460,000","607,026,000","667,771,000","587,193,000","483,600,000","518,112,000","530,206,000","378,831,000","317,140,000","315,103,000","316,304,000","299,792,000","254,895,000","293,930,000","285,378,000","286,810,000","232,610,000","241,980,000","223,908,000","242,699,000"
				GrossAccountsReceivable,"781,302,000","823,474,000","780,278,000","818,047,000","785,843,000","824,821,000","777,851,000","806,274,000","834,632,000","862,876,000","816,126,000","847,316,000","838,980,000","846,765,000","790,899,000","828,312,000","802,962,000","785,582,000","720,366,000","751,465,000","723,292,000","706,719,000","652,838,000","732,010,000","690,008,000","678,918,000","575,958,000","612,351,000","671,830,000","591,469,000","486,810,000","519,911,000","530,244,000","379,762,000","318,538,000","316,492,000","317,608,000","301,170,000","256,220,000",,"288,218,000","289,902,000","241,327,000",,,
				AllowanceForDoubtfulAccountsReceivable,"-8,029,000","-8,030,000","-8,732,000","-10,548,000","-8,780,000","-11,234,000","-9,345,000","-9,440,000","-8,610,000","-5,733,000","-8,645,000","-9,029,000","-9,276,000","-10,788,000","-12,949,000","-9,582,000","-9,687,000","-9,691,000","-8,190,000","-6,818,000","-6,388,000","-6,064,000","-5,605,000","-5,502,000","-4,864,000","-4,307,000","-4,498,000","-5,325,000","-4,059,000","-4,276,000","-3,210,000","-1,799,000","-38,000","-931,000","-1,398,000","-1,389,000","-1,304,000","-1,378,000","-1,325,000",,"-2,840,000","-3,092,000","-8,717,000",,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,"478,000","488,000","536,000","508,000","384,000","441,000","2,981,000","4,062,000","4,033,000","3,975,000","3,691,000","4,102,000","3,569,000","4,044,000","4,364,000","4,774,000","3,912,000","4,134,000","6,346,000","7,686,000","7,753,000","4,795,000","5,067,000","5,540,000","9,508,000","5,979,000",,
			OtherReceivables,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","23,755,000","6,840,000"
		Inventory,,,,,,,,,,,,,,,,,,,"452,709,000","450,090,000","461,005,000","441,130,000","380,439,000","390,162,000",,,,"440,483,000","428,529,000",,,"398,563,000","375,324,000",,,,,"289,644,000",,,,,,,,
		PrepaidAssets,"357,399,000","282,453,000","208,181,000","221,846,000","170,199,000","223,173,000","174,682,000","189,683,000","195,191,000","230,360,000","187,755,000","166,181,000","157,972,000","131,809,000","118,569,000","110,437,000","102,058,000","91,726,000","99,452,000","77,612,000","71,894,000","72,661,000","95,481,000","87,373,000","62,443,000","72,989,000","83,531,000","72,206,000","70,569,000","74,294,000","69,688,000","57,606,000","63,535,000","65,512,000","40,115,000","42,262,000","26,832,000","17,032,000","37,352,000","49,488,000","40,921,000","67,370,000","53,446,000","60,518,000","44,702,000","42,950,000"
