name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,04/30/1992,04/30/1991
TotalAssets,"2,741,630,000","2,863,496,000","2,902,725,000","2,750,849,000","2,751,511,000","2,850,965,000","2,789,024,000","2,646,196,000","2,715,350,000","3,513,552,000","3,435,457,000","3,349,622,000","3,269,269,000","3,320,525,000","3,344,254,000","3,287,758,000","3,471,664,000","3,674,358,000","3,528,479,000","3,495,242,000","3,507,913,000","3,594,062,000","3,590,368,000","3,499,267,000","3,520,804,000","3,555,670,000","3,451,838,000","4,239,654,000","2,947,706,000","2,871,532,000","2,857,449,000","2,899,172,000","2,864,677,000","2,976,148,000","2,949,299,000","2,761,647,000","2,681,778,000","2,637,490,000","2,620,240,000","2,700,472,000","2,739,368,000","2,665,825,000","2,397,763,000","2,517,513,000","2,564,968,000","2,503,585,000","2,550,047,000","2,447,952,000","2,422,969,000","2,322,815,000","2,254,133,000","2,248,566,000","2,133,620,000","2,096,957,000","2,111,088,000","2,125,793,000","2,076,373,000","1,929,670,000","2,074,926,000","1,996,800,000","1,940,320,000","1,849,845,000","1,862,240,000","1,950,257,000","1,911,718,000","1,820,770,000","1,783,112,000","1,719,201,000","1,685,301,000","1,747,979,000","1,657,088,000","1,636,345,000","1,588,957,000","1,504,009,000","1,424,881,000","881,610,000","823,978,000","764,090,000","736,956,000","720,822,000","718,376,000","637,556,000","606,700,000","601,589,000","549,180,000","515,884,000","490,464,000","475,582,000","451,976,000","420,700,000","409,000,000","382,600,000","373,300,000","343,900,000","323,800,000","322,000,000","316,400,000","280,300,000","270,100,000","243,300,000","244,500,000","242,000,000","228,400,000","199,900,000","202,800,000","193,600,000","172,200,000","170,100,000","171,300,000","160,700,000","146,500,000","133,600,000","136,200,000","138,000,000","123,100,000","99,800,000","103,500,000","97,500,000","84,500,000","75,300,000","64,600,000"
	CurrentAssets,"1,679,022,000","1,790,431,000","1,799,431,000","1,611,484,000","1,615,929,000","1,723,230,000","1,656,258,000","1,460,127,000","1,542,765,000","1,692,674,000","1,687,432,000","1,582,664,000","1,604,363,000","1,679,666,000","1,705,299,000","1,641,524,000","1,772,724,000","1,979,788,000","1,843,608,000","1,816,093,000","1,803,593,000","1,871,216,000","1,832,832,000","1,691,068,000","1,747,541,000","1,710,856,000","1,665,930,000","1,801,802,000","1,573,225,000","1,501,266,000","1,489,726,000","1,445,186,000","1,415,717,000","1,537,133,000","1,566,927,000","1,447,037,000","1,361,336,000","1,288,128,000","1,277,023,000","1,361,610,000","1,403,513,000","1,340,502,000","1,059,082,000","1,178,732,000","1,230,709,000","1,175,952,000","1,235,898,000","1,134,450,000","1,133,758,000","1,077,638,000","1,012,302,000","999,809,000","937,595,000","917,070,000","971,835,000","1,032,757,000","985,041,000","863,524,000","1,011,572,000","943,341,000","886,490,000","768,850,000","778,467,000","880,905,000","847,374,000","773,971,000","760,417,000","719,008,000","800,037,000","866,537,000","783,376,000","776,509,000","778,143,000","709,301,000","658,899,000","664,608,000","606,117,000","550,287,000","524,631,000","519,972,000","529,420,000","459,066,000","427,601,000","422,588,000","442,761,000","412,091,000","386,998,000","374,988,000","351,408,000","312,500,000","318,800,000","295,300,000","286,600,000","258,500,000","238,200,000","236,500,000","227,700,000","199,800,000","188,900,000","162,900,000","164,300,000","161,500,000","147,200,000","171,800,000","174,700,000","166,900,000","147,900,000","147,600,000","148,500,000","137,800,000","123,800,000","111,900,000","116,400,000","115,600,000","101,500,000","88,300,000","94,000,000","89,700,000","77,900,000","70,000,000","59,700,000"
		CashCashEquivalentsAndShortTermInvestments,"142,014,000","165,044,000","154,152,000","136,930,000","143,244,000","155,961,000","139,481,000","119,561,000","77,944,000","106,169,000","129,575,000","109,781,000","95,646,000","117,431,000","165,515,000","91,476,000","62,984,000","118,005,000","101,456,000","99,779,000","94,959,000","121,739,000","110,387,000","89,978,000","137,453,000","97,701,000","95,451,000","236,091,000","400,632,000","342,047,000","342,722,000","302,347,000","305,683,000","464,570,000","516,058,000","603,369,000","505,228,000","472,449,000","500,374,000","580,753,000","573,781,000","538,092,000","250,068,000","373,776,000","388,665,000","388,039,000","328,744,000","298,427,000","340,591,000","267,782,000","170,151,000","175,377,000","158,065,000","161,884,000","256,643,000","331,150,000","308,164,000","171,228,000","345,142,000","294,232,000","241,791,000","152,464,000","181,558,000","265,224,000","224,392,000","187,991,000","152,060,000","155,226,000","245,931,000","341,568,000","286,197,000","298,255,000","295,178,000","222,552,000","203,752,000","274,003,000","217,448,000","163,657,000","167,032,000","132,437,000","151,237,000","130,359,000","114,803,000","118,453,000","184,508,000","157,645,000","130,056,000","129,649,000","118,173,000","88,600,000","90,900,000","82,900,000","78,700,000","34,800,000","29,700,000","38,100,000","35,600,000","34,700,000","21,200,000","8,000,000","9,100,000","11,500,000","2,800,000","42,500,000","46,100,000","34,900,000","22,800,000","17,200,000","13,600,000","10,400,000","9,400,000","-4,700,000","3,900,000","400,000","-1,700,000","4,400,000","17,100,000","14,000,000","2,700,000","4,100,000","1,700,000"
			CashAndCashEquivalents,"142,014,000","165,044,000","154,152,000","136,930,000","143,244,000","155,961,000","139,481,000","119,561,000","77,944,000","106,169,000","129,575,000","109,781,000","95,646,000","117,431,000","165,515,000","91,476,000","62,984,000","118,005,000","101,456,000","99,779,000","94,959,000","121,739,000","110,387,000","89,978,000","137,453,000","97,701,000","95,451,000","186,440,000","347,260,000","289,722,000","284,872,000","260,740,000","264,908,000","423,975,000","516,058,000","603,369,000","505,228,000","472,449,000","500,374,000","580,753,000","573,781,000","538,092,000","250,068,000","373,776,000","388,665,000","388,039,000","328,744,000","298,427,000","340,591,000","267,782,000","170,151,000","175,377,000","158,065,000","161,884,000","256,643,000","331,150,000","308,164,000","171,228,000","345,142,000","294,232,000","241,791,000","152,464,000","181,558,000","265,224,000","224,392,000","185,986,000","148,047,000","145,204,000","232,549,000","329,343,000","265,806,000","288,298,000","287,160,000","215,017,000","192,755,000","253,211,000","195,182,000","135,365,000","143,031,000","102,666,000","125,986,000","107,611,000","89,742,000","98,941,000","160,024,000","141,379,000","124,853,000","122,027,000","113,453,000","81,900,000","79,600,000","73,200,000","78,700,000","34,800,000","29,700,000","38,100,000","35,600,000","34,700,000","21,200,000","8,000,000","9,100,000","11,500,000","2,800,000","42,500,000","46,100,000","34,900,000","22,800,000","17,200,000","13,600,000","10,400,000","9,400,000","-4,700,000","3,900,000","400,000","-1,700,000","4,400,000","17,100,000","14,000,000","2,700,000","4,100,000","1,700,000"
				CashFinancial,"138,828,000",,,,"141,546,000",,,,"74,553,000",,,,"76,117,000",,,,"56,334,000",,,,"88,161,000",,,,"122,844,000",,,,"256,691,000",,,,"213,397,000",,,,"222,609,000",,,,"251,849,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"3,186,000",,,,"1,698,000",,,,"3,391,000",,,,"19,529,000",,,,"6,650,000",,,,"6,798,000",,,,"14,609,000",,,,"90,569,000",,,,"51,511,000",,,,"282,619,000",,,,"321,932,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","49,651,000","53,372,000","52,325,000","57,850,000","41,607,000","40,775,000","40,595,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,005,000","4,013,000","10,022,000","13,382,000","12,225,000","20,391,000","9,957,000","8,018,000","7,535,000","10,997,000","20,792,000","22,266,000","28,292,000","24,001,000","29,771,000","25,251,000","22,748,000","25,061,000","19,512,000","24,484,000","16,266,000","5,203,000","7,622,000","4,720,000","6,700,000","11,300,000","9,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"447,162,000","467,111,000","481,844,000","373,533,000","449,235,000","456,138,000","491,687,000","372,317,000","416,523,000","451,255,000","581,288,000","502,662,000","582,094,000","547,180,000","571,232,000","520,578,000","826,877,000","863,455,000","849,205,000","841,284,000","884,803,000","810,155,000","822,734,000","719,218,000","796,693,000","698,911,000","734,461,000","624,340,000","644,139,000","590,260,000","587,835,000","564,458,000","607,580,000","557,576,000","550,769,000","400,540,000","448,158,000","421,506,000","407,835,000","413,690,000","464,869,000","428,587,000","416,809,000","423,285,000","465,170,000","420,778,000","427,276,000","454,941,000","452,746,000","471,316,000","503,162,000","484,128,000","476,156,000","436,574,000","365,189,000","348,954,000","364,050,000","366,838,000","348,346,000","333,642,000","361,401,000","345,449,000","335,970,000","327,920,000","350,299,000","312,954,000","341,258,000","305,824,000","317,168,000","296,021,000","279,530,000","258,421,000","285,249,000","288,594,000","266,998,000","229,618,000","248,585,000","223,269,000","201,774,000","218,860,000","222,435,000","168,049,000","167,209,000","157,362,000","144,625,000","134,708,000","147,384,000","125,477,000","132,419,000","108,600,000","114,400,000","105,900,000","112,500,000","121,800,000","105,400,000","97,300,000","106,300,000","90,500,000","94,200,000","86,000,000","90,900,000","77,600,000","83,400,000","70,900,000","77,200,000","73,500,000","72,700,000","67,300,000","71,000,000","66,600,000","66,200,000","62,300,000","65,200,000","61,300,000","63,300,000","47,000,000","45,000,000","42,100,000","44,100,000","37,600,000","32,500,000"
			AccountsReceivable,"447,162,000","467,111,000","481,844,000","373,533,000","449,235,000","456,138,000","491,687,000","372,317,000","416,523,000","451,255,000","581,288,000","502,662,000","582,094,000","547,180,000","571,232,000","520,578,000","826,877,000","863,455,000","849,205,000","841,284,000","884,803,000","810,155,000","822,734,000","719,218,000","796,693,000","698,911,000","734,461,000","624,340,000","644,139,000","590,260,000","587,835,000","564,458,000","607,580,000","557,576,000","550,769,000","400,540,000","448,158,000","421,506,000","407,835,000","413,690,000","464,869,000",,,,"465,170,000",,,,,,,,,"436,574,000","365,189,000","348,954,000","364,050,000","366,838,000","348,346,000","333,642,000","361,401,000","345,449,000","335,970,000","327,920,000","350,299,000","312,954,000","341,258,000","305,824,000","317,168,000","296,021,000","279,530,000","258,421,000","285,249,000","288,594,000","266,998,000","229,618,000","248,585,000","223,269,000","201,774,000","218,860,000","222,435,000","168,049,000","167,209,000","157,362,000","144,625,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"453,075,000","473,891,000","488,303,000","379,390,000","455,373,000","463,039,000",,,"421,646,000",,,,"588,866,000",,,,"836,414,000",,,,"894,145,000",,,,"808,701,000",,,,"652,558,000",,,,"617,453,000",,,,"453,966,000",,,,"472,700,000",,,,"473,535,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
