name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,12/31/2005,12/31/2004
TotalAssets,"3,098,469,000","3,170,540,000","3,143,910,000","3,086,512,000","2,982,951,000","2,935,700,000","2,794,932,000","2,758,736,000","2,680,134,000","2,730,436,000","2,730,904,000","2,737,416,000","2,628,736,000","2,574,450,000","2,562,099,000","2,530,478,000","2,498,007,000","2,367,255,000","2,246,065,000","2,030,542,000","1,902,573,000","1,789,999,000","1,727,298,000","1,629,307,000","1,550,100,000","1,453,429,000","1,408,206,000","1,334,541,000","1,249,260,000","1,210,887,000","1,185,388,000","1,158,386,000","1,097,013,000","1,061,216,000","1,009,796,000","939,255,000","892,258,000","895,498,000","878,385,000","798,014,000","834,905,000","608,132,000","596,324,000","561,381,000","489,567,000","441,855,000","373,976,000","333,724,000","315,207,000","312,636,000","318,939,000","323,101,000","313,805,000","313,218,000","303,917,000","303,031,000","287,755,000","263,321,000","258,212,000","240,125,000","220,424,000","232,492,000","141,401,000","131,996,000","115,481,000","110,545,000"
	CurrentAssets,"2,282,834,000","2,347,683,000","2,325,175,000","2,290,592,000","2,202,261,000","2,148,077,000","2,031,653,000","1,950,526,000","1,874,526,000","1,896,634,000","1,865,515,000","1,863,082,000","1,792,094,000","1,805,424,000","1,882,285,000","1,836,035,000","1,864,886,000","1,754,010,000","1,642,539,000","1,510,774,000","1,391,014,000","1,300,962,000","1,276,498,000","1,197,247,000","1,197,639,000","1,122,935,000","1,078,072,000","1,002,370,000","931,028,000","893,838,000","863,254,000","854,092,000","825,133,000","786,343,000","749,208,000","691,585,000","649,371,000","664,959,000","661,106,000","602,957,000","647,678,000","434,457,000","431,612,000","399,800,000","336,810,000","300,801,000","239,613,000","204,879,000","185,161,000","180,914,000","184,063,000","189,831,000","183,678,000","181,023,000","173,753,000","176,006,000","165,372,000","155,691,000","161,323,000","148,638,000","133,439,000","156,439,000","78,681,000","68,481,000","57,870,000","46,651,000"
		CashCashEquivalentsAndShortTermInvestments,"1,416,678,000","1,514,505,000","1,519,007,000","1,497,409,000","1,444,937,000","1,391,066,000","1,301,616,000","1,248,899,000","1,195,143,000","1,182,616,000","1,078,837,000","1,042,829,000","1,030,077,000","1,044,790,000","1,122,028,000","1,125,762,000","1,175,909,000","1,116,157,000","1,045,922,000","930,415,000","862,803,000","830,634,000","772,528,000","714,080,000","739,965,000","689,116,000","651,220,000","571,508,000","541,474,000","522,150,000","487,518,000","483,432,000","480,609,000","448,776,000","398,355,000","369,484,000","355,715,000","384,053,000","372,569,000","355,343,000","395,522,000","205,685,000","196,586,000","188,196,000","160,618,000","147,860,000","96,630,000","90,655,000","84,407,000","82,920,000","76,309,000","78,068,000","71,601,000","51,283,000","44,339,000","44,926,000","39,698,000","44,922,000","44,750,000","46,709,000","49,129,000","75,667,000","11,357,000","11,282,000","8,361,000","2,548,000"
			CashAndCashEquivalents,"642,517,000","709,105,000","794,904,000","754,199,000","896,741,000","876,231,000","763,920,000","747,859,000","570,058,000","680,070,000","580,329,000","530,013,000","548,938,000","544,358,000","647,606,000","816,792,000","969,123,000","909,900,000","880,267,000","808,111,000","697,778,000","623,855,000","645,558,000","587,286,000","613,692,000","582,532,000","651,220,000","571,508,000","541,474,000","522,150,000","487,518,000","483,432,000","480,609,000","448,776,000","398,355,000","369,484,000","355,715,000","384,053,000","372,569,000","345,578,000","377,071,000","180,234,000","196,586,000","188,196,000","160,618,000","147,860,000","96,630,000","90,655,000","84,407,000","82,920,000","76,309,000","78,068,000","71,601,000","51,283,000","44,339,000","44,926,000","38,698,000","37,972,000","44,750,000","46,709,000","49,129,000","75,667,000","11,357,000","11,282,000","8,361,000","2,548,000"
			OtherShortTermInvestments,"774,161,000","805,400,000","724,103,000","743,210,000","548,196,000","514,835,000","537,696,000","501,040,000","625,085,000","502,546,000","498,508,000","512,816,000","481,139,000","500,432,000","474,422,000","308,970,000","206,786,000","206,257,000","165,655,000","122,304,000","165,025,000","206,779,000","126,970,000","126,794,000","126,273,000","106,584,000",,,,,,,,,,,,"0","0","9,765,000","18,451,000","25,451,000",,,,,,,,,,,,,,,"1,000,000","6,950,000",,,,,,,,
		Receivables,"257,464,000","262,121,000","272,699,000","250,669,000","252,877,000","264,321,000","240,352,000","203,568,000","200,646,000","238,479,000","252,926,000","273,697,000","231,850,000","255,509,000","251,613,000","242,128,000","235,477,000","237,278,000","226,756,000","237,332,000","180,226,000","155,901,000","162,725,000","151,476,000","146,505,000","150,479,000","154,814,000","169,828,000","149,781,000","143,109,000","136,629,000","124,144,000","107,598,000","103,803,000","120,640,000","114,498,000","102,793,000","96,630,000","124,617,000","100,078,000","102,860,000","75,755,000","80,361,000","77,703,000","60,346,000","58,062,000","58,919,000","42,867,000","33,271,000","32,914,000","30,743,000","34,001,000","31,325,000","43,810,000","40,518,000","38,682,000","39,521,000","37,091,000","40,940,000","32,607,000","24,413,000","22,353,000","22,459,000","18,131,000","15,434,000","10,806,000"
			AccountsReceivable,"257,464,000","262,121,000","272,699,000","250,669,000","252,877,000","264,321,000","240,352,000","203,568,000","200,646,000","238,479,000","252,926,000","273,697,000","231,850,000","255,509,000","251,613,000","242,128,000","235,477,000","237,278,000","226,756,000","237,332,000","180,226,000","155,901,000","162,725,000","151,476,000","146,505,000","150,479,000","154,814,000","169,828,000","149,781,000","143,109,000","136,629,000","124,144,000","107,598,000","103,803,000","120,640,000","114,498,000","102,793,000","96,630,000","110,649,000","86,132,000","88,426,000","75,755,000","80,361,000","73,284,000","57,970,000","55,399,000","53,720,000","39,907,000","30,078,000","30,356,000","29,768,000","32,006,000","29,740,000","41,842,000","39,503,000","37,747,000","37,269,000","33,946,000","33,277,000","26,726,000","24,413,000","22,353,000","22,459,000","18,131,000","15,434,000","10,806,000"
				GrossAccountsReceivable,"259,401,000","264,229,000","274,640,000","252,920,000","255,033,000","266,477,000",,"205,567,000","202,781,000","240,878,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,937,000","-2,108,000","-1,941,000","-2,251,000","-2,156,000","-2,156,000",,"-1,999,000","-2,135,000","-2,399,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,968,000","13,946,000","14,434,000",,,"4,419,000","2,376,000","2,663,000","5,199,000","2,960,000","3,193,000","2,558,000","975,000","1,995,000","1,585,000",,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,968,000","1,015,000","935,000","2,252,000","3,145,000","7,663,000","5,881,000",,,,,,
		Inventory,"484,971,000","460,747,000","435,070,000","404,547,000","368,149,000","364,993,000","370,344,000","367,166,000","363,383,000","380,790,000","417,163,000","425,996,000","417,817,000","403,579,000","397,409,000","376,019,000","356,375,000","307,712,000","282,495,000","260,661,000","261,893,000","239,010,000","242,370,000","241,282,000","226,907,000","203,738,000","197,635,000","190,848,000","174,140,000","171,009,000","179,476,000","178,925,000","170,556,000","172,700,000","171,268,000","154,093,000","142,096,000","139,618,000","135,121,000","121,979,000","123,430,000","116,978,000","117,276,000","109,273,000","88,698,000","72,470,000","64,898,000","54,029,000","52,135,000","52,869,000","59,155,000","62,085,000","66,445,000","72,555,000","72,797,000","76,574,000","69,630,000","60,412,000","58,850,000","52,691,000","45,167,000","42,162,000","40,367,000","34,759,000","28,588,000","29,577,000"
			RawMaterials,"288,752,000","270,146,000","247,929,000","224,486,000","190,376,000","190,775,000","193,765,000","191,612,000","195,170,000","200,390,000","235,276,000","243,768,000","247,603,000","233,594,000","240,635,000","227,876,000","181,928,000","145,261,000","131,920,000","116,399,000","106,829,000","93,284,000","99,251,000","89,686,000","81,922,000","70,394,000","71,297,000","66,618,000","54,004,000","54,925,000","58,172,000","54,376,000","48,513,000","54,539,000","56,738,000","58,578,000","53,603,000","53,436,000","48,744,000","44,053,000","42,380,000","41,107,000","42,428,000","38,963,000","29,772,000","25,126,000","22,261,000","17,605,000","17,092,000",,"19,458,000","22,447,000","25,073,000","27,482,000","27,438,000","28,488,000","25,876,000","25,363,000","23,282,000","21,964,000","18,939,000","19,244,000","15,498,000","14,637,000","9,985,000","15,473,000"
			WorkInProcess,"36,806,000","32,506,000","33,335,000","32,449,000","38,066,000","47,251,000","46,714,000","39,630,000","28,728,000","49,620,000","49,744,000","40,661,000","55,698,000","66,498,000","40,763,000","35,411,000","35,942,000","43,646,000","35,097,000","26,755,000","24,666,000","44,723,000","29,316,000","35,353,000","39,648,000","43,259,000","35,272,000","46,387,000","52,016,000","58,603,000","63,823,000","67,886,000","64,385,000","64,927,000","60,391,000","50,412,000","50,394,000","46,240,000","43,002,000","40,586,000","45,614,000","40,380,000","39,300,000","36,929,000","30,666,000","24,392,000","23,008,000","21,240,000","22,089,000",,"23,409,000","23,704,000","26,719,000","28,653,000","29,489,000","31,958,000","31,456,000","25,831,000","23,630,000","18,827,000","14,540,000","12,886,000","11,983,000","8,872,000","10,010,000","5,900,000"
