name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,02/29/1988,02/28/1987,02/28/1986
TotalAssets,"906,950,000","887,863,000","982,091,000","976,453,000","990,703,000","1,015,099,000","1,085,982,000","1,054,498,000","1,071,624,000","1,128,991,000","1,149,791,000","1,138,826,000","1,132,239,000","1,068,168,000","1,080,980,000","1,073,617,000","1,035,315,000","1,022,320,000","1,043,768,000","1,039,376,000","779,597,000","784,658,000","717,245,000","701,607,000","667,729,000","657,440,000","640,528,000","621,297,000","607,883,000","612,057,000","592,130,000","578,937,000","558,440,000","565,357,000","545,413,000","508,489,000","497,330,000","520,141,000","523,681,000","507,475,000","495,586,000","493,104,000","494,586,000","502,869,000","500,996,000","515,367,000","507,640,000","507,277,000","513,194,000","526,854,000","539,545,000","529,934,000","508,857,000","527,684,000","544,694,000","576,597,000","565,741,000","563,508,000","482,609,000","481,239,000","467,026,000","449,161,000","441,407,000","422,198,000","413,441,000","403,958,000","391,682,000","376,102,000","372,878,000","368,465,000","356,715,000","354,841,000","335,861,000","335,203,000","360,006,000","355,967,000","367,066,000","382,841,000","381,208,000","383,645,000","378,610,000","409,116,000","415,620,000","426,667,000","435,478,000","432,679,000","452,678,000","477,764,000","473,272,000","481,154,000","486,500,000","486,300,000","484,900,000","471,200,000","493,800,000","506,700,000","478,300,000","464,100,000","504,800,000","494,900,000","513,300,000","501,000,000","462,500,000","455,000,000","427,100,000","386,100,000","380,500,000","369,500,000","377,000,000","361,900,000","322,100,000","315,100,000","311,400,000","306,200,000","304,200,000","289,300,000","252,600,000","251,500,000","248,300,000","245,100,000","239,400,000","249,500,000","262,200,000","268,500,000","253,500,000","250,300,000","251,300,000","253,000,000","246,500,000","244,100,000","246,200,000","252,300,000","226,100,000","207,700,000","143,500,000","115,700,000","101,700,000"
	CurrentAssets,"371,161,000","337,892,000","366,874,000","343,894,000","332,132,000","350,674,000","345,635,000","311,732,000","330,693,000","381,910,000","396,916,000","391,334,000","392,789,000","371,898,000","372,775,000","361,193,000","344,150,000","336,278,000","374,788,000","368,746,000","297,272,000","297,461,000","365,491,000","358,599,000","331,833,000","336,793,000","328,512,000","311,043,000","297,744,000","298,975,000","276,084,000","261,055,000","233,660,000","242,792,000","220,131,000","249,286,000","234,672,000","251,841,000","253,231,000","233,644,000","218,164,000","229,439,000","221,380,000","216,541,000","206,994,000","213,923,000","211,114,000","227,370,000","225,976,000","246,586,000","252,435,000","243,315,000","217,556,000","228,688,000","243,624,000","249,082,000","245,996,000","259,230,000","235,225,000","232,206,000","228,361,000","222,484,000","227,771,000","214,884,000","213,358,000","203,134,000","198,994,000","190,270,000","191,491,000","187,106,000","180,793,000","175,164,000","160,148,000","157,854,000","167,381,000","162,763,000","160,603,000","171,463,000","175,389,000","164,240,000","152,761,000","175,084,000","174,870,000","200,219,000","181,104,000","175,191,000","168,938,000","190,295,000","212,660,000","214,422,000","204,900,000","202,900,000","204,700,000","205,300,000","252,800,000","279,100,000","258,900,000","262,200,000","291,100,000","284,600,000","307,000,000","305,200,000","298,800,000","300,900,000","279,600,000","258,600,000","272,200,000","264,800,000","270,600,000","256,800,000","230,100,000","225,400,000","224,200,000","221,300,000","221,800,000","205,400,000","169,800,000","169,000,000","163,700,000","163,100,000","157,600,000","166,400,000","178,000,000","179,900,000","166,100,000","162,700,000","162,100,000","163,200,000","157,500,000","154,800,000","158,300,000","163,700,000","140,500,000","126,900,000","86,000,000","68,300,000","70,900,000"
		CashCashEquivalentsAndShortTermInvestments,"15,186,000","37,583,000","78,272,000","61,821,000","36,469,000","47,277,000","55,413,000","19,001,000","11,636,000","14,952,000","10,129,000","13,812,000","20,619,000","17,087,000","15,043,000","18,113,000","24,014,000","19,782,000","13,327,000","29,992,000","23,397,000","20,011,000","82,234,000","77,641,000","67,469,000","90,643,000","91,366,000","92,319,000","63,483,000","52,512,000","34,310,000","25,041,000","17,657,000","28,669,000","22,542,000","70,868,000","66,922,000","63,774,000","74,964,000","54,644,000","43,937,000","65,691,000","32,758,000","29,867,000","18,575,000","35,465,000","46,436,000","69,388,000","69,620,000","102,635,000","83,069,000","52,347,000","30,837,000","27,060,000","10,791,000","5,530,000","4,552,000","12,264,000","7,636,000","10,311,000","3,738,000","6,187,000","3,452,000","4,689,000","7,027,000","4,676,000","3,723,000","6,511,000","5,522,000","5,967,000","9,570,000","5,452,000","6,890,000","7,822,000","4,814,000","9,030,000","4,505,000","10,166,000","17,977,000","8,557,000","4,089,000","15,361,000","4,358,000","29,912,000","3,862,000","4,689,000","4,654,000","6,260,000","8,679,000","7,192,000","1,100,000","7,200,000","5,800,000","1,300,000","1,300,000","9,800,000","11,700,000","7,900,000","3,000,000","8,500,000","9,700,000","4,100,000","4,100,000","5,300,000","14,700,000","7,400,000","8,300,000","14,700,000","15,600,000","2,900,000","6,100,000","10,000,000","9,900,000","10,800,000","1,300,000","4,000,000","7,500,000","8,900,000","10,100,000","5,500,000","13,000,000","18,700,000","21,100,000","17,100,000","11,900,000","20,500,000","7,600,000","19,200,000","14,900,000","12,200,000","11,700,000","15,900,000","8,400,000","3,000,000","3,000,000","2,800,000","3,500,000"
			CashAndCashEquivalents,"15,186,000","37,583,000","78,272,000","61,821,000","36,469,000","47,277,000","55,413,000","19,001,000","11,636,000","14,952,000","10,129,000","13,812,000","20,619,000","17,087,000","15,043,000","18,113,000","21,620,000","19,359,000","12,845,000","29,528,000","22,972,000","19,463,000","51,599,000","46,976,000","36,967,000","60,470,000","30,713,000","36,190,000","28,204,000","52,185,000","34,067,000","24,648,000","17,093,000","28,465,000","19,853,000","55,641,000","37,147,000","37,767,000","37,418,000","29,553,000","23,028,000","54,027,000","25,924,000","24,611,000","10,110,000","24,302,000","14,252,000","28,858,000","11,790,000","46,929,000","57,446,000","30,362,000","15,806,000","12,994,000","10,791,000","5,530,000","4,552,000","12,264,000","7,636,000","10,311,000","3,738,000","6,187,000","3,452,000","4,689,000","7,027,000","4,676,000","3,723,000","6,511,000","5,522,000","5,967,000","9,570,000","5,452,000","6,890,000","7,822,000","4,814,000","9,030,000","4,505,000","10,166,000","17,977,000","8,557,000","4,089,000","15,361,000","4,358,000","9,479,000","3,862,000","4,689,000","4,654,000","6,260,000","8,679,000","7,192,000","1,100,000","7,200,000","5,800,000","1,300,000","1,300,000","9,800,000","11,700,000","7,900,000","3,000,000","8,500,000","9,700,000","4,100,000","4,100,000","5,300,000","14,700,000","7,400,000","8,300,000","14,700,000","15,600,000","2,900,000","6,100,000","10,000,000","9,900,000","10,800,000","1,300,000","4,000,000","7,500,000","8,900,000","10,100,000","5,500,000","13,000,000","18,700,000","21,100,000","17,100,000","11,900,000","20,500,000","7,600,000","19,200,000","14,900,000","12,200,000","11,700,000","15,900,000","8,400,000","3,000,000","3,000,000","2,800,000","3,500,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,"2,394,000","423,000","482,000","464,000","425,000","548,000","30,635,000","30,665,000","30,502,000","30,173,000","60,653,000","56,129,000","35,279,000","327,000","243,000","393,000","564,000","204,000","2,689,000","15,227,000","29,775,000","26,007,000","37,546,000","25,091,000","20,909,000","11,664,000","6,834,000","5,256,000","8,465,000","11,163,000","32,184,000","40,530,000","57,830,000","55,706,000","25,623,000","21,985,000","15,031,000","14,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,433,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,,"198,995,000","193,328,000","187,161,000","200,823,000","205,414,000","202,018,000","196,216,000","222,284,000","270,388,000","270,260,000","276,884,000","270,407,000","247,862,000","261,638,000","245,355,000","227,264,000","218,012,000","249,490,000","226,319,000","185,201,000","192,605,000","192,056,000","193,199,000","192,508,000","179,370,000","168,846,000","155,772,000","166,827,000","180,924,000","179,701,000","176,955,000","159,640,000","160,988,000","146,881,000","130,135,000","124,790,000","125,608,000","131,784,000","119,075,000","114,092,000","108,424,000","131,571,000","124,308,000","118,309,000","112,534,000","121,276,000","116,757,000","113,228,000","105,646,000","130,787,000","150,451,000","142,236,000","154,090,000","175,404,000","181,887,000","181,375,000","189,378,000","174,161,000","165,077,000","164,634,000","160,473,000","172,293,000","154,667,000","147,760,000","147,815,000","147,490,000","139,255,000","140,229,000","138,731,000","125,213,000","115,284,000","105,568,000","99,968,000","105,618,000","95,778,000","107,310,000","115,114,000","115,612,000","113,390,000","104,251,000","115,159,000","125,114,000","124,114,000","127,784,000","121,461,000","120,807,000","140,416,000","124,337,000","125,064,000","117,600,000","112,000,000","111,800,000","118,200,000","166,000,000","178,300,000","148,800,000","151,900,000","205,900,000","202,600,000","205,800,000","229,900,000","198,700,000","224,900,000","191,300,000","184,600,000","196,800,000","181,800,000","181,400,000","165,100,000","146,000,000","142,200,000","148,900,000","144,600,000","158,400,000","137,500,000","110,500,000","106,400,000","101,800,000","101,000,000","93,300,000","93,100,000","111,500,000","117,900,000","103,400,000","96,000,000","109,700,000","107,100,000","99,100,000","102,700,000","103,600,000","105,100,000","94,300,000","88,100,000","58,800,000","47,100,000","47,000,000"
			AccountsReceivable,,"157,867,000","151,054,000","157,377,000","172,507,000","165,701,000","165,012,000","164,038,000","145,870,000","178,467,000","176,735,000","188,812,000","194,422,000","178,089,000","188,827,000","185,039,000","171,496,000","183,950,000","246,863,000","222,583,000","180,483,000","151,340,000","188,442,000","187,996,000","186,606,000","130,876,000","163,502,000","150,784,000","160,304,000","136,041,000","174,996,000","165,429,000","154,719,000","117,286,000","144,800,000","126,881,000","117,429,000","89,512,000","127,361,000","117,688,000","112,046,000","108,424,000","121,480,000","111,444,000","106,749,000","100,967,000","115,424,000","109,140,000","106,690,000","104,399,000","130,787,000","150,285,000","140,293,000","148,608,000","175,404,000","181,887,000","181,375,000","189,378,000","173,567,000","165,077,000","164,634,000","157,491,000","172,293,000","154,667,000","147,760,000","147,815,000","147,490,000","139,255,000","140,229,000","80,007,000","125,213,000","115,284,000","105,568,000","99,968,000","105,618,000","95,778,000","107,310,000","115,114,000","115,612,000","113,390,000","104,251,000","115,159,000","125,114,000","124,114,000","127,784,000","121,461,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,"2,356,000","2,040,000",,"0","0","1,743,000",,,,,"0","0","3,390,000","5,115,000","0","7,774,000","0","973,000","0","0","531,000","1,371,000",,"1,387,000","2,046,000","0","10,091,000","12,864,000","11,560,000","11,567,000","5,852,000","7,617,000","6,538,000","1,247,000","0","166,000","1,943,000","5,482,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"43,260,000","44,589,000","31,887,000","30,571,000","41,660,000","38,868,000","34,145,000","78,610,000","94,390,000","95,380,000","92,793,000","80,695,000","74,145,000","74,369,000","62,047,000","54,801,000","33,552,000","2,627,000","3,736,000","4,718,000","41,017,000","3,614,000","5,203,000","5,902,000","50,991,000","5,344,000","4,988,000","3,133,000","43,010,000","4,705,000","3,752,000","4,921,000","45,663,000","2,081,000","3,254,000","6,830,000","37,218,000","4,423,000",,,,,,,,,,,,,,,,,,,,"594,000",,,"2,982,000",,,,,,,,"58,724,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,"-2,132,000","-2,315,000","-2,103,000","-2,255,000","-1,947,000","-1,862,000","-1,967,000","-2,196,000","-2,469,000","-1,855,000","-4,721,000","-4,710,000","-4,372,000","-1,558,000","-1,731,000","-1,389,000","-1,530,000",,,,"-1,495,000",,,,"-2,497,000",,,,"-3,242,000",,,,"-2,934,000",,,,"-2,493,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
