name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994
			DeferredIncomeTax,"447,000,000","242,000,000","-82,000,000","211,000,000","76,000,000","166,000,000","25,000,000","151,100,000","19,700,000","-29,800,000","5,000,000","-4,100,000","-9,700,000","-8,200,000","-20,700,000","113,700,000","9,000,000","-17,600,000","-173,900,000","63,200,000","-2,500,000","55,300,000","-5,900,000","500,000","27,400,000","70,400,000","-20,900,000","53,600,000","-6,200,000","26,100,000","-59,800,000","45,500,000","8,200,000","32,700,000","-19,700,000","13,200,000","16,700,000","17,200,000","1,600,000","73,000,000","-1,100,000","27,900,000","-16,900,000","57,900,000","6,900,000","38,600,000","-20,700,000","15,700,000","21,200,000","35,900,000","-10,200,000","35,100,000","8,400,000","12,500,000","-29,200,000","-700,000","5,400,000","-14,300,000","8,700,000","19,900,000","3,700,000","1,800,000","1,700,000","1,000,000","-2,400,000","-2,000,000","10,800,000","4,900,000","-2,500,000","8,200,000","1,500,000","900,000","-1,800,000","-2,200,000","6,100,000","8,600,000","-3,500,000","-9,200,000","1,300,000","2,500,000","9,000,000","200,000","-700,000","7,100,000","-8,700,000","-9,500,000","5,600,000","1,600,000","6,300,000","-6,600,000","1,900,000","7,600,000","3,300,000","-4,900,000","1,700,000","3,300,000","8,700,000","-2,800,000","900,000","-200,000","900,000","-4,700,000","1,800,000","8,600,000","2,700,000","-3,800,000","4,500,000","-2,300,000","11,700,000","-4,200,000","-100,000","5,200,000","-1,700,000"
		AssetImpairmentCharge,,,,,,,,"-51,600,000",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"50,000,000","21,000,000","12,000,000","11,000,000","6,000,000","11,000,000","8,000,000","1,300,000","10,900,000","12,000,000","7,800,000","3,300,000","3,100,000","11,900,000","10,300,000","4,700,000","6,100,000","15,500,000","9,300,000","11,400,000","4,000,000","8,600,000","6,700,000","3,400,000","3,500,000","8,800,000","6,000,000","5,400,000","5,500,000","13,700,000","7,000,000","5,300,000","6,800,000","22,500,000","8,900,000","6,300,000","6,100,000","10,400,000","7,400,000","5,200,000","4,600,000","10,800,000","5,900,000","200,000","3,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"580,000,000","446,000,000","-293,000,000","381,000,000","46,000,000","51,000,000","25,000,000","18,900,000","34,500,000","-48,400,000","11,000,000","-20,500,000","-2,600,000","2,000,000","-11,300,000","7,800,000","-7,100,000","-1,300,000","11,300,000","6,300,000","13,800,000","8,900,000","15,100,000","-19,600,000","-24,600,000","-5,000,000","5,900,000","-36,200,000","19,500,000","7,900,000","-900,000","-33,300,000","1,900,000","-7,600,000","800,000","-30,100,000","-18,400,000","10,900,000","-3,800,000","-13,300,000","6,900,000","-12,400,000","8,100,000","-25,500,000","4,300,000","5,800,000","8,300,000","-12,100,000","14,700,000","18,100,000","14,100,000","-3,000,000","3,000,000","167,600,000","-13,600,000","13,700,000","26,900,000",,,"33,100,000","5,900,000",,,"-27,300,000",,,,,,,"-6,300,000","20,200,000","-21,600,000","4,600,000","6,200,000",,,,,,,,,,,,,,,,"23,500,000","22,700,000","22,600,000","22,600,000","21,700,000","22,400,000","21,900,000","21,900,000","21,600,000","20,800,000","21,600,000","22,000,000","21,700,000","21,600,000","21,400,000","21,600,000","21,400,000","20,800,000","18,200,000","11,000,000","10,900,000","10,600,000","10,000,000"
		ChangeInWorkingCapital,"-409,000,000","-34,000,000","-664,000,000","53,000,000","236,000,000","-249,000,000","-231,000,000","-123,200,000","239,700,000","45,100,000","-257,600,000","119,600,000","213,300,000","14,400,000","-253,400,000","-17,400,000","252,800,000","-16,600,000","-353,200,000","-37,900,000","146,800,000","-70,200,000","-207,300,000","59,600,000","142,500,000","-28,100,000","-130,900,000","84,000,000","230,600,000","125,400,000","-248,200,000","57,300,000","285,800,000","-126,200,000","-223,400,000","70,700,000","127,700,000","-8,700,000","-233,800,000","42,700,000","212,000,000","6,300,000","-175,800,000","11,200,000","114,400,000","-29,200,000","-239,300,000","74,900,000","140,500,000","-70,200,000","-210,200,000","-12,900,000","91,600,000","179,500,000","-204,900,000","73,500,000","131,300,000","-5,300,000","-260,400,000","66,700,000","64,500,000","-40,500,000","-152,900,000","86,200,000","44,900,000","-109,700,000","-146,600,000","101,100,000","89,300,000","-52,400,000","-126,800,000","22,500,000","55,700,000","-62,800,000","-87,700,000","33,400,000","35,800,000","20,100,000","-96,500,000","24,800,000","50,300,000","-36,000,000","-25,300,000","70,600,000","101,400,000","-61,700,000","-86,600,000","900,000","20,700,000","22,900,000","-79,300,000","-8,300,000","19,400,000","7,700,000","-47,100,000","30,000,000","13,500,000","56,200,000","-73,200,000","5,400,000","39,200,000","52,400,000","-83,400,000","3,000,000","25,600,000","16,500,000","-72,200,000","-16,900,000","24,600,000","24,200,000","-22,000,000","-27,800,000","39,800,000"
			ChangeInReceivables,"-604,000,000","-258,000,000","-685,000,000","-20,000,000","359,000,000","-205,000,000","-415,000,000","-28,300,000","365,900,000","-4,000,000","-431,600,000","134,600,000","487,300,000","-81,000,000","-457,600,000","54,500,000","473,900,000","-145,500,000","-530,500,000","-16,900,000","337,600,000","12,700,000","-437,000,000","52,900,000","253,200,000","-55,400,000","-213,400,000","108,900,000","524,100,000","-127,900,000","-341,800,000","74,500,000","576,100,000","-124,300,000","-508,200,000","30,300,000","409,000,000","-142,000,000","-408,100,000","-5,700,000","365,100,000","-10,200,000","-283,700,000","27,100,000","356,200,000","36,500,000","-485,800,000","52,700,000","357,400,000","-67,800,000","-436,900,000","11,200,000","359,100,000","49,200,000","-340,000,000","217,800,000","354,700,000","-83,300,000","-511,400,000","56,500,000","307,400,000","-143,200,000","-301,200,000","8,500,000","296,000,000","42,500,000","-312,200,000","-5,400,000","331,100,000","-110,900,000","-296,300,000","54,200,000","223,600,000","-85,700,000","-187,200,000","39,000,000","187,400,000","-113,100,000","-169,000,000","10,600,000","102,800,000","-30,200,000","-70,600,000","28,600,000","168,900,000","7,000,000","-218,100,000","-13,400,000","64,500,000","-18,100,000","-96,400,000","-100,000","72,200,000","-30,400,000","-66,200,000","17,600,000","73,000,000","19,000,000","-87,600,000","11,600,000","88,600,000","12,600,000","-119,600,000","10,300,000","96,000,000","-32,700,000","-110,700,000","-6,900,000","53,700,000","-2,300,000","-37,400,000","3,200,000","58,700,000"
				ChangesInAccountReceivables,"-603,000,000",,,"-20,000,000","360,000,000",,,,,,,"134,600,000","487,300,000","-81,000,000","-457,600,000","54,500,000","473,900,000","-145,500,000","-530,500,000","-16,900,000","337,600,000","12,700,000","-437,000,000","52,900,000","253,200,000","-55,400,000","-213,400,000","108,900,000","524,100,000","-127,900,000","-341,800,000","74,500,000","576,100,000","-124,300,000","-508,200,000","30,300,000","409,000,000","-142,000,000","-408,100,000",,,,"-283,700,000",,,,"-485,800,000","52,700,000","357,400,000","-67,800,000","-436,900,000","11,200,000","359,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-140,000,000","145,000,000","-81,000,000","-176,000,000","-28,000,000","7,000,000","-34,000,000","-33,000,000","-20,800,000","64,400,000","-15,600,000","-17,100,000","7,700,000","70,500,000","23,000,000","-65,500,000","-28,900,000","80,500,000","-23,500,000","-60,300,000","-8,300,000","26,300,000","-22,400,000","-25,200,000","-9,000,000","72,700,000","-9,100,000","-29,600,000","3,000,000","180,400,000","27,600,000","-99,900,000","-8,200,000","88,100,000","-45,100,000","-49,500,000","-10,400,000","83,800,000","-19,300,000","-38,900,000","26,100,000","127,300,000","-25,300,000","-84,600,000","-47,700,000","171,300,000","-66,900,000","-91,100,000","-29,200,000","161,300,000","-25,200,000","-92,000,000","-93,600,000","174,500,000","78,100,000","-88,700,000","-89,100,000","168,800,000","-33,300,000","-105,200,000","-43,600,000","138,600,000","1,100,000","-56,300,000","-47,100,000","94,200,000","-22,700,000","-71,200,000","-35,200,000","89,400,000","-12,400,000","-69,800,000","-22,500,000","61,200,000","-8,300,000","-39,500,000","-12,200,000","34,200,000","-7,800,000","-22,100,000","-12,100,000","47,600,000","6,300,000","-19,300,000","-13,600,000","34,600,000","-5,900,000","-24,900,000","-24,600,000","24,900,000","-1,500,000","-28,500,000","-7,600,000","22,400,000","8,700,000","-2,900,000","-13,500,000","43,500,000","11,900,000","-37,500,000","-22,900,000","65,600,000","-8,800,000","-29,700,000","-13,200,000","15,200,000","17,500,000","-27,200,000","-11,700,000","24,500,000","100,000","-13,600,000","-17,300,000"
			ChangeInPrepaidAssets,,,,"360,000,000","68,000,000","31,000,000","13,000,000","13,400,000","37,300,000","-49,100,000","20,400,000","-27,000,000","-2,300,000","10,000,000","-22,200,000",,,,,,,,"0",,,,"2,500,000",,,,"-90,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"291,000,000","-48,000,000","154,000,000","243,000,000","-58,000,000","-6,000,000","187,000,000","40,300,000","-98,000,000","-121,900,000","182,600,000","700,000","-219,000,000","-96,300,000","217,400,000","82,800,000","-153,900,000","-98,800,000","235,000,000","44,800,000","-124,300,000","-92,000,000","221,400,000","27,800,000","-61,900,000","-39,600,000","33,700,000","36,300,000","-203,000,000","-87,500,000","119,300,000","44,500,000","-234,900,000","-51,800,000","245,900,000","65,600,000","-201,900,000","10,200,000","164,800,000","53,500,000","-114,900,000","-81,000,000","63,700,000","70,500,000","-98,200,000","-233,400,000","280,300,000","57,100,000","-128,500,000","-88,300,000","206,800,000","92,600,000","-163,500,000","-149,000,000","73,800,000","-57,300,000","-108,600,000","-129,200,000","289,100,000","64,600,000","-148,000,000","-33,400,000","147,100,000","73,200,000","-146,700,000","-209,600,000","222,000,000","127,300,000","-158,100,000","-68,800,000","169,600,000","9,100,000","-137,000,000","-45,900,000","124,100,000","25,900,000","-126,200,000","47,400,000","87,800,000","24,200,000","-27,700,000","-42,500,000","45,600,000","44,100,000","-58,700,000","-119,600,000","140,000,000","43,200,000","4,900,000","-17,600,000","21,500,000","29,900,000","-12,600,000","-17,700,000","17,800,000","14,300,000","-10,100,000","-29,900,000","2,200,000","31,900,000","-10,000,000","-55,600,000","42,200,000","28,900,000","-23,300,000","-6,700,000","26,200,000","19,800,000","-10,300,000","-16,100,000","9,200,000","300,000","-3,900,000"
				ChangeInPayable,"291,000,000","-48,000,000","154,000,000","243,000,000","-58,000,000","-6,000,000","187,000,000","40,300,000","-98,000,000","-121,900,000","182,600,000","700,000","-219,000,000","-96,300,000","217,400,000","82,800,000","-153,900,000","-98,800,000","235,000,000","44,800,000","-124,300,000","-92,000,000","221,400,000","27,800,000","-61,900,000","-39,600,000","33,700,000","36,300,000","-203,000,000","-87,500,000","119,300,000","44,500,000","-234,900,000","-51,800,000","245,900,000","65,600,000","-201,900,000","10,200,000","164,800,000","53,500,000","-114,900,000","-81,000,000","63,700,000","70,500,000","-98,200,000","-233,400,000","280,300,000","57,100,000","-128,500,000","-88,300,000","206,800,000","92,600,000","-163,500,000","-149,000,000","73,800,000","-57,300,000","-108,600,000","-129,200,000","289,100,000","64,600,000","-148,000,000","-33,400,000","147,100,000","73,200,000","-146,700,000","-209,600,000","222,000,000","127,300,000","-158,100,000","-68,800,000","169,600,000","9,100,000","-137,000,000","-45,900,000","124,100,000","25,900,000","-126,200,000","47,400,000","87,800,000","24,200,000","-27,700,000","-42,500,000","45,600,000","44,100,000","-58,700,000","-119,600,000","140,000,000","43,200,000","4,900,000","-17,600,000","21,500,000","29,900,000","-12,600,000","-17,700,000","17,800,000","14,300,000","-10,100,000","-29,900,000","2,200,000","31,900,000","-10,000,000","-55,600,000","42,200,000","28,900,000","-23,300,000","-6,700,000","26,200,000","19,800,000","-10,300,000","-16,100,000","9,200,000","300,000","-3,900,000"
					ChangeInAccountPayable,"291,000,000","-48,000,000","154,000,000","243,000,000","-58,000,000","-6,000,000","187,000,000","40,300,000","-98,000,000","-121,900,000","182,600,000","700,000","-219,000,000","-96,300,000","217,400,000","82,800,000","-153,900,000","-98,800,000","235,000,000","44,800,000","-124,300,000","-92,000,000","221,400,000","27,800,000","-61,900,000","-39,600,000","33,700,000","36,300,000","-203,000,000","-87,500,000","119,300,000","44,500,000","-234,900,000","-51,800,000","245,900,000","65,600,000","-201,900,000","10,200,000","164,800,000","53,500,000","-114,900,000","-81,000,000","63,700,000","70,500,000","-114,400,000","-217,200,000","280,300,000","57,100,000","-128,500,000","-88,300,000","206,800,000","92,600,000","-163,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"57,000,000","26,000,000","12,000,000","7,000,000","12,000,000","14,000,000","-43,000,000","-39,400,000","80,700,000","4,700,000","-8,000,000","-34,800,000","14,400,000","76,400,000","-11,400,000","-26,100,000","17,800,000","15,700,000","-34,000,000","-40,600,000","4,400,000","6,000,000","-7,300,000","300,000","3,700,000","-15,200,000","2,600,000","-21,900,000","4,600,000","6,600,000","-14,900,000","-12,400,000","7,600,000","-1,600,000","5,200,000","-16,100,000","16,900,000","4,300,000","31,200,000","-45,100,000","-2,500,000","8,500,000","24,900,000","-28,100,000","-3,300,000","22,600,000","6,900,000","-3,200,000","2,500,000","-10,400,000","1,700,000","-11,700,000","22,100,000","5,800,000","14,100,000",,,,,,,,"-300,000","100,000","-8,100,000","16,900,000","-26,800,000",,,"19,600,000","-4,800,000","10,200,000","-20,500,000","11,800,000","-8,400,000",,"1,600,000","27,200,000","7,100,000",,"19,000,000","-24,400,000","6,900,000",,"300,000","25,400,000","-11,700,000",,,,"200,000",,,,,,,,,,,,,,,,,,,,,,
