name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000
TotalAssets,"3,283,440,000","3,191,896,000","3,012,275,000","2,872,731,000","2,933,539,000","2,917,696,000","2,801,628,000","2,804,040,000","2,598,565,000","2,516,086,000","2,467,684,000","2,424,722,000","2,314,008,000","2,317,641,000","2,103,456,000","2,066,108,000","1,961,330,000","1,976,172,000","1,757,749,000","1,727,443,000","1,696,094,000","1,699,532,000","1,713,592,000","1,695,482,000","1,653,830,000","1,657,940,000","1,678,448,000","1,696,483,000","1,732,804,000","1,762,091,000","1,795,220,000","1,863,529,000","883,502,000","875,294,000","847,659,000","831,938,000","805,849,000","811,544,000","797,147,000","768,727,000","735,654,000","724,663,000","676,310,000","672,266,000","617,510,000","601,385,000","565,292,000","531,410,000","519,956,000","504,672,000","518,029,000","506,747,000","534,675,000","597,824,000","740,622,000","1,005,395,000","1,042,114,000","1,035,241,000","1,012,096,000","977,067,000","1,167,121,000","1,157,618,000","1,118,713,000","1,204,238,000","1,157,424,000","1,143,146,000","1,141,025,000","1,185,620,000","481,996,000","468,538,000","468,785,000","467,046,000","458,550,000","436,257,000","415,307,000","417,666,000","417,216,000","408,213,000","385,787,000","390,260,000","378,053,000","365,475,000","375,789,000","395,678,000","394,674,000","389,467,000","378,120,000","352,964,000"
	CurrentAssets,"1,369,335,000","1,313,370,000","1,275,705,000","1,159,236,000","1,244,606,000","1,234,257,000","1,146,450,000","1,188,847,000","966,306,000","932,397,000","884,240,000","1,048,454,000","922,812,000","1,029,338,000","820,946,000","774,226,000","1,011,050,000","1,057,608,000","848,501,000","808,993,000","791,752,000","800,131,000","801,032,000","772,173,000","719,781,000","710,762,000","724,244,000","726,626,000","746,349,000","765,655,000","782,896,000","805,486,000","616,059,000","612,305,000","585,906,000","570,428,000","569,738,000","579,324,000","559,507,000","534,976,000","514,600,000","502,999,000","467,742,000","461,098,000","406,371,000","387,091,000","344,127,000","307,964,000","290,294,000","267,458,000","260,170,000","245,191,000","265,519,000","313,128,000","334,895,000","348,428,000","371,446,000","382,621,000","369,802,000","378,635,000","564,780,000","554,557,000","499,746,000","580,522,000","528,257,000","506,364,000","504,066,000","535,117,000","286,190,000","275,073,000","269,761,000","264,615,000","258,903,000","238,395,000","214,492,000","214,055,000","211,326,000","201,623,000","216,096,000","216,735,000","205,903,000","194,227,000","207,579,000","220,037,000","258,516,000","262,367,000","249,617,000","221,010,000"
		CashCashEquivalentsAndShortTermInvestments,"352,732,000","402,565,000","475,752,000","401,033,000","548,520,000","580,893,000","447,972,000","532,667,000","335,077,000","351,911,000","282,748,000","521,382,000","342,360,000","482,062,000","294,893,000","257,106,000","550,236,000","625,408,000","435,197,000","405,635,000","391,159,000","406,389,000","411,777,000","373,743,000","345,543,000","352,006,000","303,239,000","316,804,000","344,574,000","394,300,000","398,423,000","377,939,000","381,661,000","384,426,000","358,782,000","343,411,000","338,846,000","350,414,000","315,827,000","286,865,000","266,931,000","273,593,000","229,083,000","191,489,000","142,578,000","133,954,000","98,814,000","75,313,000","73,253,000","68,700,000","78,376,000","84,066,000","95,450,000","115,033,000","73,961,000","132,408,000","138,893,000","160,655,000","125,873,000","138,535,000","304,943,000","274,974,000","228,517,000","311,307,000","283,215,000","274,403,000","274,820,000","279,656,000","163,587,000","154,079,000","139,418,000","133,180,000","119,775,000","112,307,000","100,853,000","105,087,000","99,475,000","102,553,000","120,786,000","119,454,000","107,522,000","106,420,000","113,111,000","111,079,000","129,837,000","119,573,000","117,208,000","102,973,000"
			CashAndCashEquivalents,"352,732,000","402,565,000","475,752,000","401,033,000","548,520,000","580,893,000","447,972,000","532,667,000","335,077,000","351,911,000","282,748,000","521,382,000","342,360,000","482,062,000","294,893,000","257,106,000","550,236,000","625,408,000","435,197,000","405,635,000","391,159,000","406,389,000","411,777,000","373,743,000","344,403,000","349,825,000","301,061,000","313,742,000","341,387,000","389,699,000","390,493,000","366,983,000","381,661,000","384,426,000","358,782,000","343,411,000","338,846,000","330,419,000","307,830,000","286,865,000","266,931,000","273,593,000","227,037,000","189,445,000","142,578,000","133,954,000","98,814,000","75,313,000","73,253,000","68,700,000","78,376,000","84,066,000","95,450,000","115,033,000","73,961,000","132,408,000","138,893,000","160,655,000","125,873,000","136,535,000","132,358,000","154,806,000","118,732,000","164,411,000","156,663,000","166,863,000","167,769,000","174,836,000","72,226,000","42,429,000","78,252,000","75,484,000","85,795,000","82,972,000","72,784,000","80,546,000","76,196,000","77,989,000","83,678,000","74,830,000","70,438,000","66,663,000","65,572,000","74,451,000","129,837,000","119,573,000","117,208,000","102,973,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,140,000","2,181,000","2,178,000","3,062,000","3,187,000","4,601,000","7,930,000","10,956,000",,"0","0","0","0","19,995,000","7,997,000",,,,"2,046,000","2,044,000",,,,,,,,,,,,,,,,"2,000,000","172,585,000","120,168,000","109,785,000","146,896,000","126,552,000","107,540,000","107,051,000","104,820,000","91,361,000","111,650,000","61,166,000","57,696,000","33,980,000","29,335,000","28,069,000","24,541,000","23,279,000","24,564,000","37,108,000","44,624,000","37,084,000","39,757,000","47,539,000","36,628,000",,,,
		Receivables,"372,759,000","347,413,000","315,073,000","309,936,000","282,649,000","264,392,000","300,489,000","275,557,000","277,796,000","234,409,000","261,306,000","218,682,000","232,138,000","222,055,000","212,729,000","200,395,000","195,284,000","183,434,000","183,417,000","171,113,000","176,032,000","165,675,000","167,559,000","180,596,000","149,824,000","141,409,000","184,297,000","177,543,000","184,734,000","153,961,000","175,087,000","181,551,000","109,049,000","101,873,000","106,757,000","108,168,000","103,573,000","94,016,000","111,334,000","115,519,000","118,322,000","107,223,000","111,150,000","138,385,000","135,843,000","124,732,000","123,789,000","116,742,000","103,269,000","91,122,000","80,062,000","58,863,000","51,505,000","70,535,000","107,928,000","107,592,000","116,407,000","112,053,000","103,794,000","102,623,000","116,445,000","128,960,000","130,443,000","133,446,000","122,735,000","111,058,000","118,667,000","122,304,000","65,567,000","65,878,000","71,331,000","74,525,000","73,093,000","63,041,000","55,908,000","52,604,000","51,193,000","41,841,000","38,109,000","39,590,000","39,623,000","31,998,000","36,415,000","43,474,000","61,768,000","75,009,000","72,622,000","64,128,000"
			AccountsReceivable,"372,759,000","347,111,000","315,073,000","309,936,000","282,649,000","264,771,000","300,489,000","275,557,000","277,796,000","233,274,000","261,306,000","218,682,000","232,138,000","218,098,000","212,729,000","200,395,000","195,284,000","179,194,000","183,417,000","171,113,000","176,032,000","163,759,000","167,559,000","180,596,000","149,824,000","138,473,000","184,297,000","177,543,000","184,734,000","151,082,000","175,087,000","181,551,000","109,049,000","94,613,000","106,757,000","108,168,000","103,573,000","86,717,000","113,238,000","115,519,000","119,964,000","94,853,000","111,150,000","139,508,000","135,843,000",,"123,789,000","116,742,000","103,269,000",,"80,062,000","58,863,000",,"70,535,000","107,928,000","107,592,000","116,407,000","112,053,000","103,794,000","102,623,000","116,445,000","113,193,000","130,443,000","133,446,000","122,735,000","111,058,000","118,667,000","122,304,000","65,567,000","65,878,000","71,331,000","74,525,000","73,093,000","63,041,000","55,908,000","52,604,000","48,229,000","39,106,000","35,067,000","35,371,000","34,834,000","31,998,000","36,415,000","36,303,000","61,768,000",,"72,622,000","64,128,000"
				GrossAccountsReceivable,"375,245,000",,"317,429,000","312,161,000","285,367,000",,"303,859,000","278,623,000","280,100,000",,"262,553,000","220,331,000","234,410,000",,"213,637,000","201,198,000","196,201,000",,"185,670,000","173,405,000","178,281,000",,"170,175,000","182,878,000","151,483,000",,"185,711,000","179,022,000","186,185,000",,"177,061,000","183,480,000","110,921,000",,"108,607,000","109,900,000","105,685,000",,,"117,173,000",,"95,890,000","112,192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,486,000",,"-2,356,000","-2,225,000","-2,718,000",,"-3,370,000","-3,066,000","-2,304,000",,"-1,247,000","-1,649,000","-2,272,000",,"-908,000","-803,000","-917,000",,"-2,253,000","-2,292,000","-2,249,000",,"-2,616,000","-2,282,000","-1,659,000",,"-1,414,000","-1,479,000","-1,451,000",,"-1,974,000","-1,929,000","-1,872,000",,"-1,850,000","-1,732,000","-2,112,000",,,"-1,654,000",,"-1,037,000","-1,042,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,767,000",,,,,,,,,,,,,,,,,,,,,,,,,,
