name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991
TotalRevenue,"7,377,384,000","1,463,418,000","2,051,396,000","1,877,874,000","1,984,696,000","1,953,812,000","2,619,141,000","2,618,472,000","2,687,968,000","1,307,447,000","3,106,822,000","2,759,322,000","2,719,447,000","2,572,989,000","3,307,881,000","3,032,231,000","2,935,018,000","2,753,667,000","3,716,264,000","2,954,539,000","2,936,357,000","2,742,141,000","3,533,954,000","2,955,484,000","2,988,235,000","2,738,084,000","3,417,892,000","2,952,031,000","2,995,469,000","2,738,495,000","3,336,593,000","2,942,980,000","2,944,905,000","2,656,698,000","3,203,314,000","2,864,837,000","2,823,672,000","2,612,140,000","3,401,477,000","2,701,801,000","2,593,015,000","2,218,292,000","2,732,314,000","2,343,561,000","2,314,064,000","2,109,951,000","2,504,967,000","2,193,755,000","2,136,730,000","1,923,051,000","2,244,079,000","1,975,465,000","1,914,909,000","1,694,340,000","1,923,274,000","1,782,683,000","1,853,892,000","1,648,491,000","1,933,186,000","1,794,747,000","1,767,716,000","1,553,293,000","1,994,987,000","1,619,240,000","1,607,239,000","1,395,963,000","1,685,279,000","1,448,680,000","1,431,182,000","1,244,421,000","1,467,646,000","1,305,155,000","1,273,960,000","1,100,917,000","1,297,928,000","1,174,740,000","1,111,445,000","893,868,000","1,049,292,000","936,030,000","903,044,000","776,798,000","879,055,000","759,438,000","713,636,000","575,833,000","727,400,000","609,519,000","597,001,000","462,735,000","574,566,000","486,500,000","457,600,000","359,400,000","419,300,000","363,400,000","344,900,000","269,600,000","305,100,000","281,000,000","266,900,000","213,700,000","245,200,000","214,800,000","203,500,000","159,700,000","175,900,000","161,800,000","150,100,000","113,500,000","127,900,000","115,000,000","111,500,000","85,900,000","87,800,000","81,100,000","79,100,000","57,700,000","64,500,000","56,500,000","54,000,000","41,700,000","46,800,000","45,600,000","42,800,000","32,400,000"
	OperatingRevenue,"7,377,384,000","1,463,418,000","2,051,396,000","1,877,874,000","1,984,696,000","1,953,812,000","2,619,141,000","2,618,472,000","2,687,968,000","1,307,447,000","3,106,822,000","2,759,322,000","2,719,447,000","2,572,989,000","3,307,881,000","3,032,231,000","2,935,018,000","2,753,667,000","3,716,264,000","2,954,539,000","2,936,357,000","2,742,141,000","3,533,954,000","2,955,484,000","2,988,235,000","2,738,084,000","3,417,892,000","2,952,031,000","2,995,469,000","2,738,495,000","3,336,593,000","2,942,980,000","2,944,905,000","2,656,698,000","3,203,314,000","2,864,837,000","2,823,672,000","2,612,140,000","3,401,477,000","2,701,801,000","2,593,015,000","2,218,292,000","2,732,314,000","2,343,561,000","2,314,064,000","2,109,951,000","2,504,967,000","2,193,755,000","2,136,730,000","1,923,051,000","2,244,079,000","1,975,465,000","1,914,909,000","1,694,340,000","1,923,274,000","1,782,683,000","1,853,892,000","1,648,491,000","1,933,186,000","1,794,747,000","1,767,716,000","1,553,293,000","1,994,987,000","1,619,240,000","1,607,239,000","1,395,963,000","1,685,279,000","1,448,680,000","1,431,182,000","1,244,421,000","1,467,646,000","1,305,155,000","1,273,960,000","1,100,917,000","1,297,928,000","1,174,740,000","1,111,445,000","893,868,000","1,049,292,000","936,030,000","903,044,000","776,798,000","879,055,000","759,438,000","713,636,000","575,833,000","727,400,000","609,519,000","597,001,000","462,735,000","574,566,000","486,500,000","457,600,000","359,400,000","419,300,000","363,400,000","344,900,000","269,600,000","305,100,000","281,000,000","266,900,000","213,700,000","245,200,000","214,800,000","203,500,000","159,700,000","175,900,000","161,800,000","150,100,000","113,500,000","127,900,000","115,000,000","111,500,000","85,900,000","87,800,000","81,100,000","79,100,000","57,700,000","64,500,000","56,500,000","54,000,000","41,700,000","46,800,000","45,600,000","42,800,000","32,400,000"
CostOfRevenue,"5,178,275,000","1,114,106,000","1,471,588,000","1,208,954,000","1,383,627,000","1,320,118,000","1,793,653,000","1,661,905,000","1,700,431,000","958,958,000","2,093,166,000","1,845,485,000","1,992,459,000","1,685,810,000","2,161,020,000","2,028,521,000","1,946,457,000","1,788,819,000","2,382,984,000","1,913,478,000","1,867,798,000","1,742,026,000","2,190,863,000","1,862,710,000","1,871,342,000","1,714,492,000","2,097,976,000","1,836,720,000","1,854,519,000","1,694,362,000","2,010,718,000","1,814,006,000","1,810,860,000","1,625,813,000","1,905,877,000","1,743,147,000","1,710,188,000","1,579,169,000","2,006,600,000","1,627,791,000","1,560,346,000","1,331,093,000","1,568,645,000","1,384,868,000","1,363,065,000","1,252,379,000","1,428,500,000","1,297,247,000","1,261,812,000","1,148,015,000","1,288,583,000","1,163,053,000","1,141,516,000","1,027,522,000","1,138,216,000","1,089,826,000","1,114,571,000","992,491,000","1,134,088,000","1,046,881,000","1,035,558,000","907,184,000","1,132,005,000","915,167,000","928,990,000","805,865,000","937,459,000","833,317,000","829,398,000","723,640,000","817,100,000","757,003,000","743,131,000","644,143,000","734,576,000","687,753,000","652,300,000","526,688,000","605,666,000","549,806,000","532,709,000","458,436,000","508,820,000","448,408,000","422,294,000","340,874,000","401,999,000","351,347,000","344,739,000","265,461,000","326,985,000","281,500,000","264,700,000","206,300,000","237,100,000","209,100,000","197,600,000","154,100,000","171,200,000","160,900,000","153,100,000","122,200,000","138,600,000","122,600,000","116,500,000","90,900,000","99,100,000","92,300,000","85,600,000","64,300,000","71,600,000","65,500,000","63,400,000","48,900,000","49,200,000","46,300,000","45,200,000","32,800,000","36,600,000","32,500,000","30,800,000","23,800,000",,,,
GrossProfit,"2,199,109,000","349,312,000","579,808,000","668,920,000","601,069,000","633,694,000","825,488,000","956,567,000","987,537,000","348,489,000","1,013,656,000","913,837,000","726,988,000","887,179,000","1,146,861,000","1,003,710,000","988,561,000","964,848,000","1,333,280,000","1,041,061,000","1,068,559,000","1,000,115,000","1,343,091,000","1,092,774,000","1,116,893,000","1,023,592,000","1,319,916,000","1,115,311,000","1,140,950,000","1,044,133,000","1,325,875,000","1,128,974,000","1,134,045,000","1,030,885,000","1,297,437,000","1,121,690,000","1,113,484,000","1,032,971,000","1,394,877,000","1,074,010,000","1,032,669,000","887,199,000","1,163,669,000","958,693,000","950,999,000","857,572,000","1,076,467,000","896,508,000","874,918,000","775,036,000","955,496,000","812,412,000","773,393,000","666,818,000","785,058,000","692,857,000","739,321,000","656,000,000","799,098,000","747,866,000","732,158,000","646,109,000","862,982,000","704,073,000","678,249,000","590,098,000","747,820,000","615,363,000","601,784,000","520,781,000","650,546,000","548,152,000","530,829,000","456,774,000","563,352,000","486,987,000","459,145,000","367,180,000","443,626,000","386,224,000","370,335,000","318,362,000","370,235,000","311,030,000","291,342,000","234,959,000","325,401,000","258,172,000","252,262,000","197,274,000","247,581,000","205,000,000","192,900,000","153,100,000","182,200,000","154,300,000","147,300,000","115,500,000","133,900,000","120,100,000","113,800,000","91,500,000","106,600,000","92,200,000","87,000,000","68,800,000","76,800,000","69,500,000","64,500,000","49,200,000","56,300,000","49,500,000","48,100,000","37,000,000","38,600,000","34,800,000","33,900,000","24,900,000","27,900,000","24,000,000","23,200,000","17,900,000",,,,
OperatingExpense,"2,671,038,000","637,508,000","682,605,000","697,953,000","652,972,000","658,762,000","762,998,000","890,740,000","850,218,000","724,157,000","1,027,041,000","931,814,000","880,889,000","892,754,000","933,691,000","954,197,000","909,703,000","883,619,000","996,177,000","932,701,000","899,712,000","853,104,000","913,163,000","881,491,000","835,920,000","810,566,000","821,334,000","822,453,000","790,756,000","770,864,000","793,707,000","776,291,000","765,304,000","730,184,000","770,364,000","747,043,000","723,718,000","709,870,000","796,843,000","712,361,000","667,532,000","573,801,000","612,904,000","601,673,000","579,363,000","568,624,000","615,415,000","591,398,000","578,016,000","549,642,000","584,755,000","566,801,000","551,362,000","524,514,000","553,776,000","556,483,000","551,900,000","537,181,000","539,656,000","544,714,000","511,121,000","491,718,000","553,087,000","492,939,000","458,627,000","441,348,000","442,903,000","409,870,000","383,907,000","369,897,000","366,925,000","357,174,000","341,721,000","328,067,000","331,785,000","325,528,000","303,278,000","276,730,000","275,185,000","266,996,000","250,648,000","245,661,000","238,158,000","227,281,000","206,670,000","189,357,000","176,853,000","193,580,000","182,253,000","160,935,000","170,341,000","154,400,000","139,300,000","125,100,000","126,800,000","114,200,000","105,600,000","94,700,000","93,200,000","89,400,000","82,000,000","75,600,000","76,500,000","69,400,000","62,000,000","56,100,000","55,100,000","52,300,000","45,600,000","39,400,000","40,500,000","36,500,000","33,400,000","29,100,000","27,400,000","25,600,000","23,400,000","19,300,000","19,600,000","17,100,000","16,500,000","13,700,000",,,,
	SellingGeneralAndAdministration,"2,671,038,000","637,508,000","682,605,000","697,953,000","652,972,000","658,762,000","762,998,000","890,740,000","850,218,000","724,157,000","1,027,041,000","931,814,000","880,889,000","892,754,000","933,691,000","954,197,000","909,703,000","883,619,000","996,177,000","932,701,000","899,712,000","853,104,000","913,163,000","881,491,000","835,920,000","810,566,000","821,334,000","822,453,000","790,756,000","770,864,000","793,707,000","776,291,000","765,304,000","730,184,000","770,364,000","747,043,000","723,718,000","709,870,000","796,843,000","712,361,000","667,532,000","573,801,000","612,904,000","601,673,000","579,363,000","568,624,000","615,415,000","591,398,000","578,016,000","549,642,000","584,755,000","566,801,000","551,362,000","524,514,000","553,776,000","556,483,000","551,900,000","537,181,000","539,656,000","544,714,000","511,121,000","491,718,000","553,087,000","492,939,000","458,627,000","441,348,000","442,903,000","409,870,000","383,907,000","369,897,000","366,925,000","357,174,000","341,721,000","328,067,000","331,785,000","325,528,000","303,278,000","276,730,000","275,185,000","266,996,000","250,648,000","245,661,000","238,158,000","227,281,000","206,670,000","189,357,000","209,649,000","181,475,000","171,490,000","151,007,000","161,116,000","146,200,000","132,000,000","118,200,000","120,200,000","108,300,000","100,200,000","89,400,000","88,100,000","84,700,000","77,700,000","71,500,000","72,700,000","65,900,000","58,900,000","53,100,000","52,300,000","49,800,000","43,300,000","37,100,000","38,300,000","34,800,000","31,800,000","27,600,000","26,000,000","24,500,000","22,500,000","18,500,000","18,800,000","16,500,000","15,900,000","13,200,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,854,000","12,105,000","10,763,000","9,928,000","9,225,000","8,200,000","7,300,000","6,900,000","6,600,000","5,900,000","5,400,000","5,300,000","5,100,000","4,700,000","4,300,000","4,100,000","3,800,000","3,500,000","3,100,000","3,000,000","2,800,000","2,500,000","2,300,000","2,300,000","2,200,000","1,700,000","1,600,000","1,500,000","1,400,000","1,100,000","900,000","800,000","800,000","600,000","600,000","500,000",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,854,000","12,105,000","10,763,000","9,928,000","9,225,000","8,200,000","7,300,000","6,900,000","6,600,000","5,900,000","5,400,000","5,300,000","5,100,000","4,700,000","4,300,000","4,100,000","3,800,000","3,500,000","3,100,000","3,000,000","2,800,000","2,500,000","2,300,000","2,300,000","2,200,000","1,700,000","1,600,000","1,500,000","1,400,000","1,100,000","900,000","800,000","800,000","600,000","600,000","500,000",,,,
OperatingIncome,"-471,929,000","-288,196,000","-102,797,000","-29,033,000","-51,903,000","-25,068,000","62,490,000","65,827,000","137,319,000","-375,668,000","-13,385,000","-17,977,000","-153,901,000","-5,575,000","213,170,000","49,513,000","78,858,000","81,229,000","337,103,000","108,360,000","168,847,000","147,011,000","429,928,000","211,283,000","280,973,000","213,026,000","498,582,000","292,858,000","350,194,000","273,269,000","532,168,000","352,683,000","368,741,000","300,701,000","527,073,000","374,647,000","389,766,000","323,101,000","598,034,000","361,649,000","365,137,000","313,398,000","550,765,000","357,020,000","371,636,000","288,948,000","461,052,000","305,110,000","296,902,000","225,394,000","370,741,000","245,611,000","222,031,000","142,304,000","231,282,000","136,374,000","187,421,000","118,819,000","259,442,000","203,152,000","221,037,000","154,391,000","309,895,000","211,134,000","219,622,000","148,750,000","304,917,000","205,493,000","217,877,000","150,884,000","283,621,000","190,978,000","189,108,000","128,707,000","231,567,000","161,459,000","155,867,000","90,450,000","168,441,000","119,228,000","119,687,000","72,701,000","132,077,000","83,749,000","84,672,000","45,602,000","148,548,000","64,592,000","70,009,000","36,339,000","77,240,000","50,600,000","53,600,000","28,000,000","55,400,000","40,100,000","41,700,000","20,800,000","40,700,000","30,700,000","31,800,000","15,900,000","30,100,000","22,800,000","25,000,000","12,700,000","21,700,000","17,200,000","18,900,000","9,800,000","15,800,000","13,000,000","14,700,000","7,900,000","11,200,000","9,200,000","10,500,000","5,600,000","8,300,000","6,900,000","6,700,000","4,200,000","-101,200,000","45,600,000","42,800,000","32,400,000"
NetNonOperatingInterestIncomeExpense,"-65,150,000","-16,448,000","-16,809,000","-15,772,000","-16,121,000","-16,000,000","-18,566,000","-17,805,000","-23,371,000","-17,171,000","-15,370,000","-17,179,000","-16,342,000","-15,898,000","-15,440,000","-22,691,000","-14,611,000","-16,732,000","-16,294,000","-13,621,000","-19,166,000","-16,580,000","-16,787,000","-18,254,000","-18,199,000","-16,315,000","-24,452,000","-18,052,000","-25,053,000","-19,901,000","-19,267,000","-19,569,000","-9,528,000","-2,094,000","-554,000","1,314,000","-1,675,000","-225,000","-250,000","-3,122,000","269,000","-1,056,000","3,041,000","-602,000","-1,872,000","552,000","1,681,000","1,996,000","327,000","516,000","588,000","737,000","1,476,000","1,767,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
