name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"532,879,000","574,544,000","582,428,000","599,543,000","775,672,000","789,428,000","778,444,000","753,172,000","459,961,000","469,645,000","447,738,000","447,993,000","458,114,000","463,116,000","451,050,000","449,889,000","444,845,000","454,056,000","437,936,000","420,772,000","417,865,000","430,583,000","419,861,000","412,312,000","274,450,000","291,183,000","287,684,000","297,327,000","192,220,000","202,496,000","56,113,000","62,904,000","75,411,000"
	CurrentAssets,"490,379,000","531,204,000","538,867,000","556,685,000","738,719,000","753,106,000","742,259,000","716,937,000","413,560,000","422,052,000","400,801,000","400,684,000","409,954,000","443,859,000","432,817,000","431,644,000","427,522,000","441,181,000","426,597,000","410,293,000","407,359,000","420,291,000","408,939,000","402,478,000","265,880,000","282,631,000","279,191,000","291,507,000","187,792,000","201,125,000","53,479,000","62,100,000","74,774,000"
		CashCashEquivalentsAndShortTermInvestments,"323,642,000","362,027,000","376,569,000","397,504,000","576,434,000","587,970,000","572,871,000","562,340,000","247,503,000","237,802,000","232,767,000","233,931,000","239,596,000","264,547,000","257,992,000","263,856,000","259,610,000","269,312,000","271,354,000","263,283,000","264,148,000","276,357,000","287,959,000","290,487,000","163,197,000","193,670,000","222,552,000","253,950,000","159,216,000","176,808,000","33,692,000","41,616,000","56,532,000"
			CashAndCashEquivalents,"49,471,000","34,710,000","80,885,000","146,017,000","86,537,000","44,597,000","118,628,000","276,515,000","136,296,000","65,373,000","49,338,000","62,812,000","40,704,000","51,266,000","21,377,000","40,838,000","27,650,000","42,845,000","44,042,000","24,869,000","19,196,000","41,406,000","42,733,000","50,696,000","48,758,000","87,036,000","87,558,000","58,711,000","21,984,000","25,287,000","14,476,000","17,394,000","12,409,000"
			OtherShortTermInvestments,"274,171,000","327,317,000","295,684,000","251,487,000","489,897,000","543,373,000","454,243,000","285,825,000","111,207,000","172,429,000","183,429,000","171,119,000","198,892,000","213,281,000","236,615,000","223,018,000","231,960,000","226,467,000","227,312,000","238,414,000","244,952,000","234,951,000","245,226,000","239,791,000","114,439,000","106,634,000","134,994,000","195,239,000","137,232,000","151,521,000","19,216,000","24,222,000","44,123,000"
		Receivables,"63,054,000","70,475,000","63,460,000","65,353,000","66,148,000","77,667,000","78,722,000","56,660,000","64,682,000","82,833,000","70,807,000","67,052,000","69,044,000","80,656,000","73,993,000","66,042,000","62,664,000","67,287,000","53,409,000","53,566,000","50,824,000","52,818,000","40,837,000","36,855,000","29,039,000","22,522,000","10,525,000","7,592,000","7,314,000","6,610,000","5,676,000","6,742,000","6,605,000"
			AccountsReceivable,"63,054,000","70,475,000","63,460,000","65,353,000","66,148,000","77,667,000","78,722,000","56,660,000","64,682,000","82,833,000","70,807,000","67,052,000","69,044,000","80,656,000","73,993,000","66,042,000","62,664,000","67,287,000","53,409,000","53,566,000","50,824,000","52,818,000","40,837,000","36,855,000","29,039,000","22,522,000","10,525,000","7,592,000","7,314,000","6,610,000","5,676,000","6,742,000","6,605,000"
				GrossAccountsReceivable,"64,291,000","71,860,000","65,166,000","67,341,000","68,288,000","80,667,000","81,929,000","59,426,000","66,058,000","83,630,000","71,732,000","68,255,000","70,292,000","81,480,000","74,877,000","67,046,000","63,685,000","68,620,000","54,361,000","54,987,000","52,101,000","53,826,000","41,515,000","37,297,000","29,223,000","22,644,000","10,597,000","7,689,000","7,324,000","6,620,000","5,779,000","6,924,000","6,787,000"
				AllowanceForDoubtfulAccountsReceivable,"-1,237,000","-1,385,000","-1,706,000","-1,988,000","-2,140,000","-3,000,000","-3,207,000","-2,766,000","-1,376,000","-797,000","-925,000","-1,203,000","-1,248,000","-824,000","-884,000","-1,004,000","-1,021,000","-1,333,000","-952,000","-1,421,000","-1,277,000","-1,008,000","-678,000","-442,000","-184,000","-122,000","-72,000","-97,000","-10,000","-10,000","-103,000","-182,000","-182,000"
		Inventory,"90,588,000","93,517,000","91,802,000","85,729,000","85,813,000","83,296,000","84,149,000","91,849,000","92,983,000","91,579,000","90,730,000","92,353,000","93,140,000","92,035,000","93,606,000","94,994,000","97,497,000","98,119,000","95,575,000","87,016,000","84,735,000","85,221,000","73,367,000","68,122,000","67,576,000","62,430,000","42,651,000","26,371,000","18,236,000","14,856,000","12,124,000","11,648,000","10,123,000"
			RawMaterials,"42,079,000","50,160,000","42,627,000","34,821,000","33,719,000","34,405,000","28,694,000","28,593,000","22,751,000","26,354,000","32,442,000","30,450,000","33,989,000","37,453,000","37,698,000","42,096,000","45,693,000","51,602,000","45,593,000","40,988,000","45,594,000","44,862,000","32,132,000","34,411,000","38,883,000","37,096,000","16,151,000","9,315,000","8,298,000","7,960,000","5,228,000","5,175,000","4,595,000"
			FinishedGoods,"48,509,000","43,357,000","49,175,000","50,908,000","52,094,000","48,891,000","55,455,000","63,256,000","70,232,000","65,225,000","58,288,000","61,903,000","59,151,000","54,582,000","55,908,000","52,898,000","51,804,000","46,517,000","49,982,000","46,028,000","39,141,000","40,359,000","41,235,000","33,711,000","28,693,000","25,334,000","26,500,000","17,056,000","9,938,000","6,896,000","6,896,000","6,473,000","5,528,000"
		PrepaidAssets,"13,095,000","5,185,000","7,036,000","8,099,000","10,324,000","4,173,000","6,517,000","6,088,000","8,392,000","9,838,000","6,497,000","7,348,000","8,174,000","6,621,000","7,226,000","6,752,000","7,751,000","6,463,000","6,259,000","6,428,000","7,652,000","5,895,000","6,776,000","7,014,000","6,068,000","4,009,000","3,463,000","3,594,000","3,026,000","2,851,000","1,987,000","2,094,000","1,514,000"
