name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,12/31/2006
TotalAssets,"1,289,472,000","1,299,356,000","1,284,529,000","1,266,637,000","1,243,177,000","1,188,990,000","1,203,589,000","1,087,577,000","1,016,620,000","947,969,000","979,191,000","980,598,000","992,505,000","896,115,000","743,639,000","709,333,000","706,779,000","693,459,000","679,656,000","660,055,000","350,211,000","323,427,000","277,099,000","267,116,000","268,286,000","295,781,000","174,784,000","154,919,000","148,604,000","139,891,000","142,049,000","145,810,000","149,215,000","152,644,000","151,410,000","154,938,000","140,847,000","143,171,000","153,455,000","162,167,000","289,926,000","331,340,000","297,170,000","257,043,000","220,356,000","282,802,000","336,707,000","287,446,000","285,027,000","291,832,000","287,176,000","311,120,000","289,188,000","284,083,000","279,782,000","265,768,000","442,810,000","443,587,000","1,261,045,000"
	CurrentAssets,"338,067,000","374,379,000","372,438,000","345,534,000","322,431,000","296,409,000","312,761,000","204,633,000","188,319,000","189,426,000","204,513,000","205,835,000","218,966,000","234,171,000","361,271,000","387,516,000","429,049,000","438,041,000","423,144,000","416,334,000","166,113,000","140,623,000","223,126,000","210,626,000","218,378,000","245,584,000","152,050,000","133,461,000","128,048,000","119,659,000","121,066,000","125,155,000","129,072,000","132,744,000","131,290,000","134,730,000","120,339,000","122,272,000","131,623,000","139,408,000","256,274,000","296,951,000","233,717,000","192,700,000","155,187,000","212,282,000","255,320,000","206,179,000","203,193,000","209,301,000","200,028,000","228,212,000","200,107,000","192,876,000","186,526,000","168,338,000","176,630,000","172,511,000","504,938,000"
		CashCashEquivalentsAndShortTermInvestments,"196,658,000","251,231,000","215,277,000","203,164,000","162,091,000","169,932,000","187,261,000","101,764,000","51,208,000","60,243,000","50,497,000","51,332,000","64,565,000","105,102,000","265,194,000","293,301,000","346,470,000","368,550,000","345,239,000","355,636,000","105,442,000","91,131,000","176,925,000","159,611,000","174,226,000","206,975,000","106,251,000","92,967,000","88,536,000","86,212,000","83,631,000","87,618,000","89,499,000","91,667,000","87,752,000","85,283,000","73,326,000","80,190,000","89,780,000","94,682,000","58,953,000","45,541,000","10,331,000","34,276,000","126,816,000","185,500,000","221,754,000","174,787,000","173,767,000","179,689,000","168,790,000","195,622,000","166,585,000","161,478,000","82,413,000","53,301,000","52,516,000","45,940,000","99,498,000"
			CashAndCashEquivalents,"196,658,000","251,231,000","215,277,000","203,164,000","162,091,000","169,932,000","187,261,000","101,764,000","51,208,000","60,243,000","50,497,000","51,332,000","64,565,000","105,102,000","265,194,000","293,301,000","346,470,000","368,550,000","345,239,000","355,636,000","105,442,000","91,131,000","176,925,000","159,611,000","174,226,000","206,975,000","106,251,000","92,967,000","88,536,000","86,212,000","83,631,000","87,618,000","89,499,000","91,667,000","87,752,000","85,283,000","73,326,000","80,190,000","89,780,000","94,682,000","58,953,000","45,541,000","10,331,000","34,276,000","53,520,000","68,819,000","57,294,000","62,877,000","73,051,000","86,093,000","86,859,000","83,705,000","81,436,000","73,643,000","82,413,000","53,301,000","52,516,000","45,940,000","99,498,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,296,000","116,681,000","164,460,000","111,910,000","100,716,000","93,596,000","81,931,000","111,917,000","85,149,000","87,835,000",,,,,
		Receivables,"114,294,000","97,658,000","131,705,000","124,076,000","123,067,000","89,841,000","96,631,000","77,037,000","119,559,000","113,487,000","140,843,000","139,778,000","119,707,000","91,072,000","79,444,000","80,135,000","64,769,000","53,444,000","64,128,000","52,217,000","52,414,000","41,382,000","38,185,000","41,733,000","36,767,000","29,873,000","25,181,000","20,516,000","19,596,000","13,611,000","13,816,000","13,260,000","13,373,000","12,850,000","15,446,000","17,778,000","13,545,000","11,488,000","10,415,000","7,409,000","5,645,000","5,474,000","5,443,000","6,989,000","6,893,000","4,305,000","7,799,000","7,073,000","7,149,000","6,835,000","8,114,000","6,011,000","6,470,000","7,234,000","9,044,000","11,327,000","14,460,000","12,433,000","21,581,000"
			AccountsReceivable,"114,294,000","97,658,000","131,705,000","124,076,000","123,067,000","89,841,000","96,631,000","77,037,000","119,559,000","113,487,000","140,843,000","139,778,000","119,707,000","91,072,000","79,444,000","80,135,000","64,769,000","53,444,000","64,128,000","52,217,000","52,414,000","41,382,000","38,185,000","41,733,000","36,767,000","29,873,000","25,181,000","20,516,000","19,596,000","13,611,000","13,816,000","13,260,000","13,373,000","12,850,000","15,446,000","17,778,000","13,545,000","11,488,000","10,415,000","7,409,000","5,645,000","5,474,000","5,443,000","6,989,000","6,893,000","4,305,000","7,799,000","7,073,000","7,149,000","6,835,000","8,114,000","6,011,000","6,470,000","7,234,000","9,044,000","11,327,000","14,460,000","12,433,000","21,581,000"
				GrossAccountsReceivable,"116,097,000","99,114,000","133,211,000","125,549,000","124,496,000","91,243,000","98,269,000","78,793,000","121,580,000","114,953,000","142,666,000","141,454,000","121,077,000","92,215,000","80,962,000","81,326,000","65,483,000","54,119,000","65,388,000","53,227,000","53,629,000","42,441,000","39,211,000","42,759,000","37,628,000","30,479,000","25,682,000","21,020,000","20,113,000","13,960,000","14,246,000","13,734,000","13,917,000","13,258,000","15,931,000","18,332,000","14,086,000","11,991,000","10,509,000","7,479,000","5,732,000","5,560,000","5,561,000","7,135,000",,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,803,000","-1,456,000","-1,506,000","-1,473,000","-1,429,000","-1,402,000","-1,638,000","-1,756,000","-2,021,000","-1,466,000","-1,823,000","-1,676,000","-1,370,000","-1,143,000","-1,518,000","-1,191,000","-714,000","-675,000","-1,260,000","-1,010,000","-1,215,000","-1,059,000","-1,026,000","-1,026,000","-861,000","-606,000","-501,000","-504,000","-517,000","-349,000","-430,000","-474,000","-544,000","-408,000","-485,000","-554,000","-541,000","-503,000","-94,000","-70,000","-87,000","-86,000","-118,000","-146,000",,,,,,,,,,,,,,,
		PrepaidAssets,"26,995,000","25,379,000","25,348,000","18,211,000","28,638,000","27,949,000","27,585,000","25,654,000","17,375,000","15,516,000","12,914,000","12,440,000","12,899,000","16,428,000","16,411,000","13,856,000","13,551,000","11,881,000","9,690,000","4,392,000","4,177,000","4,021,000","3,925,000","5,195,000","3,237,000","2,085,000","1,708,000","1,097,000","1,138,000","931,000","1,620,000","1,518,000","1,611,000","1,689,000","2,043,000","1,580,000","4,008,000","773,000","1,524,000","1,839,000","1,204,000","1,060,000","1,038,000","937,000","11,313,000","11,778,000","14,663,000","14,117,000","10,104,000","10,758,000","10,298,000","11,080,000","12,106,000","8,960,000","6,914,000","7,075,000","9,607,000","6,011,000","10,090,000"
