name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"5,307,852,000","5,078,752,000","4,360,204,000","4,333,494,000","3,671,932,000","3,669,684,000"
	CurrentAssets,"5,185,537,000","4,962,723,000","4,246,479,000","4,215,939,000","3,550,836,000","3,570,459,000"
		CashCashEquivalentsAndShortTermInvestments,"465,734,000","465,926,000","448,955,000","498,706,000","104,676,000","102,988,000"
			CashAndCashEquivalents,"465,734,000","465,926,000","448,955,000","498,706,000","104,676,000","102,988,000"
		Receivables,"63,805,000","77,344,000","69,086,000","67,605,000","83,993,000","83,938,000"
			AccountsReceivable,"14,325,000","13,844,000","21,788,000","18,379,000","4,722,000","17,843,000"
				GrossAccountsReceivable,,"13,963,000",,,,"17,965,000"
				AllowanceForDoubtfulAccountsReceivable,,"-119,000",,,,"-122,000"
			OtherReceivables,"49,480,000","63,500,000","47,298,000","49,226,000","79,271,000","66,095,000"
		PrepaidAssets,"18,801,000","12,387,000","15,066,000","8,442,000","9,517,000","8,074,000"
		RestrictedCash,"4,633,641,000","4,404,254,000","3,709,777,000","3,636,927,000","3,351,133,000","3,373,116,000"
		OtherCurrentAssets,"3,556,000","2,812,000","3,595,000","4,259,000","1,517,000","2,343,000"
	TotalNonCurrentAssets,"122,315,000","116,029,000","113,725,000","117,555,000","121,096,000","99,225,000"
		NetPPE,"30,842,000","25,083,000","26,046,000","27,065,000","28,945,000","12,694,000"
			GrossPPE,"65,928,000","58,316,000","57,486,000","56,849,000","57,042,000","39,058,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"39,137,000","36,453,000","33,829,000","32,840,000","32,035,000","30,901,000"
				OtherProperties,"17,865,000","12,943,000","14,960,000","15,747,000","17,042,000",
				Leases,"8,926,000","8,920,000","8,697,000","8,262,000","7,965,000","8,157,000"
			AccumulatedDepreciation,"-35,086,000","-33,233,000","-31,440,000","-29,784,000","-28,097,000","-26,364,000"
		GoodwillAndOtherIntangibleAssets,"60,841,000","58,656,000","56,861,000","57,262,000","56,302,000","56,956,000"
			Goodwill,"21,241,000","21,127,000","21,523,000","22,031,000","21,796,000","22,541,000"
			OtherIntangibleAssets,"39,600,000","37,529,000","35,338,000","35,231,000","34,506,000","34,415,000"
		InvestmentsAndAdvances,"7,019,000","7,013,000","6,941,000","6,846,000","6,836,000","6,858,000"
			LongTermEquityInvestment,"7,019,000","7,013,000","6,941,000","6,846,000","6,836,000","6,858,000"
				InvestmentsinAssociatesatCost,"7,019,000","7,013,000","6,941,000","6,846,000","6,836,000","6,858,000"
		NonCurrentDeferredAssets,"3,377,000","4,900,000","3,859,000","3,340,000","2,630,000","3,684,000"
			NonCurrentDeferredTaxesAssets,"3,377,000","4,900,000","3,859,000","3,340,000","2,630,000","3,684,000"
		DefinedPensionBenefit,"1,677,000","1,723,000","2,069,000","2,047,000","1,837,000","1,624,000"
		OtherNonCurrentAssets,"18,559,000","18,654,000","17,949,000","20,995,000","24,546,000","17,409,000"
TotalLiabilitiesNetMinorityInterest,"4,785,888,000","4,591,679,000","3,868,280,000","3,851,711,000","3,647,493,000","3,645,385,000"
	CurrentLiabilities,"4,716,349,000","4,497,828,000","3,800,997,000","3,772,335,000","3,410,992,000","3,440,922,000"
		PayablesAndAccruedExpenses,"40,864,000","40,277,000","44,546,000","47,804,000","33,979,000","47,451,000"
			Payables,"30,318,000","29,616,000","29,562,000","30,561,000","22,735,000","27,987,000"
				AccountsPayable,"17,376,000","17,200,000","16,919,000","16,892,000","13,215,000","17,245,000"
				OtherPayable,"12,942,000","12,416,000","12,643,000","13,669,000","9,520,000","10,742,000"
			CurrentAccruedExpenses,"10,546,000","10,661,000","14,984,000","17,243,000","11,244,000","19,464,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"36,181,000","47,007,000","40,109,000","41,441,000","28,693,000","33,249,000"
		CurrentDebtAndCapitalLeaseObligation,"8,751,000","9,290,000","9,405,000","9,075,000","23,636,000","13,500,000"
			CurrentDebt,,,,,"15,000,000","13,500,000"
				OtherCurrentBorrowings,,,,,"15,000,000",
			CurrentCapitalLeaseObligation,"8,751,000","9,290,000","9,405,000","9,075,000","8,636,000",
		CurrentDeferredLiabilities,"4,630,553,000","4,401,254,000","3,706,937,000","3,674,015,000","3,324,684,000","3,346,722,000"
			CurrentDeferredRevenue,"4,630,553,000","4,401,254,000","3,706,937,000","3,634,211,000","3,324,684,000","3,346,722,000"
		OtherCurrentLiabilities,,,,,"3,335,928,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"69,539,000","93,851,000","67,283,000","79,376,000","236,501,000","204,463,000"
		LongTermDebtAndCapitalLeaseObligation,"14,296,000","13,665,000",,,"49,026,000","26,525,000"
			LongTermDebt,"14,296,000","13,665,000",,,"49,026,000","26,525,000"
		DerivativeProductLiabilities,"28,681,000","59,877,000","48,304,000","59,625,000",,
		PreferredSecuritiesOutsideStockEquity,,"0","0","0","165,535,000","165,535,000"
		OtherNonCurrentLiabilities,"26,562,000","20,309,000","18,979,000","19,751,000","21,940,000","12,403,000"
TotalEquityGrossMinorityInterest,"521,964,000","487,073,000","491,924,000","481,783,000","24,439,000","24,299,000"
	StockholdersEquity,"521,964,000","487,073,000","491,924,000","481,783,000","24,439,000","24,299,000"
		CapitalStock,"3,426,000","3,404,000","3,390,000","3,384,000","264,000","259,000"
			PreferredStock,"0",,"0","0",,
			CommonStock,"3,426,000","3,404,000","3,390,000","3,384,000","264,000","259,000"
		AdditionalPaidInCapital,"592,243,000","575,470,000","560,905,000","550,952,000","84,765,000","79,933,000"
		RetainedEarnings,"-76,348,000","-94,054,000","-75,152,000","-75,989,000","-63,575,000","-60,067,000"
		GainsLossesNotAffectingRetainedEarnings,"2,643,000","2,253,000","2,781,000","3,436,000","2,985,000","4,174,000"
TotalCapitalization,"536,260,000","500,738,000","491,924,000","481,783,000","73,465,000","50,824,000"
CommonStockEquity,"521,964,000","487,073,000","491,924,000","481,783,000","24,439,000","24,299,000"
CapitalLeaseObligations,"8,751,000","9,290,000","9,405,000","9,075,000","8,636,000",
NetTangibleAssets,"461,123,000","428,417,000","435,063,000","424,521,000","-31,863,000","-32,657,000"
WorkingCapital,"469,188,000","464,895,000","445,482,000","443,604,000","139,844,000","129,537,000"
InvestedCapital,"536,260,000","500,738,000","491,924,000","481,783,000","88,465,000","64,324,000"
TangibleBookValue,"461,123,000","428,417,000","435,063,000","424,521,000","-31,863,000","-32,657,000"
TotalDebt,"23,047,000","22,955,000","9,405,000","9,075,000","72,662,000","40,025,000"
ShareIssued,"342,596,367","340,384,157","339,007,751","338,351,977","338,351,980","338,351,980"
OrdinarySharesNumber,"342,596,367","340,384,157","339,007,751","338,351,977","338,351,980","338,351,980"
