name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
OperatingCashFlow,"237,091,763","42,254,000","88,255,814","90,329,570","16,252,173","14,333,206","14,941,897","12,826,195","-2,748,373","-12,424,812","2,731,516","10,493,259","-3,480,925","11,941,876","6,980,635","13,702,331","9,914,257","14,873,240","5,906,286","6,745,914","-3,253,911","-2,009,318","-5,341,550","-7,493,612","-13,104,280","-19,494,868","-13,977,335","-6,480,933","-13,691,753","-9,636,748","-279,181","-11,688,305","428,311","165,414","-11,394","-1,856,637","264,808","1,248,839","2,133,441","4,107,880","-4,116,773","2,653,413","21,188,318","10,662,309","12,652,972","13,792,518","8,541,252","26,612,121","28,265,961","30,920,496","9,930,219","14,138,138","23,432,325","43,024,179","27,942,647","31,778,153","23,360,756","26,454,362","20,301,779","24,980,825","18,804,895","18,801,874","18,411,466","19,130,154","17,243,610","15,749,648","8,256,369","16,759,900","1,686,664","-87,094"
	CashFlowFromContinuingOperatingActivities,"237,091,763","42,254,000","88,255,814","90,329,570","16,252,173","14,333,206","14,941,897","12,826,195","-2,748,373","-12,424,812","2,731,516","10,493,259","-3,480,925","11,941,876","6,980,635","13,702,331","9,914,257","14,873,240","5,906,286","6,745,914","-3,253,911","-2,009,318","-5,341,550","-7,493,612","-13,104,280","-19,494,868","-13,977,335","-6,480,933","-13,691,753","-9,636,748","-279,181","-11,688,305","428,311","165,414","-11,394","-1,856,637","264,808","1,248,839","2,133,441","4,107,880","-4,116,773","2,653,413","21,188,318","10,662,309","12,652,972","13,792,518","8,541,252","26,612,121","28,265,961","30,920,496","9,930,219","14,138,138","23,432,325","43,024,179","27,942,647","31,778,153","23,360,756","26,454,362","20,301,779","24,980,825","18,804,895","18,801,874","18,411,466","19,130,154","17,243,610","15,749,648","8,256,369","16,759,900","1,686,664","-87,094"
		NetIncomeFromContinuingOperations,"228,121,884","53,073,000","87,482,279","78,341,270","9,225,025","9,849,310","114,904","-11,159,286","-20,491,327","-3,527,759","-11,171,453","-4,562,989","-5,992,156","29,483","6,486,350","2,584,822","3,450,767","52,745","-16,584,425","-10,255,346","-5,888,466","-11,068,448","-142,389,148","-19,359,044","-22,495,573","-39,278,670","-79,744,981","-20,376,620","-27,508,300","-20,667,064","-11,548,728","-45,857,654","-44,660,059","-22,589,886","-31,226,535","-37,630,051","-3,039,067","1,374,270","-32,423,775","-29,837,360","-23,106,239","-17,433,529","-1,698,979","-5,872,211","-1,438,278","-5,810,281","3,032,941","8,226,153","11,011,922","4,573,634","2,190,694","512,261","13,347,535","17,236,781","9,159,252","23,221,617","14,906,130","14,345,810","16,329,603","15,501,895","11,924,695","8,487,788","4,516,566","9,100,737","9,391,736","10,792,501","12,153,868","7,394,289","-12,088,544","-806,213"
		OperatingGainsLosses,"14,139,877","11,450,000","-18,143,535","-10,210,507","31,044,154","-503,235","-3,113,373","2,252,196","7,971,815","-7,157,801","-147,978","1,118,644","39,932","-4,796,249","373,862","-53,213","-548,296","208,235","14,751,902","660,773","-2,542,394","-92,114","-15,150","-578,350",,,"349,805","-55,210","6,511,168","285,396","884,426",,"0","0","8,219,251","7,537,120","123,035","2,952,927","0",,,,"0",,,,"0",,,,,,,,,,,,"0","0","0","-872,568",,,,,"-10,252,975","3,735,705",,
			GainLossOnSaleOfPPE,,,"-4,277",,,,"100,565","389,207","0","0","65,913","-971,130","-966,802","-4,106,547","5,608","-235,695","-105,073","0","-34,381","-202,487","-1,805,785","-92,114","0","-184,350",,,"0","0",,,,,,,,,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"12,021,153","11,450,000","-24,125,319","-6,347,447","31,044,154","-503,235","-3,213,938","1,862,989","7,971,815","-7,157,801","-213,891","2,089,774","1,006,734","-2,958,154","368,254","182,482","-443,223","208,235","-182,326","863,260",,,"0","-279,000",,,"349,805","-55,210",,,"884,426",,"0","0","8,219,251","7,537,120","123,035","2,952,927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"65,042,003","17,403,000","17,738,941","15,747,634","14,152,633","13,586,795","13,821,689","13,896,513","13,785,439","13,791,552","12,756,956","11,648,387","11,237,784","11,439,522","8,248,546","8,066,479","7,975,981","8,073,353","7,917,966","7,897,785","7,027,531","6,510,735","8,983,450","8,912,311","8,758,221","8,902,929","10,261,067","10,260,200","10,251,355","10,271,775","8,781,846","18,715,992","18,540,832","18,413,964","18,874,737","18,903,389","18,710,648","18,515,090","18,934,958","18,931,186","18,728,068","18,728,907","18,872,787","17,958,636","16,819,225","16,236,473","15,352,279","16,344,878","14,767,400","13,039,338","12,898,769","8,462,236","10,325,002","9,694,910","9,562,825","8,338,838","6,769,365","6,708,415","6,783,017","6,773,810","5,719,027","5,515,648","5,808,417","5,775,804","4,749,665","4,697,471","4,532,712","3,858,943",,
			DepreciationAndAmortization,"65,042,003","17,403,000","17,738,941","15,747,634","14,152,633","13,586,795","13,821,689","13,896,513","13,785,439","13,791,552","12,756,956","11,648,387","11,237,784","11,439,522","8,248,546","8,066,479","7,975,981","8,073,353","7,917,966","7,897,785","7,027,531","6,510,735","8,983,450","8,912,311","8,758,221","8,902,929","10,261,067","10,260,200","10,251,355","10,271,775","8,781,846","18,715,992","18,540,832","18,413,964","18,874,737","18,903,389","18,710,648","18,515,090","18,934,958","18,931,186","18,728,068","18,728,907","18,872,787","17,958,636","16,819,225","16,236,473","15,352,279","16,344,878","14,767,400","13,039,338","12,898,769","8,462,236","10,325,002","9,694,910","9,562,825","8,338,838","6,769,365","6,708,415","6,783,017","6,773,810","5,719,027","5,515,648","5,808,417","5,775,804","4,749,665","4,697,471","4,532,712","3,858,943",,
				Depreciation,"65,042,003","17,403,000","17,738,941","15,747,634","14,152,633","13,586,795","13,821,689","13,896,513","13,785,439","13,791,552","12,756,956","11,648,387","11,237,784","11,439,522","8,248,546","8,066,479","7,975,981","8,073,353","7,917,966","7,897,785","7,027,531","6,510,735","8,983,450","8,912,311","8,758,221","8,902,929","10,261,067","10,260,200","10,251,355","10,271,775","8,781,846","18,715,992","18,540,832","18,413,964","18,874,737","18,903,389","18,710,648","18,515,090",,"18,931,186","18,728,068","18,728,907",,"17,958,636","16,819,225","16,236,473",,"16,344,878","14,767,400","13,039,338",,,,"9,694,910","9,562,825","8,338,838","6,769,365","6,708,415","6,783,017","6,773,810","5,719,027","5,515,648","5,808,417","5,775,804","4,749,665","4,697,471","4,532,712","3,858,943",,
				AmortizationCashFlow,,,,,,,,,,,,,,"3,271,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,"3,271,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,"4,509,809",,,"635,909","1,522,682","-2,733,514","2,568,929","2,279,296","2,221,958","4,052,024","3,029,383","1,181,974","756,258","-543,453","1,567,707","646,694","285,396","20,466",,"11,032,441","2,679,626","2,371,433","2,569,326","2,538,877","-7,783,734","1,321,067","1,414,163","691,415","611,177","654,996","530,725","474,020","621,579","781,245","375,049","-518,412","1,251,749","-1,107,185","2,359,119","-409,478","836,063",,,,,,,"59,772","58,012","60,755","51,266","33,275","32,950","-1,097,391","64,743",,
		AssetImpairmentCharge,,,"0","0",,,"0","0",,,,,,,,,,,,"0","0","0","122,860,600","0","0","6,167,262",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","0","0","0","0","12,529","1,900,935","3,438,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,"-443,223","208,235","-182,326",,,,,,,,,,,,"0",,,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"4,096,095","1,487,000","1,245,816","777,468","585,868","871,943","747,836","741,021","723,223","836,200","998,422","1,155,223","1,227,210","1,445,469","1,186,914","2,100,056","2,409,599","3,510,911","1,739,655","2,350,209","2,478,051","2,170,700","1,273,140","-734,996","841,933","826,613","971,607","790,803","323,127","1,884,452","2,121,505","196,979","288,617","279,743","536,356","562,604","1,810,183","1,955,391","2,361,064","2,130,790",,,,,,,"3,046,856","3,664,992","3,683,838","4,346,127","3,390,824","3,345,433","3,345,433","3,896,284","3,345,433","3,194,509",,,,,,,,,,,,,,
		OtherNonCashItems,"-12,304,086","-7,329,000","-7,110,418","-174,564","2,309,862","-1,192,966","30,589","-808,313","1,908,280","-1,773,057","-2,473,781","1,225,354","141,882","-785,139","-17,657","-217,622","-1,918,325","415,268","5,019,783","2,910,254","3,106,079","4,531,044","4,802,472","4,011,555","2,543,664","-519,920","-806,857","-71,560","-4,723,332","-2,385,893","-1,940,326","10,059,668","16,977,011","9,147,098","8,565,528","8,815,867","-16,555,843","-4,623,026","11,314,553","7,230,778","-1,626,366","1,412,000",,"6,238,248","-3,072,386","8,683,743",,,,"-864,628",,,,"-649,731",,"2,721,878","-1,832,774","3,205,234","1,887,989","1,848,801","1,532,282","4,614,206","8,594,497","4,006,642","2,900,466","1,811,797","12,392,423","1,459,213",,
		ChangeInWorkingCapital,"-62,004,010","-33,830,000","7,042,731","5,848,269","-41,065,369","-8,278,641","3,340,252","7,904,064","-6,998,171","-14,593,947","2,769,350","-91,360","-10,135,577","4,608,790","-9,297,380","1,221,809","-1,455,469","2,612,728","-6,938,595","3,182,239","-7,434,712","-4,061,235","-856,914","254,912","-3,447,885","4,406,918","4,119,290","2,971,454","2,100,923","1,259,982","1,422,096","3,372,191","9,281,910","-5,085,505","-4,980,731","-45,566","-784,148","-18,925,813","4,663,396","3,979,684","-5,586,510","-4,103,287","4,864,578","-3,763,028","-5,068,746","-5,938,996","-13,799,827","-1,707,940","-1,543,415","8,574,276","-7,442,883","-3,924,200","-3,825,898","12,009,872","1,982,193","-5,698,689","-1,053,908","2,194,903","-4,698,830","974,103","-430,881","998,788","-568,769","195,705","168,468","-1,585,071","-9,472,268","1,582,720","2,778,076","719,119"
			ChangeInReceivables,"-20,731,819","-12,462,000","-4,321,484","-255,179","-3,693,297","-6,696,859","-1,038,888","5,878,600","-901,622","-2,020,325","-1,896,720","1,142,273","-62,558","810,103","-4,568,960","-3,069,914","903,417","3,270,432","-7,088,154","1,103,469","-2,495,344","-3,676,803","1,364,098","-890,650","1,533,050","-19,678","4,017,610","443,688","-639,611","3,833,086","-1,007,975","1,679,587","-2,001,980","-2,524,494","-52,946","1,829,349","-2,218,477","-1,451,069","4,490,550","-3,556,811","816,118","-2,444,647","14,858,869","-4,791,460","-126,132","-11,346,879","-2,895,012","-919,281","-1,709,906","-1,398,846","-1,618,034","-452,008","-131,247","-884,324","-476,163","417,170","-1,019,461","113,078","-1,358,601","-626,060","-555,110","-236,485","-218,053","60,764","-126,677","-51,145","-177,663","-81,397",,
				ChangesInAccountReceivables,"-20,731,819","-12,462,000","-4,321,484","-255,179","-3,693,297","-6,696,859","-1,038,888","5,878,600","-901,622","-2,020,325","-1,896,720","1,142,273","-62,558","810,103","-4,568,960","-3,069,914","903,417","3,270,432","-7,088,154","1,103,469","-2,495,344","-3,676,803","1,364,098","-890,650","1,533,050","-19,678","4,017,610","443,688","-639,611","3,833,086","-1,007,975","1,679,587","-2,001,980","-2,524,494","-52,946","1,829,349","-2,218,477","-1,451,069","4,490,550","-3,556,811","816,118","-2,444,647","14,858,869","-4,791,460","-126,132","-11,346,879","-2,895,012","-919,281","-1,709,906","-1,398,846","-1,618,034","-452,008","-131,247","-884,324","-476,163","417,170","-1,019,461","113,078","-1,358,601","-626,060","-555,110","-236,485","-218,053","60,764","-126,677","-51,145","-177,663","-81,397",,
			ChangeInInventory,"-13,050,548","-10,120,000","-559,480","-1,192,679","-1,178,422","-3,095,967","69,098","-1,589,169","5,256,072","463,444","-1,540,363","-1,289,456","143,327","2,999,999","-2,861,354","-1,365,033","1,710,943","490,738","-1,510,708","-31,831","-3,842,569","2,148,742","-3,880,894","-148,834","-1,250,640","-21,939","973,060","-249,808","124,569","-672,954","2,919,530","-1,907,877","-1,940,071","2,875,171","2,500,736","-295,897","904,199","-636,185","-1,269,466","1,768,240","-964,706","-533,862","-2,805,635","251,411","-3,186,658","-2,152,397","-2,305,818",,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-1,786,915","-1,916,000","1,276,671","-343,686","-803,639","-308,261","-458,147","691,984","602,582","612,182","-1,167,497","514,200","-37,029","694,789","-2,367,470","529,240","865,388","-652,271","-889,439","943,787","-473,206","502,054","-456,055","173,926","-177,903","598,833","-1,677,044","1,327,921","-386,155","715,445","43,355","202,016","3,699,751","-2,317,078","-2,172,698","792,247","134,657","-710,477","-283,576","1,786,946","-1,643,621","565,346","-311,324","-1,130,437","2,496,949","-1,565,372","1,443,942","-1,350,874","-312,125","1,748,782","359,526","-1,839,274","-131,943","-79,954","269,875","-1,448,453","-819,410","-141,700","460,586","-622,457","21,913","2,666","578,355","80,670","102,989","-1,269,690","270,801","-597,573",,
			ChangeInPayablesAndAccruedExpense,"7,934,586","2,193,000","5,616,382","2,616,302","-2,491,020","8,796,922","349,158","3,952,303","-7,403,885","-4,706,255","6,774,315","4,119,870","-4,263,918","4,416,078","-1,724,603","4,274,673","-3,393,700","656,865","2,859,150","800,582","1,113,294","-4,016,261","1,072,814","-1,360,646","-3,778,107","3,140,825","1,246,503","-2,246,362","2,466,468","-2,686,732","-1,391,381","2,292,601","14,444,057","-285,748","-7,468,438","1,031,647","-34,520","-6,905,173","2,399,103","2,257,905","-3,967,594","184,029","-3,524,050","5,054,554","-2,004,243","6,472,715","-6,892,668","-999,414","1,545,334","7,958,083","-4,547,015","806,118","2,669,061","3,559,791","2,940,448","-4,547,941","4,412,248","-1,523,225","-261,979","1,248,232","440,317","690,978","-436,926","123,985","-234,785","1,370,982","-846,976","401,847","2,252,803","237,717"
