name,03/31/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018
TotalAssets,"757,938,340","820,068,428","821,537,515","823,270,210","816,613,639","867,129,688","833,458,776","825,333,822","833,099,830"
TotalLiabilitiesNetMinorityInterest,"193,928,131","198,826,702","205,553,660","223,692,856","241,852,664","248,299,836","231,520,432","231,554,212","231,336,112"
TotalEquityGrossMinorityInterest,"564,010,209","621,241,726","615,983,855","599,577,354","574,760,975","618,829,852","601,938,344","593,779,610","601,763,718"
	StockholdersEquity,"564,010,209","621,241,726","615,983,855","599,577,354","574,760,975","618,829,852","601,938,344","593,779,610","601,763,718"
		CapitalStock,"78,962,291","78,962,276","78,962,210","78,962,210","78,962,210","78,962,196","78,962,196","78,962,196","78,962,196"
			PreferredStock,"78,900,000","78,900,000","78,900,000","78,900,000","78,900,000","78,900,000","78,900,000","78,900,000","78,900,000"
			CommonStock,"62,291","62,276","62,210","62,210","62,210","62,196","62,196","62,196","62,196"
		AdditionalPaidInCapital,"492,991,198","492,864,560","492,276,186","492,276,186","493,763,870","493,638,920","500,008,144","500,008,144","532,376,477"
		RetainedEarnings,"-7,943,280","49,414,890","44,745,459","28,338,958","2,034,895","46,228,736","22,968,004","14,809,270","268,660"
		OtherEquityInterest,,,,,,,,,"-78,900,000"
TotalCapitalization,"748,615,946","817,097,463","820,539,592","822,133,091","808,754,212","865,058,089","831,336,581","823,177,847","828,986,955"
PreferredStockEquity,"78,900,000","78,900,000","78,900,000","78,900,000","78,900,000","78,900,000","78,900,000","78,900,000","78,900,000"
CommonStockEquity,"485,110,209","542,341,726","537,083,855","520,677,354","495,860,975","539,929,852","523,038,344","514,879,610","522,863,718"
NetTangibleAssets,"564,010,209","621,241,726","615,983,855","599,577,354","574,760,975","618,829,852","601,938,344","593,779,610","601,763,718"
InvestedCapital,"669,715,946","738,197,463","741,639,592","743,233,091","729,854,212","786,158,089","752,436,581","744,277,847","750,086,955"
TangibleBookValue,"485,110,209","542,341,726","537,083,855","520,677,354","495,860,975","539,929,852","523,038,344","514,879,610","522,863,718"
TotalDebt,"184,605,737","195,855,737","204,555,737","222,555,737","233,993,237","246,228,237","229,398,237","229,398,237","227,223,237"
NetDebt,"178,607,703","195,056,677","203,747,989","222,024,144","233,486,986","245,654,003","224,756,314","229,359,221","223,723,336"
ShareIssued,"62,290,854","62,276,212","62,209,762","62,209,762","62,209,762","62,195,578","62,195,578","62,195,578","62,195,578"
OrdinarySharesNumber,"62,290,854","62,276,212","62,209,762","62,209,762","62,209,762","62,195,578","62,195,578","62,195,578","62,195,578"
