name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,06/30/1994,03/31/1994,12/31/1993,09/30/1993,03/31/1992,12/31/1989,09/30/1989
				Depreciation,,,"46,802,000","48,175,000","42,785,000","40,343,000","42,969,000","43,533,000","49,743,000","52,038,000","51,267,000","55,627,000","51,131,000","51,980,000","43,351,000","43,900,000","43,717,000","43,291,000","46,773,000","42,429,000","44,263,000","45,892,000","46,940,000","46,956,000","46,907,000","48,873,000","58,674,000","58,314,000","50,930,000","51,111,000","50,796,000","52,616,000","52,587,000","52,570,000","47,665,000","50,607,000","50,155,000","50,304,000",,,,,,,,,"43,440,000","39,282,000","40,164,000","40,283,000","40,607,000","39,323,000","40,706,000","39,403,000","38,049,000","38,237,000","41,585,000","40,363,000","44,370,000","44,949,000","41,897,000","48,508,000","42,561,000","48,842,000","53,972,000","41,079,000","20,973,000","21,931,000","20,454,000","21,203,000","20,671,000","14,633,000","14,884,000","13,987,000","13,864,000","13,590,000","13,511,000","13,388,000","13,525,000","12,544,000","14,522,000","12,353,000","17,503,000","18,526,000","19,550,000","17,452,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"8,857,000",,,,,,,"-1,040,000","-1,122,000","-1,495,000","-1,621,000","-3,742,000","-1,689,000","-1,805,000","-1,031,000","-735,000","-785,000","-793,000","-791,000","-512,000","-430,000","-1,338,000","-1,439,000","-1,505,000","-1,353,000","-2,232,000","-2,487,000","-2,840,000","-1,343,000","-1,290,000","-1,171,000","-1,508,000","-1,741,000","-1,957,000","-1,798,000","-1,816,000","-1,785,000","-1,771,000",,,,,,,,,,,,"13,411,000",,,"8,322,000","8,729,000","-4,490,000","14,061,000","14,976,000","16,116,000","15,696,000","15,580,000","16,063,000","16,946,000","20,402,000","54,642,000","-15,738,000","18,289,000","8,625,000","7,252,000",,,"11,929,000","4,719,000","3,145,000","2,956,000","3,257,000","3,040,000","2,961,000","2,947,000","2,831,000","2,654,000","2,531,000","2,781,000","3,086,000","2,524,000","3,188,000","2,749,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"8,857,000",,,,,,,"-1,040,000","-1,122,000","-1,495,000","-1,621,000","-3,742,000","-1,689,000","-1,805,000","-1,031,000","-735,000","-785,000","-793,000","-791,000","-512,000","-430,000","-1,338,000","-1,439,000","-1,505,000","-1,353,000","-2,232,000","-2,487,000","-2,840,000","-1,343,000","-1,290,000","-1,171,000","-1,508,000","-1,741,000","-1,957,000","-1,798,000","-1,816,000","-1,785,000","-1,771,000",,,,,,,,,,,,"13,411,000",,,"8,322,000","8,729,000","-4,490,000","14,061,000","14,976,000","16,116,000","15,696,000","15,580,000","16,063,000","16,946,000","20,402,000","54,642,000","-15,738,000","18,289,000","8,625,000","7,252,000",,,"11,929,000","4,719,000","3,145,000","2,956,000","3,257,000","3,040,000","2,961,000","2,947,000","2,831,000","2,654,000","2,531,000","2,781,000","3,086,000","2,524,000","3,188,000","2,749,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"55,000","27,000","1,000","12,000","15,000","19,000","0","2,000","-230,000","4,000","-34,000","0","17,000","29,000","265,000","0","20,000","138,000","505,000",,,,"0",,,,"-8,102,000",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"55,000","27,000","1,000","12,000","15,000","19,000","0","2,000","-230,000","4,000","-34,000","0","17,000","29,000","265,000","0","20,000","138,000","505,000",,,,"0",,,,"-8,102,000",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,329,000","1,087,000","1,741,000","313,000","-1,081,000","680,000","1,262,000","-14,752,000","13,874,000",,,"13,131,000","33,101,000","7,065,000","5,025,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,"0",,,,"18,918,000","56,865,000","0","0","0","4,844,000","327,000","2,730,000","27,448,000","0","5,679,000","7,390,000","80,999,000","0","782,000","1,726,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"-253,000","0","-940,000","873,000","-186,000","253,000","8,000","696,000","132,000","213,000","-1,956,000","635,000","-24,000","0","537,000","532,000","239,000","467,000","585,000","372,000","543,000","707,000","1,292,000","146,000","212,000","215,000","1,213,000","572,000","324,000","380,000","76,000","415,000","375,000","897,000","690,000","780,000","492,000","505,000","835,000","401,000","181,000","781,000","734,000","501,000","322,000","367,000",,,"408,000","1,309,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"7,804,000","3,280,000","1,398,000","1,408,000","1,718,000","2,606,000","1,083,000","1,082,000","2,113,000","2,349,000","731,000","1,010,000","1,686,000","3,449,000","573,000","471,000","1,407,000","3,265,000","562,000","616,000","581,000","3,124,000","698,000","665,000","61,000","2,007,000","754,000","744,000","115,000","1,397,000","601,000","-127,000","-31,000","2,517,000","1,488,000","1,461,000","1,135,000","1,852,000","5,424,000","2,000","-816,000","-1,418,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-15,740,000","-3,598,000","-3,865,000","-4,097,000","-4,180,000","-4,917,000","-6,491,000","-3,716,000","-2,654,000","-2,958,000","-3,932,000","-4,368,000","-2,721,000","-4,778,000","-30,570,000","-2,133,000","-2,706,000","-4,946,000","-5,754,000","-7,460,000","-6,665,000","-6,215,000","-6,721,000","-8,978,000","-8,194,000","-7,411,000","-7,953,000","-8,387,000","-5,662,000","-6,973,000","-4,941,000","-4,558,000","-4,593,000","-4,772,000","-2,414,000","-5,485,000","-5,980,000","-5,736,000","-6,169,000","-3,507,000","-5,478,000","-6,434,000","-7,531,000","-365,000","-7,982,000","-490,000","-16,752,000","9,385,000","23,773,000","-4,501,000","22,306,000","4,178,000","-4,475,000","6,732,000","43,671,000","-1,932,000","7,533,000","-13,265,000","-44,929,000","-5,649,000","-6,920,000","-31,765,000","-32,464,000","-48,422,000","25,045,000","-7,457,000","-3,809,000","-10,696,000","-15,927,000","10,083,000","-2,275,000","-4,901,000","-1,488,000","-430,000","-25,367,000","80,000","3,187,000","-3,197,000","145,000","-2,689,000","-1,290,000","-9,099,000","2,793,000","-2,397,000","-254,000","-3,450,000","-13,942,000","-7,082,000","1,752,000","172,000","-13,258,000","11,300,000","1,000,000","6,700,000","-3,154,000","12,500,000","-1,300,000","-4,300,000","2,721,000","-1,300,000","-100,000","-700,000",,,,,"-95,000","-100,000",,,,"-500,000",,,,,
		ChangeInWorkingCapital,"-26,188,000","-24,743,000","-770,000","8,524,000","-9,199,000","-8,949,000","13,032,000","10,527,000","137,000","-13,979,000","19,486,000","11,458,000","9,919,000","-37,138,000","14,981,000","515,000","5,338,000","-13,146,000","5,955,000","653,000","-2,242,000","-6,093,000","-4,154,000","2,874,000","723,000","-4,407,000","4,306,000","4,365,000","-5,246,000","-1,768,000","5,256,000","-4,121,000","-10,316,000","2,648,000","-7,383,000","3,168,000","3,796,000","4,658,000","-6,208,000","4,634,000","-10,877,000","3,018,000","-22,272,000","20,799,000","-14,115,000","12,736,000","-8,765,000","4,046,000","-7,720,000","-3,894,000","-9,484,000","3,016,000","-5,429,000","13,152,000","-21,796,000","22,171,000","-25,878,000","19,662,000","-18,269,000","32,239,000","-2,812,000","-2,540,000","-26,728,000","31,339,000","19,299,000","6,423,000","-13,036,000","6,980,000","5,893,000","-14,080,000","13,621,000","-8,791,000","6,115,000","4,105,000","727,000","-7,977,000","689,000","-1,716,000","4,277,000","11,017,000","-4,397,000","-6,005,000","12,754,000","-1,978,000","13,484,000","1,010,000","31,145,000","-25,487,000","-4,829,000","-4,819,000","8,110,000","-23,400,000","1,200,000","-10,200,000","-4,135,000","-25,000,000","2,800,000","8,800,000","-1,639,000","2,200,000","400,000","1,400,000","-9,000",,,,"114,000","200,000",,,"-600,000","400,000",,,,,
			ChangeInReceivables,"836,000","-2,609,000","1,834,000","-1,841,000","3,452,000","-939,000","4,232,000","-1,914,000","-3,001,000","-1,348,000","-2,334,000","2,751,000","2,874,000","-3,539,000","-641,000","4,395,000","416,000","-646,000","-1,821,000","-4,581,000","1,053,000","-917,000","-1,668,000","882,000","2,913,000","246,000","160,000","-618,000","-220,000","-170,000","1,717,000","1,742,000","-569,000","-5,759,000","-3,761,000","-2,322,000","3,356,000","-1,321,000","-1,318,000","-1,981,000","2,585,000","976,000","-2,986,000","67,000","2,326,000","-263,000","-2,633,000","-1,701,000","956,000","-795,000","-81,000","1,156,000","1,295,000","1,376,000","-4,026,000","3,722,000","-582,000","3,906,000","1,841,000","691,000","-1,500,000","5,416,000","-1,150,000","-3,422,000","9,955,000","-4,018,000","-5,067,000","838,000","3,844,000","-213,000","648,000","-2,825,000","1,367,000","-959,000","-2,618,000","1,399,000","564,000","-807,000","-1,385,000","1,469,000","273,000","2,225,000","2,759,000","148,000","-1,803,000","-1,316,000","6,768,000","2,382,000","-1,202,000","-2,954,000","5,589,000","-15,300,000","1,300,000","-8,600,000","-3,252,000","-11,200,000","-200,000","-2,400,000","580,000","-1,500,000","-300,000","-800,000","-610,000",,,,"46,000","0",,,"0","100,000",,,,,
				ChangesInAccountReceivables,"836,000","-2,609,000","1,834,000","-1,841,000","3,452,000","-939,000","4,232,000","-1,914,000","-3,001,000","-1,348,000","-2,334,000","2,751,000","2,874,000","-3,539,000","-641,000","4,395,000","416,000","-646,000","-1,821,000","-4,581,000","1,053,000","-917,000","-1,668,000","882,000","2,913,000","246,000","160,000","-618,000","-220,000","-170,000","1,717,000","1,742,000","-569,000","-5,759,000","-3,761,000","-2,322,000","3,356,000","-1,321,000","-1,318,000","-1,981,000","2,585,000","976,000","-2,986,000","67,000","2,326,000","-263,000","-2,633,000","-1,701,000","956,000","-795,000","-81,000","1,156,000","1,295,000","1,376,000","-4,026,000","3,722,000","2,226,000","1,098,000","1,385,000","-6,487,000","11,033,000","-5,751,000","7,180,000","-25,018,000","25,394,000","-11,046,000","-4,040,000","-12,298,000","8,580,000","-4,650,000","3,880,000","-8,415,000","6,583,000","6,023,000","-3,176,000","-8,283,000","4,076,000","1,689,000","1,760,000","4,657,000","3,115,000","4,079,000","6,284,000","242,000","5,633,000","5,093,000","29,566,000","-31,775,000","449,000","-3,306,000","-13,600,000","-15,300,000","1,300,000","-8,600,000","-18,100,000","-11,200,000","-200,000","-2,400,000","-700,000","-1,500,000","-300,000","-800,000","-600,000",,,,,"0",,,"0","100,000",,,,,
			ChangeInPayablesAndAccruedExpense,"-16,567,000","-14,550,000","-676,000","16,081,000","-17,422,000","4,991,000","3,592,000","14,997,000","-3,002,000","-1,213,000","-5,793,000","12,690,000","-1,674,000","-10,822,000","11,035,000","3,856,000","-1,166,000","-1,146,000","-2,739,000","8,923,000","-11,269,000","9,089,000","-15,167,000","12,292,000","-11,425,000","6,296,000","-9,736,000","16,080,000","-13,392,000","11,131,000","-8,342,000","12,119,000","-17,215,000","14,400,000","-15,210,000","15,936,000","-12,045,000","10,793,000","-17,920,000","21,111,000","-17,220,000","5,674,000","-13,650,000","25,882,000","-19,814,000","15,314,000","-19,218,000","18,327,000","-13,513,000","6,424,000","-28,169,000","15,491,000","-12,819,000","15,430,000","-26,657,000","31,927,000","-27,694,000","20,264,000","-37,973,000","33,600,000","-13,437,000","7,286,000","-37,346,000","28,741,000","3,581,000","3,870,000","-8,268,000","16,260,000","-6,043,000","-4,356,000","7,582,000","-896,000","1,815,000","-5,302,000","5,100,000","2,287,000","-1,906,000","-3,570,000","3,920,000","143,000","-3,251,000","-6,852,000","1,265,000","-752,000","8,951,000","-5,172,000","862,000","6,445,000","-4,725,000","133,000","-1,233,000","3,600,000","-700,000","3,500,000","604,000","-1,300,000","1,600,000","6,800,000","-3,782,000","2,600,000","500,000","1,500,000","426,000",,,,,,,,"-300,000","100,000",,,,,
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-28,169,000","15,491,000","-12,819,000","15,430,000","-26,657,000","31,927,000","-27,694,000","20,264,000","-37,973,000","33,600,000","-13,437,000","7,286,000","-37,346,000","28,741,000","3,581,000","3,870,000","-8,268,000","16,260,000","-6,043,000","-4,356,000","7,582,000","-896,000","1,815,000","-5,302,000","5,100,000","2,287,000","-1,906,000","-3,570,000","3,920,000","143,000","-3,251,000","-6,852,000","1,265,000","-752,000","8,951,000","-5,172,000","862,000","6,445,000","-4,725,000","133,000","-1,233,000","3,600,000","-700,000","3,500,000","604,000","-1,300,000","1,600,000","6,800,000","-3,782,000","2,600,000","500,000","1,500,000","426,000",,,,,,,,"-300,000","100,000",,,,,
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-28,169,000","15,491,000","-12,819,000","15,430,000","-18,214,000","32,762,000","-35,272,000","18,564,000","-19,654,000","38,726,000","-13,845,000","3,211,000","-33,908,000","56,357,000","-6,095,000","17,469,000","-8,996,000","19,278,000","-7,256,000","-4,861,000","9,741,000","-376,000","-468,000","-1,918,000","3,903,000","-1,010,000","-2,071,000","-3,405,000","3,516,000","5,361,000","-7,512,000","-10,084,000","6,470,000","-2,220,000","8,940,000","-5,172,000","1,579,000","6,288,000","-5,278,000","-1,513,000","5,500,000","3,600,000","-700,000","3,500,000","7,200,000","-1,300,000","1,600,000","6,800,000","1,100,000","2,600,000","500,000","1,500,000","600,000",,,,,,,,"-300,000","100,000",,,,,
