name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,06/30/2011,03/31/2011,06/30/2010,03/31/2010
TotalRevenue,"131,932,000","38,407,000","31,475,000","30,380,000","31,670,000","28,097,000","23,018,000","24,195,000","24,641,000","28,419,000","46,505,000","35,425,000","29,533,000","27,912,000","35,679,000","23,937,000","21,671,000","23,074,000","36,362,000","27,198,000","25,069,000","23,002,000","27,639,000","29,560,000","27,718,000","32,821,000","37,384,000","31,539,000","30,096,000","23,500,000","27,984,000","25,437,000","26,615,000","22,363,000","24,231,000","21,880,000","22,978,000","17,005,000","13,861,000","12,289,000","9,499,000","8,747,000"
	OperatingRevenue,"131,932,000","38,407,000","31,475,000","30,380,000","31,670,000","28,097,000","23,018,000","24,195,000","24,641,000","28,419,000","46,505,000","35,425,000","29,533,000","27,912,000","35,679,000","23,937,000","21,671,000","23,074,000","36,362,000","27,198,000","25,069,000","23,002,000","27,639,000","29,560,000","27,718,000","32,821,000","37,384,000","31,539,000","30,096,000","23,500,000","27,984,000","25,437,000","26,615,000","22,363,000","24,231,000","21,880,000","22,978,000","17,005,000","13,861,000","12,289,000","9,499,000","8,747,000"
CostOfRevenue,"127,739,000","40,195,000","33,141,000","27,313,000","27,090,000","24,141,000","19,155,000","22,295,000","21,790,000","22,439,000","35,195,000","27,683,000","26,019,000","24,194,000","30,093,000","22,408,000","18,927,000","20,264,000","28,554,000","22,250,000","21,375,000","20,781,000","23,910,000","23,158,000","21,065,000","26,294,000","27,531,000","26,367,000","24,987,000","18,986,000","22,748,000","20,365,000","23,190,000","19,017,000","20,650,000","18,300,000","19,447,000","16,967,000","12,450,000","10,017,000","9,016,000","8,103,000"
GrossProfit,"4,193,000","-1,788,000","-1,666,000","3,067,000","4,580,000","3,956,000","3,863,000","1,900,000","2,851,000","5,980,000","11,310,000","7,742,000","3,514,000","3,718,000","5,586,000","1,529,000","2,744,000","2,810,000","7,808,000","4,948,000","3,694,000","2,221,000","3,729,000","6,402,000","6,653,000","6,527,000","9,853,000","5,172,000","5,109,000","4,514,000","5,236,000","5,072,000","3,425,000","3,346,000","3,581,000","3,580,000","3,531,000","38,000","1,411,000","2,272,000","483,000","644,000"
OperatingExpense,"57,241,000","16,836,000","14,646,000","14,565,000","11,194,000","10,131,000","9,994,000","8,604,000","8,499,000","9,066,000","12,140,000","9,895,000","8,729,000","9,679,000","12,172,000","7,898,000","9,599,000","9,560,000","9,429,000","7,978,000","9,127,000","11,273,000","9,439,000","8,806,000","8,001,000","8,285,000","8,169,000","7,648,000","7,807,000","7,259,000","7,897,000","7,437,000","11,546,000","6,261,000","7,370,000","8,245,000","6,169,000","6,512,000","4,186,000","3,542,000","3,235,000","3,615,000"
	SellingGeneralAndAdministration,"44,650,000","13,244,000","11,333,000","11,488,000","8,585,000","7,689,000","7,701,000","6,516,000","6,378,000","6,839,000","9,575,000","7,849,000","6,861,000","7,751,000","10,480,000","6,514,000","7,961,000","7,955,000","8,002,000","6,510,000","7,418,000","9,697,000","8,057,000","7,478,000","6,715,000","6,975,000","6,917,000","6,502,000","6,256,000","5,955,000","6,378,000","6,179,000","9,626,000","4,977,000","6,012,000","6,858,000","4,991,000","5,277,000","3,189,000","2,811,000","2,433,000","2,698,000"
		GeneralAndAdministrativeExpense,"25,352,000","7,226,000","6,536,000","6,573,000","5,017,000","4,388,000","4,999,000","3,761,000","3,406,000","3,515,000","5,030,000","3,857,000","3,352,000","4,240,000","6,967,000","3,453,000","4,240,000","4,456,000","4,669,000","3,765,000","4,002,000","6,587,000","5,186,000","4,422,000","3,894,000","3,913,000","4,202,000","3,709,000","3,534,000","3,623,000","3,959,000","3,966,000","6,206,000","2,739,000","3,725,000","4,353,000","2,552,000","3,237,000","1,856,000","1,587,000","1,309,000","1,504,000"
			OtherGandA,"25,352,000","7,226,000","6,536,000","6,573,000","5,017,000","4,388,000","4,999,000","3,761,000","3,406,000","3,515,000","5,030,000","3,857,000","3,352,000","4,240,000","6,967,000","3,453,000","4,240,000","4,456,000","4,669,000","3,765,000","4,002,000","6,587,000","5,186,000","4,422,000","3,894,000","3,913,000","4,202,000","3,709,000","3,534,000","3,623,000","3,959,000","3,966,000","6,206,000","2,739,000","3,725,000","4,353,000","2,552,000","3,237,000","1,856,000","1,587,000","1,309,000","1,504,000"
		SellingAndMarketingExpense,"19,298,000","6,018,000","4,797,000","4,915,000","3,568,000","3,301,000","2,702,000","2,755,000","2,972,000","3,324,000","4,545,000","3,992,000","3,509,000","3,511,000","3,513,000","3,061,000","3,721,000","3,499,000","3,333,000","2,745,000","3,416,000","3,110,000","2,871,000","3,056,000","2,821,000","3,062,000","2,715,000","2,793,000","2,722,000","2,332,000","2,419,000","2,213,000","3,420,000","2,238,000","2,287,000","2,505,000","2,439,000","2,040,000","1,333,000","1,224,000","1,124,000","1,194,000"
	ResearchAndDevelopment,"12,591,000","3,592,000","3,313,000","3,077,000","2,609,000","2,442,000","2,293,000","2,088,000","2,121,000","2,227,000","2,565,000","2,046,000","1,868,000","1,928,000","1,692,000","1,384,000","1,638,000","1,605,000","1,427,000","1,468,000","1,709,000","1,576,000","1,382,000","1,328,000","1,286,000","1,310,000","1,252,000","1,146,000","1,551,000","1,304,000","1,519,000","1,258,000","1,920,000","1,284,000","1,358,000","1,387,000","1,178,000","1,235,000","997,000","731,000","802,000","917,000"
OperatingIncome,"-53,048,000","-18,624,000","-16,312,000","-11,498,000","-6,614,000","-6,175,000","-6,131,000","-6,704,000","-5,648,000","-3,086,000","-830,000","-2,153,000","-5,215,000","-5,961,000","-6,586,000","-6,369,000","-6,855,000","-6,750,000","-1,621,000","-3,030,000","-5,433,000","-9,052,000","-5,710,000","-2,404,000","-1,348,000","-1,758,000","1,684,000","-2,476,000","-2,698,000","-2,745,000","-2,661,000","-2,365,000","-8,121,000","-2,915,000","-3,789,000","-4,665,000","-2,638,000","-6,474,000","-2,775,000","-1,270,000","-2,752,000","-2,971,000"
NetNonOperatingInterestIncomeExpense,"-1,014,000","-860,000","-41,000","-58,000","-55,000","-75,000","-58,000","-49,000","-50,000","-83,000","-126,000","-136,000","-103,000","-41,000","-166,000","-163,000","-103,000","-92,000","-62,000","-58,000","-39,000","-26,000","-32,000","-693,000","-39,000","-39,000","-46,000","-46,000","-45,000","-45,000","-56,000","-47,000","-34,027,000","-16,134,000","-9,722,000","-8,038,000","-15,861,000","3,815,000","-1,767,000","-451,000","-671,000","-696,000"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,161,000","3,000","48,000","27,000","10,000"
	InterestExpenseNonOperating,"1,014,000","860,000","41,000","58,000","55,000","75,000","58,000","49,000","50,000","83,000","126,000","136,000","103,000","41,000","166,000","163,000","103,000","92,000","62,000","58,000","39,000","26,000","32,000","37,000","39,000","39,000","46,000","46,000","45,000","45,000","56,000","47,000","34,027,000","16,134,000","9,722,000","8,038,000","15,620,000","5,346,000","1,770,000","499,000","698,000","706,000"
	TotalOtherFinanceCost,,,,,,,,,,,"126,000",,,,,,,,,,,,"0","656,000",,,,,,,,,,,"0",,"241,000",,,,,
OtherIncomeExpense,,,"0","3,734,000",,,,,,,,,,,"-7,356,000",,,,,,,,,,,,,,,,,,,,"-3,440,000",,"-485,000","3,686,000",,,,
	SpecialIncomeCharges,,,"0","3,734,000",,,,,,,"0",,,,"-7,356,000",,,,,,,,,,,,,,,,"0",,"0",,"-3,440,000",,"0","8,898,000","0","0","0","0"
		ImpairmentOfCapitalAssets,,,,,,,,,,,"0",,,,"7,356,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,
		OtherSpecialCharges,,,"0","-3,734,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"485,000","-8,898,000",,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"-485,000","-5,212,000",,,,
