name,ttm,03/31/2022,09/30/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,06/30/2019,03/31/2019
MarketCap,"734,521,214","1,308,676,102","864,247,251","36,923,213,979","27,057,599,224","5,973,797,588","4,195,789,848","7,870,265,332","5,167,864,772"
EnterpriseValue,"569,535,028","1,245,653,374","724,047,584","36,906,942,934","27,041,328,179","5,967,238,621","4,185,453,332","7,863,026,843","5,160,626,283"
ForwardPeRatio,"68.966"
PbRatio,"2.673","8.089","4.79","1,536.195","1,125.735","443.6","277.731","1,297.115","851.727"
EnterprisesValueEBITDARatio,"-20.153","-216.983","-69.768","-10,656.057","-14,651.401","-3,919.762","-7,546.048","-2,571.637","-1,753.725"
