name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
TotalAssets,"515,485,000","506,765,000","507,911,000","528,421,000","374,007,000","400,138,000","229,127,000","248,067,000","118,260,000"
	CurrentAssets,"302,946,000","325,689,000","412,294,000","477,561,000","322,011,000","381,009,000","208,924,000","227,918,000","96,767,000"
		CashCashEquivalentsAndShortTermInvestments,"291,174,000","309,279,000","402,071,000","465,911,000","313,479,000","371,689,000","199,413,000","216,094,000","90,549,000"
			CashAndCashEquivalents,"46,004,000","76,124,000","162,745,000","281,146,000","94,912,000","181,727,000","63,434,000","112,152,000","90,549,000"
			OtherShortTermInvestments,"245,170,000","233,155,000","239,326,000","184,765,000","218,567,000","189,962,000","135,979,000","103,942,000",
		Receivables,"1,773,000","5,716,000","4,845,000","6,213,000","3,656,000","4,484,000","4,141,000","8,546,000","4,623,000"
			AccountsReceivable,"1,773,000","5,716,000","4,845,000","6,213,000","3,656,000","4,484,000","4,141,000","8,546,000","4,623,000"
		PrepaidAssets,"9,999,000","10,694,000","5,378,000","5,437,000","4,876,000","4,836,000","5,370,000","3,278,000","1,595,000"
	TotalNonCurrentAssets,"212,539,000","181,076,000","95,617,000","50,860,000","51,996,000","19,129,000","20,202,000","20,149,000","21,493,000"
		NetPPE,"77,854,000","35,053,000","15,572,000","16,235,000","16,924,000","16,552,000","17,123,000","17,572,000","18,916,000"
			GrossPPE,"85,018,000","41,969,000","22,373,000","22,706,000","23,007,000","22,184,000","22,330,000","22,359,000","22,870,000"
				Properties,"0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,,"31,945,000","12,249,000","12,582,000","12,909,000","13,229,000","13,544,000","13,852,000","14,453,000"
				MachineryFurnitureEquipment,"1,193,000","1,207,000","1,207,000","1,207,000","1,207,000","1,207,000","1,207,000","1,151,000","1,131,000"
				OtherProperties,"83,077,000","40,221,000","20,625,000","20,958,000","21,259,000","20,436,000","20,582,000","20,678,000","21,219,000"
				ConstructionInProgress,"200,000",,,,,,,,
				Leases,"548,000","541,000","541,000","541,000","541,000","541,000","541,000","530,000","520,000"
			AccumulatedDepreciation,"-7,164,000","-6,916,000","-6,801,000","-6,471,000","-6,083,000","-5,632,000","-5,207,000","-4,787,000","-3,954,000"
		InvestmentsAndAdvances,"130,478,000","142,200,000","78,191,000","32,770,000","32,495,000",,,,
			InvestmentinFinancialAssets,"130,478,000","142,200,000","78,191,000","32,770,000","32,495,000",,,,
				AvailableForSaleSecurities,"130,478,000","142,200,000","78,191,000","32,770,000","32,495,000",,,,
		OtherNonCurrentAssets,"4,207,000","3,823,000","1,854,000","1,855,000","2,577,000","2,577,000","3,079,000","2,577,000","2,577,000"
TotalLiabilitiesNetMinorityInterest,"150,956,000","117,159,000","109,131,000","111,994,000","110,302,000","119,347,000","385,051,000","124,286,000","230,223,000"
	CurrentLiabilities,"46,988,000","51,246,000","48,687,000","44,166,000","37,653,000","43,852,000","40,009,000","35,114,000","33,641,000"
		PayablesAndAccruedExpenses,"11,093,000","12,615,000","11,571,000","11,405,000","7,739,000","11,014,000","12,203,000","9,226,000","8,728,000"
			Payables,"3,405,000","4,506,000","3,745,000","4,469,000","3,742,000","5,683,000","5,264,000","5,861,000","5,385,000"
				AccountsPayable,"3,405,000","4,506,000","3,745,000","4,469,000","3,742,000","5,683,000","5,264,000","5,861,000","5,385,000"
			CurrentAccruedExpenses,"7,688,000","8,109,000","7,826,000","6,936,000","3,997,000","5,331,000","6,939,000","3,365,000","3,343,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"1,843,000","5,084,000","3,444,000","2,692,000","1,376,000","3,724,000","2,727,000","2,141,000","3,048,000"
		CurrentDebtAndCapitalLeaseObligation,"2,477,000","1,334,000","1,177,000","1,131,000","1,086,000","1,042,000","1,000,000","959,000","880,000"
			CurrentDebt,"750,000",,,,,,,,
				OtherCurrentBorrowings,"750,000",,,,,,,,
			CurrentCapitalLeaseObligation,"1,727,000","1,334,000","1,177,000","1,131,000","1,086,000","1,042,000","1,000,000","959,000","880,000"
		CurrentDeferredLiabilities,"31,266,000","31,800,000","32,294,000","28,695,000","26,565,000","27,603,000","23,915,000","22,165,000","20,705,000"
