name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"1,379,000","123,000","1,040,000","109,000","107,000","137,000","50,000","108,000","43,000","52,000","171,000","131,000","101,000","57,000","375,000","165,000","208,000","318,000","191,000","163,000","174,000","537,000","94,000","5,108,000","211,000","749,000","220,000","35,363,000","251,000","537,000","178,000","160,000","341,000","474,000","225,000","181,000","112,000","765,000","689,000","636,000","130,000","1,254,000","251,000","220,000","462,000","1,505,000","1,098,000","546,000","1,001,000","918,000","605,000","494,000","183,000","444,000","544,000","367,000","198,000","1,694,000","4,687,000","1,130,000","889,000","916,000","1,185,000","723,000","786,000","583,000","-5,113,000","673,000","4,671,000","59,000","338,000","101,000","366,000",,"155,000","472,000","285,000","36,000","293,000","218,000","111,000","515,000","623,000","615,000","585,000","1,797,000","1,766,000","1,796,000","1,776,000","1,271,000","1,300,000","1,300,000","1,300,000","1,500,000","1,500,000","1,500,000","1,500,000","2,300,000","2,800,000","2,200,000","2,200,000","100,000","900,000","1,500,000","1,600,000","1,300,000"
	OperatingRevenue,"1,379,000","123,000","1,040,000","109,000","107,000","137,000","50,000","108,000","43,000","52,000","171,000","131,000","101,000","57,000","375,000","165,000","208,000","318,000","191,000","163,000","174,000","537,000","94,000","5,108,000","211,000","749,000","220,000","35,363,000","251,000","537,000","178,000","160,000","341,000","474,000","225,000","181,000","112,000","765,000","689,000","636,000","130,000","1,254,000","251,000","220,000","462,000","1,505,000","1,098,000","546,000","1,001,000","918,000","605,000","494,000","183,000","444,000","544,000","367,000","198,000","1,694,000","4,687,000","1,130,000","889,000","916,000","1,185,000","723,000","786,000","583,000","-5,113,000","673,000","4,671,000","59,000","338,000","101,000","366,000",,"155,000","472,000","285,000","36,000","293,000","218,000","111,000","515,000","623,000","615,000","585,000","1,797,000","1,766,000","1,796,000","1,776,000","1,271,000","1,300,000","1,300,000","1,300,000","1,500,000","1,500,000","1,500,000","1,500,000","2,300,000","2,800,000","2,200,000","2,200,000","100,000","900,000","1,500,000","1,600,000","1,300,000"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,559,000","-353,000","-365,000","-376,000","-2,700,000","-400,000","-300,000","-300,000","-900,000","-300,000","-200,000","-300,000","-600,000","-400,000","-300,000","-300,000","-500,000","-300,000","-200,000","-200,000"
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,000","35,363,000","251,000","537,000","178,000",,"341,000","474,000","225,000","181,000","112,000","765,000","689,000","636,000","130,000","1,254,000","251,000","220,000","462,000","1,505,000","1,098,000","546,000","1,001,000","918,000","605,000","494,000","183,000","444,000","544,000","367,000","198,000","1,694,000","4,687,000","1,130,000","889,000",,"1,185,000","723,000","786,000","583,000","-5,113,000",,"4,671,000","59,000","338,000",,"366,000",,"155,000","472,000",,,"293,000","218,000","111,000","515,000","623,000","615,000","585,000","1,797,000","5,325,000","2,149,000","2,141,000","1,647,000","4,000,000","1,700,000","1,600,000","1,800,000","2,400,000","1,800,000","1,700,000","2,600,000","3,400,000","2,600,000","2,500,000","400,000","1,400,000","1,800,000","1,800,000","1,500,000"
OperatingExpense,"115,599,000","28,798,000","32,022,000","25,783,000","28,996,000","28,591,000","23,316,000","20,123,000","16,805,000","16,922,000","30,179,000","16,103,000","15,325,000","11,358,000","9,964,000","6,970,000","7,450,000","7,755,000","7,977,000","7,407,000","6,905,000","8,031,000","8,875,000","8,985,000","9,122,000","9,826,000","8,864,000","8,384,000","8,789,000","9,587,000","9,189,000","10,067,000","9,004,000","9,205,000","9,070,000","8,798,000","8,239,000","12,750,000","16,471,000","16,513,000","18,609,000","20,172,000","25,210,000","20,156,000","21,878,000","25,861,000","25,709,000","18,749,000","17,877,000","17,395,000","18,977,000","16,894,000","18,940,000","17,149,000","23,247,000","18,301,000","15,656,000","17,643,000","19,023,000","16,465,000","17,655,000","17,318,000","14,181,000","12,817,000","12,194,000","11,445,000","5,416,000","13,594,000","8,568,000","10,422,000","9,969,000","10,576,000","9,534,000","6,861,000","8,401,000","5,709,000","8,938,000","8,080,000","7,929,000","7,660,000","9,599,000","11,649,000","8,907,000","11,099,000","8,006,000","10,627,000","9,666,000","8,493,000","8,704,000","8,722,000","9,300,000","8,600,000","6,200,000","5,600,000","6,200,000","5,100,000","5,000,000","4,800,000","5,100,000","4,900,000","4,800,000","5,000,000","5,200,000","4,900,000","4,500,000","4,100,000"
	SellingGeneralAndAdministration,"28,886,000","6,699,000","7,872,000","7,256,000","7,059,000","7,478,000","7,088,000","6,510,000","5,960,000","6,120,000","5,256,000","4,994,000","5,191,000","5,452,000","4,883,000","4,263,000","4,246,000","5,315,000","5,454,000","4,770,000","4,406,000","4,657,000","4,755,000","4,666,000","4,547,000","4,793,000","4,882,000","4,334,000","3,977,000","4,600,000","4,838,000","4,073,000","3,853,000","3,994,000","3,981,000","3,460,000","3,432,000","4,751,000","4,671,000","4,829,000","5,832,000","5,065,000","5,538,000","3,811,000","5,334,000","9,106,000","4,684,000","5,021,000","4,488,000","3,850,000","3,638,000","3,499,000","3,828,000","3,378,000","4,018,000","4,093,000","4,042,000","4,030,000","4,012,000","4,139,000","3,557,000","4,129,000","2,339,000","2,114,000","2,868,000","2,082,000","1,684,000","1,411,000","1,744,000","3,949,000","1,984,000","1,676,000","2,053,000","1,391,000","2,450,000","845,000","1,166,000","1,342,000","1,012,000","1,314,000","1,453,000","1,596,000","2,703,000","1,641,000","1,362,000","3,915,000","897,000","1,390,000","2,562,000","2,534,000","2,000,000","1,200,000","1,400,000","900,000","1,000,000","1,000,000","1,000,000","800,000","700,000","800,000","800,000","800,000","900,000","800,000","900,000","600,000"
		GeneralAndAdministrativeExpense,"28,886,000","6,699,000","7,872,000","7,256,000","7,059,000","7,478,000","7,088,000","6,510,000","5,960,000","6,120,000","5,256,000","4,994,000","5,191,000","5,452,000","4,883,000","4,263,000","4,246,000","5,315,000","5,454,000","4,770,000","4,406,000","4,657,000","4,755,000","4,666,000","4,547,000","4,793,000","4,882,000","4,334,000","3,977,000","4,600,000","4,838,000","4,073,000","3,853,000","3,994,000","3,981,000","3,460,000","3,432,000","4,751,000","4,671,000","4,829,000","5,832,000","5,065,000",,"3,811,000","5,334,000","9,106,000","4,684,000","5,021,000","4,488,000","3,850,000","3,638,000","3,499,000","3,828,000","3,378,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,"1,687,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"28,886,000","6,699,000","7,872,000","7,256,000","7,059,000","7,478,000","7,088,000","6,510,000","5,960,000","6,120,000","5,256,000","4,994,000","5,191,000","5,452,000","4,883,000","4,263,000","4,246,000","5,315,000","5,454,000","4,770,000","4,406,000","4,657,000","4,755,000","4,666,000","4,547,000","4,793,000","4,882,000","4,334,000","3,977,000","4,600,000","4,838,000","4,073,000","3,853,000","3,994,000","3,981,000","3,460,000","3,432,000","4,751,000","4,671,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"86,713,000","22,099,000","24,150,000","18,527,000","21,937,000","21,113,000","16,228,000","13,613,000","10,845,000","10,802,000","24,923,000","11,109,000","10,134,000","5,906,000","5,081,000","2,707,000","3,204,000","2,440,000","2,523,000","2,637,000","2,499,000","3,374,000","4,120,000","4,319,000","4,575,000","5,033,000","3,982,000","4,050,000","4,812,000","4,987,000","4,351,000","5,994,000","5,151,000","5,211,000","5,089,000","5,338,000","4,807,000","7,999,000","11,800,000","11,684,000","12,777,000","15,107,000","19,672,000","16,345,000","16,544,000","16,755,000","21,025,000","13,728,000","13,389,000","13,545,000","15,339,000","13,395,000","15,112,000","13,771,000","14,229,000","14,208,000","11,614,000","13,613,000","15,011,000","12,326,000","14,098,000","13,189,000","11,842,000","10,703,000","9,326,000","9,363,000","9,600,000","12,183,000","6,824,000","6,473,000","7,985,000","8,900,000","7,481,000","5,718,000","5,951,000","4,864,000","7,772,000","6,964,000","6,917,000","6,346,000","8,146,000","10,164,000","6,204,000","9,458,000","6,644,000","6,712,000","5,210,000","6,750,000","5,777,000","5,812,000","4,600,000","7,000,000","4,500,000","4,400,000","4,300,000","3,800,000","3,800,000","3,700,000","3,800,000","3,700,000","3,700,000","3,900,000","3,800,000","3,800,000","3,400,000","3,300,000"
