name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
TotalRevenue,"1,243,000,000","312,000,000","303,000,000","320,000,000","308,000,000","306,000,000","319,000,000","307,000,000","306,000,000","301,000,000","300,000,000","310,000,000","305,000,000","296,000,000","300,527,000","309,621,000","304,244,000","293,608,000","295,140,000","291,382,000","284,493,000","227,868,000","202,179,000","210,746,000","205,780,000","186,398,000","164,289,000","166,560,000","163,519,000","160,103,000","158,190,000","158,171,000","153,382,000","149,895,000","135,497,000","132,112,000","133,497,000","126,769,000","122,563,000","128,463,000","127,259,000","122,666,000","112,756,000","110,069,000","107,952,000","105,715,000","102,396,000","100,013,000","100,526,000","100,366,000","102,865,000","91,506,000","93,782,000","92,464,000","93,321,000","97,163,000","93,469,000","71,133,000","70,164,000","68,840,000","68,724,000","68,836,000","65,886,000","68,821,000","67,477,000","65,928,000","49,668,000","66,154,000","66,208,000","64,326,000","65,519,000","60,858,000","58,848,000","62,974,000","105,058,000","104,609,000","109,208,000","105,173,000","105,187,000","102,091,000","99,259,000","95,449,000","67,992,000","63,961,000","62,631,000","57,134,000","54,300,000","53,300,000","51,900,000","51,600,000","55,600,000","48,100,000","46,600,000","45,100,000","42,900,000","41,100,000","38,700,000","36,800,000","34,000,000","33,300,000","41,800,000","31,300,000","24,200,000","24,300,000","24,100,000","23,600,000","23,100,000","23,100,000","23,500,000","22,500,000","22,800,000","22,100,000","22,200,000","21,800,000","21,900,000","21,000,000","22,600,000","20,700,000","20,600,000","21,100,000","17,800,000","17,400,000","17,400,000","15,800,000","15,300,000","13,100,000","13,200,000","13,000,000","12,700,000","12,200,000",,,,,,,,
	OperatingRevenue,"1,243,000,000","312,000,000","303,000,000","320,000,000","308,000,000","306,000,000","319,000,000","307,000,000","306,000,000","301,000,000","300,000,000","310,000,000","305,000,000","296,000,000","300,527,000","309,621,000","304,244,000","293,608,000","295,140,000","291,382,000","284,493,000","227,868,000","202,179,000","210,746,000","205,780,000","186,398,000","164,289,000","166,560,000","163,519,000","160,103,000","158,190,000","158,171,000","153,382,000","149,895,000","135,497,000","132,112,000","133,497,000","126,769,000","122,563,000","128,463,000","127,259,000","122,666,000","112,756,000","110,069,000","107,952,000","105,715,000","102,396,000","100,013,000","100,526,000","100,366,000","102,865,000","91,506,000","93,782,000","92,464,000","93,321,000","97,163,000","93,469,000","71,133,000","70,164,000","68,840,000","68,724,000","68,836,000","65,886,000","68,821,000","67,477,000","65,928,000","49,668,000","66,154,000","66,208,000","64,326,000","65,519,000","60,858,000","58,848,000","62,974,000","105,058,000","104,609,000","109,208,000","105,173,000","105,187,000","102,091,000","99,259,000","95,449,000","67,992,000","63,961,000","62,631,000","57,134,000","54,300,000","53,300,000","51,900,000","51,600,000","55,600,000","48,100,000","46,600,000","45,100,000","42,900,000","41,100,000","38,700,000","36,800,000","34,000,000","33,300,000","41,800,000","31,300,000","24,200,000","24,300,000","24,100,000","23,600,000","23,100,000","23,100,000","23,500,000","22,500,000","22,800,000","22,100,000","22,200,000","21,800,000","21,900,000","21,000,000","22,600,000","20,700,000","20,600,000","21,100,000","17,800,000","17,400,000","17,400,000","15,800,000","15,300,000","13,100,000","13,200,000","13,000,000","12,700,000","12,200,000",,,,,,,,
PretaxIncome,"455,000,000","67,000,000","123,000,000","138,000,000","127,000,000","115,000,000","85,000,000","100,000,000","100,000,000","58,000,000","116,000,000","120,000,000","119,000,000","116,000,000","115,376,000","122,917,000","105,677,000","108,030,000","111,912,000","110,871,000","104,023,000","29,463,000","73,838,000","75,057,000","59,511,000","37,982,000","56,540,000","57,634,000","58,156,000","57,312,000","56,427,000","51,127,000","50,393,000","48,723,000","39,171,000","41,611,000","41,413,000","40,365,000","40,179,000","42,833,000","41,750,000","29,421,000","32,847,000","32,242,000","31,032,000","22,930,000","33,209,000","23,453,000","24,601,000","21,273,000","3,267,000","12,730,000","13,608,000","20,775,000","-33,091,000","32,713,000","20,023,000","23,187,000","24,196,000","23,786,000","25,064,000","25,093,000","25,330,000","25,326,000","23,811,000","22,719,000","5,437,000","24,708,000","25,303,000","21,657,000","22,434,000","21,386,000","21,771,000","23,741,000","16,095,000","-1,119,000","35,634,000","33,776,000","34,627,000","35,017,000","34,776,000","-10,972,000","20,578,000","20,055,000","16,528,000","8,323,000","16,700,000","16,000,000","15,300,000","14,800,000","16,400,000","14,600,000","13,700,000","11,800,000","13,000,000","11,500,000","11,100,000","10,900,000","9,700,000","11,500,000","12,100,000","9,900,000","7,800,000","5,000,000","7,400,000","7,000,000","7,200,000","7,200,000","6,500,000","5,900,000","5,700,000","5,400,000","4,900,000","4,200,000","4,200,000","3,100,000","4,400,000","3,300,000","3,500,000","0","3,000,000","3,300,000","3,500,000","4,000,000","3,200,000","2,800,000","3,200,000","3,100,000","2,800,000","2,800,000",,,,,,,,
TaxProvision,"90,000,000","14,000,000","24,000,000","27,000,000","25,000,000","22,000,000","13,000,000","17,000,000","16,000,000","11,000,000","21,000,000","17,000,000","24,000,000","22,000,000","15,107,000","22,154,000","20,471,000","21,268,000","87,786,000","33,178,000","29,617,000","6,484,000","22,547,000","22,889,000","18,211,000","11,850,000","17,418,000","17,581,000","18,025,000","16,969,000","17,123,000","15,736,000","15,562,000","14,199,000","10,732,000","9,977,000","12,220,000","11,827,000","11,224,000","12,090,000","12,620,000","7,839,000","9,110,000","8,469,000","8,670,000","5,755,000","9,676,000","6,236,000","6,679,000","5,293,000","-1,289,000","2,424,000","3,010,000","5,124,000","-14,185,000","9,208,000","5,518,000","6,696,000","7,134,000","6,162,000","7,442,000","7,723,000","7,737,000","7,707,000","7,176,000","6,917,000","716,000","6,622,000","7,762,000","6,747,000","6,622,000","6,690,000","6,706,000","7,519,000","5,774,000","-1,603,000","10,978,000","10,448,000","10,489,000","10,886,000","10,827,000","-2,089,000","6,714,000","6,555,000","5,564,000","2,451,000","5,400,000","5,100,000","4,900,000","4,700,000","4,600,000","4,700,000","4,200,000","3,700,000","4,300,000","3,800,000","4,000,000","3,400,000","3,000,000","3,500,000","4,000,000","3,200,000","2,800,000","1,500,000","2,300,000","2,100,000","2,300,000","2,300,000","2,200,000","1,900,000","1,900,000","1,900,000","1,600,000","1,300,000","1,400,000","800,000","1,500,000","800,000","1,200,000","-100,000","900,000","1,000,000","1,000,000","1,100,000","800,000","700,000","800,000","700,000","700,000","600,000",,,,,,,,
NetIncomeCommonStockholders,"357,000,000","51,000,000","97,000,000","109,000,000","100,000,000","91,000,000","70,000,000","81,000,000","82,000,000","45,000,000","93,000,000","101,000,000","93,000,000","92,000,000","98,299,000","98,753,000","83,196,000","84,752,000","22,115,000","75,683,000","72,396,000","20,969,000","49,280,000","50,158,000","39,290,000","24,122,000","37,111,000","38,043,000","38,121,000","38,333,000","37,294,000","33,381,000","32,821,000","32,202,000","28,439,000","31,634,000","29,193,000","28,538,000","28,955,000","30,743,000","29,130,000","21,582,000","23,737,000","23,773,000","22,362,000","17,175,000","23,533,000","17,217,000","17,922,000","15,980,000","4,556,000","4,810,000","9,129,000","14,308,000","-18,906,000","23,505,000","14,505,000","16,491,000","17,062,000","17,624,000","17,622,000","17,370,000","17,593,000","17,619,000","16,635,000","15,802,000","4,721,000","18,086,000","17,541,000","14,910,000","15,812,000","14,696,000","15,065,000","16,222,000","10,321,000","484,000","24,648,000","23,328,000","24,082,000","24,071,000","23,949,000","-8,883,000","13,824,000","13,500,000","10,888,000","5,772,000","11,200,000","10,800,000","10,300,000","10,000,000","11,700,000","9,800,000","9,400,000","8,000,000","8,600,000","7,600,000","7,000,000","7,400,000","10,800,000","7,900,000","7,900,000","6,500,000","4,800,000","3,300,000","4,900,000","4,700,000","4,700,000","4,700,000","4,100,000","3,800,000","3,800,000","3,500,000","3,300,000","2,900,000","2,800,000","2,300,000","2,900,000","2,500,000","2,300,000","100,000","2,100,000","2,300,000","2,500,000","2,900,000","2,400,000","2,100,000","2,400,000","2,400,000","2,100,000","2,200,000",,,,,,,,
	NetIncome,"365,000,000","53,000,000","99,000,000","111,000,000","102,000,000","93,000,000","72,000,000","83,000,000","84,000,000","47,000,000","95,000,000","103,000,000","95,000,000","94,000,000","100,269,000","100,763,000","85,206,000","86,762,000","24,126,000","77,693,000","74,406,000","22,979,000","51,291,000","52,168,000","41,300,000","26,132,000","39,122,000","40,053,000","40,131,000","40,343,000","39,304,000","35,391,000","34,831,000","34,524,000","28,439,000","31,634,000","29,193,000","28,538,000","28,955,000","30,743,000","29,130,000","21,582,000","23,737,000","23,773,000","22,362,000","17,175,000","23,533,000","17,217,000","17,922,000","15,980,000","4,556,000","10,306,000","10,598,000","15,651,000","-18,906,000","23,505,000","14,505,000","16,491,000","17,062,000","17,624,000","17,622,000","17,370,000","17,593,000","17,619,000","16,635,000","15,802,000","4,721,000","18,086,000","17,541,000","14,910,000","15,812,000","14,696,000","15,065,000","16,222,000","10,321,000","484,000","24,656,000","23,328,000","24,138,000","24,131,000","23,949,000","-8,883,000","13,864,000","13,500,000","10,964,000","5,872,000","11,300,000","10,900,000","10,400,000","10,100,000","11,800,000","9,900,000","9,500,000","8,100,000","8,700,000","7,700,000","7,100,000","7,500,000","10,300,000","8,000,000","8,100,000","6,700,000","5,000,000","3,500,000","5,100,000","4,900,000","4,900,000","4,900,000","4,300,000","4,000,000","3,800,000","3,500,000","3,300,000","2,900,000","2,800,000","2,300,000","2,900,000","2,500,000","2,300,000","100,000","2,100,000","2,300,000","2,500,000","2,900,000","2,400,000","2,100,000","2,400,000","2,400,000","2,100,000","2,200,000",,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"365,000,000","53,000,000","99,000,000","111,000,000","102,000,000","93,000,000","72,000,000","83,000,000","84,000,000","47,000,000","95,000,000","103,000,000","95,000,000","94,000,000","100,269,000","100,763,000","85,206,000","86,762,000","24,126,000","77,693,000","74,406,000","22,979,000","51,291,000","52,168,000","41,300,000","26,132,000","39,122,000","40,053,000","40,131,000","40,343,000","39,304,000","35,391,000","34,831,000","34,524,000","28,439,000","31,634,000","29,193,000","28,538,000","28,955,000","30,743,000","29,130,000","21,582,000","23,737,000","23,773,000","22,362,000","17,175,000","23,533,000","17,217,000","17,922,000","15,980,000","4,556,000","10,306,000","10,598,000","15,651,000","-18,906,000","23,505,000","14,505,000","16,491,000","17,062,000","17,624,000","17,622,000","17,370,000","17,593,000","17,619,000","16,635,000","15,802,000","4,721,000","18,086,000","17,541,000","14,910,000","15,812,000","14,696,000","15,065,000","16,222,000","10,321,000","484,000","24,656,000","23,328,000","24,138,000","24,131,000","23,949,000","-8,883,000","13,864,000","13,500,000","10,964,000","5,872,000","11,300,000","10,900,000","10,400,000","10,100,000","11,800,000","9,900,000","9,500,000","8,100,000","8,700,000","7,700,000","7,100,000","7,500,000","10,300,000","8,000,000","8,100,000","6,700,000","5,000,000","3,500,000","5,100,000","4,900,000","4,900,000","4,900,000","4,300,000","4,000,000","3,800,000","3,500,000","3,300,000","2,900,000","2,800,000","2,300,000","2,900,000","2,500,000","2,300,000","100,000","2,100,000","2,300,000","2,500,000","2,900,000","2,400,000","2,100,000","2,400,000","2,400,000","2,100,000","2,200,000","2,000,000","2,400,000","2,100,000","2,200,000","1,600,000","2,300,000","1,900,000","2,000,000"
			NetIncomeContinuousOperations,"365,000,000","53,000,000","99,000,000","111,000,000","102,000,000","93,000,000","72,000,000","83,000,000","84,000,000","47,000,000","95,000,000","103,000,000","95,000,000","94,000,000","100,269,000","100,763,000","85,206,000","86,762,000","24,126,000","77,693,000","74,406,000","22,979,000","51,291,000","52,168,000","41,300,000","26,132,000","39,122,000","40,053,000","40,131,000","40,343,000","39,304,000","35,391,000","34,831,000","34,524,000","28,439,000","31,634,000","29,193,000","28,538,000","28,955,000","30,743,000","29,130,000","21,582,000","23,737,000","23,773,000","22,362,000","17,175,000","23,533,000","17,217,000","17,922,000","15,980,000","4,556,000","10,306,000","10,598,000","15,651,000","-18,906,000","23,505,000","14,505,000","16,491,000","17,062,000","17,624,000","17,622,000","17,370,000","17,593,000","17,619,000","16,635,000","15,802,000","4,721,000","18,086,000","17,541,000","14,910,000","15,812,000","14,696,000","15,065,000","16,222,000","10,321,000","484,000","24,656,000","23,328,000","24,138,000","24,131,000","23,949,000","-8,883,000","13,864,000","13,500,000","10,964,000","5,872,000","11,300,000","10,900,000","10,400,000","10,100,000","11,800,000","9,900,000","9,500,000","8,100,000","8,700,000","7,700,000","7,100,000","7,500,000","6,700,000","8,000,000","8,100,000","6,700,000","5,000,000","3,500,000","5,100,000","4,900,000","4,900,000","4,900,000","4,300,000","4,000,000","3,800,000","3,500,000","3,300,000","2,900,000","2,800,000","2,300,000","2,900,000","2,500,000","2,300,000","100,000","2,100,000","2,300,000","2,500,000","2,900,000","2,400,000","2,100,000","2,400,000","2,400,000","2,100,000","2,200,000","2,000,000","2,400,000","2,100,000","2,200,000","1,600,000","2,300,000","1,900,000","2,000,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,"-2,791,000","-2,463,000","-2,097,000","-1,950,000","-1,805,000","-1,783,000","-1,696,000","-1,790,000","-1,691,000","-1,722,000","-1,704,000","-1,781,000","-1,743,000","-1,741,000","-1,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"8,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,970,000","2,010,000","2,010,000","2,010,000","2,011,000","2,010,000","2,010,000","2,010,000","2,011,000","2,010,000","2,010,000","2,010,000","2,011,000","2,010,000","2,010,000","2,010,000","2,010,000","2,010,000","2,010,000","2,322,000",,,,,,,,,,,,,,,,,"0","5,496,000","1,469,000","1,343,000",,,,,,,,,,,,,,,,,,,,,"0",,"8,000",,"56,000","60,000",,,"40,000",,"76,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",,"100,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
