name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
TotalRevenue,"2,124,530,000","508,506,000","454,149,000","590,943,000","570,932,000","549,889,000","428,539,000","686,748,000","533,112,000","489,413,000","417,804,000","781,701,000","482,738,000","421,260,000","402,040,000","767,945,000","511,521,000","455,178,000","372,489,000","672,981,000","478,588,000","425,468,000","339,241,000","632,121,000","459,937,000","385,607,000","344,449,000","632,852,000","429,438,000","299,359,000","265,764,000","545,905,000","354,671,000","270,021,000","293,170,000","438,334,000","314,439,000","287,902,000","246,902,000","370,931,000","254,555,000","191,643,000","188,548,000","334,908,000","172,829,000","127,503,000","110,299,000","252,930,000","339,942,000","198,185,000","218,784,000","359,872,000","224,653,000","188,323,000","232,364,000","712,649,000","455,578,000","405,417,000","503,148,000","1,100,805,000","758,146,000","826,295,000","803,014,000","1,883,758,000","1,203,538,000","1,269,091,000","1,105,616,000","1,814,051,000","1,293,227,000","976,248,000","911,827,000","1,211,141,000","1,009,279,000","876,581,000","810,108,000","1,039,923,000","771,758,000","665,567,000","700,160,000","904,331,000","743,813,000","503,312,000","489,717,000","617,005,000","448,825,000","374,297,000","365,050,000","496,602,000","389,557,000","332,961,000","308,700,000","454,200,000","370,400,000","327,300,000","242,100,000","365,600,000","234,800,000","221,300,000","155,600,000","316,600,000","195,600,000","177,800,000","161,100,000","294,800,000","217,100,000","196,500,000","158,200,000","270,600,000","151,400,000","123,500,000","102,300,000","184,300,000","154,400,000","113,400,000","84,400,000","115,700,000","61,900,000","67,200,000","30,300,000"
	OperatingRevenue,"2,124,530,000","508,506,000","454,149,000","590,943,000","570,932,000","549,889,000","428,539,000","686,748,000","533,112,000","489,413,000","417,804,000","781,701,000","482,738,000","421,260,000","402,040,000","767,945,000","511,521,000","455,178,000","372,489,000","672,981,000","478,588,000","425,468,000","339,241,000","632,121,000","459,937,000","385,607,000","344,449,000","632,852,000","429,438,000","299,359,000","265,764,000","545,905,000","354,671,000","270,021,000","293,170,000","438,334,000","314,439,000","287,902,000","246,902,000","370,931,000","254,555,000","191,643,000","188,548,000","334,908,000","172,829,000","127,503,000","110,299,000","252,930,000","339,942,000","198,185,000","218,784,000","359,872,000","224,653,000","188,323,000","232,364,000","712,649,000","455,578,000","405,417,000","503,148,000","1,100,805,000","758,146,000","826,295,000","803,014,000","1,883,758,000","1,203,538,000","1,269,091,000","1,105,616,000","1,814,051,000","1,293,227,000","976,248,000","911,827,000","1,211,141,000","1,009,279,000","876,581,000","810,108,000","1,039,923,000","771,758,000","665,567,000","700,160,000","904,331,000","743,813,000","503,312,000","489,717,000","617,005,000","448,825,000","374,297,000","365,050,000","496,602,000","389,557,000","332,961,000","308,700,000","454,200,000","370,400,000","327,300,000","242,100,000","365,600,000","234,800,000","221,300,000","155,600,000","316,600,000","195,600,000","177,800,000","161,100,000","294,800,000","217,100,000","196,500,000","158,200,000","270,600,000","151,400,000","123,500,000","102,300,000","184,300,000","154,400,000","113,400,000","84,400,000","115,700,000","61,900,000","67,200,000","30,300,000"
CostOfRevenue,"1,676,344,000","388,756,000","356,749,000","475,430,000","455,409,000","451,963,000","353,246,000","570,148,000","444,054,000","410,568,000","354,667,000","665,404,000","410,974,000","503,940,000","341,385,000","642,080,000","428,277,000","380,101,000","311,660,000","559,621,000","400,145,000","358,070,000","285,578,000","529,715,000","382,284,000","326,041,000","286,867,000","525,647,000","353,330,000","245,446,000","230,546,000","458,092,000","285,867,000","217,849,000","238,500,000","358,288,000","260,324,000","244,017,000","210,818,000","329,533,000","233,324,000","171,453,000","166,279,000","310,566,000","158,994,000","128,744,000","98,911,000","252,824,000","299,803,000","172,143,000","199,463,000","327,165,000","219,032,000","219,653,000","218,555,000","722,033,000","502,994,000","567,284,000","603,188,000","1,144,243,000","798,198,000","780,883,000","781,905,000","1,519,705,000","894,231,000","954,596,000","832,786,000","1,367,189,000","963,699,000","796,057,000","696,355,000","953,898,000","801,865,000","699,020,000","644,949,000","868,132,000","598,553,000","515,533,000","551,817,000","720,661,000","597,706,000","401,742,000","392,305,000","495,451,000","357,071,000","296,729,000","294,964,000","431,544,000","317,246,000","274,030,000","253,900,000","397,200,000","304,000,000","271,000,000","200,200,000","318,900,000","193,600,000","184,700,000","129,800,000","266,700,000","165,400,000","151,700,000","135,000,000","248,400,000","183,400,000","166,200,000","132,900,000","221,300,000","134,000,000","108,100,000","87,400,000","158,400,000","132,800,000","97,100,000","70,900,000",,,,
GrossProfit,"448,186,000","119,750,000","97,400,000","115,513,000","115,523,000","97,926,000","75,293,000","116,600,000","89,058,000","78,845,000","63,137,000","116,297,000","71,764,000","-82,680,000","60,655,000","125,865,000","83,244,000","75,077,000","60,829,000","113,360,000","78,443,000","67,398,000","53,663,000","102,406,000","77,653,000","59,566,000","57,582,000","107,205,000","76,108,000","53,913,000","35,218,000","87,813,000","68,804,000","52,172,000","54,670,000","80,046,000","54,115,000","43,885,000","36,084,000","41,398,000","21,231,000","20,190,000","22,269,000","24,342,000","13,835,000","-1,241,000","11,388,000","106,000","40,139,000","26,042,000","19,321,000","32,707,000","5,621,000","-31,330,000","13,809,000","-9,384,000","-47,416,000","-161,867,000","-100,040,000","-43,438,000","-40,052,000","45,412,000","21,109,000","364,053,000","309,307,000","314,495,000","272,830,000","446,862,000","329,528,000","180,191,000","215,472,000","257,243,000","207,414,000","177,561,000","165,159,000","171,791,000","173,205,000","150,034,000","148,343,000","183,670,000","146,107,000","101,570,000","97,412,000","121,554,000","91,754,000","77,568,000","70,086,000","65,058,000","72,311,000","58,931,000","54,800,000","57,000,000","66,400,000","56,300,000","41,900,000","46,700,000","41,200,000","36,600,000","25,800,000","49,900,000","30,200,000","26,100,000","26,100,000","46,400,000","33,700,000","30,300,000","25,300,000","49,300,000","17,400,000","15,400,000","14,900,000","25,900,000","21,600,000","16,300,000","13,500,000",,,,
OperatingExpense,"257,073,000","65,139,000","56,461,000","68,643,000","66,830,000","64,308,000","57,605,000","81,014,000","65,907,000","62,421,000","59,191,000","80,292,000","62,221,000","56,270,000","57,149,000","82,403,000","65,664,000","61,252,000","54,148,000","75,577,000","62,874,000","59,887,000","52,388,000","71,568,000","61,344,000","56,536,000","48,434,000","70,260,000","58,412,000","47,477,000","44,708,000","64,361,000","53,716,000","46,555,000","43,138,000","57,967,000","45,643,000","43,574,000","39,685,000","47,908,000","42,386,000","37,884,000","38,968,000","48,505,000","49,074,000","43,738,000","39,711,000","44,388,000","58,193,000","47,616,000","49,233,000","59,140,000","56,314,000","71,369,000","76,135,000","108,521,000","93,928,000","128,348,000","99,227,000","162,035,000","141,763,000","109,729,000","115,368,000","212,727,000","153,412,000","149,793,000","133,078,000","191,345,000","150,891,000","238,305,000","104,594,000","129,042,000","111,176,000","99,717,000","89,507,000","79,157,000","107,237,000","88,547,000","89,277,000","119,570,000","92,386,000","63,315,000","60,314,000","83,276,000","59,869,000","48,494,000","40,096,000","57,402,000","44,116,000","37,880,000","36,100,000","50,800,000","43,000,000","36,900,000","29,200,000","39,900,000","27,500,000","26,200,000","20,000,000","53,700,000","21,100,000","20,700,000","19,200,000","30,700,000","21,900,000","20,600,000","17,300,000","25,500,000","15,100,000","13,000,000","11,500,000","15,300,000","14,000,000","11,400,000","9,300,000",,,,
	SellingGeneralAndAdministration,"243,990,000","62,108,000","53,580,000","65,161,000","63,141,000","60,625,000","54,483,000","76,208,000","62,127,000","58,794,000","55,764,000","74,445,000","58,979,000","53,370,000","54,379,000","77,825,000","62,008,000","58,186,000","51,641,000","70,707,000","59,567,000","56,732,000","49,711,000","67,208,000","57,957,000","53,480,000","45,443,000","65,541,000","54,915,000","44,696,000","42,367,000","60,220,000","50,316,000","43,724,000","40,231,000","53,944,000","42,690,000","40,481,000","36,970,000","43,734,000","38,643,000","34,694,000","36,565,000","44,879,000","46,414,000","41,663,000","37,798,000","41,305,000","54,573,000","44,869,000","45,809,000","53,483,000","51,357,000","67,030,000","56,209,000","99,227,000","83,517,000","74,017,000","93,169,000","128,607,000","104,131,000","109,729,000","115,368,000","212,727,000","153,412,000","149,793,000","133,078,000","191,345,000","150,891,000","108,070,000","104,594,000","129,042,000","111,176,000","99,717,000","89,507,000","117,306,000","85,618,000","76,347,000","77,377,000","105,394,000","79,499,000","55,139,000","52,552,000","72,756,000","51,218,000","41,428,000","40,096,000","55,709,000","42,450,000","36,187,000","34,300,000","48,700,000","40,600,000","35,900,000","28,200,000","38,700,000","26,700,000","25,600,000","19,300,000","53,000,000","20,700,000","20,000,000","18,800,000","30,300,000","21,500,000","20,300,000","16,900,000","24,900,000","14,800,000","12,700,000","11,300,000","14,900,000","13,800,000","11,100,000","9,000,000",,,,
		GeneralAndAdministrativeExpense,"168,865,000","45,530,000","37,767,000","43,382,000","42,186,000","39,741,000","37,976,000","49,361,000","41,276,000","40,050,000","39,699,000","44,608,000","40,749,000","37,372,000","38,642,000","48,048,000","42,473,000","40,852,000","37,285,000","44,624,000","40,794,000","40,100,000","36,388,000","42,604,000","40,457,000","38,898,000","31,669,000","40,659,000","37,669,000","32,727,000","31,441,000","39,431,000","35,994,000","32,628,000","28,410,000","36,428,000","29,612,000","28,795,000","26,328,000","27,671,000","27,867,000","26,319,000","28,194,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"168,865,000","45,530,000","37,767,000","43,382,000","42,186,000","39,741,000","37,976,000","49,361,000","41,276,000","40,050,000","39,699,000","44,608,000","40,749,000","37,372,000","38,642,000","48,048,000","42,473,000","40,852,000","37,285,000","44,624,000","40,794,000","40,100,000","36,388,000","42,604,000","40,457,000","38,898,000","31,669,000","40,659,000","37,669,000","32,727,000","31,441,000","39,431,000","35,994,000","32,628,000","28,410,000","36,428,000","29,612,000","28,795,000","26,328,000","27,671,000","27,867,000","26,319,000","28,194,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"75,125,000","16,578,000","15,813,000","21,779,000","20,955,000","20,884,000","16,507,000","26,847,000","20,851,000","18,744,000","16,065,000","29,837,000","18,230,000","15,998,000","15,737,000","29,777,000","19,535,000","17,334,000","14,356,000","26,083,000","18,773,000","16,632,000","13,323,000","24,604,000","17,500,000","14,582,000","13,774,000","24,882,000","17,246,000","11,969,000","10,926,000","20,789,000","14,322,000","11,096,000","11,821,000","17,516,000","13,078,000","11,686,000","10,642,000","16,063,000","10,776,000","8,375,000","8,371,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"13,083,000","3,031,000","2,881,000","3,482,000","3,689,000","3,683,000","3,122,000","4,806,000","3,780,000","3,627,000","3,427,000","5,847,000","3,242,000","2,900,000","2,770,000","4,578,000","3,656,000","3,066,000","2,507,000","4,870,000","3,307,000","3,155,000","2,677,000","4,360,000","3,387,000","3,056,000","2,991,000","4,719,000","3,497,000","2,781,000","2,341,000","4,141,000","3,400,000","2,831,000","2,907,000","4,023,000","2,953,000","3,093,000","2,715,000","4,174,000","3,743,000","3,190,000","2,403,000","3,626,000","2,660,000","2,075,000","1,913,000","3,083,000","3,620,000","2,747,000","3,424,000","5,657,000","4,957,000","4,339,000","3,783,000","9,294,000","6,046,000","6,226,000","6,058,000","10,425,000","7,880,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,693,000","1,666,000","1,693,000","1,800,000","2,100,000","2,400,000","1,000,000","1,000,000","1,200,000","800,000","600,000","700,000","700,000","400,000","700,000","400,000","400,000","400,000","300,000","400,000","600,000","300,000","300,000","200,000","400,000","200,000","300,000","300,000",,,,
