name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,07/31/2010
TotalRevenue,"193,028,673","51,717,718","60,281,615","51,707,483","29,321,857","9,152,815","2,643,611","835,184","286,161","592,487","277,052","321,716","355,765","230,694","295,231","338,672","688,502","239,967","-90,028","162,713","368,800","78,137","176,725","43,113","34,349,762","2,059,676","7,106,943","6,407,997","1,368,986","4,093,869","1,344,497","13,455,472","3,824,500","2,780,000","1,182,892","710,500","1,524,979","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"193,028,673","51,717,718","60,281,615","51,707,483","29,321,857","9,152,815","2,643,611","835,184","286,161","592,487","277,052","321,716","355,765","230,694","295,231","338,672","661,917","199,582","-90,028","162,713","368,800","78,137","176,725","43,113","34,349,762","2,059,676","7,106,943","6,407,997","1,368,986","4,093,869","1,344,497","13,455,472","3,824,500","2,780,000","1,182,892","710,500","1,524,979","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"179,906,260","36,736,603","24,648,502","107,444,553","11,076,601","54,812,201","6,292,760","2,250,650","1,800,963","1,386,898","1,246,692","888,420","827,192","995,327","2,200,841","1,269,908","1,184,483","680,827","6,288,896","64,836","1,024,078","451,762","-137,645","1,094,378","15,467,763","2,639,976","4,413,377","4,002,040","3,860,210","4,328,165","3,338,491","5,584,542","1,753,833","1,110,579","269,402","403,013","760,305","0","0","0","0","27,305","0","0","0","0","0"
GrossProfit,"13,122,413","14,981,115","35,633,113","-55,737,070","18,245,256","-45,659,386","-3,649,149","-1,415,466","-1,514,802","-794,411","-969,640","-566,704","-471,427","-764,633","-1,905,610","-931,236","-495,981","-440,860","-6,378,924","97,877","-655,278","-373,625","314,370","-1,051,265","18,881,999","-580,300","2,693,566","2,405,957","-2,491,224","-234,296","-1,993,994","7,870,930","2,070,667","1,669,421","913,490","307,487","764,674","0","0","0","0","-27,305","0","0","0","0","0"
OperatingExpense,"10,919,588","3,636,766","2,923,553","1,814,795","2,544,990","733,829","435,421","578,731","276,431","297,391","288,330","241,155","269,170","220,276","286,960","563,805","3,822,991","1,406,205","-3,831,144","3,291,638","2,273,434","2,436,063","4,576,674","4,157,144","4,168,513","3,962,524","5,395,453","5,491,363","5,309,035","6,065,174","5,676,036","3,664,573","2,386,394","1,951,254","2,012,535","1,349,426","1,584,766","714,377","390,109","1,809,126","284,153","3,057,574","3,172","3,588","3,597","20,571","10"
	SellingGeneralAndAdministration,"10,919,588","3,636,766","2,923,553","1,814,795","2,544,990","733,829","435,421","578,731","276,431","297,391","288,330","241,155","269,170","220,276","286,960","563,805","972,991","1,406,205","-2,027,880","2,834,219","1,633,547","1,730,105","3,141,866","2,126,258","2,207,102","1,936,625","3,082,019","2,607,094","2,280,035","3,466,713","3,020,395","2,184,262","1,447,715","1,497,607","1,834,687","964,449","1,584,766","714,377","390,109","1,809,126","284,153","3,057,574","3,172","3,588","3,597","20,571","10"
		GeneralAndAdministrativeExpense,"10,919,588","3,636,766","2,923,553","1,814,795","2,544,990","733,829","435,421","578,731","276,431","297,391","288,330","241,155","269,170","220,276","286,960","563,805","972,991","1,406,205","-2,027,880","2,834,219","1,633,547","1,730,105","3,141,866","2,126,258","2,207,102","1,936,625","3,082,019","2,607,094","2,280,035","3,466,713","3,020,395","2,184,262","1,447,715","1,497,607","1,834,687","964,449","1,584,766","714,377","390,109","1,809,126","284,153","3,057,574",,,,,
			SalariesAndWages,"1,222,420",,,,,,,,,"233,657","250,550","409,609","328,604","486,687","1,180,992","137,338","252,853","413,118","644,337","1,871,946","760,542","1,085,546","2,076,190","1,252,571","1,120,924","1,033,346","1,847,435","903,685","1,087,058","1,581,074","1,638,179","824,165","712,131","729,987","1,058,239","470,786","1,041,353","426,675","197,280","1,556,790","81,449","840,943",,,,,
			OtherGandA,"10,919,588","3,636,766","2,923,553","1,814,795","2,544,990","733,829","435,421","578,731","276,431","297,391","288,330","241,155","269,170","220,276","286,960","563,805","972,991","1,406,205","1,690,154","962,273","873,005","644,559","1,065,676","873,687","1,086,178","903,279","1,234,584","1,703,409","1,192,977","1,885,639","1,382,216","1,360,097","735,584","767,620","776,448","493,663","543,413","287,702","192,829","252,336","202,704","2,216,631",,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,"0","0","0",,"457,419","639,887","705,958","1,434,808","2,030,886","1,961,411","2,025,899","2,313,434","2,884,269","3,029,000","2,598,461","2,655,642","1,480,311","938,679","453,647","177,848","384,977",,,,,,,,,,,
