name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,06/30/2010
TotalRevenue,"1,041,000,000","262,000,000","241,000,000","303,000,000","235,000,000","123,000,000","116,000,000","151,000,000","59,000,000","278,000,000","335,000,000","428,000,000","422,000,000","376,000,000","346,000,000","458,000,000","433,000,000","378,000,000","321,000,000","439,000,000","424,000,000","372,000,000","316,000,000","421,000,000","391,000,000","352,000,000","309,000,000","415,000,000","405,000,000","363,000,000","288,000,000","354,000,000","323,000,000","281,000,000","212,669,000","255,136,000","246,937,000","229,919,000","169,393,000","212,710,000","197,148,000","183,715,000","137,798,000","180,801,000","169,242,000","149,222,000","125,409,000"
	OperatingRevenue,"1,041,000,000","262,000,000","241,000,000","303,000,000","235,000,000","123,000,000","116,000,000","151,000,000","59,000,000","278,000,000","335,000,000","428,000,000","422,000,000","376,000,000","346,000,000","458,000,000","433,000,000","378,000,000","321,000,000","439,000,000","424,000,000","372,000,000","316,000,000","421,000,000","391,000,000","352,000,000","309,000,000","415,000,000","405,000,000","363,000,000","288,000,000","354,000,000","323,000,000","281,000,000","166,244,000","198,969,000","192,615,000","169,408,000","-34,358,000","212,710,000","197,148,000","183,715,000","137,798,000","180,801,000","169,242,000","149,222,000","125,409,000"
CostOfRevenue,"84,000,000","22,000,000","20,000,000","23,000,000","19,000,000","12,000,000","13,000,000","13,000,000","10,000,000","19,000,000","21,000,000","25,000,000","27,000,000","21,000,000","19,000,000","23,000,000","24,000,000","20,000,000","16,000,000","20,000,000","20,000,000","17,000,000","16,000,000","19,000,000","20,000,000","16,000,000","12,000,000","16,000,000","16,000,000","13,000,000","12,000,000","11,000,000","9,000,000","8,000,000","4,579,000","5,207,000","4,284,000","3,644,000","3,538,000","2,876,000","2,926,000","2,734,000","2,680,000","3,227,000","2,735,000","2,231,000","1,735,000"
GrossProfit,"957,000,000","240,000,000","221,000,000","280,000,000","216,000,000","111,000,000","103,000,000","138,000,000","49,000,000","259,000,000","314,000,000","403,000,000","395,000,000","355,000,000","327,000,000","435,000,000","409,000,000","358,000,000","305,000,000","419,000,000","404,000,000","355,000,000","300,000,000","402,000,000","371,000,000","336,000,000","297,000,000","399,000,000","389,000,000","350,000,000","276,000,000","343,000,000","314,000,000","273,000,000","208,090,000","249,929,000","242,653,000","226,275,000","165,855,000","209,834,000","194,222,000","180,981,000","135,118,000","177,574,000","166,507,000","146,991,000","123,674,000"
OperatingExpense,"1,024,000,000","260,000,000","249,000,000","264,000,000","251,000,000","195,000,000","196,000,000","181,000,000","180,000,000","286,000,000","291,000,000","335,000,000","329,000,000","324,000,000","304,000,000","346,000,000","360,000,000","335,000,000","296,000,000","377,000,000","358,000,000","328,000,000","290,000,000","336,000,000","323,000,000","294,000,000","322,000,000","311,000,000","310,000,000","260,000,000","216,000,000","259,000,000","214,000,000","177,000,000","179,631,000","166,235,000","148,535,000","137,972,000","118,863,000","117,585,000","110,544,000","107,604,000","94,613,000","91,315,000","79,654,000","71,697,000","56,122,000"
	SellingGeneralAndAdministration,"917,000,000","235,000,000","223,000,000","237,000,000","223,000,000","166,000,000","165,000,000","151,000,000","148,000,000","254,000,000","257,000,000","303,000,000","299,000,000","293,000,000","273,000,000","318,000,000","331,000,000","307,000,000","267,000,000","350,000,000","331,000,000","301,000,000","263,000,000","310,000,000","298,000,000","270,000,000","297,000,000","288,000,000","286,000,000","239,000,000","195,000,000","241,000,000","200,000,000","165,000,000","169,421,000","157,158,000","140,029,000","130,539,000","174,679,000","87,703,000","82,495,000","83,643,000","71,385,000","69,543,000","61,464,000","52,389,000","40,243,000"
		GeneralAndAdministrativeExpense,"380,000,000","94,000,000","97,000,000","89,000,000","100,000,000","93,000,000","98,000,000","81,000,000","94,000,000","125,000,000","119,000,000","127,000,000","119,000,000","115,000,000","116,000,000","112,000,000","114,000,000","109,000,000","101,000,000","103,000,000","102,000,000","94,000,000","91,000,000","100,000,000","96,000,000","98,000,000","151,000,000","91,000,000","94,000,000","82,000,000","80,000,000","82,000,000","73,000,000","64,000,000","61,137,000","58,954,000","57,455,000","51,248,000","107,719,000","20,056,000","18,252,000","16,254,000","19,438,000","9,194,000","8,779,000","8,194,000","8,851,000"
			SalariesAndWages,"134,000,000","31,000,000","39,000,000","31,000,000","34,000,000","29,000,000","34,000,000","25,000,000","26,000,000","35,000,000","102,000,000","11,000,000","34,000,000","33,000,000","31,000,000","30,000,000","34,000,000","32,000,000","31,000,000","29,000,000","29,000,000","27,000,000","24,000,000","27,000,000","25,000,000","25,000,000","26,000,000","26,000,000","32,000,000","24,000,000","23,000,000","23,000,000","23,000,000","19,000,000",,"17,000,000","16,000,000","15,000,000",,,,,,,,,
			OtherGandA,"246,000,000","63,000,000","58,000,000","58,000,000","66,000,000","64,000,000","64,000,000","56,000,000","68,000,000","90,000,000","17,000,000","116,000,000","85,000,000","82,000,000","85,000,000","82,000,000","80,000,000","77,000,000","70,000,000","74,000,000","73,000,000","67,000,000","67,000,000","73,000,000","71,000,000","73,000,000","125,000,000","65,000,000","62,000,000","58,000,000","57,000,000","59,000,000","50,000,000","45,000,000","109,137,000","41,954,000","41,455,000","36,248,000","56,719,000","20,056,000","18,252,000","16,254,000","19,438,000","9,194,000","8,779,000","8,194,000","8,851,000"
		SellingAndMarketingExpense,"537,000,000","141,000,000","126,000,000","148,000,000","123,000,000","73,000,000","67,000,000","70,000,000","54,000,000","129,000,000","138,000,000","176,000,000","180,000,000","178,000,000","157,000,000","206,000,000","217,000,000","198,000,000","166,000,000","247,000,000","229,000,000","207,000,000","172,000,000","210,000,000","202,000,000","172,000,000","146,000,000","197,000,000","192,000,000","157,000,000","115,000,000","159,000,000","127,000,000","101,000,000","108,284,000","98,204,000","82,574,000","79,291,000","66,960,000","67,647,000","64,243,000","67,389,000","51,947,000","60,349,000","52,685,000","44,195,000","31,392,000"
