name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalRevenue,"909,011,000","242,899,000","238,089,000","233,769,000","194,254,000","119,552,000","91,082,000","83,932,000","32,591,000","265,481,000","347,074,000","371,124,000","448,727,000","399,267,000","399,897,000","447,042,000","484,691,000","429,593,000","462,490,000","341,255,000","292,284,000","260,232,000","271,453,000","296,259,000","317,112,000","275,171,000","275,263,000","289,420,000","301,252,000","270,405,000","280,111,000","297,666,000","295,047,000","236,373,000","241,749,000","252,395,000","261,575,000","215,887,000","222,538,000","225,217,000","223,257,000","183,193,000","189,261,000","197,251,000","211,530,000","174,290,000","147,337,000","136,452,000","139,408,000","115,485,000","117,296,000"
	OperatingRevenue,"844,513,000","226,680,000","221,232,000","217,064,000","179,537,000","109,014,000","82,978,000","76,376,000","29,124,000","249,659,000","330,711,000","353,642,000","428,315,000","381,916,000","382,600,000","424,448,000","461,676,000","409,840,000","442,411,000","327,626,000","282,860,000","251,656,000","262,515,000","286,660,000","307,086,000","266,067,000","266,610,000","280,190,000","291,827,000","261,552,000","271,649,000","288,971,000","286,928,000","229,392,000","234,643,000","244,504,000","254,224,000","209,659,000","198,561,000","225,217,000","223,257,000","183,193,000","189,261,000","197,251,000","211,530,000","174,290,000","147,337,000","136,452,000","139,408,000","115,485,000","117,296,000"
CostOfRevenue,"673,382,000","181,552,000","177,021,000","169,641,000","145,168,000","108,545,000","99,497,000","102,878,000","75,724,000","216,927,000","245,485,000","257,353,000","293,430,000","280,230,000","278,740,000","307,807,000","318,210,000","307,530,000","318,257,000","227,750,000","182,158,000","175,113,000","177,096,000","191,150,000","193,624,000","183,522,000","180,004,000","185,923,000","184,885,000","183,516,000","184,119,000","189,125,000","181,709,000","162,835,000","160,657,000","166,191,000","163,873,000","149,079,000","186,068,000","134,123,000","129,269,000","116,232,000","116,520,000","118,805,000","124,525,000","124,447,000","126,007,000","81,107,000","82,749,000","83,685,000","73,019,000"
GrossProfit,"235,629,000","61,347,000","61,068,000","64,128,000","49,086,000","11,007,000","-8,415,000","-18,946,000","-43,133,000","48,554,000","101,589,000","113,771,000","155,297,000","119,037,000","121,157,000","139,235,000","166,481,000","122,063,000","144,233,000","113,505,000","110,126,000","85,119,000","94,357,000","105,109,000","123,488,000","91,649,000","95,259,000","103,497,000","116,367,000","86,889,000","95,992,000","108,541,000","113,338,000","73,538,000","81,092,000","86,204,000","97,702,000","66,808,000","36,470,000","91,094,000","93,988,000","66,961,000","72,741,000","78,446,000","87,005,000","49,843,000","21,330,000","55,345,000","56,659,000","31,800,000","44,277,000"
OperatingExpense,"238,560,000","60,999,000","58,817,000","59,695,000","59,048,000","57,743,000","55,778,000","57,688,000","60,902,000","60,942,000","59,995,000","60,557,000","66,721,000","69,563,000","69,348,000","71,995,000","77,171,000","72,321,000","76,553,000","54,737,000","48,369,000","47,788,000","47,962,000","48,168,000","47,507,000","50,379,000","50,167,000","48,096,000","48,171,000","47,602,000","49,131,000","48,272,000","45,557,000","43,005,000","41,017,000","40,544,000","40,993,000","40,250,000","-221,000","53,118,000","51,409,000","53,591,000","64,769,000","47,818,000","60,752,000","37,715,000","-4,231,000","38,746,000","38,668,000","28,635,000","36,175,000"
	SellingGeneralAndAdministration,"50,860,000","14,134,000","11,962,000","12,630,000","12,133,000","10,800,000","8,387,000","9,313,000","11,673,000","11,769,000","11,065,000","11,262,000","11,765,000","11,160,000","11,136,000","11,622,000","15,523,000","10,913,000","11,696,000","9,506,000","10,129,000","9,123,000","7,994,000","7,215,000","6,658,000","9,649,000","8,769,000","8,249,000","10,393,000","10,399,000","10,378,000","11,029,000","10,135,000","10,129,000","8,605,000","8,969,000","9,083,000","8,815,000","8,285,000","8,073,000","7,481,000","7,260,000","17,482,000","6,329,000","16,452,000","5,014,000","4,795,000","4,647,000","4,949,000","4,957,000","5,571,000"
		GeneralAndAdministrativeExpense,"50,860,000","14,134,000","11,962,000","12,630,000","12,133,000","10,800,000","8,387,000","9,313,000","11,673,000","11,769,000","11,065,000","11,262,000","11,765,000","11,160,000","11,136,000","11,622,000","15,523,000","10,913,000","11,696,000","9,506,000","10,129,000","9,123,000","7,994,000","7,215,000","6,658,000","9,649,000","8,769,000","8,249,000","10,393,000","10,399,000","10,378,000","11,029,000","10,135,000","10,129,000","8,605,000","8,969,000","9,083,000","8,815,000","8,285,000","8,073,000","7,481,000","7,260,000",,"6,329,000","16,452,000","5,014,000","4,795,000","4,647,000","4,949,000","4,957,000","5,571,000"
			OtherGandA,"50,860,000","14,134,000","11,962,000","12,630,000","12,133,000","10,800,000","8,387,000","9,313,000","11,673,000","11,769,000","11,065,000","11,262,000","11,765,000","11,160,000","11,136,000","11,622,000","15,523,000","10,913,000","11,696,000","9,506,000","10,129,000","9,123,000","7,994,000","7,215,000","6,658,000","9,649,000","8,769,000","8,249,000","10,393,000","10,399,000","10,378,000","11,029,000","10,135,000","10,129,000","8,605,000","8,969,000","9,083,000","8,815,000","8,285,000",,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"187,700,000","46,865,000","46,855,000","47,065,000","46,915,000","46,943,000","47,391,000","48,375,000","49,229,000","49,173,000","48,930,000","49,295,000","54,956,000","58,403,000","58,212,000","60,373,000","61,648,000","61,408,000","64,857,000","45,231,000","38,240,000","38,665,000","39,968,000","40,953,000","40,849,000","40,730,000","41,398,000","39,847,000","37,778,000","37,203,000","38,753,000","37,243,000","35,422,000","32,876,000","32,412,000","31,575,000","31,910,000","31,435,000","30,836,000","30,811,000","31,454,000","33,697,000","36,633,000","29,026,000","31,685,000","32,701,000","27,458,000","24,422,000","24,252,000","23,678,000","24,252,000"
		DepreciationAndAmortizationInIncomeStatement,"187,700,000","46,865,000","46,855,000","47,065,000","46,915,000","46,943,000","47,391,000","48,375,000","49,229,000","49,173,000","48,930,000","49,295,000","54,956,000","58,403,000","58,212,000","60,373,000","61,648,000","61,408,000","64,857,000","45,231,000","38,240,000","38,665,000","39,968,000","40,953,000","40,849,000","40,730,000","41,398,000","39,847,000","37,778,000","37,203,000","38,753,000","37,243,000","35,422,000","32,876,000","32,412,000","31,575,000","31,910,000","31,435,000","30,836,000","30,811,000","31,454,000","33,697,000","36,633,000","29,026,000","31,685,000","32,701,000","27,458,000","24,422,000","24,252,000","23,678,000","24,252,000"
