name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,12/31/2010
TotalAssets,"60,638,000,000","55,594,000,000","56,407,000,000","56,977,000,000","55,496,000,000","54,721,000,000","54,281,000,000","54,518,000,000","53,460,000,000","58,720,000,000","58,741,000,000","57,781,000,000","57,855,000,000","54,302,000,000","55,884,000,000","54,826,000,000","52,132,000,000","54,371,000,000","52,712,000,000","51,828,000,000","51,405,000,000","51,653,000,000","50,254,000,000","50,361,000,000","48,246,000,000","48,580,000,000","49,415,000,000","49,874,000,000","49,077,000,000","48,741,000,000","49,650,000,000","50,822,000,000","50,847,000,000","49,798,000,000","50,983,000,000","49,929,000,000","51,151,000,000","48,073,000,000","52,230,000,000","48,575,000,000","52,998,000,000","43,211,000,000","47,923,000,000","44,955,000,000"
	CurrentAssets,"19,854,000,000","14,697,000,000","16,019,000,000","15,780,000,000","14,418,000,000","13,276,000,000","12,822,000,000","12,499,000,000","11,705,000,000","14,395,000,000","15,617,000,000","14,295,000,000","14,815,000,000","13,209,000,000","15,314,000,000","14,579,000,000","12,125,000,000","14,390,000,000","12,935,000,000","12,456,000,000","12,170,000,000","12,680,000,000","11,964,000,000","12,643,000,000","11,216,000,000","12,256,000,000","15,049,000,000","16,534,000,000","16,144,000,000","16,696,000,000","18,194,000,000","20,605,000,000","21,059,000,000","19,237,000,000","21,085,000,000","20,529,000,000","21,170,000,000","17,962,000,000","21,873,000,000","18,526,000,000","23,128,000,000","13,948,000,000","17,844,000,000","14,704,000,000"
		CashCashEquivalentsAndShortTermInvestments,"3,335,000,000","3,147,000,000","2,897,000,000","2,207,000,000","1,351,000,000","2,514,000,000","1,462,000,000","1,890,000,000","1,221,000,000","1,614,000,000","2,268,000,000","1,819,000,000","1,253,000,000","3,019,000,000","924,000,000","1,884,000,000","842,000,000","3,119,000,000","1,547,000,000","2,161,000,000","1,513,000,000","2,711,000,000","2,337,000,000","2,232,000,000","1,723,000,000","3,074,000,000","4,822,000,000","5,089,000,000","5,390,000,000","5,207,000,000","3,108,000,000","4,956,000,000","5,326,000,000","5,400,000,000","5,942,000,000","4,220,000,000","4,753,000,000","3,474,000,000","4,430,000,000","3,104,000,000","0","0","0","0"
			CashAndCashEquivalents,"3,335,000,000","3,147,000,000","2,897,000,000","2,207,000,000","1,351,000,000","2,514,000,000","1,462,000,000","1,890,000,000","1,221,000,000","1,614,000,000","2,268,000,000","1,819,000,000","1,253,000,000","3,019,000,000","924,000,000","1,884,000,000","842,000,000","3,119,000,000","1,547,000,000","2,161,000,000","1,513,000,000","2,711,000,000","2,337,000,000","2,232,000,000","1,723,000,000","3,074,000,000","4,822,000,000","5,089,000,000","5,390,000,000","5,207,000,000","3,108,000,000","4,956,000,000","5,326,000,000","5,400,000,000","5,942,000,000","4,220,000,000","4,753,000,000","3,474,000,000","4,430,000,000","3,104,000,000","0","0","0","0"
		Receivables,"10,455,000,000","7,470,000,000","8,006,000,000","8,062,000,000","8,165,000,000","6,522,000,000","5,963,000,000","4,852,000,000","4,559,000,000","8,510,000,000","7,086,000,000","6,727,000,000","7,303,000,000","6,173,000,000","7,971,000,000","7,173,000,000","6,124,000,000","7,506,000,000","6,355,000,000","5,594,000,000","5,690,000,000","6,397,000,000","5,001,000,000","5,597,000,000","4,737,000,000","5,173,000,000","5,198,000,000","6,567,000,000","5,737,000,000","7,255,000,000","8,766,000,000","10,110,000,000","9,120,000,000","9,632,000,000","9,744,000,000","9,793,000,000","9,910,000,000","10,403,000,000","10,793,000,000","9,213,000,000","11,320,000,000","10,025,000,000","10,889,000,000","10,213,000,000"
			AccountsReceivable,"10,455,000,000","7,470,000,000","8,006,000,000","8,062,000,000","8,165,000,000","6,522,000,000","5,963,000,000","4,852,000,000","4,559,000,000","8,510,000,000","7,086,000,000","6,727,000,000","7,303,000,000","6,173,000,000","7,971,000,000","7,173,000,000","6,124,000,000","7,506,000,000","6,355,000,000","5,594,000,000","5,690,000,000","6,397,000,000","5,001,000,000","5,597,000,000","4,737,000,000","5,173,000,000","5,198,000,000","6,567,000,000","5,737,000,000","7,255,000,000","8,766,000,000","10,110,000,000","9,120,000,000","9,632,000,000","9,744,000,000","9,793,000,000","9,910,000,000","10,403,000,000","9,136,000,000","7,876,000,000","11,320,000,000","8,354,000,000","10,889,000,000","10,213,000,000"
				GrossAccountsReceivable,"10,499,000,000","7,514,000,000","8,042,000,000","8,108,000,000","8,216,000,000","6,559,000,000","6,000,000,000","4,891,000,000","4,600,000,000","8,551,000,000","7,127,000,000","6,768,000,000","7,338,000,000","6,195,000,000","7,993,000,000","7,195,000,000","6,148,000,000","7,535,000,000","6,386,000,000","5,625,000,000","5,724,000,000","6,431,000,000","5,039,000,000","5,638,000,000","4,778,000,000","5,228,000,000","5,266,000,000","6,635,000,000","5,806,000,000","7,326,000,000","8,809,000,000","10,152,000,000","9,167,000,000","9,679,000,000","9,784,000,000","9,833,000,000","9,959,000,000","10,453,000,000","9,188,000,000","7,925,000,000","11,351,000,000","8,367,000,000","10,901,000,000","10,220,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-44,000,000","-44,000,000","-36,000,000","-46,000,000","-51,000,000","-37,000,000","-37,000,000","-39,000,000","-41,000,000","-41,000,000","-41,000,000","-41,000,000","-35,000,000","-22,000,000","-22,000,000","-22,000,000","-24,000,000","-29,000,000","-31,000,000","-31,000,000","-34,000,000","-34,000,000","-38,000,000","-41,000,000","-41,000,000","-55,000,000","-68,000,000","-68,000,000","-69,000,000","-71,000,000","-43,000,000","-42,000,000","-47,000,000","-47,000,000","-40,000,000","-40,000,000","-49,000,000","-50,000,000","-52,000,000","-49,000,000","-31,000,000","-13,000,000","-12,000,000","-7,000,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,657,000,000","1,337,000,000",,"1,671,000,000",,
		Inventory,"4,530,000,000","3,394,000,000","4,400,000,000","4,752,000,000","4,273,000,000","3,893,000,000","4,897,000,000","5,136,000,000","5,331,000,000","3,776,000,000","5,521,000,000","5,093,000,000","5,344,000,000","3,543,000,000","5,544,000,000","4,901,000,000","4,743,000,000","3,395,000,000","4,455,000,000","4,245,000,000","4,387,000,000","3,150,000,000","3,905,000,000","3,993,000,000","4,108,000,000","3,477,000,000","4,388,000,000","4,126,000,000","4,166,000,000","3,397,000,000","5,673,000,000","4,928,000,000","5,908,000,000","3,354,000,000","4,737,000,000","5,033,000,000","5,811,000,000","3,430,000,000","5,743,000,000","5,496,000,000","5,040,000,000","3,466,000,000","6,148,000,000","4,113,000,000"
			RawMaterials,"378,000,000","370,000,000","385,000,000","387,000,000","358,000,000","357,000,000","336,000,000","330,000,000","323,000,000","324,000,000","313,000,000","312,000,000","305,000,000","305,000,000","299,000,000","293,000,000","292,000,000","289,000,000","283,000,000","273,000,000","279,000,000","267,000,000","262,000,000","268,000,000","263,000,000","263,000,000","264,000,000","260,000,000","255,000,000","256,000,000","261,000,000","262,000,000","266,000,000","261,000,000","267,000,000","298,000,000","294,000,000","292,000,000","5,743,000,000","5,496,000,000","280,000,000","3,466,000,000","280,000,000","274,000,000"
			FinishedGoods,"4,152,000,000","3,024,000,000","4,015,000,000","4,365,000,000","3,915,000,000","3,536,000,000","4,561,000,000","4,806,000,000","5,008,000,000","3,452,000,000","5,208,000,000","4,781,000,000","5,039,000,000","3,238,000,000","5,245,000,000","4,608,000,000","4,451,000,000","3,106,000,000","4,172,000,000","3,972,000,000","4,108,000,000","2,883,000,000","3,643,000,000","3,725,000,000","3,845,000,000","3,214,000,000","4,124,000,000","3,866,000,000","3,911,000,000","3,141,000,000","5,412,000,000","4,666,000,000","5,642,000,000","3,093,000,000","4,470,000,000","4,735,000,000","5,517,000,000","3,138,000,000",,,"4,760,000,000",,"5,868,000,000","3,839,000,000"
