name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991
TotalRevenue,"1,359,328,000","328,030,000","341,781,000","347,699,000","341,818,000","305,484,000","284,591,000","288,587,000","247,059,000","286,066,000","329,281,000","324,113,000","317,063,000","287,203,000","310,110,000","307,105,000","295,811,000","285,578,000","285,730,000","278,017,000","278,491,000","252,011,000","288,283,000","248,584,000","236,894,000","229,034,000","238,942,000","239,155,000","236,520,000","219,134,000","236,553,000","221,299,000","217,507,000","203,244,000","216,695,000","205,321,000","206,172,000","195,909,000","190,437,000","176,475,000","169,175,000","171,745,000","176,733,000","173,256,000","164,817,000","150,808,000","165,528,000","162,102,000","158,240,000","147,231,000","152,729,000","136,634,000","128,045,000","117,145,000","118,680,000","119,912,000","120,369,000","107,211,000","112,514,000","112,043,000","107,622,000","107,708,000","103,787,000","107,285,000","98,445,000","88,273,000","90,188,000","95,641,000","94,625,000","81,119,000","80,522,000","88,421,000","87,347,000","67,159,000","64,549,000","74,107,000","73,643,000","61,398,000","60,716,000","68,003,000","67,908,000","50,540,000","52,443,000","60,477,000","61,393,000","50,072,000","51,792,000","60,398,000","60,693,000","50,005,000","52,100,000","60,500,000","61,000,000","49,300,000","53,700,000","46,400,000","44,100,000","35,700,000","36,300,000","41,500,000","40,800,000","32,100,000","33,600,000","37,800,000","37,700,000","28,700,000","28,200,000","31,200,000","28,900,000","22,700,000","25,600,000","31,100,000","29,600,000","20,800,000","22,100,000","25,900,000","24,800,000","17,800,000","17,600,000","21,600,000","21,500,000","15,900,000","15,900,000","19,200,000","19,300,000"
	OperatingRevenue,"1,359,328,000","328,030,000","341,781,000","347,699,000","341,818,000","305,484,000","284,591,000","288,587,000","247,059,000","286,066,000","329,281,000","324,113,000","317,063,000","287,203,000","310,110,000","307,105,000","295,811,000","285,578,000","285,730,000","278,017,000","278,491,000","252,011,000","288,283,000","248,584,000","236,894,000","229,034,000","238,942,000","239,155,000","236,520,000","219,134,000","236,553,000","221,299,000","217,507,000","203,244,000","216,695,000","205,321,000","206,172,000","195,909,000","190,437,000","176,475,000","169,175,000","171,745,000","176,733,000","173,256,000","164,817,000","150,808,000","165,528,000","162,102,000","158,240,000","147,231,000","152,729,000","136,634,000","128,045,000","117,145,000","118,680,000","119,912,000","120,369,000","107,211,000","112,514,000","112,043,000","107,622,000","107,708,000","103,787,000","107,285,000","98,445,000","88,273,000","90,188,000","95,641,000","94,625,000","81,119,000","80,522,000","88,421,000","87,347,000","67,159,000","64,549,000","74,107,000","73,643,000","61,398,000","60,716,000","68,003,000","67,908,000","50,540,000","52,443,000","60,477,000","61,393,000","50,072,000","51,792,000","60,398,000","60,693,000","50,005,000","52,100,000","60,500,000","61,000,000","49,300,000","53,700,000","46,400,000","44,100,000","35,700,000","36,300,000","41,500,000","40,800,000","32,100,000","33,600,000","37,800,000","37,700,000","28,700,000","28,200,000","31,200,000","28,900,000","22,700,000","25,600,000","31,100,000","29,600,000","20,800,000","22,100,000","25,900,000","24,800,000","17,800,000","17,600,000","21,600,000","21,500,000","15,900,000","15,900,000","19,200,000","19,300,000"
CostOfRevenue,"877,492,000","223,390,000","221,199,000","217,016,000","215,887,000","198,407,000","188,453,000","184,061,000","159,605,000","183,980,000","204,929,000","202,040,000","188,916,000","177,126,000","192,144,000","187,157,000","178,573,000","177,815,000","178,743,000","170,076,000","165,607,000","158,788,000","182,683,000","148,587,000","138,826,000","137,141,000","145,575,000","138,430,000","136,802,000","135,475,000","146,357,000","131,827,000","127,485,000","126,220,000","134,371,000","123,573,000","127,294,000","125,335,000","120,827,000","106,624,000","101,063,000","105,252,000","108,954,000","101,942,000","94,006,000","90,379,000","100,812,000","95,736,000","92,241,000","89,877,000","94,171,000","77,781,000","71,636,000","72,184,000","73,465,000","69,511,000","69,480,000","67,269,000","70,065,000","66,505,000","60,945,000","66,777,000","63,436,000","63,181,000","57,409,000","55,796,000","55,300,000","55,897,000","53,922,000","50,568,000","48,659,000","51,307,000","50,083,000","41,299,000","39,291,000","42,653,000","41,408,000","37,240,000","37,787,000","39,392,000","38,013,000","31,307,000","32,589,000","34,908,000","34,238,000","27,827,000","28,838,000","32,024,000","31,544,000","27,911,000","28,900,000","32,200,000","32,100,000","26,600,000","30,500,000","24,300,000","22,000,000","18,200,000","18,600,000","20,900,000","20,400,000","15,900,000","17,900,000","18,300,000","18,700,000","14,400,000","15,300,000","15,300,000","14,400,000","11,500,000","13,100,000","15,400,000","14,200,000","10,100,000","11,600,000","12,700,000","11,900,000","9,000,000","9,100,000","10,400,000","10,100,000",,,,
GrossProfit,"481,836,000","104,640,000","120,582,000","130,683,000","125,931,000","107,077,000","96,138,000","104,526,000","87,454,000","102,086,000","124,352,000","122,073,000","128,147,000","110,077,000","117,966,000","119,948,000","117,238,000","107,763,000","106,987,000","107,941,000","112,884,000","93,223,000","105,600,000","99,997,000","98,068,000","91,893,000","93,367,000","100,725,000","99,718,000","83,659,000","90,196,000","89,472,000","90,022,000","77,024,000","82,324,000","81,748,000","78,878,000","70,574,000","69,610,000","69,851,000","68,112,000","66,493,000","67,779,000","71,314,000","70,811,000","60,429,000","64,716,000","66,366,000","65,999,000","57,354,000","58,558,000","58,853,000","56,409,000","44,961,000","45,215,000","50,401,000","50,889,000","39,942,000","42,449,000","45,538,000","46,677,000","40,931,000","40,351,000","44,104,000","41,036,000","32,477,000","34,888,000","39,744,000","40,703,000","30,551,000","31,863,000","37,114,000","37,264,000","25,860,000","25,258,000","31,454,000","32,235,000","24,158,000","22,929,000","28,611,000","29,895,000","19,233,000","19,854,000","25,569,000","27,155,000","22,245,000","22,954,000","28,374,000","29,149,000","22,094,000","23,200,000","28,300,000","28,900,000","22,700,000","23,200,000","22,100,000","22,100,000","17,500,000","17,700,000","20,600,000","20,400,000","16,200,000","15,700,000","19,500,000","19,000,000","14,300,000","12,900,000","15,900,000","14,500,000","11,200,000","12,500,000","15,700,000","15,400,000","10,700,000","10,500,000","13,200,000","12,900,000","8,800,000","8,500,000","11,200,000","11,400,000",,,,
OperatingExpense,"380,538,000","93,172,000","93,146,000","96,205,000","98,014,000","86,354,000","80,450,000","80,101,000","76,053,000","101,683,000","92,781,000","88,716,000","91,776,000","81,623,000","87,256,000","85,440,000","84,166,000","77,335,000","77,688,000","74,120,000","79,135,000","73,133,000","72,526,000","68,072,000","66,773,000","65,445,000","66,932,000","66,626,000","66,111,000","60,166,000","62,237,000","60,545,000","60,612,000","55,622,000","55,398,000","57,837,000","55,770,000","55,111,000","50,782,000","50,126,000","48,423,000","49,042,000","45,146,000","46,261,000","44,840,000","46,472,000","45,865,000","43,665,000","43,375,000","46,875,000","44,307,000","41,326,000","39,291,000","38,931,000","35,296,000","36,633,000","36,943,000","35,756,000","33,471,000","33,757,000","32,636,000","34,437,000","30,282,000","32,108,000","29,612,000","26,888,000","27,463,000","26,777,000","26,901,000","26,153,000","25,371,000","25,571,000","25,283,000","21,581,000","19,981,000","21,095,000","22,051,000","19,560,000","18,418,000","20,090,000","22,972,000","14,925,000","16,068,000","18,546,000","20,179,000","5,301,000","19,044,000","20,924,000","21,719,000","17,647,000","19,000,000","20,900,000","22,400,000","21,500,000","22,700,000","16,800,000","14,800,000","13,900,000","13,800,000","14,000,000","13,700,000","12,800,000","12,000,000","12,400,000","12,600,000","11,100,000","10,400,000","10,200,000","10,400,000","8,900,000","9,400,000","9,600,000","9,800,000","8,600,000","7,700,000","8,400,000","8,200,000","6,800,000","6,500,000","7,000,000","7,400,000",,,,
	SellingGeneralAndAdministration,"380,538,000","93,172,000","93,146,000","96,205,000","98,014,000","86,354,000","80,450,000","80,101,000","76,053,000","101,683,000","92,781,000","88,716,000","91,776,000","81,623,000","87,256,000","85,440,000","84,166,000","77,335,000","77,688,000","74,120,000","79,135,000","73,133,000","72,526,000","68,072,000","66,773,000","65,445,000","66,932,000","66,626,000","66,111,000","60,166,000","62,237,000","60,545,000","60,612,000","55,622,000","55,398,000","57,837,000","55,770,000","55,111,000","50,782,000","50,126,000","48,423,000","49,042,000","45,146,000","45,850,000","44,481,000","45,405,000","45,365,000","43,138,000","43,060,000","46,060,000","43,531,000","41,148,000","39,158,000","39,042,000","35,694,000","36,786,000","36,852,000","36,425,000","34,328,000","33,757,000","32,636,000","34,437,000","30,282,000","32,108,000","29,612,000","26,888,000","27,463,000","26,777,000","26,901,000","26,153,000","25,371,000","25,571,000","25,283,000","21,581,000","19,981,000","21,095,000","22,051,000","19,560,000","18,418,000","20,090,000","22,972,000","14,925,000","16,068,000","18,546,000","20,179,000","14,946,000","15,930,000","17,675,000","18,437,000","14,289,000","15,800,000","17,700,000","19,100,000","17,900,000","19,400,000","14,300,000","12,400,000","11,500,000","11,400,000","11,700,000","11,500,000","10,700,000","10,000,000","10,400,000","10,600,000","9,200,000","8,700,000","8,500,000","8,900,000","7,500,000","7,900,000","8,300,000","8,500,000","7,100,000","6,500,000","7,300,000","7,100,000","5,800,000","5,500,000","6,000,000","6,400,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"411,000","359,000","288,000","500,000","296,000","296,000","189,000","374,000","198,000","133,000","122,000","112,000","133,000","123,000","150,000","149,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,318,000","3,114,000","3,249,000","3,282,000","3,358,000","3,200,000","3,200,000","3,300,000","3,600,000","3,300,000","2,500,000","2,400,000","2,400,000","2,400,000","2,300,000","2,200,000","2,100,000","2,000,000","2,000,000","2,000,000","1,900,000","1,700,000","1,700,000","1,500,000","1,400,000","1,500,000","1,300,000","1,300,000","1,500,000","1,200,000","1,100,000","1,100,000","1,000,000","1,000,000","1,000,000","1,000,000",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"411,000","359,000","288,000","500,000","296,000","296,000","189,000","374,000","198,000","133,000","122,000","112,000","133,000","123,000","150,000","149,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,318,000","3,114,000","3,249,000","3,282,000","3,358,000","3,200,000","3,200,000","3,300,000","3,600,000","3,300,000","2,500,000","2,400,000","2,400,000","2,400,000","2,300,000","2,200,000","2,100,000","2,000,000","2,000,000","2,000,000","1,900,000","1,700,000","1,700,000","1,500,000","1,400,000","1,500,000","1,300,000","1,300,000","1,500,000","1,200,000","1,100,000","1,100,000","1,000,000","1,000,000","1,000,000","1,000,000",,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"411,000","359,000","288,000","500,000","296,000","296,000","189,000","374,000","198,000","133,000","122,000","112,000","133,000","123,000","150,000","149,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"411,000","359,000","288,000","500,000","296,000","296,000","189,000","374,000","198,000","133,000","122,000","112,000","133,000","123,000","150,000","149,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
