name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,08/31/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,08/31/2002,06/30/2002,05/31/2002,03/31/2002,12/31/2001,09/30/2001,08/31/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,08/31/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,08/31/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
MarketCap,"11,229,148,680","13,888,564,000","12,418,199,000","11,659,620,000","12,200,551,000","11,897,785,000","10,320,002,000","7,610,187,000","7,609,108,000","7,782,096,000","13,233,570,000","12,422,865,000","13,499,082,066","13,993,309,556","12,342,468,000","15,649,394,068","15,619,968,188","13,821,760,473","14,690,750,611","13,683,559,723","13,497,876,000","13,782,276,000","13,939,059,897","11,492,217,000","12,006,747,000","12,461,540,000","11,509,602,000","11,675,685,000","14,870,517,000","15,262,134,000","17,965,366,000","16,119,081,000","16,630,756,000","15,287,272,000","14,673,312,000","13,333,782,000","12,563,511,492","12,919,187,903","11,354,482,000","11,604,150,000","11,404,638,000","11,778,066,000","10,431,081,157","7,687,538,000","11,758,215,000","12,018,825,000","12,072,972,000","9,558,248,000","8,795,700,000","9,557,660,000","7,542,321,000","7,270,320,320","5,072,587,944","2,059,173,541","3,976,516,252","6,903,747,986","7,128,373,964","8,334,703,398","8,901,627,686","11,722,566,037","12,074,806,781","13,735,178,532","12,785,421,249","11,934,157,605","11,136,697,490","8,265,983,809","6,694,016,341","5,966,905,845","6,168,103,889","5,837,098,729","5,930,025,913","4,781,690,871","4,196,800,234","4,144,592,541","3,861,339,595","3,104,712,559","2,655,491,163","2,421,371,112","1,831,160,649","2,352,972,557","2,413,644,494","2,686,167,272","2,991,431,568","3,039,082,690","3,161,513,410","2,366,934,478","1,850,241,451","3,359,303,628","3,213,456,692","2,675,556,264","2,858,237,221","2,480,484,863","2,356,570,864","2,063,221,158","1,963,092,561","1,804,271,246","2,125,984,637","2,064,606,879","2,650,508,831","2,477,665,247","3,144,795,701","2,594,695,999","3,637,414,599","3,867,139,599","3,999,574,999","4,622,799,999","3,621,685,718","3,444,199,999","3,231,999,999","2,824,599,999","2,532,399,999","2,196,449,999","2,096,022,574","1,976,290,693","1,682,984,159","1,885,723,003","1,478,326,271","1,512,849,999","1,466,849,999","1,523,039,992"
EnterpriseValue,"15,748,148,680","18,536,564,000","17,635,199,000","16,358,620,000","16,341,551,000","15,713,785,000","14,140,002,000","11,182,187,000","10,717,108,000","10,609,096,000","16,203,570,000","15,778,865,000","16,904,082,066","16,288,309,556","15,152,468,000","19,231,394,068","19,562,968,188","16,862,760,473","17,862,750,611","17,031,559,723","17,074,876,000","17,059,276,000","17,351,059,897","14,941,217,000","15,733,747,000","16,239,540,000","15,522,602,000","15,466,685,000","18,353,517,000","18,570,134,000","21,590,366,000","19,709,081,000","20,331,756,000","19,185,272,000","18,879,312,000","17,664,782,000","17,022,511,492","17,913,187,903","16,348,482,000","16,365,150,000","16,229,638,000","16,705,066,000","15,395,081,157","12,651,538,000","17,012,215,000","17,402,825,000","16,436,972,000","14,144,248,000","13,019,700,000","13,792,660,000","11,834,321,000","11,887,320,320","9,916,587,944","7,396,173,541","9,517,516,252","12,412,747,986","12,632,373,964","13,433,703,398","14,135,627,686","17,139,566,037","17,370,806,781","19,346,178,532","18,250,421,249","17,126,157,605","16,328,697,490","12,848,983,809","11,890,016,341","11,162,905,845","11,380,103,889","11,206,098,729","11,541,025,913","10,464,690,871","9,529,800,234","10,217,592,541","9,023,339,595","8,685,712,559","8,368,491,163","8,134,371,112","7,458,160,649","8,070,972,557","8,066,644,494","8,336,167,272","8,737,431,568","8,785,082,690","8,856,513,410","8,061,934,478","7,398,241,451","8,907,303,628","9,100,456,692","7,941,556,264","7,959,237,221","7,589,484,863","7,465,570,864","7,211,221,158","7,318,092,561","6,817,271,246","7,275,984,637","7,296,606,879","7,882,508,831","7,590,665,247","8,389,795,701","6,279,695,999","6,906,414,599","7,225,139,599","7,271,574,999","7,345,799,999","5,827,685,718","5,645,199,999","5,174,999,999","4,759,599,999","4,788,399,999","4,173,449,999","3,810,022,574","4,138,290,693","3,844,984,159","3,970,723,003","3,500,326,271","3,534,849,999","3,641,849,999","3,674,039,992"
PeRatio,"43.639",,,,,,,"89.917","10.728","8.762","11.968","11.604","13.203","12.857","14.127","23.977","23.674","24.526","24.506","22.827","18.455","18.294","17.774","14.971","19.071","22.568","17.837","17","23.329","21.021","33.957","41.824","46.83","74.963","84.522","98.167","129.769","1,749","1,567","802.5","1,582",,,,,,,,,,,,"167.8","8.522","10.662","13.029","12.409","15.162","16.871","29.526","35.03","43.85","53.37","63.694","60.75","56.316","94.75","84.5","291.668",,,,,,,,,,,,,,,,"132.778","100","4.896","8.889","12.274","18.25","16.377",,,,"21.131","9.483","9.896","10.882","13.971","12.5","16.444","24.4","34.256","55.7","85.326","142.188","148.441","566.66",,,,,,,,,"24.061","24.687","24.062","25"
ForwardPeRatio,"26.178","35.336","158.73","31.447",,,,,,"13.245","15.898","13.387","13.441","14.265",,"26.738","22.272","27.855","27.174","26.042","25.381","28.902","16.077","13.158","12.195","13.569","12.658","13.072","11.696","11.962","14.245","13.021","17.544","16.835","19.96","14.535","20.79","21.978","15.385","17.637","17.123","47.847","112.36","47.847","39.526","37.453","238.095","285.714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"0.747","0.421","0.422","0.443",,"5.321","4.569","18.547","18.128","17.362","16.917","19.287",,,,,,,,"5.978","7.121","1.058","1.427","1.37","1.622","1.182","1.691","1.786","1.25","1.435","1.391","4.45","10.273","4.539","3.298","3.122","26.474","32.178",,,,"-5.143",,,,"-7.864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.142","4.775","5.703","7.618","12.464","7.342","3.861","2.055","1.52","1.476","2.488","2.315","2.424","2.534","2.241","2.858","2.893","2.557","2.726","2.522","2.488","2.556","2.581","2.141","2.245","2.334","2.239","2.312","2.883","2.966","3.351","3.047","3.184","2.93","2.51","2.284","2.194","2.381","2.133","2.199","2.177","2.277","2.086","1.545","2.425","2.586","2.721","2.193","2.052","2.198","1.648","1.519","0.994","0.425","0.787","1.348","1.379","1.625","1.742","2.248","2.371","2.611","2.387","2.167","2.067","2.812","1.764","1.573","1.64","1.586","1.624","1.335","1.172","1.181","1.072","0.815","0.738","0.674","0.505","0.646","0.665","0.714","0.763","0.775","0.756","0.569","0.614","1.115","1.305","1.775","2.575","2.302","2.187","1.918","1.637","1.408","0.654","0.612","0.786","0.704","0.84","1.859","2.719","3.118","3.517","6.099","4.616","4.792","4.996","3.949","7.481","4.432","2.694","1.21","1.039","1.151","0.892","0.915","0.892","0.927"
PbRatio,"1.722","2.156","2.029","1.871","1.985","1.882","1.612","1.133","1.077","1.063","1.765","1.664","1.77","1.869","1.686","2.187","2.196","1.977","2.072","1.924","1.921","1.971","1.96","1.602","1.71","1.764","1.654","1.615","2.04","2.08","2.456","2.194","2.275","2.115","2.031","1.857","1.785","1.904","1.664","1.672","1.672","1.764","1.539","1.136","1.778","1.892","1.915","1.568","1.459","1.583","1.238","1.221","0.862","0.378","0.734","1.279","1.306","1.568","1.666","2.232","2.274","2.68","2.44","2.296","2.142","2.868","2.885","2.572","2.658","2.468","2.881","2.394","2.039","2.359","2.149","1.806","2.171","1.98","1.482","1.851","1.488","1.616","2.261","2.297","2.489","1.864","1.413","2.566","2.556","1.883","2.292","2.36","2.242","1.928","1.684","1.199","1.435","1.548","1.987","1.902","2.399","2.252","2.802","3.149","2.285","2.658","2.1","2.037","1.927","2.615","3.797","3.254","3.128","2.945","2.508","2.686","1.995","2.042","2.012","2.086"
EnterprisesValueRevenueRatio,"4.417","17.259","17.671","19.382","25.18","39.383","52.959","56.476","104.05","10.085","12.147","12.503","11.399","11.718","11.133","14.805","12.887","12.528","13.291","13.582","11.849","12.655","12.978","11.538","10.784","12.128","11.636","12.018","12.666","14.1","16.356","15.231","14.208","14.656","14.579","14.444","11.988","14.273","9.445","13.592","11.864","16.959","9.285","11.078","13.127","19.272","11.002","14.06","11.687","16.759","8.972","13.034","9.32","8.386","5.779","10.627","8.927","12.697","7.888","14.212","12.488","18.656","10.742","15.089","13.473","15.152","9.635","13.273","11.46","13.699","10.492","12.919","10.28","12.63","8.594","11.55","11.011","9.307","9.265","6.898","10.16","10.565","9.436","9.549","11.211","7.927","8.643","10.504","9.082","9.107","9.364","31.755","31.237","36.237","39.557","15.529","25.176","35.944","23.116","24.725","3.393","21.432","17.18","20.942","19.186","29.861","21.584","22.402","19.31","28.501","28.673","32.103","22.952","37.621","10.42","11.996","7.71","9.134","10.144","12.206"
EnterprisesValueEBITDARatio,"13.658","59.795","32.597","94.558","126.679","1,964.223","162.529","-71.224","-54.96","65.895","46.831","27.019","32.823","40.318","25.509","21.929","42.344","34.985","49.209","46.534","37.119","45.613","50.883","43.058","26.223","41.113","38.233","47.884","39.812","57.851","45.358","51.866","50.703","64.597","70.445","69.274","41.417","63.976","41.389","71.464","46.637","94.915","44.112","62.017","53.836","121.698","57.472","90.091","52.711","106.92","44.49","85.52","45.489","42.507","23.617","47.558","31.191","53.735","26.226","58.899","43.104","77.385","40.647","70.189","48.026","62.678","39.502","72.019","44.628","61.236","47.299","79.278","43.916","60.103","-2.159","5.554","70.919","42.588","44.131","-1.979","5.042","56.709","4.928","37.704","45.889","-1.841","4.367","48.148","4.737","33.228","-17.007","16.392","46.084","58.155","64.194","-10.821","14.94","54.049","14.517","15.091","14.317","37.829","25.206","35.417","35.821","54.013","35.107","42.445","43.125","58.044","55.039","66.245","-381.002","46.498","48.062","60.162","54.693","34.895","38.743","57.407"
