name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,12/31/2005,12/31/2004
TotalAssets,"246,972,000","237,788,000","223,248,000","209,130,000","197,216,000","192,353,926","174,859,821","131,411,800","117,879,651","112,376,230","96,690,559","78,234,360","61,076,840","60,449,962","67,709,813","74,287,576","79,128,255","85,387,430","34,631,315","35,980,125","37,696,938","41,706,853","45,313,216","48,940,846","53,666,043","60,101,570","64,562,756","68,336,766","76,049,740","43,908,086","45,844,501","45,929,396","22,229,580","25,369,554","28,694,977","12,545,202","14,467,991","16,789,245","12,105,212","7,704,075","4,988,771","6,249,257","4,297,751","5,610,089","7,156,103","5,831,488","6,415,388","5,910,974","7,036,578","7,966,382","5,077,858","6,481,298","9,247,635","12,032,968","15,347,957","13,534,735","15,489,238","16,679,922","17,593,489","18,246,796","19,378,543","20,619,479","3,512,007","365,113","789,450","185,376"
	CurrentAssets,"221,191,000","210,106,000","192,795,000","176,305,000","161,533,000","159,243,974","143,342,205","131,163,687","116,943,553","111,363,623","90,579,443","72,055,863","54,862,012","55,187,406","62,480,975","69,086,236","78,935,997","85,187,157","34,416,977","35,752,948","37,456,804","41,453,761","45,055,290","48,673,440","53,478,804","59,901,133","64,356,233","68,264,584","75,969,713","43,827,821","45,764,333","45,855,112","22,168,043","25,320,038","28,639,755","12,484,273","14,401,356","16,726,678","12,085,492","7,681,631","4,965,517","6,228,183","4,268,959","5,573,845","7,100,629","5,775,404","6,355,744","5,845,096","6,964,371","7,887,424","4,994,116","6,390,250","9,146,288","11,915,156","15,217,974","13,396,593","15,342,864","16,531,686","17,447,584","18,176,853","19,335,975","20,587,822","3,006,661","326,835","771,567","183,911"
		CashCashEquivalentsAndShortTermInvestments,"197,796,000","191,266,000","174,792,000","155,275,000","143,299,000","140,278,177","127,108,722","115,052,248","101,750,937","94,518,760","76,544,891","59,920,954","45,632,778","53,481,613","61,664,155","68,408,895","77,943,169","84,013,413","33,906,485","35,131,390","36,526,942","40,405,817","44,744,435","48,022,463","52,454,912","58,396,395","62,962,315","67,403,316","71,537,139","39,275,123","41,446,975","45,013,018","21,284,750","23,710,596","27,651,054","11,369,848","13,158,571","15,417,208","11,973,860","7,514,843","4,722,795","6,029,067","2,151,432","3,406,091","6,872,673","5,475,158","6,247,177","5,608,368","6,757,689","7,779,277","4,912,346","6,265,577","8,930,017","11,766,629","15,027,447","13,084,108","14,716,512","15,943,896","16,886,194","17,600,170","19,064,940","20,434,702","3,003,436","324,154","771,127","183,911"
			CashAndCashEquivalents,"178,372,000","171,445,000","154,836,000","135,295,000","127,328,000","130,237,109","117,105,973","115,052,248","101,750,937","89,511,710","44,983,218","23,417,512","19,081,714","16,559,400","10,616,313","9,887,939","19,600,591","57,496,702","7,328,984","8,583,727","9,981,044","13,893,064","17,638,100","18,717,104","22,227,962","28,235,016","32,750,459","37,221,453","41,323,435","9,096,778","11,263,677","14,801,544","1,072,465","2,215,958","12,962,966","879,076","646,045","1,409,939","11,973,860","7,514,843","4,722,795","6,029,067","2,151,432","3,406,091","6,872,673","5,475,158","6,247,177","5,608,368","6,757,689","7,779,277","4,912,346","6,265,577","8,930,017","11,766,629","15,027,447","13,084,108","14,716,512","15,943,896","16,886,194","17,600,170","19,064,940","20,434,702","3,003,436","324,154","771,127","183,911"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,515,429","4,785,426","6,227,534","16,973,126","4,887,381","5,651,425","7,912,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"19,424,000","19,821,000","19,956,000","19,980,000","15,971,000","10,041,068","10,002,749","0","0","5,007,050","31,561,673","36,503,442","26,551,064","36,922,213","51,047,842","58,520,956","58,342,578","26,516,711","26,577,501","26,547,663","26,545,898","26,512,753","27,106,335","29,305,359","30,226,950","30,161,379","30,211,856","30,181,863","30,213,704","30,178,345","30,183,298","30,211,474","20,212,285","21,494,638","14,688,088","10,490,772","12,512,526","14,007,269",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"10,784,000","6,724,000","6,822,000","9,209,000","6,005,000","6,424,210","6,178,571","6,762,262","6,918,563","10,536,997","10,095,352","10,376,427","7,251,381",,,,,,,,,,,,,,,"0","3,500,000",,,,,,,,,,,,"0","0","0","0","0","134,025",,,,"0","0","0","2,691","12,153","17,208","24,167","41,167","63,709","65,559","78,517","86,230","85,787",,,,
			AccountsReceivable,"10,552,000","6,619,000","6,625,000","6,292,000","5,601,000","5,987,426","5,871,893","6,762,262","6,918,563","10,536,997","10,095,352","10,376,427","7,251,381",,,,,,,,,,,,,,,,"3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,691","12,153",,,,,,,,,,,,
			TaxesReceivable,,,,,"761,000","1,368,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
