name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,10/31/2015
TotalAssets,"1,285,800,000","1,292,300,000","1,238,300,000","1,252,900,000","1,292,900,000","1,259,100,000","1,312,300,000","1,409,400,000","1,462,900,000","1,406,000,000","1,347,100,000","1,406,100,000","1,413,300,000","1,374,600,000","1,408,100,000","1,403,100,000","1,358,665,000","1,324,536,000","1,254,432,000","1,246,082,000","1,175,431,000","942,197,000","889,019,000","931,003,000","695,821,000"
	CurrentAssets,"824,600,000","816,900,000","761,000,000","774,300,000","810,100,000","777,300,000","812,000,000","886,800,000","923,800,000","853,400,000","809,100,000","865,200,000","864,600,000","813,600,000","843,100,000","803,200,000","763,514,000","737,700,000","726,832,000","730,225,000","673,262,000","560,981,000","529,730,000","582,435,000","402,512,000"
		CashCashEquivalentsAndShortTermInvestments,"5,900,000","13,900,000","13,300,000","9,200,000","7,700,000","9,100,000","11,400,000","17,300,000","21,500,000","67,300,000","3,300,000","19,800,000","6,500,000","13,500,000","11,900,000","14,700,000","13,152,000","12,743,000","17,838,000","14,132,000","13,950,000","15,137,000","10,821,000","17,266,000","4,968,000"
			CashAndCashEquivalents,"5,900,000","13,900,000","13,300,000","9,200,000","7,700,000","9,100,000","11,400,000","17,300,000","21,500,000","67,300,000","3,300,000","19,800,000","6,500,000","13,500,000","11,900,000","14,700,000","13,152,000","12,743,000","17,838,000","14,132,000","13,950,000","15,137,000","10,821,000","17,266,000","4,968,000"
		Receivables,"222,200,000","249,800,000","248,400,000","198,700,000","231,100,000","207,700,000","229,300,000","239,300,000","217,200,000","230,500,000","253,500,000","236,200,000","281,500,000","225,000,000","266,900,000","232,800,000","251,725,000","224,155,000","243,242,000","243,405,000","223,346,000","187,954,000","181,239,000","160,932,000","113,059,000"
			AccountsReceivable,"222,200,000","249,800,000","213,300,000","198,700,000","231,100,000","207,700,000","229,300,000","239,300,000","217,200,000","230,500,000","253,500,000","236,200,000","281,500,000","225,000,000","266,900,000","232,800,000","251,725,000","224,155,000","243,242,000","243,405,000","223,346,000","187,954,000","181,239,000","160,932,000","113,059,000"
			TaxesReceivable,,,"22,300,000",,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"12,800,000",,,,,,,,,,,,,,,,,,,,,,
		Inventory,"562,900,000","527,600,000","481,700,000","519,700,000","532,900,000","533,200,000","537,200,000","572,300,000","594,000,000","532,700,000","513,400,000","557,900,000","536,300,000","529,800,000","514,000,000","531,500,000","483,906,000","486,724,000","452,380,000","457,835,000","417,630,000","341,495,000","325,633,000","358,202,000","246,962,000"
			RawMaterials,"215,400,000","206,800,000","188,000,000","200,900,000","197,900,000","191,900,000","193,200,000","211,800,000","207,500,000","195,200,000","198,100,000","220,300,000","205,400,000","197,700,000","188,400,000","192,600,000","185,330,000","175,028,000","162,448,000","157,299,000","137,895,000","116,851,000","112,423,000","119,486,000","86,533,000"
