name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"4,727,535,000","4,372,929,000","3,786,591,000","3,696,822,000","3,603,160,000","3,256,431,000","3,306,840,000","3,264,551,000","3,402,561,000","3,376,240,000","3,441,027,000","3,672,513,000","3,662,423,000","2,806,687,000","2,827,098,000","2,924,050,000","2,974,514,000","2,561,477,000","2,378,479,000","2,266,416,000","1,811,919,000","1,563,765,000","1,367,508,000","1,431,565,000","1,487,511,000","1,344,018,000"
	CurrentAssets,"2,601,749,000","2,283,877,000","1,757,609,000","1,690,292,000","1,752,353,000","1,494,225,000","1,620,394,000","1,592,028,000","1,727,471,000","1,690,681,000","1,723,757,000","1,910,886,000","1,943,519,000","1,888,162,000","1,843,848,000","1,966,953,000","2,122,134,000","1,798,907,000","1,548,247,000","1,541,726,000","1,324,752,000","1,132,705,000","1,063,567,000","1,130,107,000","1,171,858,000","1,058,196,000"
		CashCashEquivalentsAndShortTermInvestments,"139,480,000","267,332,000","132,795,000","191,507,000","256,870,000","166,072,000","482,640,000","227,902,000","109,406,000","147,521,000","130,234,000","101,260,000","69,985,000","138,557,000","125,366,000","212,442,000","331,301,000","224,163,000","163,225,000","252,161,000","174,734,000","114,196,000","115,066,000","63,137,000","19,956,000","92,025,000"
			CashAndCashEquivalents,"139,480,000","267,332,000","132,795,000","191,507,000","256,870,000","166,072,000","482,640,000","227,902,000","109,406,000","147,521,000","130,234,000","101,260,000","69,985,000","138,557,000","125,366,000","212,442,000","331,301,000","224,163,000","163,225,000","252,161,000","174,734,000","114,196,000","115,066,000","63,137,000","19,956,000","92,025,000"
		Receivables,"252,106,000","159,385,000","218,733,000","246,773,000","254,893,000","131,597,000","167,139,000","255,930,000","126,783,000","126,794,000","175,550,000","218,369,000","204,232,000","138,925,000","186,804,000","220,934,000","182,106,000","126,108,000","153,199,000","159,278,000","131,783,000","87,500,000","114,614,000","125,678,000","120,358,000","78,248,000"
			AccountsReceivable,"252,106,000","138,815,000","218,733,000","246,773,000","254,893,000","109,601,000","167,139,000","255,930,000","126,783,000","106,907,000","175,550,000","218,369,000","204,232,000","113,856,000","186,804,000","220,934,000","182,106,000","102,667,000","153,199,000","159,278,000","131,783,000","70,368,000","114,614,000","125,678,000","120,358,000","66,430,000"
				GrossAccountsReceivable,,,,,,,"170,497,000","259,387,000","130,234,000",,,,,,,,,,,,,"90,420,000","120,531,000","130,797,000","125,613,000",
				AllowanceForDoubtfulAccountsReceivable,,,,,,,"-3,358,000","-3,457,000","-3,451,000",,,,,,,,,,,,,"-2,920,000","-5,917,000","-5,119,000","-5,255,000",
			OtherReceivables,,"25,281,000",,,,"25,389,000",,,,"23,424,000",,,,"29,467,000",,,,"26,141,000",,,,"20,052,000",,,,"16,937,000"
			ReceivablesAdjustmentsAllowances,,"-4,711,000",,,,"-3,393,000",,,,"-3,537,000",,,,"-4,398,000",,,,"-2,700,000",,,,"-2,920,000",,,,"-5,119,000"
