name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987
TotalAssets,"4,529,000,000","4,865,000,000","5,351,000,000","5,378,000,000","5,598,000,000","5,558,000,000","5,745,000,000","5,865,000,000","6,454,000,000","7,311,000,000","7,343,000,000","7,353,000,000","7,471,000,000","6,166,000,000","6,472,000,000","6,359,000,000","6,390,000,000","6,323,000,000","5,397,000,000","5,412,000,000","5,435,000,000","5,540,000,000","5,881,000,000","6,173,000,000","6,034,000,000","6,442,000,000","6,459,000,000","6,360,000,000","6,548,000,000","6,844,000,000","6,780,000,000","6,973,000,000","7,111,000,000","7,477,000,000","3,651,772,000","3,747,565,000","3,791,647,000","4,010,779,000","3,949,850,000","3,957,312,000","4,125,149,000","4,250,984,000","4,170,491,000","4,335,024,000","4,508,053,000","4,569,437,000","4,700,937,000","4,520,142,000","4,634,801,000","4,890,346,000","4,905,236,000","5,266,640,000","4,851,495,000","5,268,226,000","7,219,413,000","7,318,382,000","7,353,052,000","7,256,540,000","6,946,171,000","6,646,967,000","6,735,493,000","6,570,102,000","6,401,273,000","6,207,685,000","5,981,648,000","6,098,525,000","6,146,410,000","6,444,387,000","6,466,565,000","6,767,351,000","6,435,440,000","6,197,177,000","6,209,953,000","6,145,242,000","5,801,687,000","5,492,785,000","4,659,623,000","4,765,812,000","4,593,266,000","4,585,813,000","4,363,993,000","4,331,643,000","4,181,865,000","3,729,046,000","3,737,549,000","4,196,334,000","4,195,331,000","4,025,665,000","4,170,456,000","4,276,200,000","4,240,300,000","4,293,500,000","4,275,500,000","4,113,000,000","3,779,800,000","3,003,600,000","3,056,800,000","2,981,100,000","2,833,000,000","2,574,600,000","2,656,100,000","2,740,300,000","2,590,800,000","2,499,700,000","2,506,600,000","2,531,200,000","2,151,200,000","2,056,700,000","2,012,200,000","1,904,000,000","1,692,200,000","1,527,600,000","1,530,200,000","1,463,900,000","1,190,500,000","893,700,000","834,900,000","848,400,000","632,600,000","532,500,000","533,500,000","559,300,000","424,300,000","375,500,000","274,600,000","275,100,000","220,800,000","192,700,000","190,600,000","182,200,000","166,300,000","65,200,000","19,600,000"
	CurrentAssets,"2,053,000,000","2,389,000,000","2,876,000,000","2,411,000,000","2,444,000,000","2,355,000,000","2,480,000,000","2,525,000,000","2,700,000,000","3,447,000,000","3,460,000,000","3,389,000,000","3,502,000,000","2,683,000,000","3,010,000,000","2,916,000,000","2,928,000,000","2,871,000,000","2,832,000,000","2,912,000,000","2,924,000,000","2,973,000,000","3,400,000,000","3,845,000,000","3,696,000,000","4,060,000,000","4,025,000,000","3,878,000,000","4,009,000,000","4,218,000,000","4,089,000,000","4,181,000,000","4,245,000,000","4,396,000,000","2,693,779,000","2,474,684,000","2,497,110,000","2,696,190,000","2,599,498,000","2,508,210,000","2,628,441,000","2,744,132,000","2,660,865,000","2,755,867,000","2,892,448,000","3,027,942,000","3,024,482,000","2,859,050,000","2,985,052,000","3,206,329,000","3,224,504,000","3,361,651,000","2,873,763,000","3,122,387,000","3,616,419,000","3,541,006,000","3,666,122,000","3,715,714,000","3,553,590,000","3,406,650,000","3,537,393,000","3,455,125,000","3,428,988,000","3,344,622,000","3,394,803,000","3,530,062,000","3,578,289,000","3,694,951,000","3,695,240,000","3,916,171,000","3,790,132,000","3,601,488,000","3,610,997,000","3,576,728,000","3,309,693,000","3,005,246,000","3,120,154,000","3,209,715,000","3,075,406,000","3,029,084,000","2,846,591,000","2,806,190,000","2,636,613,000","2,263,551,000","2,261,708,000","2,699,089,000","2,596,985,000","2,402,399,000","2,522,451,000","2,631,100,000","2,722,500,000","2,853,400,000","2,904,300,000","2,780,400,000","2,543,700,000","1,996,800,000","2,094,700,000","2,020,600,000","1,898,600,000","1,655,600,000","1,734,700,000","1,821,600,000","1,705,000,000","1,645,900,000","1,688,700,000","1,731,000,000","1,404,300,000","1,353,200,000","1,349,700,000","1,274,200,000","1,109,400,000","983,900,000","1,011,700,000","978,200,000","734,500,000","671,800,000","640,300,000","664,000,000","465,000,000","374,700,000","387,900,000","423,200,000","306,900,000","264,000,000","199,900,000","206,800,000","158,800,000","139,600,000","145,800,000","144,100,000","138,100,000","50,900,000","15,300,000"
		CashCashEquivalentsAndShortTermInvestments,"557,000,000","514,000,000","753,000,000","691,000,000","753,000,000","729,000,000","743,000,000","762,000,000","842,000,000","698,000,000","588,000,000","444,000,000","604,000,000","658,000,000","925,000,000","747,000,000","737,000,000","622,000,000","788,000,000","763,000,000","744,000,000","763,000,000","801,000,000","1,118,000,000","879,000,000","1,069,000,000","958,000,000","867,000,000","927,000,000","1,071,000,000","965,000,000","768,000,000","870,000,000","955,000,000","724,741,000","471,955,000","549,263,000","670,811,000","619,532,000","422,679,000","488,774,000","570,681,000","452,652,000","374,155,000","494,207,000","627,478,000","678,717,000","577,840,000","663,299,000","659,898,000","692,886,000","558,710,000","175,957,000","155,745,000","394,574,000","156,607,000","181,524,000","222,954,000","187,037,000","122,695,000","194,178,000","173,552,000","328,924,000","341,350,000","550,075,000","703,397,000","833,376,000","845,059,000","829,861,000","954,860,000","1,238,708,000","1,055,581,000","1,075,245,000","891,123,000","822,961,000","460,028,000","980,645,000","883,523,000","940,187,000","967,401,000","844,628,000","563,410,000","539,876,000","189,609,000","134,386,000","151,482,000","225,683,000","213,123,000","344,035,000","218,800,000","575,300,000","622,200,000","900,600,000","704,500,000","543,000,000","327,500,000","390,000,000","199,600,000","194,100,000","69,900,000","84,600,000","51,400,000","35,600,000","17,600,000","36,500,000","62,000,000","63,100,000","30,300,000","28,200,000","32,400,000","62,700,000","80,000,000","98,900,000","138,500,000","84,500,000","143,300,000","185,300,000","130,200,000","42,500,000","14,300,000","38,600,000","40,200,000","15,400,000","15,000,000","11,200,000","8,100,000","3,900,000","7,500,000","11,900,000","28,400,000","50,700,000","5,100,000","3,100,000"
			CashAndCashEquivalents,"557,000,000","514,000,000","753,000,000","691,000,000","753,000,000","729,000,000","743,000,000","762,000,000","842,000,000","698,000,000","588,000,000","444,000,000","604,000,000","658,000,000","925,000,000","747,000,000","737,000,000","622,000,000","788,000,000","763,000,000","744,000,000","763,000,000","801,000,000","1,118,000,000","879,000,000","1,069,000,000","958,000,000","867,000,000","927,000,000","1,071,000,000","965,000,000","768,000,000","870,000,000","955,000,000","724,741,000","471,955,000","549,263,000","670,811,000","619,532,000","422,679,000","488,774,000","570,681,000","452,652,000","374,155,000","494,207,000","627,478,000","678,717,000","577,840,000","663,299,000","659,898,000","692,886,000","558,710,000","175,957,000","155,745,000","394,574,000","156,607,000","181,524,000","222,954,000","187,037,000","122,695,000","194,178,000","173,552,000","328,924,000","341,350,000","447,725,000","703,197,000","584,701,000","628,059,000","763,981,000","793,727,000","1,086,429,000","904,562,000","974,287,000","790,889,000","822,961,000","460,028,000","978,863,000","877,088,000","940,187,000","967,401,000","844,628,000","563,410,000","539,876,000","189,609,000","134,386,000","151,482,000","225,683,000","213,123,000","344,035,000","218,800,000","503,300,000","622,200,000","900,600,000","704,500,000","543,000,000","327,500,000","390,000,000","199,600,000","194,100,000","69,900,000","84,600,000","51,400,000","35,600,000","17,600,000","36,500,000","62,000,000","63,100,000","30,300,000","28,200,000","32,400,000","62,700,000","80,000,000","98,900,000","138,500,000","84,500,000","143,300,000","185,300,000","130,200,000","42,500,000","14,300,000","38,600,000","40,200,000","15,400,000","15,000,000","11,200,000","8,100,000","3,900,000","7,500,000","11,900,000","28,400,000","50,700,000","5,100,000","3,100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,350,000","200,000","248,675,000","217,000,000","65,880,000","161,133,000","152,279,000","151,019,000","100,958,000","100,234,000",,,"1,782,000","6,435,000",,,,,,,,,,,,,"72,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"572,000,000","495,000,000","482,000,000","681,000,000","687,000,000","631,000,000","661,000,000","679,000,000","850,000,000","1,642,000,000","1,744,000,000","1,732,000,000","1,780,000,000","885,000,000","950,000,000","905,000,000","942,000,000","931,000,000","693,000,000","652,000,000","688,000,000","687,000,000","718,000,000","1,055,000,000","1,106,000,000","1,166,000,000","1,231,000,000","1,172,000,000","1,201,000,000","1,264,000,000","1,308,000,000","1,306,000,000","1,312,000,000","1,333,000,000","798,147,000","746,645,000","763,200,000","803,944,000","833,895,000","809,353,000","872,839,000","862,831,000","918,580,000","954,264,000","990,080,000","963,787,000","998,792,000","924,865,000","1,009,642,000","1,121,160,000","1,165,003,000","1,137,088,000","1,174,176,000","1,255,735,000","1,450,220,000","1,471,710,000","1,573,663,000","1,511,681,000","1,532,784,000","1,466,714,000","1,506,592,000","1,480,316,000","1,442,229,000","1,314,333,000","1,300,636,000","1,232,107,000","1,279,362,000","1,276,096,000","1,238,991,000","1,303,888,000","1,175,697,000","1,122,352,000","1,094,310,000","1,112,417,000","1,088,935,000","1,068,753,000","752,296,000","771,632,000","792,508,000","756,004,000","763,953,000","781,476,000","821,527,000","783,614,000","796,842,000","896,333,000","852,094,000","773,089,000","796,417,000","849,500,000","810,200,000","742,700,000","659,200,000","721,400,000","659,600,000","448,000,000","422,500,000","494,900,000","444,500,000","382,800,000","366,000,000","401,900,000","393,400,000","337,400,000","346,300,000","380,400,000","326,900,000","290,600,000","268,600,000","266,600,000","270,400,000","186,700,000","174,700,000","165,200,000","113,000,000","39,000,000","41,100,000","62,000,000","49,400,000","31,500,000","24,400,000","35,900,000","20,300,000","17,100,000","7,200,000","15,300,000","14,600,000","10,600,000","8,900,000","13,100,000","7,800,000","2,200,000","500,000"
			AccountsReceivable,"572,000,000","352,000,000","482,000,000","681,000,000","687,000,000","631,000,000","661,000,000","679,000,000","850,000,000","823,000,000","919,000,000","901,000,000","944,000,000","885,000,000","950,000,000","905,000,000","942,000,000","931,000,000","693,000,000","652,000,000","688,000,000","687,000,000","718,000,000","1,055,000,000","1,106,000,000","1,166,000,000","1,231,000,000","1,172,000,000","1,201,000,000","1,264,000,000","1,308,000,000","1,306,000,000","1,312,000,000","1,333,000,000","798,147,000","746,645,000","763,200,000","803,944,000",,,,"882,502,000",,,,,,,,,,,,,"1,450,220,000","1,471,710,000","1,573,663,000","1,511,681,000","1,532,784,000","1,466,714,000","1,506,592,000","1,480,316,000","1,442,229,000","1,314,333,000","1,300,636,000","1,232,107,000","1,279,362,000","1,276,096,000","1,238,991,000","1,303,888,000","1,175,697,000","1,122,352,000","1,094,310,000","1,112,417,000","1,088,935,000","1,068,753,000","752,296,000","771,632,000","792,508,000","756,004,000","763,953,000","781,476,000","821,527,000","783,614,000","796,842,000",,,,,,,,,"721,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"361,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,"0","0","0","0","819,000,000","825,000,000","831,000,000","836,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
