name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
OperatingCashFlow,"231,700,000","-14,600,000","-12,400,000","67,100,000","191,600,000","-124,000,000","97,700,000","172,200,000","209,000,000","-42,700,000","336,000,000","522,000,000","-251,600,000","-10,000,000","132,260,000","226,821,000","99,803,000","35,260,000","250,881,000","145,372,000","87,244,000","102,789,000","80,973,000","256,656,000","150,504,000","118,092,000","116,324,000","112,470,000","72,026,000","1,240,000","127,786,000","210,509,000","-13,388,000","-35,489,000","86,434,000","127,116,000","77,006,000","-52,855,000","232,192,000","34,640,000"
	CashFlowFromContinuingOperatingActivities,"231,700,000","-14,600,000","-12,400,000","67,100,000","191,600,000","-124,000,000","97,700,000","172,200,000","209,000,000","-42,700,000","336,000,000","522,000,000","-251,600,000","-10,000,000","132,260,000","226,821,000","99,803,000","35,260,000","250,881,000","145,372,000","87,244,000","102,789,000","80,973,000","256,656,000","150,504,000","118,092,000","116,324,000","112,470,000","72,026,000","1,240,000","127,786,000","210,509,000","-13,388,000","-35,489,000","86,434,000","127,116,000","77,006,000","-52,855,000","232,192,000","34,640,000"
		NetIncomeFromContinuingOperations,"-504,900,000","-139,900,000","-87,000,000","-124,200,000","-153,800,000","-97,600,000","23,900,000","-116,300,000","-321,100,000","-159,900,000","-436,700,000","-156,500,000","-334,000,000","-2,300,000","-23,283,000","63,843,000","65,922,000","33,735,000","53,581,000","51,157,000","55,464,000","33,562,000","54,466,000","93,831,000","61,961,000","12,580,000","-75,147,000","-80,796,000","45,592,000","39,476,000","47,811,000","96,431,000","28,043,000","64,487,000","-8,913,000","11,288,000","1,121,000","15,900,000","11,450,000","5,284,000"
		DepreciationAmortizationDepletion,"767,300,000","180,200,000","190,500,000","203,000,000","193,600,000","199,200,000","204,500,000","209,900,000","203,500,000","205,400,000","256,400,000","213,500,000","217,300,000","83,700,000","84,829,000","94,280,000","88,944,000","89,405,000","95,469,000","92,090,000","90,052,000","100,401,000","97,603,000","100,953,000","103,559,000","96,938,000","104,015,000","73,762,000","66,269,000","59,454,000","60,638,000","60,385,000","79,020,000","59,461,000","72,751,000","61,928,000","61,039,000","60,898,000","64,124,000","64,856,000"
			DepreciationAndAmortization,"767,300,000","180,200,000","190,500,000","203,000,000","193,600,000","199,200,000","204,500,000","209,900,000","203,500,000","205,400,000","256,400,000","213,500,000","217,300,000","83,700,000","84,829,000","94,280,000","88,944,000","89,405,000","95,469,000","92,090,000","90,052,000","100,401,000","97,603,000","100,953,000","103,559,000","96,938,000","104,015,000","73,762,000","66,269,000","59,454,000","60,638,000","60,385,000","79,020,000","59,461,000","72,751,000","61,928,000","61,039,000","60,898,000","64,124,000","64,856,000"
		DeferredTax,"-91,800,000","2,300,000","10,600,000","-77,000,000","-27,700,000","-53,400,000","-58,100,000","-27,200,000","-31,100,000","-38,300,000","-88,400,000","-67,000,000","-104,000,000","-1,400,000","-16,631,000","-8,006,000","-19,166,000","-5,444,000","-51,499,000","-5,903,000","2,371,000","-16,444,000","-6,639,000","-45,920,000","-37,879,000","-10,440,000","-9,288,000","-58,409,000","-20,506,000","-13,623,000","-1,747,000","-20,036,000","-18,838,000","7,343,000","-55,450,000","8,952,000","14,952,000","-9,176,000","-12,312,000","-5,270,000"
			DeferredIncomeTax,"-91,800,000","2,300,000","10,600,000","-77,000,000","-27,700,000","-53,400,000","-58,100,000","-27,200,000","-31,100,000","-38,300,000","-88,400,000","-67,000,000","-104,000,000","-1,400,000","-16,631,000","-8,006,000","-19,166,000","-5,444,000","-51,499,000","-5,903,000","2,371,000","-16,444,000","-6,639,000","-45,920,000","-37,879,000","-10,440,000","-9,288,000","-58,409,000","-20,506,000","-13,623,000","-1,747,000","-20,036,000","-18,838,000","7,343,000","-55,450,000","8,952,000","14,952,000","-9,176,000","-12,312,000","-5,270,000"
		AssetImpairmentCharge,,,"13,700,000","0",,,"0","0","206,700,000",,"376,100,000",,,,"15,000,000",,,,"0","0","0","0","15,884,000","7,375,000","0","15,293,000","5,450,000","85,334,000",,,"-2,133,000","7,000,000","7,229,000","0","3,727,000","7,320,000","28,848,000","5,634,000","2,636,000","38,271,000"
		StockBasedCompensation,"72,600,000","16,500,000","18,600,000","21,000,000","16,500,000","23,500,000","25,000,000","34,000,000","32,500,000","23,500,000","32,100,000","28,000,000","23,200,000","7,500,000","11,176,000","11,327,000","11,849,000","10,547,000","10,278,000","10,974,000","11,186,000","9,412,000","8,385,000","8,375,000","9,411,000","8,835,000","7,610,000","5,677,000","10,125,000","5,253,000","5,361,000","5,560,000","6,495,000","3,676,000","3,451,000","3,570,000","4,615,000","4,472,000","2,143,000","2,050,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,"-6,910,000","-1,355,000","-5,347,000","-1,381,000","-5,560,000","-5,030,000","-3,750,000","-10,414,000","-828,000","-3,596,000","-5,445,000","-1,542,000",,"0","-8,000","-1,000","-726,000","-3,000"
