name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,12/31/1996,09/30/1996,06/30/1996,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"2,166,571,000","2,123,222,000","2,128,478,000","2,086,524,000","2,055,939,000","2,057,705,000","2,064,753,000","2,056,480,000","2,054,016,000","2,046,443,000","2,117,734,000","2,057,544,000","2,056,619,000","2,068,594,000","2,063,377,000","2,072,315,000","2,000,960,000","2,100,159,000","2,125,731,000","1,998,058,000","1,997,193,000","2,119,371,000","1,999,784,000","1,982,082,000","2,179,487,000","2,186,658,000","2,264,537,000","2,239,619,000","2,237,372,000","2,227,114,000","2,242,010,000","2,231,476,000","2,234,205,000","2,238,559,000","2,136,025,000","2,126,280,000","2,126,691,000","2,151,817,000","2,300,809,000","2,113,379,000","2,121,991,000","2,138,619,000","1,611,697,000","1,619,289,000","1,606,226,000","1,621,057,000","1,505,316,000","1,501,734,000","1,567,758,000","1,564,822,000","1,571,321,000","1,400,457,000","1,399,881,000","1,469,323,000","1,485,605,000","1,485,301,000","1,489,690,000","1,516,583,000","1,549,951,000","1,553,568,000","1,562,251,000","1,462,864,000","1,442,588,000","1,475,970,000","1,453,015,000","1,463,678,000","1,440,283,000","1,444,060,000","1,365,528,000","1,363,829,000","1,358,646,000","1,393,086,000","1,348,726,000","1,358,861,000","1,162,327,000","1,157,830,000","1,144,610,000","1,156,802,000","1,138,136,000","1,146,403,000","1,236,280,000","1,169,955,000","1,028,505,000","991,062,000","925,252,000","930,756,000","923,518,000","906,321,000","897,428,000","903,741,000","906,400,000","784,600,000","729,600,000","709,414,000","683,400,000","675,800,000","433,000,000","28,846,000","28,800,000","28,400,000","28,129,000","27,900,000","28,200,000","30,500,000","30,600,000","30,600,000","30,900,000","31,300,000","31,600,000","32,400,000","33,700,000","34,300,000"
	CurrentAssets,"144,676,000","66,276,000","86,099,000","155,457,000","110,174,000","107,390,000","157,032,000","137,824,000","124,524,000","97,171,000","44,049,000","78,926,000","76,737,000","72,090,000","43,682,000","40,938,000","74,852,000","148,820,000","166,531,000","38,807,000","38,737,000","160,344,000","36,746,000","35,549,000","227,683,000","219,473,000","284,077,000","232,931,000","220,918,000","181,355,000","89,152,000","94,466,000","81,041,000","62,632,000","49,113,000","49,762,000","40,254,000","42,966,000","164,210,000","8,451,000","10,165,000","8,178,000","7,062,000","6,150,000","9,084,000","30,470,000","44,723,000","46,154,000","172,571,000","208,229,000","227,134,000","21,998,000","5,093,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"104,204,000","27,074,000","46,594,000","115,965,000","69,492,000","69,083,000","117,881,000","98,841,000","87,874,000","62,786,000","6,749,000","42,046,000","39,356,000","37,379,000","8,687,000","7,214,000","39,168,000","114,882,000","132,658,000","5,408,000","4,766,000","128,629,000","5,016,000","3,702,000","195,254,000","188,912,000","252,142,000","200,194,000","188,022,000","152,467,000","57,535,000","62,523,000","45,769,000","31,481,000","17,983,000","18,762,000","8,056,000","12,883,000","159,792,000","3,036,000","6,056,000","4,980,000","3,761,000","2,936,000","4,548,000","5,066,000","19,326,000","43,696,000","169,282,000","208,229,000","203,204,000","21,998,000","5,093,000","55,015,000","52,068,000","38,309,000","26,943,000","35,041,000","56,725,000","72,437,000","66,374,000","66,282,000","92,800,000","114,376,000","137,631,000","200,447,000","205,526,000","149,150,000","61,661,000","39,688,000","3,103,000","27,631,000","5,114,000","5,809,000","34,017,000","24,611,000","43,067,000","50,090,000","10,003,000","6,488,000","89,963,000","12,210,000","74,948,000","32,659,000","55,240,000","55,360,000","56,613,000","48,853,000","41,572,000","74,220,000",,,,"6,068,000",,,,"2,455,000",,,"1,290,000",,,,,,,,,,,
			CashAndCashEquivalents,"104,204,000","27,074,000","46,594,000","115,965,000","69,492,000","69,083,000","117,881,000","98,841,000","87,874,000","62,786,000","6,749,000","42,046,000","39,356,000","37,379,000","8,687,000","7,214,000","39,168,000","114,882,000","132,658,000","5,408,000","4,766,000","128,629,000","5,016,000","3,702,000","195,254,000","188,912,000","252,142,000","200,194,000","188,022,000","152,467,000","57,535,000","62,523,000","45,769,000","31,481,000","17,983,000","18,762,000","8,056,000","12,883,000","159,792,000","3,036,000","6,056,000","4,980,000","3,761,000","2,936,000","4,548,000","5,066,000","19,326,000","43,696,000","169,282,000","208,229,000","203,204,000","21,998,000","5,093,000","55,015,000","52,068,000","38,309,000","26,943,000","35,041,000","56,725,000","72,437,000","66,374,000","66,282,000","92,800,000","114,376,000","137,631,000","200,447,000","205,526,000","149,150,000","61,661,000","39,688,000","3,103,000","27,631,000","5,114,000","5,809,000","34,017,000","24,611,000","37,782,000","44,812,000","4,625,000","704,000","84,098,000","3,076,000","66,291,000","24,054,000","49,544,000","49,295,000","56,613,000","48,853,000","41,572,000","74,220,000",,,,"6,068,000",,,,"2,455,000",,,"1,290,000",,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,285,000","5,278,000","5,378,000","5,784,000","5,865,000","9,134,000","8,657,000","8,605,000","5,696,000","6,065,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"40,472,000","39,202,000","39,505,000","39,492,000","40,682,000","38,307,000","39,151,000","38,983,000","36,650,000","34,385,000","37,300,000","36,880,000","37,381,000","34,711,000","34,995,000","33,724,000","35,684,000","33,938,000","33,873,000","33,399,000","33,971,000","31,715,000","31,730,000","31,847,000","32,429,000","30,561,000","31,935,000","32,737,000","32,896,000","28,888,000","31,617,000","31,943,000","35,272,000","31,151,000","31,130,000","31,000,000","32,198,000","30,083,000","4,418,000","5,415,000","4,109,000","3,198,000","3,301,000","3,214,000","4,536,000","25,404,000","25,397,000","2,458,000","3,289,000",,"23,930,000",,,"23,688,000","23,898,000","23,564,000","25,596,000","24,167,000","23,992,000","23,716,000","25,337,000","23,534,000","23,456,000","21,919,000","22,524,000","21,328,000","20,900,000","20,729,000","19,574,000","17,549,000","16,992,000","17,617,000","17,939,000","14,814,000","13,713,000","13,005,000","14,245,000","13,321,000","13,289,000","13,203,000","11,725,000","10,483,000","9,382,000","9,076,000","8,554,000","8,158,000","7,710,000","7,914,000","6,266,000","6,264,000",,,,,,,,"37,000",,,"53,000",,,,,,,"600,000","600,000","700,000",,"800,000"
			AccountsReceivable,"2,988,000","1,621,000","2,427,000","1,903,000","2,686,000","1,519,000","1,790,000","2,779,000","2,903,000","1,392,000","1,752,000","2,308,000","3,428,000","1,403,000","2,092,000","1,807,000","3,199,000","1,876,000","2,203,000","2,014,000","3,320,000","1,945,000","2,013,000","2,303,000","3,055,000","2,234,000","3,788,000","4,538,000","5,856,000","2,838,000","3,581,000","4,468,000","8,184,000","5,248,000","4,581,000","4,806,000","6,263,000","4,754,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"461,000",,,,,,,,,,,,,,,,,,,,,,"600,000","600,000","700,000",,"800,000"
				GrossAccountsReceivable,,,,,,,,,,,,"2,708,000","3,828,000","401,403,000","402,092,000","401,807,000","403,199,000","401,876,000","402,203,000","402,014,000","403,320,000","401,945,000","402,013,000","402,303,000","403,055,000","402,234,000","403,788,000","404,538,000","405,856,000","402,838,000","403,581,000","404,468,000","408,184,000","405,248,000","404,581,000","404,806,000","406,263,000","404,754,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,"-400,000","-400,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000","-400,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"37,484,000","37,581,000","37,078,000","37,589,000","37,996,000","36,788,000","37,361,000","36,204,000","33,747,000","32,993,000","35,548,000","34,572,000","33,953,000","33,308,000","32,903,000","31,917,000","32,485,000","32,062,000","31,670,000","31,385,000","30,651,000","29,770,000","29,717,000","29,544,000","29,374,000","28,327,000","28,147,000","28,199,000","27,040,000","26,050,000","28,036,000","27,475,000","27,088,000","25,903,000","26,549,000","26,194,000","25,935,000","25,329,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,697,000",,,,,,,,,,,,,,,,,,,,,,,,,,
