name,11/30/2021,05/31/2021,11/30/2020,05/31/2020,11/30/2019,05/31/2019,11/30/2018,05/31/2018
TotalAssets,"603,052,478","608,104,194","610,736,291","605,982,884","644,472,107","620,503,265","607,105,166","622,744,725"
TotalLiabilitiesNetMinorityInterest,"139,490,610","141,644,257","154,347,078","174,558,034","185,200,101","163,878,067","167,455,240","168,308,106"
TotalEquityGrossMinorityInterest,"463,561,868","466,459,937","456,389,213","431,424,850","459,272,006","456,625,198","439,649,926","454,436,619"
	StockholdersEquity,"463,561,868","466,459,937","456,389,213","431,424,850","459,272,006","456,625,198","439,649,926","454,436,619"
		CapitalStock,"49,349,422","49,349,422","49,349,422","49,349,422","49,349,411","49,349,369","49,349,369","49,349,369"
			PreferredStock,"49,300,000","49,300,000","49,300,000","49,300,000","49,300,000","49,300,000","49,300,000","49,300,000"
			CommonStock,"49,422","49,422","49,422","49,422","49,411","49,369","49,369","49,369"
		AdditionalPaidInCapital,"368,326,701","368,326,701","368,326,701","370,378,653","370,292,186","391,816,907","391,816,907","396,619,329"
		RetainedEarnings,"45,885,745","48,783,814","38,713,090","11,696,775","39,630,409","15,458,922","-1,516,350","944,098"
TotalCapitalization,"602,266,539","607,414,608","608,573,884","600,648,521","641,346,422","618,981,913","602,006,641","615,386,537"
PreferredStockEquity,"49,300,000","49,300,000","49,300,000","49,300,000","49,300,000","49,300,000","49,300,000","49,300,000"
CommonStockEquity,"414,261,868","417,159,937","407,089,213","382,124,850","409,972,006","407,325,198","390,349,926","405,136,619"
NetTangibleAssets,"463,561,868","466,459,937","456,389,213","431,424,850","459,272,006","456,625,198","439,649,926","454,436,619"
InvestedCapital,"552,966,539","558,114,608","559,273,884","551,348,521","592,046,422","569,681,913","552,706,641","566,086,537"
TangibleBookValue,"414,261,868","417,159,937","407,089,213","382,124,850","409,972,006","407,325,198","390,349,926","405,136,619"
TotalDebt,"138,704,671","140,954,671","152,184,671","169,223,671","182,074,416","162,356,715","162,356,715","160,949,918"
NetDebt,"138,656,560","140,688,951","151,659,173","164,263,466","181,790,663","161,653,899","161,840,933","159,497,350"
ShareIssued,"49,421,511","49,421,511","49,421,511","49,421,511","49,411,062","49,369,459","49,369,459","49,369,459"
OrdinarySharesNumber,"49,421,511","49,421,511","49,421,511","49,421,511","49,411,062","49,369,459","49,369,459","49,369,459"
