name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"1,426,800,000","183,500,000","484,100,000","382,600,000","376,600,000","185,700,000","429,600,000","199,400,000","408,000,000","147,700,000","573,300,000","338,400,000","279,200,000","137,400,000","317,700,000","202,700,000","49,756,000","69,944,000","163,272,000","113,269,000","137,296,000","56,525,000","181,391,000","97,680,000","120,718,000","18,618,000","110,057,000","19,845,000","69,555,000","31,167,000","88,267,000","71,445,000","54,266,000","38,554,000","53,993,000","84,271,000","49,362,000","20,643,000","73,756,000","24,993,000","22,535,000","13,138,000","38,828,000","30,525,000","28,960,000","12,094,000","27,938,000","24,195,000","7,892,000","15,542,000","14,852,000","24,095,000","9,873,000","11,032,000","18,533,000","16,919,000","17,390,000","6,505,000","16,243,000","4,908,000","9,000,000","1,365,000","15,436,000"
	CashFlowFromContinuingOperatingActivities,"1,426,800,000","183,500,000","484,100,000","382,600,000","376,600,000","185,700,000","429,600,000","199,400,000","408,000,000","147,700,000","573,300,000","338,400,000","279,200,000","137,400,000","317,700,000","202,700,000","49,756,000","69,944,000","163,272,000","113,269,000","137,296,000","56,525,000","181,391,000","97,680,000","120,718,000","18,618,000","110,057,000","19,845,000","69,555,000","31,167,000","88,267,000","71,445,000","54,266,000","38,554,000","53,993,000","84,271,000","49,362,000","20,643,000","73,756,000","24,993,000","22,535,000","13,138,000","38,828,000","30,525,000","28,960,000","12,094,000","27,938,000","24,195,000","7,892,000","15,542,000","14,852,000","24,095,000","9,873,000","11,032,000","18,533,000","16,919,000","17,390,000","6,505,000","16,243,000","4,908,000","9,000,000","1,365,000","15,436,000"
		NetIncomeFromContinuingOperations,"797,000,000","171,300,000","251,200,000","184,700,000","189,800,000","174,900,000","197,100,000","159,400,000","169,500,000","99,200,000","141,600,000","95,000,000","121,100,000","80,800,000","58,700,000","57,000,000","-63,750,000","51,250,000","165,339,000","64,227,000","51,151,000","48,147,000","57,023,000","38,747,000","28,221,000","7,005,000","12,098,000","-34,610,000","39,128,000","26,246,000","36,607,000","40,827,000","27,245,000","26,448,000","26,881,000","43,466,000","26,119,000","21,429,000",,,,,,,,"9,834,000","9,176,000","9,854,000","4,362,000","9,021,000","6,022,000","5,607,000","3,491,000","3,898,000","6,469,000","5,586,000","2,221,000","-1,059,000","-173,000","-845,000","359,000","1,787,000","-226,000"
		OperatingGainsLosses,"-16,400,000","2,500,000","-17,400,000","100,000","-1,600,000","-13,600,000","-2,100,000","-11,600,000","-15,000,000","14,700,000","-10,400,000","10,700,000","-31,200,000","-5,200,000","9,300,000","-12,200,000","43,472,000","28,000","171,000","718,000","2,000","973,000","3,000","9,000","152,000","-2,000","-3,000","4,084,000","0","209,000","15,000","-26,000","645,000","53,000","1,000","-6,000","329,000","-7,000","0","12,000","0","1,000","0",,,,"-8,000","1,000","0","-2,000","0","10,000","1,000","2,000","1,059,000","265,000","-40,000","-539,000","-162,000","717,000","27,000",,
			GainLossOnSaleOfPPE,,,"400,000","500,000","100,000","0","600,000","0","300,000","3,700,000","-500,000","300,000","300,000","2,500,000","0","100,000","172,000","28,000","171,000","718,000","2,000","10,000","3,000","9,000","152,000","-2,000","-3,000","130,000","0","209,000","15,000","-26,000","645,000","53,000","1,000","-6,000","329,000","-7,000","0","12,000","0","1,000","0","11,000","0","0","-8,000","1,000","0","-2,000","0","10,000","1,000","2,000","0","15,000","37,000",,,"0","5,000",,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-14,000","-592,000","-162,000","645,000","22,000","-682,000","0"
			GainLossOnInvestmentSecurities,"-1,600,000","3,800,000","-1,700,000","-100,000","-3,600,000","-13,600,000","-6,900,000","-11,800,000","-16,800,000","11,300,000","-8,400,000","10,300,000","-29,300,000","-7,700,000","9,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-26,400,000","-1,300,000","-23,500,000","-2,000,000","400,000","-300,000","1,400,000","-200,000","1,000,000","-700,000","-1,500,000","100,000",,,"700,000","-1,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"1,059,000","250,000","-63,000",,,,"0",,
		DepreciationAmortizationDepletion,"663,500,000","165,600,000","167,200,000","164,900,000","165,800,000","169,500,000","181,200,000","180,000,000","179,400,000","184,700,000","192,400,000","190,100,000","189,900,000","202,800,000","175,600,000","146,200,000","135,328,000","61,372,000","60,310,000","59,666,000","58,656,000","58,557,000","57,773,000","57,470,000","58,167,000","55,273,000","49,994,000","48,737,000","26,107,000","25,996,000","25,338,000","24,661,000","24,896,000","24,936,000","25,339,000","24,699,000","24,990,000","24,752,000","25,194,000","24,735,000","15,680,000","10,205,000","10,742,000","10,492,000","10,612,000","10,378,000","10,372,000","10,059,000","10,184,000","10,113,000","9,321,000","9,109,000","9,025,000","8,573,000","8,746,000","9,090,000","8,744,000","8,730,000","8,483,000","6,988,000","6,768,000","6,803,000","6,569,000"
			DepreciationAndAmortization,"663,500,000","165,600,000","167,200,000","164,900,000","165,800,000","169,500,000","181,200,000","180,000,000","179,400,000","184,700,000","192,400,000","190,100,000","189,900,000","202,800,000","175,600,000","146,200,000","135,328,000","61,372,000","60,310,000","59,666,000","58,656,000","58,557,000","57,773,000","57,470,000","58,167,000","55,273,000","49,994,000","48,737,000","26,107,000","25,996,000","25,338,000","24,661,000","24,896,000","24,936,000","25,339,000","24,699,000","24,990,000","24,752,000","25,194,000","24,735,000","15,680,000","10,205,000","10,742,000","10,492,000","10,612,000","10,378,000","10,372,000","10,059,000","10,184,000","10,113,000","9,321,000","9,109,000","9,025,000","8,573,000","8,746,000","9,090,000","8,744,000","8,730,000","8,483,000","6,988,000","6,768,000","6,803,000","6,569,000"
