name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
OperatingCashFlow,"617,902,000","246,119,000","165,410,000","133,939,000","72,434,000","157,768,000","126,960,000","136,940,000","306,203,000","-20,083,000","104,274,000","399,516,000","84,072,000","-13,602,000","193,824,000","186,209,000","73,441,000","43,093,000","142,087,000","17,774,000","128,754,000","169,753,000","221,273,000","302,392,000","82,905,000","22,372,000","62,366,000","126,548,000","95,283,000","17,547,000","82,025,000","14,196,000","42,851,000","73,665,000","115,707,000","178,395,000","59,749,000","133,412,000","32,506,000","82,221,000","123,992,000","111,765,000","67,125,000","-30,354,000","75,733,000","197,283,000","155,041,000","103,895,000","126,825,000","120,193,000","14,473,000","480,617,000","-544,957,000","171,629,000","60,131,000","113,861,000","176,748,000","87,116,000","52,753,000","96,694,000","-226,077,000","368,007,000","101,311,000","27,951,000","82,496,000","106,068,000","100,320,000","120,074,000","40,055,000","77,693,000","113,669,000","85,426,000","119,209,000","65,197,000","350,337,000","59,224,000","46,231,000","41,009,000","146,773,000","-166,681,000","86,681,000","231,811,000","-79,713,000","38,494,000","84,262,000","-43,452,000","84,553,000","22,920,000","19,783,000","61,896,000","46,100,000","86,100,000","45,500,000","92,400,000","-15,900,000","52,600,000","31,600,000","70,300,000","94,500,000","5,900,000","21,700,000","26,700,000","11,000,000","28,300,000","35,400,000","-500,000","5,900,000","22,800,000","-3,100,000","10,700,000","18,400,000","14,400,000","24,400,000","37,100,000","2,000,000","28,400,000","19,400,000","-11,100,000","24,000,000","-11,400,000","45,900,000","1,500,000","-3,700,000","15,900,000","-6,400,000","-1,400,000","17,700,000","7,200,000","-1,700,000","3,100,000"
	CashFlowFromContinuingOperatingActivities,"617,903,000","246,118,000","165,410,000","133,942,000","72,433,000","157,768,000","126,958,000","136,939,000","306,203,000","-20,082,000","104,277,000","399,514,000","84,073,000","-13,602,000","193,825,000","186,209,000","73,441,000","43,093,000","142,087,000","17,774,000","128,754,000","169,753,000","221,273,000","302,392,000","82,905,000","22,372,000","62,366,000","126,548,000","95,283,000","17,547,000","82,025,000","14,196,000","42,851,000","73,665,000","115,707,000","178,395,000","59,749,000","133,412,000","32,506,000","82,221,000","123,992,000","111,765,000","67,125,000","-30,354,000","75,733,000","197,283,000","155,041,000","103,895,000","126,825,000","120,193,000","14,473,000","480,617,000","-544,957,000","171,629,000","60,131,000","113,861,000","176,748,000","87,116,000","52,753,000","96,694,000","-226,077,000","368,007,000","101,311,000","27,951,000","82,496,000","106,068,000","100,320,000","120,074,000","40,055,000","77,693,000","113,669,000","85,426,000","119,209,000","65,197,000","350,337,000","59,224,000","46,231,000","41,009,000","146,773,000","-166,681,000","86,681,000","231,811,000","-79,713,000","38,494,000","84,262,000","-43,452,000","84,553,000","22,920,000","19,783,000","61,896,000","46,100,000","86,100,000","45,500,000","92,400,000","-15,900,000","52,600,000","31,600,000","70,300,000","94,500,000","5,900,000","21,700,000","26,700,000","11,000,000","28,300,000","35,400,000","-500,000","5,900,000","22,800,000","-3,100,000","10,700,000","18,400,000","14,400,000","24,400,000","37,100,000","2,000,000","28,400,000","19,400,000","-11,100,000","24,000,000","-11,400,000","45,900,000","1,500,000","-3,700,000","15,900,000","-6,400,000","-1,400,000","17,700,000","7,200,000","-1,700,000","3,100,000"
		NetIncomeFromContinuingOperations,"330,955,000","74,262,000","76,877,000","88,810,000","91,006,000","94,301,000","67,002,000","45,214,000","148,717,000","45,838,000","72,104,000","83,339,000","84,661,000","86,686,000","88,984,000","85,930,000","89,192,000","69,456,000","50,010,000","65,001,000","57,983,000","56,270,000","54,833,000","53,816,000","49,091,000","42,534,000","42,791,000","49,438,000","49,400,000","46,672,000","48,738,000","50,207,000","46,365,000","45,199,000","47,758,000","45,658,000","47,888,000","47,388,000","46,628,000","46,395,000","43,317,000","42,633,000","41,125,000","41,339,000","34,382,000","22,853,000","14,008,000","14,304,000","-2,779,000","-26,389,000","-173,237,000","15,994,000","-17,341,000","42,725,000","16,859,000","37,769,000","47,359,000","66,465,000","64,791,000","71,741,000","75,825,000","73,395,000","74,501,000","76,888,000","83,549,000","81,707,000","87,641,000","81,035,000","74,015,000","77,470,000","70,855,000","63,366,000","64,505,000","59,560,000","55,609,000","58,386,000","56,669,000","57,993,000","53,441,000","53,796,000","52,183,000","51,299,000","46,312,000","45,105,000","46,019,000","42,086,000","39,701,000","41,504,000","43,697,000","43,081,000","44,300,000","41,800,000","39,800,000","39,000,000","37,800,000","38,300,000","41,000,000","39,900,000","6,000,000","16,200,000","15,500,000","14,700,000","15,000,000","15,500,000","14,500,000","12,200,000","12,600,000","12,800,000","10,900,000","10,400,000","10,700,000","10,300,000","10,000,000","9,400,000","9,500,000","9,200,000","9,200,000","8,300,000","8,300,000","8,000,000","8,600,000","5,700,000","5,700,000","5,600,000","5,100,000","4,900,000","5,100,000","5,000,000","4,600,000","4,500,000"
		OperatingGainsLosses,"4,541,000","-209,000","10,024,000","-5,228,000","-46,000","-5,772,000","-6,093,000","331,000","-160,457,000","-6,041,000","-423,000","-4,666,000","-1,334,000","-2,247,000","2,456,000","-9,499,000","-31,853,000","107,000","453,000","-6,229,000","2,265,000","-1,921,000","-3,882,000","1,047,000","27,316,000","-33,711,000","-2,603,000","-2,891,000","-3,135,000","-1,096,000","-3,482,000","-26,261,000","-933,000","-1,106,000","-2,669,000","-30,182,000","10,000","-1,136,000","-73,376,000","-5,331,000","39,371,000","47,171,000","-55,938,000","-118,119,000","-51,690,000","107,844,000","-23,702,000","9,721,000","-35,186,000","-63,481,000","-10,936,000","341,012,000","-82,864,000","-290,649,000","31,021,000","11,028,000","-1,068,000","-4,498,000","-12,306,000","-6,059,000","-11,309,000","-12,599,000","-836,000","-3,571,000","-7,240,000","-1,892,000","-13,450,000","-8,197,000","-5,462,000","-4,116,000","-5,069,000","-2,518,000","-3,874,000","-5,411,000","1,276,000","-23,077,000","-19,512,000","-16,458,000","-18,692,000","-8,775,000","-4,395,000","-8,028,000","-10,038,000","-11,889,000","-456,000","-4,704,000","26,983,000","-5,219,000","-7,114,000","-7,001,000","12,500,000","-1,300,000","-4,500,000","-9,700,000","16,800,000","-17,600,000","-11,300,000","5,300,000","33,600,000","-100,000","-200,000","-500,000","-500,000","0","-100,000","-300,000","-100,000","-100,000",,,"0","0",,,"-100,000",,,,"700,000",,,"100,000","600,000","0","-500,000","-400,000","0","0","-300,000","-100,000"
			GainLossOnSaleOfBusiness,"-36,000","0","0","0","-36,000","-1,002,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-44,000","-21,000","0","0","-23,000","39,000","0","-8,000","-3,096,000","-6,118,000","-26,000","-3,788,000","-463,000","-1,680,000","0","-30,000",,,"-75,000","-3,000","-356,000","0","-3,115,000","13,000","-3,116,000","-3,098,000","-4,095,000","-2,796,000","-1,242,000","0","-25,000","-57,000","-34,000","-378,000","18,000","-248,000","-34,000","-300,000","-152,000","-3,506,000","-563,000","-40,000","310,000","744,000","36,000","22,000","1,883,000","-3,365,000","146,000","-23,581,000","395,000","42,000","1,385,000","-10,596,000","35,298,000","13,585,000","718,000","2,940,000","815,000","-1,879,000","-6,075,000","-1,035,000","436,000","-1,164,000",,,"-1,179,000","-1,446,000",,,"719,000","6,000","569,000","-1,931,000","0","-1,000","-1,027,000","326,000","801,000",,,,"0","-476,000","4,000","-246,000","455,000","2,000","5,490,000","1,702,000","1,600,000","0","-1,000,000","-3,600,000","-800,000","0","-11,300,000","5,300,000","33,600,000","-100,000","-200,000","-500,000","-500,000","0","-100,000","-300,000","-100,000","-100,000",,,"0","0",,,"-100,000",,,,"700,000",,,"100,000","600,000","0","-500,000","-400,000","0","0","-300,000","-100,000"
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,"0","0",,,"0","-10,506,000",,,"0",,,,,,,,"0",,,,"270,000","-21,270,000",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"74,397,000","13,883,000","16,413,000","18,384,000","19,329,000","20,662,000","20,361,000","18,214,000","23,428,000","21,420,000","20,839,000","20,881,000","19,532,000","19,277,000","16,664,000","16,751,000","16,534,000","16,057,000","14,862,000","14,814,000","14,839,000","14,495,000","15,023,000","14,978,000","15,415,000","14,438,000","14,599,000","15,196,000","15,820,000","16,248,000","15,876,000","15,858,000","16,551,000","16,810,000","16,993,000","17,020,000","17,261,000","17,968,000","18,945,000","17,504,000","17,095,000","17,610,000","19,037,000","15,224,000","14,837,000","15,074,000","-7,941,000","25,477,000","8,689,000","8,802,000","8,934,000","9,000,000","9,121,000","9,111,000","35,051,000","-5,892,000","13,696,000","13,290,000","13,151,000","13,356,000","13,765,000","14,283,000","3,316,000","14,997,000","26,481,000","8,674,000","20,722,000","21,247,000","35,409,000","5,258,000","19,949,000","15,211,000","14,538,000","15,085,000","9,545,000","13,486,000","35,972,000","8,735,000","-26,803,000","22,525,000","12,257,000","10,717,000","15,816,000","15,688,000","9,248,000","9,532,000","9,310,000","12,245,000","8,270,000","9,824,000","11,100,000","14,500,000","6,700,000","8,400,000","6,000,000","1,700,000","7,500,000","7,400,000","13,400,000","4,500,000","3,800,000","3,400,000","2,800,000","3,300,000","3,400,000","2,700,000","2,600,000","2,700,000","2,300,000","2,300,000","3,500,000","700,000","1,500,000","1,600,000","1,700,000","1,700,000","1,700,000","1,700,000","1,200,000","1,700,000","2,300,000","1,000,000","600,000","1,200,000","1,200,000","1,100,000","400,000","1,200,000","1,200,000","1,000,000"
			DepreciationAndAmortization,"74,397,000","13,883,000","16,413,000","18,384,000","19,329,000","20,662,000","20,361,000","18,214,000","23,428,000","21,420,000","20,839,000","20,881,000","19,532,000","19,277,000","16,664,000","16,751,000","16,534,000","16,057,000","14,862,000","14,814,000","14,839,000","14,495,000","15,023,000","14,978,000","15,415,000","14,438,000","14,599,000","15,196,000","15,820,000","16,248,000","15,876,000","15,858,000","16,551,000","16,810,000","16,993,000","17,020,000","17,261,000","17,968,000","18,945,000","17,504,000","17,095,000","17,610,000","19,037,000","15,224,000","14,837,000","15,074,000","-7,941,000","25,477,000","8,689,000","8,802,000","8,934,000","9,000,000","9,121,000","9,111,000","35,051,000","-5,892,000","13,696,000","13,290,000","13,151,000","13,356,000","13,765,000","14,283,000","3,316,000","14,997,000","26,481,000","8,674,000","20,722,000","21,247,000","35,409,000","5,258,000","19,949,000","15,211,000","14,538,000","15,085,000","9,545,000","13,486,000","35,972,000","8,735,000","-26,803,000","22,525,000","12,257,000","10,717,000","15,816,000","15,688,000","9,248,000","9,532,000","9,310,000","12,245,000","8,270,000","9,824,000","11,100,000","14,500,000","6,700,000","8,400,000","6,000,000","1,700,000","7,500,000","7,400,000","13,400,000","4,500,000","3,800,000","3,400,000","2,800,000","3,300,000","3,400,000","2,700,000","2,600,000","2,700,000","2,300,000","2,300,000","3,500,000","700,000","1,500,000","1,600,000","1,700,000","1,700,000","1,700,000","1,700,000","1,200,000","1,700,000","2,300,000","1,000,000","600,000","1,200,000","1,200,000","1,100,000","400,000","1,200,000","1,200,000","1,000,000"
				Depreciation,"46,150,000","11,680,000","10,399,000","11,909,000","12,162,000","12,038,000","11,860,000","9,588,000","14,148,000","14,971,000","14,445,000","14,894,000","14,452,000","14,358,000","11,980,000","12,024,000","12,041,000","12,208,000","11,913,000","11,813,000","11,736,000","11,505,000","11,313,000","11,207,000","11,854,000","11,060,000","11,380,000","11,556,000","11,964,000","12,268,000","12,258,000","12,189,000","12,740,000","13,094,000","12,973,000","12,722,000","12,048,000","11,968,000","11,874,000","10,905,000","10,688,000","10,144,000","9,408,000","8,302,000","7,891,000","8,027,000","7,703,000","7,421,000","7,435,000","7,549,000","7,548,000","7,614,000","7,736,000","7,725,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
