name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000
OperatingCashFlow,"27,248,000","19,216,000","2,996,000","464,000","4,572,000","5,794,000","10,991,000","18,586,000","27,960,000","4,345,000","20,256,000","-3,038,000","30,125,000","11,831,000","18,266,000","-16,601,000","17,624,000","-3,894,000","14,769,000","-13,129,000","21,339,000","-1,211,000","15,192,000","-7,055,000","31,215,000","-3,651,000","15,251,000","-4,553,000","28,946,000","-2,859,000","14,333,000","-8,669,000","18,352,000","5,245,000","3,094,000","5,327,000","16,916,000","12,977,000","1,360,000","3,706,000","16,570,000","12,793,000","5,434,000","1,573,000","10,984,000","3,923,000","4,046,000","7,111,000","6,490,000","6,699,000","5,094,000","-10,591,000","18,659,000","16,510,000","21,088,000","10,055,000","30,267,000","7,368,000","26,978,000","-7,199,000","46,163,000","17,827,000","25,352,000","-1,195,000","41,478,000","5,547,000","24,390,000","-238,000","31,500,000","9,270,000","24,492,000","2,192,000","18,707,000","-2,665,000","7,822,000","-3,265,000","6,337,000","4,043,000","6,401,000","218,000","5,552,000","7,238,000","3,720,000","-1,182,000","8,566,000","7,285,055","2,102,432","2,957,513"
	CashFlowFromContinuingOperatingActivities,"27,248,000","19,216,000","2,996,000","464,000","4,572,000","5,794,000","10,991,000","18,586,000","27,960,000","4,345,000","20,256,000","-3,038,000","30,125,000","11,831,000","18,266,000","-16,601,000","17,624,000","-3,894,000","14,769,000","-13,129,000","21,339,000","-1,211,000","15,192,000","-7,055,000","31,215,000","-3,651,000","15,251,000","-4,553,000","28,946,000","-2,859,000","14,333,000","-8,669,000","18,352,000","5,245,000","3,094,000","5,327,000","16,916,000","12,977,000","1,360,000","3,706,000","16,570,000","12,793,000","5,434,000","1,573,000","10,984,000","3,923,000","4,046,000","7,111,000","6,490,000","6,699,000","5,094,000","-10,591,000","18,659,000","16,510,000","21,088,000","10,055,000","30,267,000","7,368,000","26,978,000","-7,199,000","46,163,000","17,827,000","25,352,000","-1,195,000","41,478,000","5,547,000","24,390,000","-238,000","31,500,000","9,270,000","24,492,000","2,192,000","18,707,000","-2,665,000","7,822,000","-3,265,000","6,337,000","4,043,000","6,401,000","218,000","5,552,000","7,238,000","3,720,000","-1,182,000","8,566,000","7,285,055","2,102,432","2,957,513"
		NetIncomeFromContinuingOperations,"69,896,000","19,420,000","14,305,000","12,923,000","23,248,000","689,000","-992,000","2,284,000","4,067,000","6,942,000","12,337,000","4,939,000","9,369,000","5,796,000","10,564,000","5,741,000","3,981,000","4,595,000","8,138,000","2,112,000","4,437,000","2,884,000","5,692,000","5,638,000","8,677,000","5,957,000","8,676,000","7,133,000","8,108,000","5,989,000","8,016,000","5,395,000","6,859,000","2,279,000","7,095,000","3,653,000","5,315,000","4,493,000",,,,,,,,"753,000","17,471,000","1,230,000","2,314,000","-4,965,000","-1,912,000","-7,186,000","-6,284,000","2,080,000","9,476,000","12,492,000","15,902,000","8,665,000","13,036,000","11,582,000","16,058,000","13,099,000","14,657,000","10,951,000","15,745,000","13,768,000","16,025,000","15,059,000","15,712,000","13,160,000","15,599,000","11,585,000","10,730,000","5,786,000","4,405,000","3,413,000","4,089,000","2,666,000","3,308,000","2,479,000","2,681,000","2,673,000","3,616,000","4,321,000","4,552,000","4,141,897","2,786,778","2,224,325"
		OperatingGainsLosses,"-641,000","-1,045,000","290,000","86,000","28,000","392,000","139,000","28,000","417,000","1,000","59,000","7,000","-220,000","282,000","60,000","4,000","2,000",,,"-3,000","-1,000","-21,000","40,000","1,000",,"3,000","-5,000","-2,000","6,000","8,000","0","1,000","1,000","1,000","43,000","20,000","71,000","21,000","7,000","17,000","424,000","42,000","0","12,000","-21,000","26,000","-1,283,000","1,328,000","1,543,000",,,,,,,,,,,,,,,,,"67,000","0","684,000","5,782,000","69,000","989,000","865,000","7,543,000","751,000","349,000","107,000","1,276,000","157,000","407,000","219,000","4,497,000","232,000","190,000","257,000","1,070,000","1,120,662","403,909","468,429"
			GainLossOnSaleOfBusiness,,"-1,045,000","-3,000","89,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,000","17,000","424,000","42,000","0","12,000",,"26,000","4,000","41,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"8,348,000","2,203,000","2,077,000","2,022,000","2,046,000","2,165,000","2,377,000","2,537,000","2,698,000","2,669,000","2,934,000","2,463,000","2,194,000","2,111,000","2,149,000","2,024,000","2,087,000","2,093,000","1,269,000","940,000","941,000","909,000","808,000","794,000","861,000","897,000","911,000","888,000","877,000","901,000","1,251,000","1,278,000","1,307,000","1,301,000","1,330,000","1,378,000","1,504,000","1,547,000","1,606,000","1,617,000","1,782,000","1,899,000","2,657,000","2,757,000","2,953,000","2,985,000","3,180,000","3,135,000","3,326,000","3,512,000","2,609,000","2,593,000","2,565,000","2,456,000","2,538,000","2,722,000","2,935,000","2,411,000","2,091,000","2,129,000","2,151,000","1,881,000","1,788,000","1,774,000","1,499,000","1,352,000","1,010,000","957,000","996,000","1,050,000","1,032,000","1,024,000","1,154,000","1,095,000","902,000","770,000","613,000","703,000","516,000","430,000","443,000","438,000","427,000","397,000","904,000","888,285","957,649","898,066"
			DepreciationAndAmortization,"8,348,000","2,203,000","2,077,000","2,022,000","2,046,000","2,165,000","2,377,000","2,537,000","2,698,000","2,669,000","2,934,000","2,463,000","2,194,000","2,111,000","2,149,000","2,024,000","2,087,000","2,093,000","1,269,000","940,000","941,000","909,000","808,000","794,000","861,000","897,000","911,000","888,000","877,000","901,000","1,251,000","1,278,000","1,307,000","1,301,000","1,330,000","1,378,000","1,504,000","1,547,000","1,606,000","1,617,000","1,782,000","1,899,000","2,657,000","2,757,000","2,953,000","2,985,000","3,180,000","3,135,000","3,326,000","3,512,000","2,609,000","2,593,000","2,565,000","2,456,000","2,538,000","2,722,000","2,935,000","2,411,000","2,091,000","2,129,000","2,151,000","1,881,000","1,788,000","1,774,000","1,499,000","1,352,000","1,010,000","957,000","996,000","1,050,000","1,032,000","1,024,000","1,154,000","1,095,000","902,000","770,000","613,000","703,000","516,000","430,000","443,000","438,000","427,000","397,000","904,000","888,285","957,649","898,066"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,469,000","1,322,000","980,000","927,000","996,000","1,006,000","978,000","954,000","1,084,000","1,021,000","825,000","693,000","535,000","626,000","438,000","346,000","352,000","347,000","318,000","288,000",,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000","30,000","30,000","30,000","0","44,000","54,000","70,000","70,000","74,000","77,000","77,000","78,000","77,000","78,000","84,000","91,000","91,000","109,000","109,000",,,,
