name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,10/31/2014
TotalAssets,"56,324,000,000","57,873,000,000","57,699,000,000","56,437,000,000","54,132,000,000","53,451,000,000","54,015,000,000","58,239,000,000","54,515,000,000","52,244,000,000","51,803,000,000","50,760,000,000","51,140,000,000","51,758,000,000","55,493,000,000","57,513,000,000","59,876,000,000","61,619,000,000","61,406,000,000","70,931,000,000","67,470,000,000","76,662,000,000","79,679,000,000","78,821,000,000","78,064,000,000","77,352,000,000","81,270,000,000","68,308,000,000","65,300,000,000","65,071,000,000"
	CurrentAssets,"18,172,000,000","19,342,000,000","18,878,000,000","18,745,000,000","16,703,000,000","16,072,000,000","16,556,000,000","21,383,000,000","17,983,000,000","14,751,000,000","15,143,000,000","15,117,000,000","15,000,000,000","15,432,000,000","17,272,000,000","17,467,000,000","19,792,000,000","20,499,000,000","21,444,000,000","23,143,000,000","20,273,000,000","25,525,000,000","28,917,000,000","28,470,000,000","31,147,000,000","27,756,000,000","31,173,000,000","22,793,000,000","22,311,000,000","22,031,000,000"
		CashCashEquivalentsAndShortTermInvestments,"3,027,000,000","3,861,000,000","3,996,000,000","5,293,000,000","4,625,000,000","4,165,000,000","4,233,000,000","8,465,000,000","5,131,000,000","3,171,000,000","3,753,000,000","3,693,000,000","3,585,000,000","3,781,000,000","4,880,000,000","5,193,000,000","6,986,000,000","7,673,000,000","9,579,000,000","7,757,000,000","8,101,000,000","9,858,000,000","12,987,000,000","10,743,000,000","9,010,000,000","8,505,000,000","9,842,000,000","2,774,000,000","2,719,000,000","2,319,000,000"
			CashAndCashEquivalents,"3,027,000,000","3,861,000,000","3,996,000,000","5,293,000,000","4,625,000,000","4,165,000,000","4,233,000,000","8,465,000,000","5,131,000,000","3,171,000,000","3,753,000,000","3,693,000,000","3,585,000,000","3,781,000,000","4,880,000,000","5,193,000,000","6,986,000,000","7,673,000,000","9,579,000,000","7,757,000,000","8,101,000,000","9,858,000,000","12,987,000,000","10,743,000,000","9,010,000,000","8,505,000,000","9,842,000,000","2,774,000,000","2,719,000,000","2,319,000,000"
		Receivables,"6,777,000,000","7,247,000,000","7,911,000,000","7,111,000,000","6,781,000,000","6,816,000,000","7,180,000,000","6,653,000,000","6,240,000,000","6,455,000,000","7,911,000,000","8,006,000,000","6,596,000,000","6,670,000,000","8,611,000,000","6,341,000,000","6,602,000,000","6,613,000,000","8,455,000,000","9,245,000,000","8,767,000,000","9,404,000,000","11,949,000,000","9,981,000,000","10,724,000,000","10,846,000,000","14,986,000,000","10,761,000,000","10,777,000,000","13,339,000,000"
			AccountsReceivable,"2,932,000,000","3,256,000,000","7,705,000,000","3,125,000,000","2,788,000,000","2,769,000,000","6,975,000,000","2,700,000,000","2,438,000,000","2,684,000,000","6,323,000,000","2,786,000,000","2,992,000,000","3,023,000,000","3,117,000,000","6,341,000,000","6,602,000,000","6,613,000,000","2,892,000,000","3,624,000,000","3,585,000,000","5,411,000,000","5,907,000,000","9,981,000,000","10,724,000,000","10,846,000,000","11,456,000,000","10,761,000,000","10,777,000,000","11,397,000,000"
				GrossAccountsReceivable,,,"7,728,000,000",,,,"7,021,000,000",,,,"6,354,000,000",,,,,"6,383,000,000","6,641,000,000","6,648,000,000",,,,,,"10,072,000,000","10,831,000,000","10,955,000,000","11,565,000,000","10,874,000,000","10,890,000,000","11,523,000,000"
				AllowanceForDoubtfulAccountsReceivable,,,"-23,000,000",,,,"-46,000,000",,,,"-31,000,000",,,,,"-42,000,000","-39,000,000","-35,000,000",,,,,,"-91,000,000","-107,000,000","-109,000,000","-109,000,000","-113,000,000","-113,000,000","-126,000,000"
			TaxesReceivable,,,,,,,,,,,"850,000,000","855,000,000",,,"811,000,000",,,,"819,000,000","761,000,000","673,000,000",,"1,060,000,000",,,,"1,538,000,000",,,"1,165,000,000"
			OtherReceivables,"3,874,000,000","4,012,000,000","206,000,000","4,028,000,000","4,039,000,000","4,094,000,000","205,000,000","3,995,000,000","3,840,000,000","3,809,000,000","738,000,000","4,396,000,000","3,637,000,000","3,684,000,000","4,722,000,000","3,435,000,000","3,503,000,000","3,515,000,000","4,786,000,000","4,906,000,000","4,551,000,000","4,062,000,000","5,066,000,000","3,030,000,000","3,017,000,000","2,948,000,000","1,992,000,000",,,"777,000,000"
			ReceivablesAdjustmentsAllowances,"-29,000,000","-21,000,000",,"-42,000,000","-46,000,000","-47,000,000",,"-42,000,000","-38,000,000","-38,000,000",,"-31,000,000","-33,000,000","-37,000,000","-39,000,000",,,,"-42,000,000","-46,000,000","-42,000,000","-69,000,000","-84,000,000",,,,,,,
		Inventory,"5,322,000,000","5,321,000,000","4,511,000,000","3,942,000,000","3,117,000,000","2,791,000,000","2,674,000,000","3,469,000,000","3,476,000,000","2,560,000,000","2,387,000,000","2,216,000,000","2,182,000,000","2,300,000,000","2,447,000,000","2,771,000,000","2,848,000,000","2,431,000,000","2,315,000,000","2,144,000,000","2,041,000,000","1,988,000,000","1,774,000,000","1,848,000,000","2,099,000,000","2,345,000,000","2,198,000,000","2,299,000,000","2,046,000,000","1,884,000,000"
			RawMaterials,"3,298,000,000","3,496,000,000","2,827,000,000","2,569,000,000","1,821,000,000","1,588,000,000","1,477,000,000","2,006,000,000","2,105,000,000","1,315,000,000","1,189,000,000","991,000,000","960,000,000","1,017,000,000","1,173,000,000","1,389,000,000","1,527,000,000","1,120,000,000","1,079,000,000","911,000,000","823,000,000","743,000,000","572,000,000","666,000,000","761,000,000","828,000,000","680,000,000","748,000,000","683,000,000","597,000,000"
			FinishedGoods,"2,024,000,000","1,825,000,000","1,684,000,000","1,373,000,000","1,296,000,000","1,203,000,000","1,197,000,000","1,463,000,000","1,371,000,000","1,245,000,000","1,198,000,000","1,225,000,000","1,222,000,000","1,283,000,000","1,274,000,000","1,382,000,000","1,321,000,000","1,311,000,000","1,236,000,000","1,233,000,000","1,218,000,000","1,245,000,000","1,202,000,000","1,182,000,000","1,338,000,000","1,517,000,000","1,518,000,000","1,551,000,000","1,363,000,000","1,287,000,000"
		PrepaidAssets,,,,,,,,,,,"723,000,000","832,000,000",,,"1,328,000,000",,,,"1,081,000,000","1,365,000,000","1,364,000,000",,"2,207,000,000",,,,"2,937,000,000",,,"2,967,000,000"
		RestrictedCash,,,"336,000,000",,,,,,,,"323,000,000","318,000,000",,,,,,,,"2,632,000,000",,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,210,000,000",,,"1,522,000,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,210,000,000",,,"1,522,000,000"
		AssetsHeldForSaleCurrent,,,,"1,000,000","0","34,000,000","77,000,000","3,000,000","6,000,000","12,000,000","46,000,000","52,000,000","1,000,000","14,000,000","6,000,000","6,000,000","31,000,000","34,000,000","14,000,000","0","0",,,"906,000,000","4,077,000,000",,,,,
		OtherCurrentAssets,"3,046,000,000","2,913,000,000","2,124,000,000","2,398,000,000","2,180,000,000","2,266,000,000","2,392,000,000","2,793,000,000","3,130,000,000","2,553,000,000","2,428,000,000","2,624,000,000","2,636,000,000","2,667,000,000","3,280,000,000","3,156,000,000","3,325,000,000","3,748,000,000","3,085,000,000","6,102,000,000","3,092,000,000","4,275,000,000","4,324,000,000","4,992,000,000","5,237,000,000","6,060,000,000",,"6,959,000,000","6,769,000,000",
	TotalNonCurrentAssets,"38,152,000,000","38,531,000,000","38,821,000,000","37,692,000,000","37,429,000,000","37,379,000,000","37,459,000,000","36,856,000,000","36,532,000,000","37,493,000,000","36,660,000,000","35,643,000,000","36,140,000,000","36,326,000,000","38,221,000,000","40,046,000,000","40,084,000,000","41,120,000,000","39,962,000,000","47,788,000,000","47,197,000,000","51,137,000,000","50,762,000,000","50,351,000,000","46,917,000,000","49,596,000,000","50,097,000,000","45,515,000,000","42,989,000,000","43,040,000,000"
		NetPPE,"5,508,000,000","5,498,000,000","6,497,000,000","5,510,000,000","5,480,000,000","5,573,000,000","6,555,000,000","5,709,000,000","5,588,000,000","5,711,000,000","6,054,000,000","6,000,000,000","6,138,000,000","6,141,000,000","6,138,000,000","6,184,000,000","6,208,000,000","6,338,000,000","6,269,000,000","6,730,000,000","6,692,000,000","9,497,000,000","9,636,000,000","9,579,000,000","9,674,000,000","9,700,000,000","9,886,000,000","8,459,000,000","8,377,000,000","8,520,000,000"
