name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalRevenue,"535,602,000","136,149,000","138,164,000","131,071,000","130,218,000","129,257,000","131,529,000","131,693,000","134,631,000","137,171,000","134,153,000","135,421,000","130,668,000","132,936,000","137,185,000","129,708,000","129,174,000","129,900,000","139,444,000","137,587,000","148,679,000","148,463,000","143,911,000","138,485,000","135,307,000","138,012,000","139,461,000","148,815,000","146,734,000","149,759,000","146,711,000","144,641,000","138,580,000","136,320,000","141,448,000","145,118,000","134,793,000","134,304,000","136,079,000","134,891,000","133,716,000","133,197,000","137,493,000","134,414,000","150,544,000","146,554,000","151,311,000","145,502,000","145,181,000","148,436,000","151,016,000","150,540,000","149,579,000","153,748,000","155,416,000","155,295,000","152,161,000","159,093,000","149,010,000","149,861,000","146,164,000","148,216,000","139,507,000","154,614,000","141,107,000","139,049,000","136,648,000","140,555,000"
	OperatingRevenue,"535,602,000","136,149,000","138,164,000","131,071,000","130,218,000","129,257,000","131,529,000","131,693,000","134,631,000","137,171,000","134,153,000","135,421,000","130,668,000","132,936,000","112,653,000","106,538,000","107,127,000","106,906,000","115,073,000","113,791,000","124,635,000","123,963,000","119,950,000","114,322,000","112,221,000","115,261,000","116,056,000","118,542,000","117,921,000","118,369,000","116,416,000","115,062,000","113,835,000","111,391,000","114,049,000","117,700,000","110,518,000","108,652,000","28,246,000","134,891,000","133,716,000","133,197,000","137,493,000","134,414,000","150,544,000","146,554,000","151,311,000","145,502,000","145,181,000","148,436,000","151,016,000","150,540,000","149,579,000","153,748,000","155,416,000","155,295,000","152,161,000","159,093,000","149,010,000","149,861,000","146,164,000","148,216,000","139,507,000","154,614,000","141,107,000","139,049,000","136,648,000","140,555,000"
CostOfRevenue,"213,130,000","53,622,000","56,083,000","51,767,000","51,658,000","51,424,000","55,302,000","53,293,000","53,148,000","53,190,000","52,582,000","54,613,000","52,380,000","51,805,000","55,163,000","49,679,000","52,637,000","51,859,000","55,377,000","54,090,000","55,779,000","55,384,000","57,496,000","54,867,000","52,280,000","54,188,000","54,608,000","61,677,000","61,479,000","64,236,000","62,002,000","62,027,000","57,136,000","58,271,000","58,559,000","58,767,000","53,009,000","52,892,000","55,097,000","51,645,000","53,699,000","52,782,000","55,453,000","51,062,000","58,740,000","54,957,000","60,401,000","46,612,000","55,497,000","55,369,000","59,390,000","56,675,000","54,552,000","59,194,000","54,862,000","53,726,000","55,401,000","57,290,000","51,456,000","55,678,000","52,782,000","52,263,000","80,926,000","50,460,000","48,217,000","47,416,000","77,372,000","47,430,000"
GrossProfit,"322,472,000","82,527,000","82,081,000","79,304,000","78,560,000","77,833,000","76,227,000","78,400,000","81,483,000","83,981,000","81,571,000","80,808,000","78,288,000","81,131,000","82,022,000","80,029,000","76,537,000","78,041,000","84,067,000","83,497,000","92,900,000","93,079,000","86,415,000","83,618,000","83,027,000","83,824,000","84,853,000","87,138,000","85,255,000","85,523,000","84,709,000","82,614,000","81,444,000","78,049,000","82,889,000","86,351,000","81,784,000","81,412,000","80,982,000","83,246,000","80,017,000","80,415,000","82,040,000","83,352,000","91,804,000","91,597,000","90,910,000","98,890,000","89,684,000","93,067,000","91,626,000","93,865,000","95,027,000","94,554,000","100,554,000","101,569,000","96,760,000","101,803,000","97,554,000","94,183,000","93,382,000","95,953,000","58,581,000","104,154,000","92,890,000","91,633,000","59,276,000","93,125,000"
OperatingExpense,"239,955,000","61,362,000","61,801,000","57,890,000","58,902,000","58,266,000","56,975,000","56,714,000","57,486,000","60,158,000","55,170,000","54,586,000","57,227,000","53,593,000","51,547,000","48,369,000","50,618,000","50,430,000","53,856,000","54,741,000","57,409,000","59,779,000","59,782,000","57,679,000","57,286,000","57,452,000","55,915,000","53,456,000","59,077,000","57,309,000","55,920,000","55,415,000","54,888,000","52,772,000","48,486,000","50,504,000","48,359,000","43,086,000","45,317,000","49,299,000","44,141,000","45,502,000","48,769,000","45,955,000","51,241,000","45,922,000","46,031,000","43,835,000","44,540,000","44,097,000","47,251,000","47,427,000","49,585,000","47,380,000","50,153,000","48,778,000","49,649,000","48,250,000","56,237,000","50,448,000","52,024,000","53,954,000","26,581,000","55,130,000","53,538,000","49,314,000","21,330,000","48,353,000"
	SellingGeneralAndAdministration,"30,596,000","7,595,000","7,835,000","6,955,000","8,211,000","7,251,000","7,415,000","5,469,000","5,937,000","8,643,000","8,159,000","7,950,000","12,418,000","9,368,000","8,226,000","6,677,000","8,258,000","6,552,000","7,880,000","6,618,000","8,036,000","8,596,000","5,726,000","7,429,000","8,328,000","7,864,000","7,642,000","8,236,000","8,083,000","6,407,000","6,306,000","5,814,000","7,145,000","4,555,000","5,205,000","5,841,000","6,288,000","4,549,000","5,137,000","5,508,000","4,865,000","5,257,000","6,207,000","4,673,000","7,697,000","6,824,000","7,823,000","6,806,000","7,952,000","6,630,000","3,989,000","6,644,000","9,329,000","8,308,000","9,253,000","8,511,000","9,623,000","7,648,000","8,461,000","8,891,000","11,093,000","13,347,000","-14,770,000","12,387,000","14,178,000","10,133,000","-14,386,000","10,020,000"
		GeneralAndAdministrativeExpense,"30,596,000","7,595,000","7,835,000","6,955,000","8,211,000","7,251,000","7,415,000","5,469,000","5,937,000","8,643,000","8,159,000","7,950,000","12,418,000","9,368,000","8,226,000","6,677,000","8,258,000","6,552,000","7,880,000","6,618,000","8,036,000","8,596,000","5,726,000","7,429,000","8,328,000","7,864,000","7,642,000","8,236,000","8,083,000","6,407,000","6,306,000","5,814,000","7,145,000","4,555,000","5,205,000","5,841,000","6,288,000","4,549,000","5,136,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"30,596,000","7,595,000","7,835,000","6,955,000","8,211,000","7,251,000","7,415,000","5,469,000","5,937,000","8,643,000","8,159,000","7,950,000","12,418,000","9,368,000","8,226,000","6,677,000","8,258,000","6,552,000","7,880,000","6,618,000","8,036,000","8,596,000","5,726,000","7,429,000","8,328,000","7,864,000","7,642,000","8,236,000","8,083,000","6,407,000","6,306,000","5,814,000","7,145,000","4,555,000","5,205,000","5,841,000","6,288,000","4,549,000","5,136,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"209,359,000","53,767,000","53,966,000","50,935,000","50,691,000","51,015,000","49,560,000","51,245,000","51,549,000","51,515,000","47,011,000","46,636,000","44,809,000","44,225,000","43,321,000","41,692,000","42,360,000","43,878,000","45,976,000","48,123,000","49,373,000","51,183,000","54,056,000","50,250,000","48,958,000","49,588,000","48,273,000","45,220,000","50,994,000","50,902,000","49,614,000","49,601,000","47,743,000","48,217,000","43,281,000","44,663,000","42,071,000","38,537,000","40,180,000","43,791,000","39,276,000","40,245,000","42,562,000","41,282,000","43,544,000","39,098,000","38,208,000","37,029,000","36,588,000","37,467,000","43,262,000","40,783,000","40,256,000","39,072,000","40,900,000","40,267,000","40,026,000","40,602,000","47,776,000","41,557,000","40,931,000","40,607,000","44,971,000","39,998,000","39,360,000","39,181,000","36,952,000","38,269,000"
		DepreciationAndAmortizationInIncomeStatement,"209,359,000","53,767,000","53,966,000","50,935,000","50,691,000","51,015,000","49,560,000","51,245,000","51,549,000","51,515,000","47,011,000","46,636,000","44,809,000","44,225,000","43,321,000","41,692,000","42,360,000","43,878,000","45,976,000","48,123,000","49,373,000","51,183,000","54,056,000","50,250,000","48,958,000","49,588,000","48,273,000","45,220,000","50,994,000","50,902,000","49,614,000","49,601,000","47,743,000","48,217,000","43,281,000","44,663,000","42,071,000","38,537,000","40,180,000","43,791,000","39,276,000","40,245,000","42,562,000","41,282,000","43,544,000","39,098,000","38,208,000","37,029,000","36,588,000","37,467,000","43,262,000","40,783,000","40,256,000","39,072,000","40,900,000","40,267,000","40,026,000","40,602,000","47,776,000","41,557,000","40,931,000","40,607,000","44,971,000","39,998,000","39,360,000","39,181,000","36,952,000","38,269,000"
			DepreciationIncomeStatement,"124,027,000","31,515,000","31,952,000","30,562,000","29,998,000","28,103,000","27,236,000","28,255,000","27,200,000","27,884,000","26,011,000","27,131,000","26,348,000","26,525,000","26,844,000","26,852,000","27,115,000","27,145,000","28,461,000","30,000,000","30,059,000","30,768,000","32,785,000","31,610,000","31,556,000","31,782,000","31,033,000","31,199,000","36,039,000","36,232,000","35,442,000","35,366,000","34,144,000","33,644,000","31,874,000","30,785,000","30,766,000","29,420,000","29,549,000","28,489,000","27,798,000","27,453,000","27,070,000","26,375,000","27,723,000","27,022,000","26,686,000","26,011,000","25,584,000","26,080,000","27,090,000","26,792,000","26,561,000","25,630,000","25,998,000","25,248,000","24,431,000","24,069,000","23,855,000","24,026,000","23,488,000","23,400,000","24,820,000","23,311,000","22,207,000","22,232,000","21,428,000","22,046,000"
			Amortization,"85,332,000","22,252,000","22,014,000","20,373,000","20,693,000","22,912,000","22,324,000","22,990,000","24,349,000","23,631,000","21,000,000","19,505,000","18,461,000","17,700,000","16,477,000","14,840,000","15,245,000","16,733,000","17,515,000","18,123,000","19,314,000","20,415,000","21,271,000","18,640,000","17,402,000","17,806,000","17,240,000","14,021,000","14,955,000","14,670,000","14,172,000","14,235,000","13,599,000","14,573,000","11,407,000","13,878,000","11,305,000","9,117,000","10,631,000","15,302,000","11,478,000","12,792,000","15,492,000","14,907,000","15,821,000","12,076,000","11,522,000","11,018,000","11,004,000","11,387,000","16,172,000","13,991,000","13,695,000","13,442,000","14,902,000","15,019,000","15,595,000","16,533,000","23,921,000","17,531,000","17,443,000","17,207,000","20,151,000","16,687,000","17,153,000","16,949,000","15,524,000","16,223,000"
				AmortizationOfIntangiblesIncomeStatement,"85,332,000","22,252,000","22,014,000","20,373,000","20,693,000","22,912,000","22,324,000","22,990,000","24,349,000","23,631,000","21,000,000","19,505,000","18,461,000","17,700,000","16,477,000","14,840,000","15,245,000","16,733,000","17,515,000","18,123,000","19,314,000","20,415,000","21,271,000","18,640,000","17,402,000","17,806,000","17,240,000","14,021,000","14,955,000","14,670,000","14,172,000","14,235,000","13,599,000","14,573,000","11,407,000","13,878,000","11,305,000","9,117,000","10,631,000","15,302,000","11,478,000","12,792,000","15,492,000","14,907,000","15,821,000","12,076,000","11,522,000","11,018,000","11,004,000","11,387,000","16,172,000","13,991,000","13,695,000","13,442,000","14,902,000","15,019,000","15,595,000","16,533,000","23,921,000","17,531,000","17,443,000","17,207,000","20,151,000","16,687,000","17,153,000","16,949,000","15,524,000","16,223,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,620,000","2,745,000",,,,"64,000"
OperatingIncome,"82,517,000","21,165,000","20,280,000","21,414,000","19,658,000","19,567,000","19,252,000","21,686,000","23,997,000","23,823,000","26,401,000","26,222,000","21,061,000","27,538,000","30,475,000","31,660,000","25,919,000","27,611,000","30,211,000","28,756,000","35,491,000","33,300,000","26,633,000","25,939,000","25,741,000","26,372,000","28,938,000","33,682,000","26,178,000","28,214,000","28,789,000","27,199,000","26,556,000","25,277,000","34,403,000","35,847,000","33,425,000","38,326,000","35,665,000","33,947,000","35,876,000","34,913,000","33,271,000","37,397,000","40,563,000","45,675,000","44,879,000","55,055,000","45,144,000","48,970,000","44,375,000","46,438,000","45,442,000","47,174,000","50,401,000","52,791,000","47,111,000","53,553,000","41,317,000","43,735,000","41,358,000","41,999,000","32,000,000","49,024,000","39,352,000","42,319,000","37,946,000","44,772,000"
NetNonOperatingInterestIncomeExpense,"-52,610,000","-13,898,000","-13,917,000","-12,450,000","-12,345,000","-12,580,000","-13,048,000","-12,725,000","-13,953,000","-15,264,000","-14,844,000","-16,145,000","-15,112,000","-15,493,000","-15,729,000","-15,849,000","-15,687,000","-13,758,000","-15,463,000","-16,183,000","-18,421,000","-18,057,000","-16,566,000","-15,496,000","-16,413,000","-16,385,000","-17,978,000","-18,832,000","-18,172,000","-19,016,000","-18,854,000","-18,654,000","-18,012,000","-18,926,000","-20,043,000","-19,942,000","-18,299,000","-17,650,000","-16,228,000","-15,864,000","-15,658,000","-16,440,000","-16,535,000","-16,327,000","-19,566,000","-13,714,000","-16,887,000","-16,366,000","-17,897,000","-18,122,000","-18,982,000","-17,529,000","-16,171,000","-16,797,000","-18,817,000","-18,722,000","-16,937,000","-16,647,000","-15,648,000","-14,810,000","-14,875,000","-13,941,000","-15,598,000","-14,633,000","-14,864,000","-13,694,000","-12,515,000","-12,454,000"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-392,000","-611,000","-71,000","-1,277,000","68,000","383,000","285,000","97,000","-356,000","0","0","3,460,000","491,000","993,000","1,036,000","969,000","506,000","1,989,000","1,294,000","662,000","873,000","1,076,000","1,119,000","658,000","942,000","806,000","763,000","2,088,000","611,000","949,000","470,000","511,000","677,000","604,000"
