name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalRevenue,"2,792,800,000","726,200,000","685,400,000","689,600,000","691,600,000","698,400,000","708,600,000","591,200,000","514,700,000","663,300,000","719,100,000","711,900,000","719,900,000","695,500,000","678,400,000","680,600,000","696,800,000","689,300,000","683,600,000","645,000,000","630,900,000","625,800,000","588,400,000","581,700,000","626,200,000","609,100,000","666,800,000","601,900,000","628,200,000","588,700,000","660,000,000","657,100,000","663,000,000","674,500,000","645,500,000","634,000,000","609,200,000","608,200,000","527,500,000","555,900,000","567,500,000","577,000,000","-6,646,000,000","2,981,000,000","3,024,000,000","2,760,000,000","3,035,000,000","2,643,000,000","2,739,000,000","2,636,000,000","2,869,700,000","2,697,700,000","2,780,000,000","2,557,100,000","2,945,000,000","2,879,300,000","3,064,100,000","2,806,400,000","2,528,700,000","2,181,200,000","2,223,100,000","2,070,300,000","2,051,300,000","2,001,100,000","2,067,900,000","1,886,700,000","1,633,400,000","1,927,600,000","1,983,200,000","1,883,100,000","1,928,000,000","1,667,700,000","1,652,500,000","1,515,900,000","1,516,800,000","1,375,200,000","1,438,200,000","1,296,400,000","1,244,300,000","1,235,100,000","1,320,100,000","1,185,800,000","1,181,800,000","1,123,600,000","1,184,300,000","1,186,000,000","1,227,200,000","1,172,700,000","1,223,500,000","1,206,000,000","1,242,400,000","1,106,400,000","1,191,700,000","1,091,700,000","1,260,200,000","1,039,100,000","2,154,400,000","2,143,500,000","2,299,100,000","2,060,400,000","2,250,900,000","2,166,600,000","2,231,100,000","2,045,000,000","2,241,000,000","2,201,000,000","2,251,000,000","2,048,000,000","2,337,000,000","2,248,000,000"
	OperatingRevenue,"2,792,800,000","726,200,000","685,400,000","689,600,000","691,600,000","698,400,000","708,600,000","591,200,000","514,700,000","663,300,000","719,100,000","711,900,000","719,900,000","695,500,000","678,400,000","680,600,000","696,800,000","689,300,000","683,600,000","645,000,000","630,900,000","625,800,000","588,400,000","581,700,000","626,200,000","609,100,000","666,800,000","601,900,000","628,200,000","588,700,000","660,000,000","657,100,000","663,000,000","674,500,000","645,500,000","634,000,000","609,200,000","608,200,000","527,500,000","555,900,000","567,500,000","577,000,000","-6,646,000,000","2,981,000,000","3,024,000,000","2,760,000,000","3,035,000,000","2,643,000,000","2,739,000,000","2,636,000,000","2,869,700,000","2,697,700,000","2,780,000,000","2,557,100,000","2,945,000,000","2,879,300,000","3,064,100,000","2,806,400,000","2,528,700,000","2,181,200,000","2,223,100,000","2,070,300,000","2,051,300,000","2,001,100,000","2,067,900,000","1,886,700,000","1,633,400,000","1,927,600,000","1,983,200,000","1,883,100,000","1,928,000,000","1,667,700,000","1,652,500,000","1,515,900,000","1,516,800,000","1,375,200,000","1,438,200,000","1,296,400,000","1,244,300,000","1,235,100,000","1,320,100,000","1,185,800,000","1,181,800,000","1,123,600,000","1,184,300,000","1,186,000,000","1,227,200,000","1,172,700,000","1,223,500,000","1,206,000,000","1,242,400,000","1,106,400,000","1,191,700,000","1,091,700,000","1,260,200,000","1,039,100,000","2,154,400,000","2,143,500,000","2,299,100,000","2,060,400,000","2,250,900,000","2,166,600,000","2,231,100,000","2,045,000,000","2,241,000,000","2,201,000,000","2,251,000,000","2,048,000,000","2,337,000,000","2,248,000,000"
CostOfRevenue,"1,903,900,000","507,800,000","461,500,000","467,600,000","467,000,000","469,400,000","490,000,000","400,600,000","351,100,000","453,900,000","491,100,000","480,600,000","487,900,000","476,700,000","467,900,000","454,100,000","470,800,000","465,100,000","476,200,000","441,900,000","426,500,000","423,500,000","415,000,000","397,800,000","420,600,000","413,800,000","465,500,000","407,000,000","414,300,000","389,700,000","443,100,000","437,200,000","448,200,000","459,700,000","436,900,000","431,100,000","411,400,000","417,700,000","362,700,000","387,100,000","393,800,000","404,000,000","-4,822,000,000","2,127,000,000","2,184,000,000","1,975,000,000","2,127,000,000","1,875,000,000","1,958,000,000","1,908,000,000","2,031,300,000","1,923,300,000","2,001,200,000","1,888,000,000","2,128,300,000","2,068,600,000","2,197,000,000","2,045,500,000","1,828,100,000","1,540,100,000","1,580,700,000","1,486,100,000","1,445,200,000","1,443,200,000","1,491,900,000","1,383,500,000","1,478,100,000","1,306,000,000","1,318,100,000","1,287,700,000","1,279,400,000","1,100,900,000","1,079,000,000","1,007,100,000","983,800,000","903,700,000","949,600,000","846,400,000","776,500,000","798,800,000","882,300,000","784,900,000","743,400,000","744,300,000","779,800,000","777,000,000","749,900,000","636,000,000","768,700,000","792,000,000","827,200,000","736,800,000","793,900,000","734,900,000","867,400,000","775,400,000","1,582,600,000","1,574,100,000","1,704,100,000","1,516,600,000","1,659,300,000","1,632,700,000","1,805,600,000","1,653,000,000","1,796,000,000","1,796,000,000",,,,
GrossProfit,"888,900,000","218,400,000","223,900,000","222,000,000","224,600,000","229,000,000","218,600,000","190,600,000","163,600,000","209,400,000","228,000,000","231,300,000","232,000,000","218,800,000","210,500,000","226,500,000","226,000,000","224,200,000","207,400,000","203,100,000","204,400,000","202,300,000","173,400,000","183,900,000","205,600,000","195,300,000","201,300,000","194,900,000","213,900,000","199,000,000","216,900,000","219,900,000","214,800,000","214,800,000","208,600,000","202,900,000","197,800,000","190,500,000","164,800,000","168,800,000","173,700,000","173,000,000","-1,824,000,000","854,000,000","840,000,000","785,000,000","908,000,000","768,000,000","781,000,000","728,000,000","838,400,000","774,400,000","778,800,000","669,100,000","816,700,000","810,700,000","867,100,000","760,900,000","700,600,000","641,100,000","642,400,000","584,200,000","606,100,000","557,900,000","576,000,000","503,200,000","155,300,000","621,600,000","665,100,000","595,400,000","648,600,000","566,800,000","573,500,000","508,800,000","533,000,000","471,500,000","488,600,000","450,000,000","467,800,000","436,300,000","437,800,000","400,900,000","438,400,000","379,300,000","404,500,000","409,000,000","477,300,000","536,700,000","454,800,000","414,000,000","415,200,000","369,600,000","397,800,000","356,800,000","392,800,000","263,700,000","571,800,000","569,400,000","595,000,000","543,800,000","591,600,000","533,900,000","425,500,000","392,000,000","445,000,000","405,000,000",,,,
OperatingExpense,"479,100,000","123,800,000","198,200,000","115,800,000","44,900,000","115,500,000","161,300,000","241,600,000","115,200,000","83,800,000","144,400,000","78,700,000","146,000,000","128,200,000","142,100,000","128,700,000","145,700,000","113,600,000","138,800,000","75,300,000","146,700,000","146,700,000","151,900,000","49,100,000","156,100,000","144,300,000","155,200,000","92,200,000","49,400,000","141,100,000","173,000,000","100,200,000","160,300,000","166,500,000","147,400,000","156,900,000","156,400,000","153,300,000","131,400,000","131,900,000","116,000,000","136,000,000","-972,000,000","700,000,000","577,000,000","592,000,000","522,000,000","797,000,000","447,000,000","461,000,000","511,100,000","672,800,000","451,200,000","436,900,000","511,900,000","477,700,000","505,000,000","473,200,000","416,600,000","374,400,000","373,700,000","360,300,000","386,700,000","333,200,000","339,200,000","313,000,000","171,100,000","416,700,000","451,700,000","423,700,000","450,700,000","395,000,000","404,300,000","375,100,000","379,900,000","333,100,000","341,200,000","329,900,000","329,400,000","301,300,000","292,700,000","285,300,000","305,400,000","261,600,000","272,100,000","297,600,000","336,000,000","414,100,000","325,600,000","314,000,000","289,900,000","271,400,000","286,600,000","280,900,000","302,200,000","190,700,000","428,200,000","444,800,000","445,000,000","428,700,000","430,500,000","422,400,000","297,400,000","282,000,000","293,000,000","300,000,000",,,,
	SellingGeneralAndAdministration,"369,100,000","98,800,000","84,500,000","93,300,000","98,500,000","88,800,000","87,700,000","80,500,000","80,300,000","101,800,000","108,000,000","111,100,000","108,400,000","92,100,000","103,000,000","108,800,000","106,400,000","108,600,000","100,200,000","115,000,000","109,200,000","109,300,000","115,300,000","98,600,000","120,000,000","112,300,000","115,500,000","103,300,000","115,300,000","107,400,000","138,100,000","122,600,000","125,800,000","133,000,000","143,700,000","125,200,000","124,100,000","120,900,000","67,300,000","116,200,000","98,900,000","119,000,000","-843,000,000","636,000,000","507,000,000","531,000,000","820,000,000","737,000,000","375,000,000","383,000,000","651,500,000","386,100,000","393,900,000","384,000,000","440,100,000","417,000,000","445,800,000","420,600,000","364,200,000","327,600,000","330,900,000","320,000,000","345,400,000","291,500,000","295,500,000","270,300,000","280,800,000","247,900,000","271,600,000","270,900,000","278,700,000","244,600,000","237,600,000","230,200,000","229,900,000","195,900,000","198,600,000","200,300,000","197,100,000","170,600,000","179,200,000","173,300,000","161,600,000","158,200,000","165,700,000","185,800,000","187,800,000","180,600,000","182,400,000","199,000,000","180,500,000","164,000,000","170,100,000","168,700,000","193,800,000","176,400,000","216,000,000","215,400,000","208,100,000","205,200,000","193,500,000","186,400,000","190,400,000","180,000,000","181,000,000","188,000,000",,,,
		GeneralAndAdministrativeExpense,"216,600,000","60,400,000","46,100,000","55,900,000","60,200,000","52,100,000","51,900,000","47,100,000","44,600,000","60,200,000","66,600,000","69,500,000","65,700,000","51,900,000","62,500,000","68,000,000","63,000,000","65,100,000","58,800,000","73,700,000","65,300,000","66,200,000","74,000,000","59,200,000","74,000,000","69,000,000","71,500,000","60,200,000","66,500,000","60,100,000","83,800,000","69,100,000","69,500,000","77,700,000","89,500,000","72,500,000","66,600,000","69,100,000","24,600,000","73,600,000","52,000,000","71,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"216,600,000","60,400,000","46,100,000","55,900,000","60,200,000","52,100,000","51,900,000","47,100,000","44,600,000","60,200,000","66,600,000","69,500,000","65,700,000","51,900,000","62,500,000","68,000,000","63,000,000","65,100,000","58,800,000","73,700,000","65,300,000","66,200,000","71,900,000","59,200,000","74,000,000","69,000,000","71,500,000","60,200,000","66,500,000","60,100,000","83,800,000","69,100,000","69,500,000","77,700,000","89,500,000","72,500,000","66,600,000","69,100,000","24,600,000","73,600,000","52,000,000","71,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"152,500,000","38,400,000","38,400,000","37,400,000","38,300,000","36,700,000","35,800,000","33,400,000","35,700,000","41,600,000","41,400,000","41,600,000","42,700,000","40,200,000","40,500,000","40,800,000","43,400,000","43,500,000","41,400,000","41,300,000","43,900,000","43,100,000","41,300,000","39,400,000","46,000,000","43,300,000","44,000,000","43,100,000","48,800,000","47,300,000","54,300,000","53,500,000","56,300,000","55,300,000","54,200,000","52,700,000","57,500,000","51,800,000","42,700,000","42,600,000","46,900,000","48,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"95,600,000","25,000,000","24,900,000","22,500,000","23,200,000","24,300,000","23,600,000","19,700,000","18,900,000","22,700,000","24,800,000","23,800,000","25,800,000","23,500,000","23,700,000","24,200,000","25,800,000","24,700,000","25,500,000","23,100,000","22,600,000","22,500,000","21,900,000","18,600,000","21,100,000","19,200,000","23,700,000","18,000,000","18,900,000","18,300,000","20,200,000","20,100,000","18,600,000","17,700,000","18,400,000","16,100,000","16,400,000","16,400,000","13,200,000","15,700,000","17,100,000","17,000,000","-129,000,000","64,000,000","70,000,000","61,000,000","70,000,000","60,000,000","60,000,000","63,000,000","84,100,000","63,800,000","57,300,000","52,900,000","71,800,000","60,700,000","59,200,000","52,600,000","52,400,000","46,800,000","42,800,000","40,300,000","41,300,000","41,700,000","43,700,000","42,700,000","-324,100,000","168,800,000","180,100,000","152,800,000","172,000,000","150,400,000","166,700,000","144,900,000","150,000,000","137,200,000","142,600,000","129,600,000","132,300,000","130,700,000","113,500,000","112,000,000","133,800,000","93,000,000","96,100,000","101,800,000","97,200,000","92,700,000","94,300,000","64,200,000","64,500,000","63,700,000","70,200,000","66,000,000","65,000,000","75,500,000","107,200,000","121,000,000","123,100,000","121,200,000","126,700,000","126,000,000",,,,,,,,
