name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,01/31/2012
TotalAssets,"12,799,106,000","10,498,505,000","9,440,883,000","9,113,845,000","8,624,007,000","8,718,411,000","7,845,027,000","7,501,451,000","7,227,503,000","6,816,365,000","6,155,645,000","5,992,156,000","5,824,174,000","5,520,746,000","5,000,299,000","4,765,060,000","4,927,832,000","4,947,424,000","4,564,716,000","3,407,127,000","3,308,741,000","3,166,424,000","2,922,569,000","2,829,804,000","2,776,153,000","2,730,094,000","2,511,153,000","2,443,884,000","2,382,561,000","2,358,633,000","2,232,318,000","2,194,898,000","2,206,690,000","2,176,265,000","1,528,185,000","1,505,973,000","981,255,000","959,080,000","950,148,000","267,155,000","232,638,000"
	CurrentAssets,"7,443,226,000","5,214,065,000","4,693,708,000","4,461,114,000","3,905,797,000","4,802,061,000","3,958,242,000","3,714,181,000","3,450,367,000","3,094,622,000","2,955,420,000","2,789,032,000","2,665,134,000","2,700,596,000","2,271,279,000","3,614,038,000","3,880,809,000","3,956,978,000","3,693,772,000","2,586,224,000","2,533,820,000","2,496,526,000","2,294,595,000","2,430,090,000","2,372,131,000","2,362,308,000","2,157,075,000","2,140,528,000","2,120,993,000","2,109,039,000","2,009,746,000","1,980,810,000","2,013,893,000","2,023,658,000","1,405,602,000","1,395,395,000","893,684,000","884,302,000","881,654,000","209,897,000","183,172,000"
		CashCashEquivalentsAndShortTermInvestments,"6,255,355,000","3,644,161,000","3,554,981,000","3,307,958,000","2,994,529,000","3,535,653,000","2,947,810,000","2,753,538,000","2,599,006,000","1,944,573,000","2,104,596,000","1,926,520,000","1,891,913,000","1,778,418,000","1,582,139,000","2,985,095,000","3,365,668,000","3,267,850,000","3,211,123,000","2,097,790,000","2,115,701,000","1,996,745,000","1,913,795,000","2,067,910,000","2,080,090,000","1,969,459,000","1,896,347,000","1,906,929,000","1,921,535,000","1,857,709,000","1,834,659,000","1,822,382,000","1,865,951,000","1,886,579,000","1,282,695,000","1,294,601,000","805,767,000","790,339,000","797,377,000","122,651,000","111,163,000"
			CashAndCashEquivalents,"2,776,336,000","1,534,273,000","1,297,259,000","1,087,070,000","959,358,000","1,384,181,000","1,067,038,000","1,239,696,000","1,214,213,000","731,141,000","912,748,000","619,514,000","781,772,000","638,554,000","540,430,000","1,693,743,000","1,036,045,000","1,134,355,000","1,336,984,000","748,599,000","498,931,000","539,923,000","386,557,000","405,529,000","404,604,000","300,087,000","219,893,000","230,578,000","270,484,000","298,192,000","192,142,000","262,634,000","246,001,000","581,326,000","183,460,000","437,432,000","219,264,000","84,158,000","442,980,000","36,741,000","57,529,000"
			OtherShortTermInvestments,"3,479,019,000","2,109,888,000","2,257,722,000","2,220,888,000","2,035,171,000","2,151,472,000","1,880,772,000","1,513,842,000","1,384,793,000","1,213,432,000","1,191,848,000","1,307,006,000","1,110,141,000","1,139,864,000","1,041,709,000","1,291,352,000","2,329,623,000","2,133,495,000","1,874,139,000","1,349,191,000","1,616,770,000","1,456,822,000","1,527,238,000","1,662,381,000","1,675,486,000","1,669,372,000","1,676,454,000","1,676,351,000","1,651,051,000","1,559,517,000","1,642,517,000","1,559,748,000","1,619,950,000","1,305,253,000","1,099,235,000","857,169,000","586,503,000","706,181,000","354,397,000","85,910,000","53,634,000"
		Receivables,"778,076,000","1,242,545,000","865,040,000","872,764,000","647,163,000","1,032,484,000","742,744,000","694,289,000","584,219,000","877,578,000","615,508,000","613,425,000","542,843,000","704,680,000","486,044,000","457,496,000","354,209,000","528,208,000","349,309,000","370,557,000","297,894,000","383,908,000","268,945,000","248,658,000","193,100,000","293,407,000","170,851,000","156,282,000","128,493,000","188,357,000","118,943,000","100,534,000","99,136,000","92,184,000","86,961,000","66,972,000","60,345,000","67,437,000","61,099,000","68,481,000","54,467,000"
			AccountsReceivable,"778,076,000","1,242,545,000","865,040,000","872,764,000","647,163,000","1,032,484,000","742,744,000","694,289,000","584,219,000","877,578,000","615,508,000","613,425,000","542,843,000","704,680,000","486,044,000","457,496,000","354,209,000","528,208,000","349,309,000","370,557,000","297,894,000","383,908,000","268,945,000","248,658,000","193,100,000","293,407,000","170,851,000","156,282,000","128,493,000","188,357,000","118,943,000","100,534,000","99,136,000","92,184,000","86,961,000","66,972,000","60,345,000","67,437,000","61,099,000","68,481,000","54,467,000"
				GrossAccountsReceivable,,"1,253,335,000",,,,"1,046,751,000",,,,"884,340,000",,,,"710,645,000",,,,"530,420,000",,,,"386,010,000",,,,"294,999,000",,,,"189,619,000",,,,"92,967,000",,,,"68,050,000","61,877,000","68,994,000","54,728,000"
				AllowanceForDoubtfulAccountsReceivable,,"-10,790,000",,,,"-14,267,000",,,,"-6,762,000",,,,"-5,965,000",,,,"-2,212,000",,,,"-2,102,000",,,,"-1,592,000",,,,"-1,262,000",,,,"-783,000",,,,"-613,000","-778,000","-513,000","-261,000"
		PrepaidAssets,"252,989,000","174,402,000","137,858,000","150,287,000","140,277,000","111,160,000","157,664,000","161,004,000","166,641,000","172,012,000","145,462,000","163,530,000","148,062,000","136,689,000","132,488,000","105,173,000","97,365,000","97,860,000","77,036,000","63,862,000","68,406,000","88,336,000","88,788,000","90,858,000","77,407,000","77,625,000","70,378,000","58,412,000","50,601,000","42,502,000","37,120,000","37,830,000","32,096,000","28,449,000","21,594,000","22,437,000","17,519,000","16,710,000","14,542,000","10,481,000","8,092,000"
