name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"6,853,745,000","6,917,646,000","6,930,646,000","6,843,095,000","6,857,809,000","6,848,699,000","6,944,996,000","6,928,418,000","6,894,105,000","6,953,976,000","6,902,237,000","5,412,694,000","5,323,749,000","5,276,842,000","5,172,739,000","5,142,663,000","5,145,329,000","4,962,115,000","5,243,056,000","5,647,732,000","8,465,011,000","8,542,725,000","8,674,677,000","8,460,615,000","8,469,173,000","8,537,758,000","8,874,743,000","11,093,769,000","10,984,460,000","11,205,455,000","9,917,060,000","9,147,565,000","9,009,727,000","9,240,706,000","6,892,173,000","6,205,206,000","6,227,409,000","6,379,886,000","6,561,363,000","6,463,191,000","6,498,255,000","6,616,450,000","6,544,729,000","6,607,021,000","6,666,689,000","6,816,844,000","6,865,309,000","6,845,886,000","6,956,721,000","7,148,432,000","7,318,572,000","7,422,053,000","8,058,139,000","7,796,814,000","13,418,746,000","13,376,096,000","15,798,160,000","15,887,727,000","16,058,029,000","16,141,918,000","16,658,682,000","16,223,804,000","16,705,874,000","15,808,848,000","15,593,867,000","15,743,396,000","15,770,790,000","15,423,432,000","15,263,578,000","15,399,251,000","15,120,922,000","15,090,155,000","14,929,279,000","14,706,239,000","14,400,688,000","14,292,496,000","14,016,056,000","13,733,014,000","13,111,133,000","13,055,922,000","12,894,048,000","13,096,101,000","12,785,352,000","12,794,186,000","12,711,760,000","12,980,411,000","12,765,115,000","8,924,168,000","8,206,161,000","9,006,400,000","8,935,300,000","7,004,000,000","6,847,300,000","6,979,500,000","6,975,800,000","6,823,800,000","6,936,600,000","6,890,400,000","6,398,900,000","6,322,400,000","6,244,900,000","6,349,600,000","6,245,300,000","6,437,500,000","6,438,700,000","6,503,800,000","3,725,600,000","3,682,900,000","3,652,700,000","3,707,100,000","3,713,000,000","3,747,000,000","3,751,200,000","3,823,800,000","3,787,600,000","3,827,500,000","3,798,700,000","3,609,000,000","3,546,400,000","3,601,600,000","3,575,700,000","3,684,100,000","3,721,900,000","3,688,200,000","3,729,800,000","3,826,100,000","3,770,100,000","3,826,000,000","3,756,900,000","3,782,800,000","3,731,300,000","3,767,000,000","3,792,800,000","3,510,300,000","3,365,900,000","2,313,200,000"
	CurrentAssets,"768,751,000","787,589,000","757,111,000","698,418,000","692,961,000","672,594,000","763,281,000","711,057,000","646,883,000","707,324,000","648,331,000","536,524,000","519,399,000","635,222,000","530,893,000","502,878,000","507,295,000","636,923,000","866,730,000","1,266,281,000","752,255,000","790,688,000","846,252,000","783,411,000","748,054,000","805,159,000","1,065,919,000","1,616,397,000","1,373,468,000","1,480,465,000","2,444,011,000","1,462,627,000","1,571,248,000","1,923,485,000","1,681,815,000","993,853,000","1,005,557,000","1,072,720,000","1,096,202,000","1,046,548,000","1,003,321,000","1,075,545,000","1,056,274,000","1,014,756,000","1,003,873,000","1,139,134,000","1,060,439,000","999,151,000","1,012,183,000","1,049,042,000","1,000,301,000","999,860,000","1,606,318,000","1,245,944,000","1,345,985,000","1,709,624,000","1,313,946,000","1,343,255,000","1,480,908,000","1,584,626,000","1,992,999,000","1,532,019,000","1,508,665,000","1,421,451,000","1,333,380,000","1,462,071,000","1,307,150,000","1,389,484,000","1,341,893,000","1,370,695,000","1,335,705,000","1,272,774,000","1,203,996,000","1,223,261,000","1,242,380,000","1,179,264,000","1,360,329,000","1,133,079,000","1,016,077,000","1,037,633,000","1,036,287,000","1,178,198,000","1,116,874,000","1,185,095,000","1,154,339,000","1,302,336,000","1,257,498,000","1,283,689,000","1,282,323,000","1,075,200,000","982,200,000","885,700,000","806,200,000","906,400,000","897,600,000","868,600,000","954,800,000","884,600,000","772,700,000","743,700,000","688,800,000","766,600,000","775,700,000","822,800,000","798,800,000","854,100,000","675,600,000","630,800,000","580,600,000","650,800,000","613,700,000","614,800,000","639,100,000","758,000,000","645,900,000","659,500,000","605,200,000","631,400,000","588,400,000","607,300,000","551,600,000","636,100,000","626,600,000","626,400,000","603,700,000","668,700,000","638,400,000","638,400,000","605,900,000","671,000,000","632,900,000","667,800,000","665,000,000","601,200,000","570,600,000","473,400,000"
		CashCashEquivalentsAndShortTermInvestments,"43,316,000","56,989,000","51,214,000","57,262,000","12,853,000","40,968,000","164,586,000","173,070,000","35,059,000","29,404,000","9,194,000","29,268,000","3,818,000","135,862,000","23,766,000","24,503,000","8,338,000","98,801,000","383,354,000","65,669,000","79,655,000","76,920,000","107,329,000","102,153,000","79,206,000","129,200,000","117,799,000","219,088,000","135,681,000","118,484,000","1,374,515,000","430,666,000","292,977,000","469,203,000","811,367,000","161,497,000","142,833,000","175,030,000","237,445,000","202,089,000","157,479,000","166,926,000","195,990,000","165,341,000","142,217,000","183,014,000","172,432,000","157,208,000","104,148,000","98,795,000","123,769,000","104,368,000","649,055,000","98,949,000","122,777,000","577,362,000","166,086,000","77,249,000","90,667,000","176,831,000","644,265,000","94,256,000","131,962,000","133,588,000","65,989,000","162,625,000","54,696,000","152,671,000","141,528,000","135,874,000","120,366,000","112,186,000","75,738,000","67,188,000","161,963,000","132,394,000","393,048,000","90,374,000","67,899,000","78,709,000","110,230,000","140,629,000","128,631,000","150,658,000","144,918,000","193,196,000","171,513,000","317,655,000","393,328,000","46,100,000","54,400,000","81,800,000","37,200,000","66,200,000","54,300,000","55,900,000","191,400,000","52,800,000","46,100,000","56,700,000","45,000,000","31,200,000","52,600,000","33,300,000","50,900,000","47,000,000","35,500,000","12,700,000","16,000,000","44,300,000","25,300,000","43,500,000","29,400,000","75,500,000","65,000,000","69,400,000","69,600,000","73,300,000","45,700,000","66,100,000","49,200,000","70,700,000","58,800,000","49,700,000","48,000,000","56,200,000","45,300,000","48,800,000","49,200,000","55,600,000","26,800,000","46,200,000","48,700,000","26,900,000","57,900,000","50,900,000"
			CashAndCashEquivalents,"43,316,000","56,989,000","51,214,000","57,262,000","12,853,000","40,968,000","164,586,000","173,070,000","35,059,000","29,404,000","9,194,000","29,268,000","3,818,000","135,862,000","23,766,000","24,503,000","8,338,000","98,801,000","383,354,000","65,669,000","79,655,000","76,920,000","107,329,000","102,153,000","79,206,000","129,200,000","117,799,000","219,088,000","135,681,000","118,484,000","1,374,515,000","430,666,000","292,977,000","469,203,000","811,367,000","161,497,000","142,833,000","175,030,000","237,445,000","202,089,000","157,479,000","166,926,000","195,990,000","165,341,000","142,217,000","183,014,000","172,432,000","157,208,000","104,148,000","98,795,000","123,769,000","104,368,000","649,055,000","98,949,000","122,777,000","577,362,000","166,086,000","77,249,000","90,667,000","118,323,000","119,421,000","94,256,000","131,942,000","133,569,000","65,961,000","68,803,000","54,696,000","152,671,000","141,528,000","135,874,000","120,366,000","112,186,000","75,738,000","67,188,000","161,963,000","132,394,000","393,048,000","90,374,000","43,187,000","57,204,000","66,195,000","73,905,000","68,730,000","72,648,000","70,568,000","69,954,000","62,863,000","54,329,000","59,571,000","46,100,000","54,400,000","81,800,000","37,200,000","66,200,000","54,300,000","55,900,000","191,400,000","52,800,000","46,100,000","56,700,000","45,000,000","31,200,000","52,600,000","33,300,000","50,900,000","47,000,000","35,500,000","12,700,000","16,000,000","44,300,000","25,300,000","43,500,000","29,400,000","75,500,000","65,000,000","69,400,000","69,600,000","73,300,000","45,700,000","66,100,000","49,200,000","70,700,000","58,800,000","49,700,000","48,000,000","56,200,000","45,300,000","48,800,000","49,200,000","55,600,000","26,800,000","46,200,000","48,700,000","26,900,000","57,900,000","50,900,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,508,000","524,844,000",,"20,000","19,000","28,000","93,822,000",,,,,,,,,,,,,"24,712,000","21,505,000","44,035,000","66,724,000","59,901,000","78,010,000","74,350,000","123,242,000","108,650,000","263,326,000","333,757,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"655,468,000","657,776,000","616,188,000","599,832,000","625,549,000","564,786,000","517,093,000","500,120,000","557,640,000","601,405,000","550,352,000","471,983,000","473,602,000","446,371,000","440,015,000","446,334,000","446,227,000","439,294,000","403,175,000","396,161,000","599,155,000","621,846,000","611,305,000","599,270,000","581,264,000","575,089,000","616,904,000","894,250,000","898,959,000","984,767,000","801,148,000","799,931,000","810,934,000","862,644,000","648,952,000","644,282,000","650,197,000","699,007,000","654,412,000","642,918,000","632,949,000","710,441,000","638,956,000","647,893,000","648,535,000","748,123,000","675,280,000","667,727,000","669,399,000","780,491,000","678,330,000","727,669,000","739,746,000","904,989,000","932,947,000","904,262,000","918,004,000","1,049,183,000","1,161,443,000","1,210,764,000","1,124,862,000","1,215,970,000","1,107,949,000","995,213,000","952,290,000","1,075,922,000","949,229,000","972,774,000","900,106,000","1,032,408,000","918,421,000","914,409,000","855,379,000","973,967,000","806,908,000","823,059,000","737,318,000","880,098,000","756,500,000","770,276,000","729,190,000","871,669,000","752,653,000","802,318,000","767,153,000","931,832,000","851,016,000","779,393,000","695,996,000","881,400,000","721,400,000","664,800,000","609,400,000","717,200,000","594,900,000","665,300,000","607,800,000","683,600,000","589,100,000","576,600,000","532,200,000","616,900,000","572,500,000","614,600,000","559,200,000","621,600,000","500,800,000","513,400,000","433,600,000","517,300,000","471,600,000","480,900,000","403,600,000","584,100,000","413,300,000","429,800,000","383,000,000","454,300,000","400,000,000","429,700,000","381,400,000","444,600,000","410,900,000","432,600,000","405,000,000","469,100,000","429,700,000","448,900,000","421,600,000","485,900,000","446,600,000","467,100,000","458,800,000","439,800,000","401,500,000","321,700,000"
			AccountsReceivable,"641,960,000","642,280,000","601,500,000","588,326,000","613,896,000","550,755,000","503,000,000","485,211,000","541,324,000","581,765,000","521,118,000","455,124,000","454,861,000","425,404,000","407,078,000","414,316,000","430,151,000","406,852,000","382,791,000","382,011,000","577,045,000","595,893,000","597,516,000","580,906,000","561,489,000","556,351,000","557,338,000","858,038,000","831,587,000","912,004,000","768,653,000","773,099,000","781,388,000","834,052,000","627,750,000","623,244,000","628,930,000","678,845,000","631,544,000","623,431,000","614,726,000","693,194,000","621,040,000","630,397,000","630,529,000","717,377,000","642,366,000","647,224,000","653,065,000","759,934,000","654,992,000","676,768,000","685,677,000","846,590,000","880,364,000","863,373,000","868,941,000","956,523,000","931,396,000","974,738,000","952,413,000","1,023,006,000","967,496,000","995,213,000","952,290,000","998,799,000","949,229,000","972,774,000","900,106,000","954,432,000","918,421,000","914,409,000","855,379,000","907,619,000","806,908,000","823,059,000","737,318,000","827,398,000","756,500,000","770,276,000","729,190,000","805,746,000","752,653,000","802,318,000","767,153,000","931,832,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"646,770,000","646,651,000","607,651,000","595,171,000","621,084,000","557,790,000","511,427,000","494,019,000","547,134,000","585,488,000","526,387,000","459,200,000","458,522,000","428,494,000","410,884,000","417,775,000","433,158,000","410,118,000","386,013,000","385,363,000","587,358,000","605,730,000","605,898,000","590,077,000","570,895,000","565,443,000","569,611,000","878,760,000","850,063,000","928,502,000","788,355,000","790,765,000","798,062,000","849,327,000","647,775,000","642,972,000","647,553,000","700,851,000","659,166,000","654,298,000","644,183,000","727,840,000","662,728,000","673,237,000","672,012,000","756,796,000","688,874,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,810,000","-4,371,000","-6,151,000","-6,845,000","-7,188,000","-7,035,000","-8,427,000","-8,808,000","-5,810,000","-3,723,000","-5,269,000","-4,076,000","-3,661,000","-3,090,000","-3,806,000","-3,459,000","-3,007,000","-3,266,000","-3,222,000","-3,352,000","-10,313,000","-9,837,000","-8,382,000","-9,171,000","-9,406,000","-9,092,000","-12,273,000","-20,722,000","-18,476,000","-16,498,000","-19,702,000","-17,666,000","-16,674,000","-15,275,000","-20,025,000","-19,728,000","-18,623,000","-22,006,000","-27,622,000","-30,867,000","-29,457,000","-34,646,000","-41,688,000","-42,840,000","-41,483,000","-39,419,000","-46,508,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"13,508,000","15,496,000","14,688,000","11,506,000","11,653,000","14,031,000","14,093,000","14,909,000","16,316,000","19,640,000","29,234,000","16,859,000","18,741,000","20,967,000","32,937,000","32,018,000","16,076,000","32,442,000","20,384,000","14,150,000","22,110,000","25,953,000","13,789,000","18,364,000","19,775,000","18,738,000","59,566,000","36,212,000","67,372,000","72,763,000","32,495,000","26,832,000","29,546,000","28,592,000","21,202,000","21,038,000","21,267,000","20,162,000","22,868,000","19,487,000","18,223,000","17,247,000","17,916,000","17,496,000","18,006,000","30,746,000","32,914,000","20,503,000","16,334,000","20,557,000","23,338,000","50,901,000","54,069,000","58,399,000","52,583,000","40,889,000","49,063,000","92,660,000","230,047,000","236,026,000","172,449,000","192,964,000","140,453,000",,,"77,123,000",,,,"77,976,000",,,,"66,348,000",,,,"52,700,000",,,,"65,923,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
