name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
TotalAssets,"97,150,000,000","99,440,000,000","133,440,000,000","132,643,000,000","129,811,000,000","125,987,000,000","122,750,000,000","121,266,000,000","116,107,000,000","119,950,000,000","121,073,000,000","118,374,000,000","115,834,000,000","112,249,000,000","114,490,000,000","113,369,000,000","113,289,000,000","112,422,000,000","113,632,000,000","110,865,000,000","110,243,000,000","108,610,000,000","108,537,000,000","107,284,000,000","105,947,000,000","104,656,000,000","105,849,000,000","107,117,000,000","108,064,000,000","108,533,000,000","108,310,000,000","110,233,000,000","124,291,000,000","123,520,000,000","122,285,000,000","121,480,000,000","126,612,000,000","126,947,000,000","126,988,000,000","125,535,000,000","125,933,000,000","125,563,000,000","126,959,000,000","129,023,000,000","130,425,000,000","130,874,000,000","132,534,000,000","130,810,000,000","132,386,000,000","132,652,000,000","135,504,000,000","133,091,000,000","130,371,000,000","134,798,000,000","143,574,000,000","150,833,000,000","152,210,000,000","156,408,000,000","159,373,000,000","160,537,000,000","160,089,000,000","157,554,000,000","160,324,000,000","157,094,000,000","156,807,000,000","156,072,000,000","156,131,000,000","154,943,000,000","151,466,000,000","149,725,000,000","147,772,000,000","139,808,000,000","138,042,000,000","134,142,000,000","130,262,000,000","127,054,000,000","120,348,000,000","117,426,000,000","116,732,000,000","115,227,000,000","112,256,000,000","109,175,000,000","108,606,000,000","108,265,000,000","106,453,000,000","104,808,000,000","105,702,000,000","103,410,000,000","100,206,000,000","98,119,000,000","90,322,000,000","89,414,000,000","89,423,000,000","87,691,000,000","85,397,000,000","85,123,000,000","84,536,000,000","80,918,000,000","79,990,000,000","77,106,000,000","74,415,000,000","74,508,000,000","72,213,000,000","71,664,000,000","70,399,000,000","70,029,000,000","68,165,000,000","65,887,000,000","62,693,000,000","61,369,000,000","60,950,000,000","59,784,000,000","59,419,000,000","59,358,000,000","57,060,000,000","55,598,000,000","53,543,000,000","52,098,000,000"
TotalLiabilitiesNetMinorityInterest,"74,012,000,000","74,313,000,000","106,733,000,000","104,451,000,000","103,019,000,000","95,770,000,000","95,487,000,000","94,280,000,000","91,934,000,000","93,952,000,000","94,933,000,000","93,898,000,000","92,416,000,000","90,937,000,000","90,857,000,000","90,247,000,000","90,012,000,000","89,871,000,000","91,513,000,000","89,364,000,000","89,085,000,000","88,037,000,000","87,603,000,000","86,731,000,000","85,607,000,000","84,631,000,000","85,345,000,000","85,819,000,000","85,885,000,000","86,229,000,000","85,981,000,000","87,361,000,000","102,186,000,000","102,040,000,000","101,505,000,000","101,611,000,000","105,993,000,000","106,367,000,000","106,151,000,000","106,060,000,000","106,723,000,000","106,861,000,000","108,830,000,000","110,230,000,000","111,084,000,000","111,830,000,000","113,232,000,000","112,743,000,000","114,798,000,000","115,931,000,000","117,970,000,000","117,993,000,000","118,100,000,000","122,157,000,000","126,636,000,000","131,124,000,000","131,907,000,000","134,557,000,000","137,739,000,000","138,977,000,000","137,598,000,000","135,708,000,000","138,124,000,000","136,489,000,000","136,262,000,000","135,886,000,000","136,712,000,000","132,619,000,000","130,141,000,000","127,902,000,000","126,734,000,000","119,125,000,000","116,462,000,000","113,577,000,000","110,902,000,000","107,755,000,000","102,365,000,000","99,988,000,000","98,966,000,000","98,010,000,000","95,038,000,000","91,979,000,000","91,313,000,000","90,695,000,000","88,909,000,000","87,357,000,000","88,908,000,000","87,285,000,000","82,826,000,000","81,518,000,000","73,707,000,000","71,447,000,000","71,260,000,000","70,451,000,000","68,049,000,000","67,905,000,000","67,599,000,000","65,308,000,000","63,943,000,000","62,038,000,000","60,452,000,000","61,056,000,000","59,484,000,000","59,263,000,000","58,169,000,000","57,349,000,000","56,576,000,000","54,985,000,000","53,060,000,000","52,943,000,000","52,169,000,000","50,964,000,000","50,554,000,000","49,058,000,000","48,441,000,000","47,305,000,000","47,742,000,000","44,915,000,000"
TotalEquityGrossMinorityInterest,"23,138,000,000","25,127,000,000","26,707,000,000","28,192,000,000","26,792,000,000","30,217,000,000","27,263,000,000","26,986,000,000","24,173,000,000","25,998,000,000","26,140,000,000","24,476,000,000","23,418,000,000","21,312,000,000","23,633,000,000","23,122,000,000","23,277,000,000","22,551,000,000","22,119,000,000","21,501,000,000","21,158,000,000","20,573,000,000","20,934,000,000","20,553,000,000","20,340,000,000","20,025,000,000","20,504,000,000","21,298,000,000","22,179,000,000","22,304,000,000","22,329,000,000","22,872,000,000","22,105,000,000","21,480,000,000","20,780,000,000","19,869,000,000","20,619,000,000","20,580,000,000","20,837,000,000","19,475,000,000","19,210,000,000","18,702,000,000","18,129,000,000","18,793,000,000","19,341,000,000","19,044,000,000","19,302,000,000","18,067,000,000","17,588,000,000","16,721,000,000","17,534,000,000","15,098,000,000","12,271,000,000","12,641,000,000","16,938,000,000","19,709,000,000","20,303,000,000","21,851,000,000","21,634,000,000","21,560,000,000","22,491,000,000","21,846,000,000","22,200,000,000","20,605,000,000","20,545,000,000","20,186,000,000","19,419,000,000","22,324,000,000","21,325,000,000","21,823,000,000","21,038,000,000","20,683,000,000","21,580,000,000","20,565,000,000","19,360,000,000","19,299,000,000","17,983,000,000","17,438,000,000","17,766,000,000","17,217,000,000","17,218,000,000","17,196,000,000","17,293,000,000","17,570,000,000","17,544,000,000","17,451,000,000","16,794,000,000","16,125,000,000","17,380,000,000","16,601,000,000","16,615,000,000","17,967,000,000","18,163,000,000","17,240,000,000","17,348,000,000","17,218,000,000","16,937,000,000","15,610,000,000","16,047,000,000","15,068,000,000","13,963,000,000","13,452,000,000","12,729,000,000","12,401,000,000","12,230,000,000","12,680,000,000","11,589,000,000","10,902,000,000","9,633,000,000","8,426,000,000","8,781,000,000","8,820,000,000","8,865,000,000","10,300,000,000","8,619,000,000","8,293,000,000","5,801,000,000","7,183,000,000"
	StockholdersEquity,"23,212,000,000","25,179,000,000","26,729,000,000","28,207,000,000","26,819,000,000","30,217,000,000","27,263,000,000","26,986,000,000","24,173,000,000","25,998,000,000","26,140,000,000","24,476,000,000","23,418,000,000","21,312,000,000","23,633,000,000","23,122,000,000","23,277,000,000","22,551,000,000","22,119,000,000","21,501,000,000","21,158,000,000","20,573,000,000","20,934,000,000","20,553,000,000","20,340,000,000","20,025,000,000","20,504,000,000","21,298,000,000","22,179,000,000","22,304,000,000","22,329,000,000","22,872,000,000","22,105,000,000","21,480,000,000","20,780,000,000","19,869,000,000","20,619,000,000","20,580,000,000","20,837,000,000","19,475,000,000","19,182,000,000","18,674,000,000","18,100,000,000","18,764,000,000","19,312,000,000","19,016,000,000","19,274,000,000","18,039,000,000","17,560,000,000","16,692,000,000","17,505,000,000","15,068,000,000","12,242,000,000","12,641,000,000","16,938,000,000","19,709,000,000","20,303,000,000","21,851,000,000","21,634,000,000","21,560,000,000","22,491,000,000","21,846,000,000","22,200,000,000","20,605,000,000","20,545,000,000","20,186,000,000","19,419,000,000","22,324,000,000","21,325,000,000","21,823,000,000","21,038,000,000","20,683,000,000","21,580,000,000","20,565,000,000","19,360,000,000","19,299,000,000","17,983,000,000","17,438,000,000","17,766,000,000","17,217,000,000","17,218,000,000","17,196,000,000","17,293,000,000","17,570,000,000","17,544,000,000","17,451,000,000","16,794,000,000","16,125,000,000","16,416,000,000","16,601,000,000","16,615,000,000","17,217,000,000","17,413,000,000","17,240,000,000","17,348,000,000","17,218,000,000","16,937,000,000","15,610,000,000","16,047,000,000","15,068,000,000","13,963,000,000","13,452,000,000","12,729,000,000","12,401,000,000","12,230,000,000","12,680,000,000","11,589,000,000","10,902,000,000","9,633,000,000","8,426,000,000","8,781,000,000","8,820,000,000","8,865,000,000","10,300,000,000","8,619,000,000","8,293,000,000","5,801,000,000","7,183,000,000"
		CapitalStock,"9,000,000","1,979,000,000","1,979,000,000","2,179,000,000","2,179,000,000","1,979,000,000","1,979,000,000","1,979,000,000","1,979,000,000","2,257,000,000","3,061,000,000","1,939,000,000","1,939,000,000","1,939,000,000","2,312,000,000","2,312,000,000","2,312,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,755,000,000","1,514,000,000","789,000,000","659,000,000","287,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000",,,,,,,,,,,,,
			PreferredStock,,"1,970,000,000","1,970,000,000","2,170,000,000","2,170,000,000","1,970,000,000","1,970,000,000","1,970,000,000","1,970,000,000","2,248,000,000","3,052,000,000","1,930,000,000","1,930,000,000","1,930,000,000","2,303,000,000","2,303,000,000","2,303,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,746,000,000","1,505,000,000","780,000,000","650,000,000","278,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,
			CommonStock,"9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000",,,,,,,,,,,,,
		AdditionalPaidInCapital,"5,676,000,000","3,722,000,000","3,700,000,000","3,668,000,000","3,596,000,000","3,498,000,000","3,453,000,000","3,541,000,000","3,519,000,000","3,463,000,000","3,511,000,000","3,477,000,000","3,291,000,000","3,310,000,000","3,441,000,000","3,391,000,000","3,367,000,000","3,313,000,000","3,330,000,000","3,269,000,000","3,285,000,000","3,303,000,000","3,237,000,000","3,203,000,000","3,237,000,000","3,245,000,000","3,224,000,000","3,205,000,000","3,109,000,000","3,199,000,000","3,059,000,000","3,035,000,000","3,017,000,000","3,143,000,000","3,127,000,000","3,105,000,000","3,028,000,000","3,162,000,000","3,154,000,000","3,154,000,000","3,151,000,000","3,189,000,000","3,177,000,000","3,165,000,000","3,156,000,000","3,176,000,000","3,165,000,000","3,155,000,000","3,152,000,000","3,172,000,000","3,160,000,000","3,144,000,000","3,129,000,000","3,130,000,000","3,115,000,000","3,096,000,000","3,075,000,000","3,052,000,000","3,032,000,000","2,938,000,000","2,985,000,000","2,939,000,000","2,905,000,000","2,879,000,000","2,917,000,000","2,836,000,000","2,823,000,000","2,798,000,000","2,763,000,000","2,685,000,000","2,686,000,000","2,668,000,000","2,642,000,000","2,614,000,000","2,612,000,000","2,610,000,000","2,608,000,000","2,599,000,000","2,597,000,000","2,595,000,000","2,595,000,000","2,599,000,000","2,599,000,000","2,599,000,000","2,604,000,000","2,604,000,000","2,624,000,000","2,646,000,000","2,654,000,000","2,664,000,000","3,098,000,000","3,101,000,000","3,099,000,000","3,102,000,000","3,108,000,000","3,104,000,000","3,106,000,000","3,120,000,000","3,139,000,000","3,139,000,000","3,133,000,000","3,133,000,000","3,133,000,000","3,134,000,000","3,134,000,000",,,,,,,,,,,,,
		RetainedEarnings,"53,688,000,000","53,294,000,000","52,736,000,000","52,464,000,000","51,107,000,000","52,767,000,000","50,336,000,000","49,380,000,000","48,326,000,000","48,074,000,000","46,527,000,000","45,803,000,000","45,148,000,000","45,708,000,000","46,178,000,000","45,508,000,000","45,031,000,000","43,162,000,000","42,125,000,000","41,622,000,000","41,208,000,000","40,678,000,000","39,990,000,000","39,623,000,000","39,505,000,000","39,413,000,000","39,068,000,000","38,567,000,000","38,363,000,000","37,842,000,000","37,164,000,000","36,532,000,000","36,041,000,000","35,580,000,000","34,885,000,000","34,691,000,000","34,375,000,000","33,783,000,000","33,496,000,000","32,880,000,000","32,565,000,000","32,321,000,000","31,704,000,000","31,647,000,000","32,377,000,000","31,969,000,000","31,781,000,000","31,552,000,000","31,514,000,000","31,492,000,000","31,083,000,000","30,969,000,000","29,825,000,000","30,207,000,000","31,557,000,000","32,701,000,000","32,902,000,000","32,796,000,000","32,252,000,000","31,495,000,000","30,322,000,000","29,070,000,000","28,075,000,000","27,138,000,000","26,152,000,000","24,962,000,000","24,129,000,000","25,886,000,000","24,950,000,000","24,043,000,000","23,093,000,000","23,231,000,000","22,393,000,000","21,641,000,000","21,043,000,000","20,514,000,000","20,087,000,000","19,584,000,000","19,285,000,000","19,185,000,000","19,320,000,000","19,044,000,000","18,916,000,000","18,826,000,000","18,795,000,000","18,433,000,000","18,010,000,000","17,492,000,000","17,160,000,000","16,728,000,000","16,425,000,000","16,052,000,000","15,403,000,000","14,490,000,000","13,840,000,000","13,237,000,000","12,468,000,000","11,646,000,000","10,877,000,000","10,157,000,000","9,619,000,000","8,958,000,000","8,457,000,000","8,259,000,000","7,590,000,000","7,261,000,000","6,951,000,000","6,592,000,000","6,161,000,000","5,707,000,000","5,624,000,000","5,511,000,000","5,190,000,000","5,547,000,000","5,369,000,000","5,124,000,000","4,927,000,000","6,407,000,000"
		TreasuryStock,"35,208,000,000","34,471,000,000","33,604,000,000","32,394,000,000","31,886,000,000","31,331,000,000","31,338,000,000","30,542,000,000","30,209,000,000","29,746,000,000","29,063,000,000","28,500,000,000","28,042,000,000","28,085,000,000","27,011,000,000","26,818,000,000","26,280,000,000","25,982,000,000","25,413,000,000","25,241,000,000","24,887,000,000","24,741,000,000","24,537,000,000","24,310,000,000","23,994,000,000","23,620,000,000","23,058,000,000","22,273,000,000","21,799,000,000","21,030,000,000","20,856,000,000","19,985,000,000","19,922,000,000","19,047,000,000","18,662,000,000","18,225,000,000","18,033,000,000","17,508,000,000","17,368,000,000","17,272,000,000","17,034,000,000","16,795,000,000","16,693,000,000","16,387,000,000","16,173,000,000","15,910,000,000","15,755,000,000","15,760,000,000","15,782,000,000","15,828,000,000","15,832,000,000","15,835,000,000","15,836,000,000","15,855,000,000","15,852,000,000","15,420,000,000","14,997,000,000","14,574,000,000","14,001,000,000","13,241,000,000","11,775,000,000","11,091,000,000","10,674,000,000","10,438,000,000","10,009,000,000","9,575,000,000","9,343,000,000","8,682,000,000","7,980,000,000","7,372,000,000","7,028,000,000","6,710,000,000","6,337,000,000","6,261,000,000","6,291,000,000","6,247,000,000","6,255,000,000","6,309,000,000","6,251,000,000","6,129,000,000","5,981,000,000","5,926,000,000","5,893,000,000","5,514,000,000","5,478,000,000","5,314,000,000","5,066,000,000","5,083,000,000","4,692,000,000","3,929,000,000","4,679,000,000","3,575,000,000","3,285,000,000","3,065,000,000","2,905,000,000","2,493,000,000","2,063,000,000","1,665,000,000","1,173,000,000","892,000,000","684,000,000","388,000,000","197,000,000","161,000,000","107,000,000",,,,,,,,,,,,,
