name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989
TotalAssets,"17,733,097,000","12,916,613,000","12,897,181,000","12,560,033,000","11,934,817,000","11,506,864,000","11,579,741,000","11,063,820,000","11,221,794,000","12,164,841,000","12,191,328,000","12,104,491,000","12,123,430,000","10,994,601,000","11,495,126,000","11,281,352,000","10,912,074,000","10,692,154,000","10,148,355,000","9,643,035,000","9,542,352,000","9,435,661,000","8,596,448,000","8,659,717,000","8,594,287,000","8,388,299,000","9,071,637,000","9,145,286,000","9,262,127,000","9,230,640,000","10,181,770,000","10,458,383,000","10,380,558,000","10,056,739,000","10,498,644,000","10,493,934,000","10,696,172,000","10,328,997,000","10,345,936,000","9,382,532,000","9,785,750,000","10,314,621,000","9,916,463,000","4,165,303,000","3,989,760,000","3,701,475,000","3,397,379,000","3,283,579,000","3,382,327,000","3,145,939,000","2,698,098,000","2,621,441,000","2,013,867,000","1,874,225,000","2,240,423,000","2,442,871,000","2,276,722,000","1,663,945,000","1,611,713,000","1,457,477,000","1,247,042,000","1,237,869,000","1,228,792,000","1,257,342,000","1,109,509,000","1,142,900,000","1,197,257,000","1,320,677,000","1,267,000,000","982,713,000","1,005,114,000","817,037,000","703,931,000","708,892,000","614,666,000","541,899,000","530,443,000","537,235,000","502,306,000","494,870,000","454,409,000","480,722,000","490,429,000","466,625,000","456,618,000","506,734,000","464,362,000","431,862,000","425,600,000","414,100,000","391,000,000","380,700,000","339,200,000","354,600,000","349,900,000","328,700,000","339,000,000","379,300,000","349,800,000","355,000,000","369,000,000","393,400,000","351,300,000","360,400,000","322,300,000","290,200,000","287,400,000","290,400,000","280,300,000","276,500,000","281,800,000","266,400,000","250,700,000","250,100,000","249,800,000","246,000,000","250,000,000","244,900,000","245,500,000","233,900,000","236,500,000","236,000,000","212,100,000","178,200,000","190,300,000","172,600,000","149,500,000","150,200,000","167,600,000","156,100,000","157,700,000","186,000,000"
	CurrentAssets,"6,239,299,000","3,762,454,000","4,355,023,000","4,144,450,000","3,700,276,000","3,310,761,000","3,318,828,000","2,803,534,000","2,509,138,000","3,306,189,000","3,532,766,000","3,466,397,000","3,321,338,000","3,296,379,000","3,857,725,000","3,702,472,000","3,292,913,000","3,062,828,000","2,797,061,000","2,293,763,000","2,168,839,000","2,851,009,000","2,031,466,000","2,118,098,000","1,499,270,000","1,448,065,000","2,307,673,000","2,519,539,000","2,715,778,000","2,782,998,000","3,893,733,000","4,236,131,000","4,185,509,000","3,896,444,000","4,410,135,000","4,448,152,000","4,763,310,000","4,470,265,000","4,631,921,000","3,705,692,000","4,127,601,000","4,659,124,000","4,379,088,000","2,024,974,000","1,915,754,000","1,703,435,000","1,475,107,000","1,385,128,000","1,510,943,000","1,283,011,000","1,045,813,000","1,010,457,000","545,198,000","530,623,000","999,974,000","1,291,856,000","1,213,757,000","1,034,621,000","1,012,298,000","920,097,000","789,652,000","806,852,000","820,514,000","861,799,000","733,312,000","775,929,000","872,239,000","760,768,000","694,800,000","572,906,000","604,259,000","475,470,000","334,364,000","336,406,000","278,751,000","267,022,000","265,070,000","284,903,000","278,844,000","279,315,000","240,358,000","271,279,000","284,130,000","260,743,000","256,305,000","308,830,000","267,104,000","236,161,000","230,100,000","217,500,000","194,800,000","186,300,000","145,700,000","159,200,000","154,400,000","142,700,000","156,600,000","205,900,000","194,700,000","203,200,000","223,400,000","252,100,000","217,000,000","227,000,000","188,100,000","155,700,000","153,000,000","156,300,000","145,500,000","140,600,000","151,600,000","135,900,000","122,900,000","125,500,000","128,600,000","129,700,000","134,900,000","130,500,000","132,600,000","122,800,000","125,800,000","128,400,000","111,300,000","94,000,000","117,500,000","110,700,000","95,000,000","99,000,000","118,400,000","107,500,000","110,100,000","139,800,000"
		CashCashEquivalentsAndShortTermInvestments,"592,278,000","234,444,000","1,481,562,000","1,398,280,000","1,193,428,000","1,368,318,000","1,524,888,000","902,509,000","909,126,000","885,162,000","981,856,000","914,644,000","496,139,000","1,154,752,000","1,075,677,000","979,872,000","781,467,000","630,757,000","630,742,000","460,326,000","129,512,000","1,134,727,000","478,163,000","533,318,000","111,021,000","210,552,000","626,784,000","626,218,000","1,008,599,000","1,042,095,000","1,479,506,000","1,797,970,000","1,784,103,000","1,665,263,000","1,951,233,000","1,982,135,000","2,538,136,000","2,388,285,000","2,337,817,000","1,638,681,000","1,901,479,000","1,790,543,000","1,716,304,000","492,543,000","273,061,000","230,444,000","273,091,000","141,428,000","94,756,000","125,819,000","99,553,000","109,479,000","54,465,000","89,999,000","214,381,000","271,081,000","386,525,000","252,602,000","223,816,000","356,677,000","270,676,000","250,285,000","286,383,000","228,593,000","190,810,000","239,042,000","260,670,000","209,182,000","138,398,000","163,675,000","185,281,000","64,398,000","22,262,000","11,690,000","8,493,000","38,050,000","17,751,000","66,995,000","71,630,000","57,550,000","48,254,000","88,527,000","65,840,000","38,744,000","28,531,000","33,595,000","3,628,000","4,619,000","6,900,000","10,800,000","4,200,000","3,500,000","2,800,000","2,800,000","2,600,000","3,600,000","3,200,000","21,000,000","20,000,000","49,200,000","53,700,000","73,000,000","64,000,000","69,800,000","57,400,000","28,100,000","13,400,000","16,900,000","13,000,000","16,400,000","3,300,000","13,900,000","5,500,000","4,900,000","6,600,000","1,400,000","3,600,000","1,200,000","1,400,000","1,600,000","2,500,000","8,300,000","17,200,000","1,300,000","2,100,000","1,600,000","3,900,000","1,600,000","4,800,000","9,100,000","7,100,000","42,400,000"
			CashAndCashEquivalents,"592,278,000","234,444,000","1,481,562,000","1,398,280,000","1,193,428,000","1,368,318,000","1,524,888,000","902,509,000","909,126,000","885,162,000","981,856,000","914,644,000","496,139,000","1,154,752,000","1,075,677,000","979,872,000","781,467,000","630,757,000","630,742,000","460,326,000","129,512,000","710,579,000","366,321,000","451,990,000","111,021,000","66,533,000","239,731,000","233,359,000","594,092,000","567,985,000","856,026,000","1,118,302,000","1,074,635,000","940,103,000","1,294,484,000","1,349,420,000","1,872,442,000","1,757,699,000","2,057,408,000","1,372,198,000","1,659,550,000","1,578,904,000","1,582,859,000","426,689,000","224,114,000","229,101,000","271,920,000","140,212,000","93,289,000","124,596,000","98,527,000","108,688,000","53,878,000","40,805,000","136,008,000","154,771,000","180,551,000","94,369,000","39,034,000","107,137,000","151,179,000","154,117,000","194,628,000","117,856,000","94,611,000","49,064,000","76,309,000","111,601,000","63,439,000","67,460,000","157,501,000","64,398,000","22,262,000","11,690,000","8,493,000","38,050,000","17,751,000","66,995,000","71,630,000","57,550,000","48,254,000","88,527,000","65,840,000","38,744,000","28,531,000","33,595,000","3,628,000","4,619,000","6,900,000","10,800,000","4,200,000","3,500,000","2,800,000","2,800,000","2,600,000","3,600,000","3,200,000","21,000,000","20,000,000","49,200,000","53,700,000","73,000,000","64,000,000","69,800,000","57,400,000","28,100,000","13,400,000","16,900,000","13,000,000","16,400,000","3,300,000","13,900,000","5,500,000","4,900,000","6,600,000","1,400,000","3,600,000","1,200,000","1,400,000","1,600,000","2,500,000","8,300,000","17,200,000","1,300,000","2,100,000","1,600,000","3,900,000","1,600,000","4,800,000","9,100,000","7,100,000","42,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0","0","0","0","424,148,000","111,842,000","81,328,000","0","144,019,000","387,053,000","392,859,000","414,507,000","474,110,000","623,480,000","679,668,000","709,468,000","725,160,000","656,749,000","632,715,000","665,694,000","630,586,000","280,409,000","266,483,000","241,929,000","211,639,000","133,445,000","65,854,000","48,947,000","1,343,000","1,171,000","1,216,000","1,467,000","1,223,000","1,026,000","791,000","587,000","49,194,000","78,373,000","116,310,000","205,974,000","158,233,000","184,782,000","249,540,000","119,497,000","96,168,000","91,755,000","110,737,000","96,199,000","189,978,000","184,361,000","97,581,000","74,959,000","96,215,000","27,780,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,266,118,000","1,339,270,000","947,565,000","996,299,000","844,041,000","721,384,000","621,922,000","671,114,000","575,395,000","885,163,000","863,422,000","863,942,000","1,079,742,000","705,741,000","862,482,000","843,124,000","864,408,000","765,070,000","714,348,000","603,778,000","688,501,000","547,570,000","438,620,000","531,507,000","463,727,000","351,978,000","522,349,000","634,458,000","526,853,000","601,624,000","723,139,000","799,055,000","700,769,000","818,178,000","829,959,000","833,236,000","694,428,000","709,187,000","777,422,000","697,374,000","826,795,000","1,534,512,000","1,341,683,000","1,003,527,000","1,154,296,000","1,044,150,000","744,740,000","762,769,000","913,788,000","800,527,000","621,216,000","610,541,000","309,528,000","296,114,000","631,005,000","851,560,000","683,410,000","631,125,000","595,724,000","404,336,000","362,792,000","407,178,000","400,495,000","463,668,000","373,905,000","410,533,000","481,277,000","406,005,000","392,783,000","281,730,000","299,855,000","257,363,000","205,703,000","184,333,000","163,117,000","144,172,000","167,728,000","144,846,000","144,094,000","128,845,000","114,745,000","107,739,000","146,074,000","143,457,000","149,079,000","203,981,000","189,966,000","152,445,000","151,800,000","144,300,000","123,500,000","110,200,000","83,800,000","91,600,000","83,100,000","70,200,000","86,500,000","121,900,000","107,100,000","94,100,000","108,100,000","127,200,000","104,400,000","109,100,000","77,200,000","81,500,000","87,400,000","89,900,000","80,900,000","76,100,000","94,300,000","78,200,000","69,800,000","74,600,000","76,900,000","84,800,000","83,400,000","85,200,000","91,200,000","75,300,000","71,900,000","79,200,000","61,700,000","56,600,000","72,700,000","77,000,000","56,700,000","59,200,000","76,200,000","65,000,000","65,300,000","62,200,000"
			AccountsReceivable,"2,165,937,000","1,241,888,000","849,161,000","926,437,000","778,767,000","630,036,000","551,914,000","593,385,000","569,182,000","879,685,000","839,831,000","799,368,000","1,041,454,000","671,701,000","847,596,000","825,251,000","842,798,000","720,733,000","714,348,000","602,350,000","601,117,000","479,199,000","395,937,000","481,508,000","430,914,000","351,978,000","522,349,000","626,107,000","526,853,000","589,905,000","690,251,000","780,180,000","688,338,000","708,802,000","755,672,000","770,805,000","656,524,000","634,230,000","736,874,000","603,726,000","733,147,000","1,447,235,000","1,341,683,000","1,003,527,000","1,152,254,000","993,116,000","718,471,000","762,769,000","883,540,000","762,455,000","615,832,000","604,700,000","303,687,000","289,764,000","629,196,000","841,527,000","669,959,000","614,769,000","583,418,000","404,336,000","362,792,000","398,123,000","399,770,000","463,668,000","373,905,000","410,533,000","481,277,000","406,005,000","392,783,000","281,730,000","299,855,000","257,363,000","205,703,000","184,333,000","163,117,000","144,172,000","163,405,000","144,846,000","135,395,000","128,845,000","103,630,000","107,739,000","146,074,000","143,457,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"2,169,937,000","1,245,588,000","854,261,000","930,737,000","782,667,000","633,436,000","555,014,000","596,785,000","572,582,000","884,185,000","844,231,000","803,768,000","1,045,354,000","675,301,000","851,196,000","828,851,000","846,398,000","724,333,000","718,348,000","606,050,000","604,717,000","481,499,000","398,237,000","483,808,000","433,214,000","354,278,000","524,649,000","628,407,000",,"592,305,000","692,651,000","782,580,000","690,738,000","711,202,000","758,172,000","773,305,000","659,024,000","636,730,000",,,,"1,481,306,000","1,341,683,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,000,000","-3,700,000","-5,100,000","-4,300,000","-3,900,000","-3,400,000","-3,100,000","-3,400,000","-3,400,000","-4,500,000","-4,400,000","-4,400,000","-3,900,000","-3,600,000","-3,600,000","-3,600,000","-3,600,000","-3,600,000","-4,000,000","-3,700,000","-3,600,000","-2,300,000","-2,300,000","-2,300,000","-2,300,000","-2,300,000","-2,300,000","-2,300,000",,"-2,400,000","-2,400,000","-2,400,000","-2,400,000","-2,400,000","-2,500,000","-2,500,000","-2,500,000","-2,500,000",,,,"-34,071,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"100,181,000","97,382,000","98,404,000","69,862,000","65,274,000","91,348,000","70,008,000","77,729,000","6,213,000","5,478,000","23,591,000","64,574,000","38,288,000","34,040,000","14,886,000","17,873,000","21,610,000","44,337,000","0","1,428,000","87,384,000","68,371,000","42,683,000","49,999,000","32,813,000","0","0","8,351,000","0","11,719,000","32,888,000","18,875,000","12,431,000","109,376,000","74,287,000","62,431,000","37,904,000","74,957,000","40,548,000","93,648,000","93,648,000","87,277,000","0","0","2,042,000","51,034,000","26,269,000","0","30,248,000","38,072,000","5,384,000","5,841,000","5,841,000","6,350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
