name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,03/31/1999
TotalAssets,"8,223,524,000","8,100,751,000","8,228,153,000","8,072,110,000","8,069,237,000","8,041,764,000","8,129,174,000","8,319,684,000","8,528,950,000","9,060,806,000","9,286,258,000","9,146,697,000","8,777,361,000","8,592,170,000","8,209,036,000","8,207,758,000","8,122,229,000","6,931,913,000","8,979,568,000","9,025,192,000","9,063,769,000","9,183,981,000","9,565,494,000","9,784,757,000","10,715,870,000","10,929,902,000","11,185,366,000","11,002,101,000","11,781,396,000","11,759,530,000","11,718,935,000","11,566,647,000","11,584,475,000","11,393,667,000","12,737,072,000","12,752,928,000","12,593,194,000","12,670,909,000","12,556,594,000","12,597,896,000","12,595,611,000","12,525,700,000","12,163,048,000","12,201,118,000","12,223,741,000","12,070,610,000","11,721,758,000","11,688,091,000","9,874,564,000","7,725,401,000","7,318,937,000","7,357,300,000","7,407,287,000","7,370,458,000","6,705,731,000","6,591,235,000","6,387,771,000","6,208,090,000","6,076,422,000","5,912,745,000","5,793,647,000","5,663,332,000","5,294,431,000","5,306,938,000","5,196,602,000","5,087,652,000","4,944,524,000","4,423,867,000","4,315,215,000","4,195,611,000","4,167,579,000","4,196,753,000","4,320,036,000","4,318,978,000","4,301,338,000","4,201,023,000","4,305,715,000","4,293,160,000","4,437,816,000","4,440,730,000","4,384,872,000","4,221,307,000","3,894,971,000","3,888,752,000","3,812,064,000","3,778,642,000","3,866,311,000","3,899,637,000","3,745,200,000","3,818,300,000","3,864,500,000"
	CurrentAssets,"416,876,000","459,807,000","583,824,000","333,976,000","277,446,000","273,332,000","332,239,000","430,722,000","586,053,000","498,101,000","345,726,000","460,094,000","364,966,000","501,686,000","315,335,000","319,146,000","406,944,000","852,504,000","805,283,000","847,094,000","616,215,000","626,139,000","514,915,000","526,240,000","1,146,443,000","804,763,000","970,461,000","821,502,000","932,714,000","1,166,350,000","1,325,095,000","1,225,855,000","1,458,836,000","1,445,592,000","1,183,436,000","1,472,841,000","1,439,172,000","1,539,094,000","1,710,524,000","1,680,623,000","1,866,735,000","1,897,977,000","1,901,918,000","1,150,850,000","1,233,640,000","1,115,006,000","1,000,761,000","1,043,844,000","2,992,748,000","941,036,000","829,934,000","926,204,000","998,998,000","983,814,000","752,143,000","853,758,000","804,153,000","683,155,000","698,357,000","985,531,000","969,352,000","914,496,000","938,744,000","1,054,157,000","1,011,033,000","998,500,000","1,033,354,000","608,387,000","572,117,000","470,169,000","501,076,000","562,791,000","543,081,000","470,840,000","607,664,000","529,211,000","628,183,000","622,837,000","698,053,000","660,524,000","677,145,000","571,372,000","565,861,000","611,253,000","495,690,000","501,701,000","577,728,000","585,423,000","576,300,000","610,100,000","651,900,000"
		CashCashEquivalentsAndShortTermInvestments,"8,570,000","3,565,000","365,000","39,365,000","29,610,000","15,617,000","150,132,000","19,607,000","31,833,000","16,283,000","5,484,000","32,611,000","23,972,000","17,198,000","42,672,000","54,846,000","82,490,000","509,167,000","285,708,000","299,135,000","61,266,000","60,475,000","80,247,000","97,626,000","426,650,000","72,578,000","83,019,000","10,031,000","5,318,000","176,989,000","225,563,000","147,393,000","314,087,000","327,420,000","21,086,000","71,938,000","25,058,000","21,878,000","230,958,000","200,207,000","287,313,000","375,736,000","472,523,000","26,519,000","127,695,000","32,794,000","15,582,000","34,313,000","1,879,007,000","65,607,000","32,402,000","108,311,000","71,555,000","138,512,000","10,302,000","55,189,000","62,775,000","41,651,000","78,696,000","306,505,000","218,062,000","223,883,000","215,569,000","345,267,000","303,037,000","340,640,000","353,215,000","4,692,000","21,259,000","6,422,000","12,629,000","60,128,000","27,626,000","6,513,000","170,118,000","13,967,000","19,944,000","11,517,000","12,040,000","10,214,000","24,298,000","12,994,000","16,625,000","15,295,000","10,570,000","10,653,000","8,181,000","14,826,000","13,600,000","21,500,000","26,500,000"
			CashAndCashEquivalents,"8,570,000","3,565,000","365,000","39,365,000","29,610,000","15,617,000","150,132,000","19,607,000","31,833,000","16,283,000","5,484,000","32,611,000","23,972,000","17,198,000","42,672,000","54,846,000","82,490,000","509,167,000","285,708,000","299,135,000","61,266,000","60,475,000","80,247,000","97,626,000","426,650,000","72,578,000","83,019,000","10,031,000","5,318,000","176,989,000","225,563,000","147,393,000","314,087,000","327,420,000","21,086,000","71,938,000","25,058,000","21,878,000","230,958,000","200,207,000","287,313,000","375,736,000","472,523,000","26,519,000","127,695,000","32,794,000","15,582,000","34,313,000","1,879,007,000","65,607,000","32,402,000","108,311,000","71,555,000","138,512,000","10,302,000","55,189,000","62,775,000","41,651,000","78,696,000","306,505,000","218,062,000","223,883,000","215,569,000","345,267,000","303,037,000","340,640,000","353,215,000","4,692,000","21,259,000","6,422,000","12,629,000","60,128,000","27,626,000","6,513,000","170,118,000","13,967,000","19,944,000","11,517,000","12,040,000","10,214,000","24,298,000","12,994,000","16,625,000","15,295,000","10,570,000","10,653,000","8,181,000","14,826,000","13,600,000","21,500,000","26,500,000"
		Receivables,"268,260,000","339,118,000","260,640,000","168,394,000","157,433,000","150,255,000","81,226,000","191,283,000","217,577,000","209,584,000","119,643,000","250,312,000","281,776,000","412,982,000","197,845,000","177,217,000","221,127,000","237,248,000","376,956,000","408,817,000","440,833,000","406,974,000","244,445,000","248,102,000","317,302,000","336,490,000","442,429,000","452,775,000","543,716,000","627,364,000","724,562,000","714,303,000","625,797,000","613,113,000","667,496,000","892,262,000","921,174,000","915,692,000","869,888,000","831,081,000","904,703,000","883,470,000","846,194,000","571,864,000","508,259,000","506,647,000","472,650,000","496,823,000","536,497,000","333,443,000","190,471,000","201,673,000","331,864,000","335,143,000","290,119,000","372,331,000","335,618,000","269,406,000","249,418,000","341,006,000","390,734,000","356,343,000","307,700,000","310,323,000","335,788,000","299,617,000","315,525,000","271,909,000","209,309,000","141,831,000","180,007,000","174,750,000","201,976,000","181,372,000","178,169,000","252,353,000","347,971,000","355,052,000","337,783,000","338,985,000","353,471,000","371,683,000","379,978,000","374,057,000","266,862,000","242,821,000","287,792,000","283,483,000","272,700,000","290,000,000","280,500,000"
			AccountsReceivable,"263,126,000","330,122,000","250,406,000","157,667,000","147,714,000","145,929,000","75,929,000","69,174,000","91,477,000","133,480,000","96,997,000","125,084,000","157,908,000","252,424,000","147,724,000","132,016,000","157,605,000","156,817,000","193,778,000","215,650,000","215,329,000","220,222,000","163,955,000","153,977,000","165,941,000","200,508,000","237,896,000","211,909,000","259,660,000","259,817,000","299,939,000","275,431,000","355,606,000","332,574,000","480,752,000","388,086,000","438,469,000","466,174,000","457,057,000","416,838,000","463,258,000","462,812,000","503,076,000","503,626,000","503,228,000","452,530,000","425,241,000","445,796,000","523,356,000","317,460,000","169,036,000","180,752,000","259,879,000","221,729,000","234,580,000","335,145,000","224,002,000","180,545,000","190,960,000","293,648,000","390,734,000","303,175,000","284,986,000","278,066,000","312,841,000","276,277,000","275,751,000","232,989,000","167,700,000","111,580,000","115,025,000","96,975,000","112,106,000","89,971,000","90,897,000","170,400,000","219,687,000","205,891,000","210,481,000","205,419,000","220,987,000","226,738,000","221,557,000","252,546,000",,,,,,,
				GrossAccountsReceivable,"263,210,000","330,206,000","250,490,000","157,751,000","147,798,000","146,013,000","76,007,000","69,252,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-84,000","-84,000","-84,000","-84,000","-84,000","-84,000","-78,000","-78,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1,328,000","25,909,000","25,861,000","25,813,000","350,977,000","322,406,000","318,387,000","314,417,000","314,646,000","314,514,000","314,950,000",,,,"21,589,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"0","72,000","0","0","0","88,000","644,000","114,440,000","115,261,000","62,425,000","11,184,000","113,592,000","113,592,000","149,481,000","40,024,000","27,780,000","20,178,000","31,523,000","105,432,000","115,558,000","124,555,000","116,851,000","0","0","1,871,000","13,887,000","64,693,000","21,211,000","20,566,000","20,401,000","41,971,000","47,060,000","4,434,000","10,705,000",,"1,930,000","6,602,000",,"12,132,000",,,"0","11,504,000","44,920,000","5,031,000","32,528,000","27,907,000","36,145,000",,"0","2,643,000","0","0","33,862,000",,,,,,,,,,,,,,,,,,,,,,,,"21,935,000",,,,,,,,,,,,,
