name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,03/31/2000
OperatingCashFlow,"589,826,000","52,115,000","218,764,000","141,120,000","174,387,000","123,173,000","126,100,000","116,527,000","128,588,000","56,610,000","119,784,000","130,459,000","28,754,000","155,291,000","152,257,000","107,961,000","124,983,000","85,556,000","61,181,224","17,757,726","63,656,251","5,345,905","48,616,302","18,745,413","35,249,487","24,027,474","48,831,975","5,788,276","23,865,864","5,247,219","34,256,524","35,803,070","11,998,528","13,000,033","26,933,705","44,772,826","30,696,686","24,032,135","28,297,983","29,855,214","13,770,243","42,354,225","25,918,267","21,596,948","29,708,189","35,866,351","36,336,305","36,284,325","19,121,792","37,846,690","17,874,092","40,300,589","15,938,996","16,191,862","-7,479,421","20,399,543","12,252,887","8,459,865","-6,242,035","9,952,345","11,729,256","954,460","9,586,534","8,213,496","3,411,937","-9,305,806","6,123,343","2,383,351","-691,188","356,050","7,012,583","470,073","2,517,357","-3,257,941","3,515,952","2,077,112","112,523","-1,071,850","1,491,948","716,149","822,181","364,574","249,841","-140,214","-328,030","-987,402","-70,666"
	CashFlowFromContinuingOperatingActivities,"589,826,000","52,115,000","218,764,000","141,120,000","174,387,000","123,173,000","126,100,000","116,527,000","128,588,000","56,610,000","119,784,000","130,459,000","28,754,000","155,291,000","152,257,000","107,961,000","124,983,000","85,556,000","61,181,224","17,757,726","63,656,251","5,345,905","48,616,302","18,745,413","35,249,487","24,027,474","48,831,975","5,788,276","23,865,864","5,247,219","34,256,524","35,803,070","11,998,528","13,000,033","26,933,705","44,772,826","30,696,686","24,032,135","28,297,983","29,855,214","13,770,243","42,354,225","25,918,267","21,596,948","29,708,189","35,866,351","36,336,305","36,284,325","19,121,792","37,846,690","17,874,092","40,300,589","15,938,996","16,191,862","-7,479,421","20,399,543","12,252,887","8,459,865","-6,242,035","9,952,345","11,729,256","954,460","9,586,534","8,213,496","3,411,937","-9,305,806","6,123,343","2,383,351","-691,188","356,050","7,012,583","470,073","2,517,357","-3,257,941","3,515,952","2,077,112","112,523","-1,071,850","1,491,948","716,149","822,181","364,574","249,841","-140,214","-328,030","-987,402","-70,666"
		NetIncomeFromContinuingOperations,"531,005,000","129,110,000","133,528,000","136,577,000","131,790,000","125,428,000","110,876,000","110,645,000","62,444,000","28,356,000","96,079,000","110,521,000","100,321,000","93,960,000","95,318,000","93,747,000","86,865,000","83,510,000","26,797,774","64,442,145","43,086,521","39,653,047","36,096,464","32,376,195","30,786,772","27,965,264","26,854,108","24,148,752","22,663,831","21,842,711","18,737,238","18,196,827","17,169,979","16,367,123","15,320,594","14,646,950","14,310,532","13,448,125","11,730,158","11,349,125","10,439,644","8,364,954","7,759,797","26,100,999","6,371,847","3,504,724","3,795,789","2,090,974","-26,364,030","-3,823,225","-2,467,254","-3,347,170","-31,775,751","2,090,208","8,052,853","8,795,142","7,961,133","6,064,790","6,241,840","5,771,810","5,425,864","5,601,841","5,645,893","5,346,770","4,322,474","2,611,896","2,238,103","2,078,243","1,959,169","1,779,753","1,688,880","1,390,533","1,168,475","1,071,022","858,225","786,568","536,867","372,979","284,823","211,478","107,175","44,584","1,731,715","-651,340","-935,428","-1,281,612","-87,098"
		OperatingGainsLosses,"-175,327,000","-39,858,000","-40,597,000","-58,003,000","-40,309,000","-43,800,000","-37,445,000","-47,184,000","-37,323,000","-25,235,000","-19,207,000","-41,099,000","-35,004,000","-16,819,000","-20,084,000","-18,596,000","-14,069,000","-14,070,000","-8,715,068","-15,207,400","-13,718,864","-12,164,482","-11,581,799","-13,726,857","-14,414,171","-8,715,075","-10,009,938","-7,179,731","-6,084,548","-5,538,290","-1,373,920","-1,382,197","-1,951,253","-952,222","-1,113,000","114,765","-1,965,213","-1,813,488","-14,158,918","-764,275","-9,930,215","16,004,185","-8,839,647","-4,925,044","-3,176,716","10,882,962","5,485,533","6,076,232","3,674,257","3,887,767","-7,362,839","13,609,245","-2,293,470","-3,372,294","-10,359,055","-1,460,478","-1,890,705","-656,088","-493,666","-378,682","-638,895","-363,306","-582,575","-490,254",,,"747,316","-762,699","-151,685","-99,419","223,646","-328,057","-116,461","-369,970","-132,783","-188,945","-240,621","-19,878","-62,300","-13,038",,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15,667","0","-670","-4,365","6,814","-13,895","-990","-7,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-22,077,000","-1,649,000","-4,502,000","-19,000,000","-366,000","0","0","-651,000","128,000","-463,000","-68,000","-417,000","4,466,000","1,960,000","2,295,000","-11,000","0","-30,000",,,,,,,"0","0","9,954","0","-556,014","-6,003","0","-29,221",,,"0","1,441,234","25,241","0","-1,987,872","49,784","-4,382,772","4,170,255","-133,055","-376,509","-610,302","159,103","0","0","-2,259,124","-364,550","0","0","-2,116,095","-4,346,146",,,,,,,,,,,,,"0","0","0","-114,410","0","-108,843","0","-248,353","0","-113,708","-116,581","-17,689",,,,,,,,,
			EarningsLossesFromEquityInvestments,"-126,979,000","-33,655,000","-30,844,000","-30,409,000","-32,071,000","-28,950,000","-24,294,000","-26,445,000","-17,208,000","-15,592,000","-12,312,000","-32,248,000","-32,261,000","-13,290,000","-17,936,000","-14,236,000","-9,690,000","-9,360,000","-12,443,611","-8,936,626","-8,754,718","-7,822,737","-8,136,190","-8,474,899","-9,644,310","-5,147,524","-7,839,028","-5,285,000","-4,266,154","-3,201,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"53,574,000","14,367,000","13,626,000","12,573,000","13,008,000","14,049,000","13,076,000","11,096,000","10,812,000","10,219,000","3,977,000","2,089,000","1,808,000","468,000","-2,645,000","-7,864,000","-6,914,000","-6,181,000","-8,770,658","-12,919,984","-1,498,581","-429,251","15,097,873","676,739","1,649,132","-428,254","5,281,317","668,703","2,152,955","2,165,601","2,294,664","2,388,544","2,339,999","2,258,990","2,327,687","2,295,247","2,190,407","2,432,535","2,658,981","2,625,629","2,262,681","2,660,347","2,729,034","2,570,449","2,855,067","2,795,884","2,742,272","2,789,940","3,091,983","2,875,880","2,970,868","2,600,163","2,582,918","2,650,715","1,971,209","1,928,449","2,091,447","1,294,676","1,915,717","1,090,390","-658,868","1,955,415","-2,225,224","1,726,964","1,610,151","900,144","-316,084","941,401","734,874","583,913","659,978","554,788","633,804","449,572","462,580","556,661","412,899","380,091","317,577","258,372","182,872","191,313","190,447","167,097","158,147","117,112",
			DepreciationAndAmortization,"53,574,000","14,367,000","13,626,000","12,573,000","13,008,000","14,049,000","13,076,000","11,096,000","10,812,000","10,219,000","3,977,000","2,089,000","1,808,000","468,000","-2,645,000","-7,864,000","-6,914,000","-6,181,000","-8,770,658","-12,919,984","-1,498,581","-429,251","15,097,873","676,739","1,649,132","-428,254","5,281,317","668,703","2,152,955","2,165,601","2,294,664","2,388,544","2,339,999","2,258,990","2,327,687","2,295,247","2,190,407","2,432,535","2,658,981","2,625,629","2,262,681","2,660,347","2,729,034","2,570,449","2,855,067","2,795,884","2,742,272","2,789,940","3,091,983","2,875,880","2,970,868","2,600,163","2,582,918","2,650,715","1,971,209","1,928,449","2,091,447","1,294,676","1,915,717","1,090,390","-658,868","1,955,415","-2,225,224","1,726,964","1,610,151","900,144","-316,084","941,401","734,874","583,913","659,978","554,788","633,804","449,572","462,580","556,661","412,899","380,091","317,577","258,372","182,872","191,313","190,447","167,097","158,147","117,112",
				Depreciation,"53,574,000","14,367,000","13,626,000","12,573,000","13,008,000","14,049,000","13,076,000","11,096,000","10,812,000","10,219,000","3,977,000","2,089,000","1,808,000","468,000","-2,645,000","-7,864,000","-6,914,000","-6,181,000","-8,770,658","-12,919,984","-1,498,581","-429,251","15,097,873","676,739","1,649,132","-428,254","5,281,317","668,703","2,152,955","2,165,601","2,294,664","2,388,544","2,339,999","2,258,990","2,327,687","2,295,247","2,190,407","2,432,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
