name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,03/31/2000
		DeferredTax,"-4,089,000","15,680,000","-14,549,000","-2,110,000","-3,110,000","7,537,000","-27,027,000","-7,250,000","-12,239,000","-11,799,000","9,341,000","-1,552,000","-1,795,000","8,702,000","-5,574,000","4,879,000","3,947,000","8,513,000","44,004,484","274,332","6,672,245","8,699,482","8,259,262","4,380,247","828,808","921,718","5,570,284","-363,843","-433,961","1,046,983","755,876","-224,569","-120,449","-16,406","1,892,591","-119,341","766,455","-698,661","-580,496","463,559","3,495,590","-1,831,027","-3,158,614","-19,668,337","-568,101","0","9,523","991,630","18,349,922","-1,529,004","494,278","-2,600,472","-18,790,013","-3,749,584","-1,345,586","-1,911,344","-850,403","1,487,344","2,390,185","1,916,144","981,650","-1,310,271","-53,846","44,895","-797,893","-357,492","-115,646","45,736","-174,351","-331,494","-106,894","-381,460","-113,294","-320,638","14,457","57,828","302,554","195,148","126,688","136,583","65,526","27,327",,,,,
			DeferredIncomeTax,"-4,089,000","15,680,000","-14,549,000","-2,110,000","-3,110,000","7,537,000","-27,027,000","-7,250,000","-12,239,000","-11,799,000","9,341,000","-1,552,000","-1,795,000","8,702,000","-5,574,000","4,879,000","3,947,000","8,513,000","44,004,484","274,332","6,672,245","8,699,482","8,259,262","4,380,247","828,808","921,718","5,570,284","-363,843","-433,961","1,046,983","755,876","-224,569","-120,449","-16,406","1,892,591","-119,341","766,455","-698,661","-580,496","463,559","3,495,590","-1,831,027","-3,158,614","-19,668,337","-568,101","0","9,523","991,630","18,349,922","-1,529,004","494,278","-2,600,472","-18,790,013","-3,749,584","-1,345,586","-1,911,344","-850,403","1,487,344","2,390,185","1,916,144","981,650","-1,310,271","-53,846","44,895","-797,893","-357,492","-115,646","45,736","-174,351","-331,494","-106,894","-381,460","-113,294","-320,638","14,457","57,828","302,554","195,148","126,688","136,583","65,526","27,327",,,,,
		AmortizationOfSecurities,,,,,"13,218,000","12,195,000","11,280,000","10,679,000","9,293,000","6,799,000","5,929,000","5,336,000","4,720,000","4,309,000","4,775,000","4,410,000","5,181,000","4,775,000","4,459,052","3,999,427","2,410,390","1,977,703","3,578,744","2,110,381","1,637,684","1,303,239","1,755,168","1,039,779","1,284,209","1,152,427","1,172,703","1,199,729","1,196,932","957,133","993,819","1,070,557","1,385,116","988,811","1,594,654","1,817,474","1,907,758","1,971,889","2,227,153","1,801,032","1,571,409","2,102,529","2,221,567","1,349,932","1,043,691","1,051,879","1,103,295","1,047,479","1,884,574","699,726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"29,001,000","9,448,000","7,118,000","6,766,000","5,669,000","5,399,000","4,645,000","4,443,000","4,148,000","5,501,000","6,135,000","5,018,000","5,160,000","4,913,000","4,382,000","4,503,000","4,303,000","4,448,000","5,125,391","5,779,483","5,159,182","3,474,027","2,869,673","2,856,229","2,616,159","2,628,788","2,036,575","1,943,481","1,707,885","1,653,662","1,338,194","1,388,490","1,380,372","1,201,111","1,054,901","1,031,422","1,032,840","962,969","595,695","896,463","1,433,772","1,488,522","1,113,126","1,362,801","1,267,013","1,275,354","933,382","998,940","862,622","1,186,069","879,454","664,450","832,037","875,062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,"-3,549,000","-2,639,000","-274,000","-334,000","-302,000","-1,565,000","88,000","85,000","272,000","-862,000","-179,000","-131,000","68,000","-769,000","-13,000","-199,000","-73,000","-2,681,000","-757,653","-58,999","-788,519","-3,760,322","-1,807,459","-374,322","-2,263,058","-159,168","-1,579,023","-1,138,221","-50,125","-1,348,751","-171,749","-360,309","-66,893","-1,099,570","-156,639","-92,595","-111,553","-28,628","-4,547","-20,281","-6,265","-4,978","-3,809","-2,893","0","-7,117","-6,418","0","-8,037","-2,321","-9,174","0","-3,769","-40,595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"15,417,000","-40,082,000","45,972,000","-13,168,000","22,695,000","35,430,000","-9,827,000","12,260,000","31,418,000","16,799,000","2,090,000","5,554,000","-13,489,000","-12,526,000","13,454,000","30,175,000","-6,166,000","14,527,000","491,260","-17,465,577","16,256,535","-11,233,073","4,219,617","-541,384","-11,478,688","5,523,432","22,151,085","-14,461,600","-10,739,421","-2,929,742","6,482,777","6,580,037","-8,540,573","-155,253","5,437,852","13,338,997","7,056,836","11,857,035",,,,,,,,,,,,,,,,,,"3,362,795","3,213,524","2,022,765","2,857,603","1,339,472","1,282,270","1,234,506","1,504,106","1,020,013","2,777,640","-225,887","2,532,439","971,813","-2,859,193","-601,750","4,501,321","-136,302","651,978","-2,120,874","841,340","409,748","-1,174,284","-502,124","250,000","247,000","251,773","189,227","647,000","298,000","362,000","362,622","16,432"
		ChangeInWorkingCapital,"-2,971,000","-64,911,000","49,839,000","22,623,000","-10,522,000","-48,728,000","48,215,000","-34,604,000","-8,569,000","-81,014,000","9,603,000","27,437,000","-68,478,000","53,203,000","53,325,000","-22,037,000","23,398,000","-18,540,000","-7,733,707","-18,005,885","-735,047","-24,522,248","-11,162,277","-15,119,998","20,606,748","-8,906,040","-8,686,954","-1,096,981","12,178,923","-13,112,473","2,979,261","7,165,324","336,066","-6,048,511","-1,049,214","11,801,868","3,257,218","-5,288,967","13,498,268","12,074,945","3,533,206","12,666,088","18,652,381","10,725,501","14,800,481","9,172,877","15,983,129","17,196,908","-12,036,854","20,973,725","6,571,183","6,192,869","-1,817,920","3,429,089","-10,612,154","9,684,979","1,727,891","-1,753,622","-19,153,714","213,211","5,337,235","-6,163,725","5,298,180","565,108","-3,705,080","-12,234,467","1,037,215","-891,143","-200,002","-974,953","45,652","-629,429","292,855","-1,967,053","1,472,133","455,252","275,108","-1,498,066","575,160","-124,246","259,794","-87,877","-63,132","46,029","87,251","-185,524",
			ChangeInOtherCurrentAssets,"36,907,000","33,554,000","51,434,000","-1,923,000","-46,158,000","70,174,000","31,381,000","-15,347,000","-59,480,000","-113,848,000","21,963,000","-28,957,000","-43,988,000","-6,517,000","7,334,000","-30,803,000","3,637,000","-4,639,000","-20,091,203","-9,113,673","-3,956,235","-136,250","-2,638,697","3,812,810","-11,848,423","-6,736,913","-21,004,152","12,105,952","13,299,737","-7,631,523","35,360","5,483,430","-2,032,117","527,594","-1,308,027","2,299,363","7,525,913","3,050,703","10,612,699","6,935,497","3,057,186","15,794,855","18,667,842","3,784,000","11,317,664","8,577,073","15,499,383","11,164,060","-7,673,980","8,397,287","-1,146,454","8,416,036","7,825,861","1,135,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-39,878,000","-98,465,000","-1,595,000","24,546,000","35,636,000","-118,902,000","16,834,000","-19,257,000","50,911,000","32,834,000","-12,360,000","56,394,000","-24,490,000","59,720,000","45,991,000","8,766,000","19,761,000","-13,901,000","12,357,496","-8,892,212","3,221,188","-24,385,998","-8,523,580","-18,932,808","32,455,171","-2,169,127","12,317,198","-13,202,933","-1,120,814","-5,480,950","2,943,901","1,681,894","2,368,183","-6,576,105","258,813","9,502,505","-4,268,695","-8,339,670","2,885,569","5,139,448","476,020","-3,128,767","-15,461","6,941,501","3,482,817","595,804","-5,811,208","4,417,919",,,"-9,978,122","-2,023,489","-9,843,459","2,293,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,187,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DividendReceivedCFO,"72,235,000","12,232,000","3,775,000","16,812,000","39,416,000","9,993,000","5,039,000","40,024,000","0","7,957,000","1,372,000","9,026,000","28,248,000","12,666,000","0","10,218,000","19,109,000","4,324,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-4,148,780,000","-1,837,294,000","-1,384,964,000","-540,783,000","-382,299,000","-1,304,909,000","-154,619,000","-157,331,000","-2,378,114,000","-878,598,000","-710,120,000","-552,106,000","-706,898,000","-649,937,000","-307,208,000","-682,812,000","-791,739,000","-1,187,325,000","-45,328,446","-993,757,956","-546,038,482","-512,478,043","-325,228,379","-138,286,526","-354,000,292","-435,889,309","-187,015,090","-149,145,723","-229,014,185","-177,423,030","-192,169,660","-85,828,808","-135,267,256","-74,613,930","-188,804,327","-68,552,234","-190,846,717","-116,489,626","-171,419,066","-12,755,384","-63,984,310","-2,228,692","-18,729,740","-61,867,967","58,084,011","9,364,408","-60,634,950","-18,581,992","174,804,910","8,849,563","-24,732,535","-81,591,084","-189,911,364","-144,579,098","-379,253,738","-291,075,611","-201,629,309","-100,313,327","-139,654,672","-78,241,355","-114,695,117","-53,090,402","-112,325,981","-67,325,517","-121,865,421","2,232,209","-81,284,868","-68,788,528","-65,372,352","-42,941,174","-58,217,924","-104,794,952","-40,909,388","-47,601,366","-42,813,796","-42,673,582","-34,967,341","-39,649,622","-36,061,791","-41,814,027","-36,340,296","-17,713,538","-39,055,239","-32,474,113","-30,000,399","-34,940,408","0"
	CashFlowFromContinuingInvestingActivities,"-4,148,780,000","-1,837,294,000","-1,384,964,000","-540,783,000","-382,299,000","-1,304,909,000","-154,619,000","-157,331,000","-2,378,114,000","-878,598,000","-710,120,000","-552,106,000","-706,898,000","-649,937,000","-307,208,000","-682,812,000","-791,739,000","-1,187,325,000","-45,328,446","-993,757,956","-546,038,482","-512,478,043","-325,228,379","-138,286,526","-354,000,292","-435,889,309","-187,015,090","-149,145,723","-229,014,185","-177,423,030","-192,169,660","-85,828,808","-135,267,256","-74,613,930","-188,804,327","-68,552,234","-190,846,717","-116,489,626","-171,419,066","-12,755,384","-63,984,310","-2,228,692","-18,729,740","-61,867,967","58,084,011","9,364,408","-60,634,950","-18,581,992","174,804,910","8,849,563","-24,732,535","-81,591,084","-189,911,364","-144,579,098","-379,253,738","-291,075,611","-201,629,309","-100,313,327","-139,654,672","-78,241,355","-114,695,117","-53,090,402","-112,325,981","-67,325,517","-121,865,421","2,232,209","-81,284,868","-68,788,528","-65,372,352","-42,941,174","-58,217,924","-104,794,952","-40,909,388","-47,601,366","-42,813,796","-42,673,582","-34,967,341","-39,649,622","-36,061,791","-41,814,027","-36,340,296","-17,713,538","-39,055,239","-32,474,113","-30,000,399","-34,940,408",
		CapitalExpenditureReported,,,,,"-4,747,000","-5,704,000","-8,452,000","-11,646,000","-12,329,000","-6,334,000","-7,963,000","-5,504,000","-26,576,000","-2,110,000","-5,261,000","-3,994,000","-5,678,000","-8,806,000","-17,453,498","-17,354,311","-7,244,866","-11,446,101","-6,366,375","-3,991,639","-3,850,557","-2,849,721","-2,962,908","-1,452,686","-5,233,180","-1,222,077","-1,887,351","-725,698","-2,660,887","-604,626","-922,306","-983,321","-1,946,216","-1,442,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,"-5,704,000","-8,452,000","-11,646,000","-12,329,000","-6,334,000","-7,963,000","-5,504,000","-26,576,000","-2,110,000","-5,261,000","-3,994,000","-5,678,000","-8,806,000","-17,453,498","-17,354,311","-7,244,866","-11,446,101","-6,366,375","-3,991,639","-3,850,557","-2,849,721","-2,962,908","-1,452,686","-5,233,180","-1,222,077","-1,887,351","-725,698","-2,660,887","-604,626","-922,306","-983,321","-1,946,216","-1,442,076","-3,011,534","-912,101","-668,991","-1,271,826","-369,248","-332,198","-354,294","-975,525","-1,917,941","-1,523,685","-2,146,772","-3,999,309","-8,771,446","-6,519,666","-2,204,751","-1,679,977","-3,251,339","-1,867,150","1,094,217","-2,603,806","-974,721","-1,671,910","-1,132,227","-2,292,955","-941,081","-855,709","-2,619,540","-233,346","-104,806","-903,859","-1,383,847","-1,046,404","-1,776,236","-2,263,078","-885,838","-219,717","-755,972","-819,966","-1,428,505","-906,305","-145,770","-460,452","-37,889","-33,212","-158,285","-741,768","-217,427","-197,381","0"
			PurchaseOfPPE,,,,,,"-5,704,000","-8,452,000","-11,646,000","-12,329,000","-6,334,000","-7,963,000","-5,504,000","-26,576,000","-2,110,000","-5,261,000","-3,994,000","-5,678,000","-8,806,000","-17,453,498","-17,354,311","-7,244,866","-11,446,101","-6,366,375","-3,991,639","-3,850,557","-2,849,721","-2,962,908","-1,452,686","-5,233,180","-1,222,077","-1,887,351","-725,698","-2,660,887","-604,626","-922,306","-983,321","-1,946,216","-1,442,076","-3,011,534","-912,101","-668,991","-1,271,826","-369,248","-332,198","-354,294","-975,525","-1,933,608","-1,523,685","-2,147,442","-4,003,674","-8,772,531","-6,525,662","-2,213,640","-1,679,977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfPPE,,,,,,,"0","0","0","0","0","14,000","-1,000","53,000","2,509,000","292,000","2,000","164,000","0","23,038",,,"30,550","207,795",,,"128,413","0",,,,,,,,,,,,,,,,,,,"15,667","0","670","4,365","1,085","5,996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetIntangiblesPurchaseAndSale,"-3,915,000","-9,900,000","16,616,000","-6,165,000",,,"0","0","-1,000,000","0","0","14,000","-1,000","53,000","2,509,000","292,000","2,000","164,000","0","23,038",,,"6,778,176","207,795",,,"128,413","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,"-4,368,000","-10,072,000","16,616,000","-6,165,000",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfIntangibles,"453,000","172,000","0","0",,,"0","0","0","0","0","14,000","-1,000","53,000","2,509,000","292,000","2,000","164,000","0","23,038",,,"6,778,176","207,795",,,"128,413","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,"-30,415,000","-30,415,000",,,,,,,,,"0",,,,"0",,,,"0","0",,,"0",,,,"0","81,302,122",,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,"-1,189,671","0","0","37,420,210",,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-30,415,000","-30,415,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPropertiesPurchaseAndSale,,,,,"2,203,000","1,980,000","6,081,000","2,061,000","3,334,000","1,796,000","3,499,000","1,830,000","2,277,000","840,000","2,884,000","3,638,000",,,,"3,362,313",,,,"144,746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfInvestmentProperties,,,,,"2,203,000","1,980,000","6,081,000","2,061,000","3,334,000","1,796,000","3,499,000","1,830,000","2,277,000","840,000","2,884,000","3,638,000",,,,"4,020,345",,,,"144,746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-1,726,644,000","-326,812,000","-514,771,000","-368,932,000","-512,689,000","-186,829,000","-123,432,000","-183,154,000","-243,533,000","-262,224,000","-266,294,000","-125,721,000","14,459,000","-125,780,000","-72,540,000","-266,807,000","-38,123,000","-494,973,000","339,799,509","-460,260,415","-201,887,124","-284,924,454","-115,794,586","39,551,337","-100,504,034","-148,916,425","28,304,496","-20,881,877","33,131,012","-110,642,846","-18,856,328","26,833,967","-918,860","-33,702,657","-725,295","-19,592,497","-30,941,023","-21,880,431","21,547,728","72,193,073","48,260,582","53,984,165","45,898,020","-13,616,697","69,299,444","31,882,688","-66,089,523","-60,087,236","96,335,626","-48,388,307","-17,116,819","9,218,493","-56,173,546","-21,133,585","-211,077,477","-110,513,478","-25,231,406","21,957,702","-19,894,114","-6,993,569","-5,805,997","6,004,132","-14,938,816","-18,488,931","12,152,223","-5,916,658","-35,425,662","-20,621,940","-23,137,967","2,551,582","-17,919,033","-22,825,846","-7,726,757","-20,650,290","-24,324,875","-17,542,664","-6,463,817","-19,246,338","-16,961,011","-18,479,806","-17,053,156","-691,855","1,086,966","-6,168,807","-2,256,295","-5,357,577",
