name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
TotalAssets,"82,901,000,000","78,375,000,000","77,743,000,000","71,539,000,000","70,285,000,000","68,719,000,000","68,364,000,000","68,347,000,000","66,431,000,000","40,994,000,000","34,252,000,000","34,368,000,000","33,569,000,000","30,901,000,000","31,157,000,000","28,743,000,000","25,170,000,000","21,855,000,000","22,000,000,000","21,840,000,000","21,362,000,000","20,197,000,000","19,634,000,000","19,496,000,000","18,652,000,000","7,339,000,000","7,322,000,000","7,022,000,000","6,696,000,000","5,838,000,000","5,446,345,000","4,682,567,000","4,446,447,000","3,529,300,000","3,139,037,000","3,045,235,000","2,887,157,000","2,741,682,000","2,690,936,000","2,449,550,000","2,283,147,000","2,190,336,000","2,037,498,000","2,010,444,000","2,003,685,000","1,943,882,000","1,795,177,000","1,733,537,000","1,730,671,000","1,702,364,000","1,635,014,000","1,586,209,000","1,552,830,000","1,451,152,000","1,358,053,000","1,215,065,000","1,139,275,000","1,119,122,000","1,086,240,000","1,050,002,000","971,377,000","894,980,000","813,841,000","801,136,000","737,807,000","668,030,000","639,611,000","574,446,000","560,784,000","527,934,000","421,153,000","389,815,000","377,383,000","362,692,000","328,452,000","220,414,000","224,747,000","210,327,000","170,766,000","157,736,000","143,122,000"
	CurrentAssets,"31,110,000,000","28,497,000,000","28,056,000,000","25,464,000,000","24,440,000,000","23,393,000,000","27,275,000,000","26,822,000,000","24,696,000,000","20,323,000,000","13,457,000,000","13,596,000,000","13,616,000,000","11,998,000,000","13,088,000,000","12,377,000,000","10,976,000,000","8,703,000,000","9,660,000,000","9,648,000,000","9,408,000,000","8,365,000,000","7,755,000,000","7,853,000,000","7,551,000,000","3,605,000,000","3,596,000,000","3,838,000,000","3,590,000,000","3,034,000,000","2,767,711,000","2,324,886,000","2,281,849,000","1,800,173,000","1,368,435,000","1,342,360,000","1,375,271,000","1,373,602,000","1,376,505,000","1,073,438,000","920,377,000","940,010,000","766,376,000","774,536,000","743,829,000","656,821,000","675,988,000","545,837,000","571,902,000","616,134,000","614,058,000","685,764,000","637,251,000","666,343,000","634,120,000","578,847,000","443,610,000","446,339,000","450,452,000","439,551,000","481,534,000","451,821,000","374,756,000","325,702,000","281,044,000","272,605,000","243,801,000","217,256,000","249,240,000","224,292,000","170,698,000","145,059,000","111,110,000","110,301,000","102,973,000","77,828,000","95,802,000","93,089,000","79,941,000","65,631,000","110,191,000"
		CashCashEquivalentsAndShortTermInvestments,"12,905,000,000","14,657,000,000","14,940,000,000","12,584,000,000","11,289,000,000","12,380,000,000","13,695,000,000","14,356,000,000","10,694,000,000","12,986,000,000","7,019,000,000","7,640,000,000","7,042,000,000","6,064,000,000","7,441,000,000","7,309,000,000","6,175,000,000","4,603,000,000","4,876,000,000","5,011,000,000","5,564,000,000","4,435,000,000","3,388,000,000","3,153,000,000","3,705,000,000","1,936,000,000","1,827,000,000","2,107,000,000","1,817,000,000","1,787,000,000","1,749,965,000","1,386,145,000","1,370,488,000","1,140,199,000","863,912,000","820,042,000","876,898,000","983,070,000","936,541,000","574,439,000","559,219,000","704,197,000","558,001,000","553,258,000","544,744,000","455,512,000","428,523,000","295,260,000","390,309,000","443,306,000","439,674,000","445,716,000","417,629,000","488,492,000","435,660,000","427,012,000","324,769,000","314,853,000","323,143,000","279,803,000","354,959,000","337,968,000","414,538,000","208,136,000","189,684,000","204,058,000","180,066,000","130,935,000","192,564,000","178,388,000","132,255,000","277,377,000","288,720,000","79,506,000","238,250,000","149,316,000","155,876,000","69,227,000","142,874,000","129,220,000","112,151,000"
			CashAndCashEquivalents,"11,237,000,000","13,118,000,000","13,423,000,000","11,018,000,000","9,627,000,000","10,800,000,000","12,198,000,000","12,798,000,000","9,308,000,000","12,123,000,000","6,215,000,000","6,875,000,000","6,345,000,000","5,342,000,000","6,847,000,000","6,707,000,000","5,668,000,000","4,072,000,000","4,281,000,000","4,425,000,000","4,839,000,000","3,930,000,000","2,982,000,000","2,710,000,000","3,436,000,000","1,760,000,000","1,665,000,000","1,967,000,000","1,666,000,000","1,610,000,000","1,582,972,000","1,258,797,000","1,270,792,000","1,038,073,000","741,281,000","688,712,000","730,791,000","843,952,000","796,621,000","421,894,000","432,998,000","573,698,000","451,657,000","474,450,000","492,045,000","434,166,000","397,666,000","265,600,000","350,089,000","403,752,000","393,982,000","384,499,000","342,229,000","379,099,000","275,284,000","357,488,000","263,780,000","268,584,000","275,048,000","236,443,000","311,905,000","271,047,000","200,480,000","131,436,000","118,512,000","147,358,000","121,424,000","65,598,000","103,276,000","84,105,000","88,687,000","80,478,000","44,363,000","64,346,000","62,906,000","43,422,000","59,970,000","59,656,000","56,066,000","44,336,000","91,738,000"
			OtherShortTermInvestments,"1,668,000,000","1,539,000,000","1,517,000,000","1,566,000,000","1,662,000,000","1,580,000,000","1,497,000,000","1,558,000,000","1,386,000,000","863,000,000","804,000,000","765,000,000","697,000,000","722,000,000","594,000,000","602,000,000","507,000,000","531,000,000","595,000,000","586,000,000","725,000,000","505,000,000","406,000,000","443,000,000","269,000,000","176,000,000","162,000,000","140,000,000","151,000,000","177,000,000","166,993,000","127,348,000","99,696,000","102,126,000","122,631,000","131,330,000","146,107,000","139,118,000","139,920,000","152,545,000","126,221,000","130,499,000","106,344,000","78,808,000","52,699,000","21,346,000","30,857,000","29,660,000","40,220,000","39,554,000","45,692,000","61,217,000","75,400,000","109,393,000","160,376,000","69,524,000","60,989,000","46,269,000","48,095,000","43,360,000","43,054,000","66,921,000","214,058,000","76,700,000","71,172,000","56,700,000","58,642,000","65,337,000","89,288,000","94,283,000","43,568,000","196,899,000","244,357,000","15,160,000","175,344,000","105,894,000","95,906,000","9,571,000","86,808,000","84,884,000","20,413,000"
		Receivables,"16,169,000,000","12,238,000,000","11,516,000,000","11,202,000,000","11,601,000,000","9,696,000,000","11,670,000,000","10,339,000,000","11,304,000,000","6,247,000,000","5,606,000,000","5,194,000,000","5,819,000,000","5,150,000,000","4,647,000,000","4,067,000,000","3,648,000,000","3,413,000,000","3,955,000,000","3,901,000,000","3,121,000,000","3,098,000,000","3,445,000,000","3,488,000,000","2,529,000,000","1,279,000,000","1,281,000,000","1,248,000,000","1,245,000,000","912,000,000","685,188,000","610,969,000","570,105,000","428,570,000","355,947,000","357,908,000","320,371,000","263,452,000","316,123,000","400,194,000","278,233,000","157,450,000","139,467,000","152,135,000","132,023,000","136,243,000","182,379,000","164,420,000","110,120,000","103,456,000","104,798,000","157,863,000","147,899,000","92,531,000","150,351,000","113,233,000","81,468,000","90,072,000","84,813,000","113,491,000","78,076,000","91,664,000","86,108,000","96,852,000","66,368,000","44,108,000","43,235,000","69,839,000","36,987,000","31,475,000","22,739,000","21,297,000","21,634,000","20,308,000","22,076,000","16,739,000","19,925,000","16,773,000","8,250,000","7,524,000","9,672,000"
			AccountsReceivable,"16,169,000,000","12,238,000,000","11,516,000,000","11,202,000,000","11,601,000,000","9,696,000,000","11,670,000,000","10,339,000,000","11,304,000,000","6,247,000,000","5,606,000,000","5,194,000,000","5,819,000,000","5,150,000,000","4,647,000,000","4,067,000,000","3,648,000,000","3,413,000,000","3,955,000,000","3,901,000,000","3,121,000,000","3,098,000,000","3,445,000,000","3,488,000,000","2,529,000,000","1,279,000,000","1,281,000,000","1,248,000,000","1,245,000,000","912,000,000","685,188,000","610,969,000","570,105,000","428,570,000","355,947,000","357,908,000","320,371,000","263,452,000","316,123,000","400,194,000","278,233,000","157,450,000","139,467,000","152,135,000",,"136,243,000",,,,,,,,,,,,,,,,,"86,108,000","96,852,000","66,368,000",,"43,235,000","69,839,000","36,987,000",,"22,739,000","21,297,000","21,634,000","20,308,000","22,076,000","16,739,000","19,925,000","16,773,000","8,250,000","7,524,000","9,672,000"
				GrossAccountsReceivable,,"12,377,000,000",,,,"9,939,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158,089,000","140,059,000","152,709,000",,"136,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-139,000,000",,,,"-243,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-639,000","-592,000","-574,000",,"-17,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,364,000","20,038,000",,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,143,000","3,290,000","3,174,000","2,732,000","2,049,000","1,688,000","1,853,000","2,846,000","2,589,000","3,424,000","3,121,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,143,000","3,290,000","3,174,000","2,732,000","2,049,000","1,688,000","1,853,000","2,846,000","2,589,000","3,424,000","3,121,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000","12,858,000","13,826,000","20,863,000","13,743,000",,,,,,,,,"0","0","0","912,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"2,036,000,000","1,602,000,000","1,600,000,000","1,678,000,000","1,550,000,000","1,317,000,000","1,910,000,000","2,127,000,000","2,698,000,000","1,090,000,000","832,000,000","762,000,000","755,000,000","784,000,000","1,000,000,000","1,001,000,000","1,153,000,000","687,000,000","829,000,000","736,000,000","723,000,000","832,000,000","922,000,000","1,212,000,000","1,317,000,000","390,000,000","488,000,000","483,000,000","528,000,000","324,000,000","319,700,000","313,946,000","320,393,000","217,661,000","148,576,000","164,410,000","178,002,000","127,080,000","123,841,000","98,805,000","82,925,000","78,363,000","68,908,000","69,143,000","67,062,000","64,154,000","65,086,000","86,157,000","71,473,000","69,372,000","69,586,000","82,185,000","71,723,000","85,320,000","48,109,000","38,602,000","37,373,000","41,414,000","42,496,000","46,257,000","48,499,000","22,189,000","-125,890,000","20,714,000","24,992,000","24,439,000","20,500,000","16,482,000","19,689,000","14,429,000","12,561,000","-156,905,000","-202,418,000","-12,609,000","-179,440,000","-89,915,000","-81,852,000","4,243,000","-73,772,000","-74,537,000","-14,753,000"
