name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"-250,365,000","-78,687,000","-69,547,000","-44,593,000","-57,538,000","-26,787,000","-55,949,000","-64,375,000","-56,885,000","-45,796,000","-59,987,000","19,947,000","-38,766,000","-4,259,000"
	CashFlowFromContinuingOperatingActivities,,,"-69,547,000","-44,593,000",,,"-57,755,000",,,"-45,796,000",,,,"-4,259,000"
		NetIncomeFromContinuingOperations,"-346,396,000","-41,087,000","-88,334,000","-125,392,000","-91,583,000","-80,899,000","-57,755,000","-67,054,000","-134,876,000","-47,937,000","-61,682,000","-27,792,000","-28,466,000","-12,430,000"
		OperatingGainsLosses,,,"-29,062,000","37,863,000",,,,,,"-568,000",,,,"-977,000"
			GainLossOnSaleOfPPE,,,"-3,000","40,000",,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,"2,141,000","2,023,000",,,,,,"-568,000",,,,"-977,000"
			GainLossOnInvestmentSecurities,,,"-31,200,000","35,800,000",,,,,,,,,,
		DepreciationAmortizationDepletion,,,"3,711,000","3,498,000",,,,,,"2,021,000",,,,"580,000"
			DepreciationAndAmortization,,,"3,711,000","3,498,000",,,,,,"2,021,000",,,,"580,000"
				Depreciation,,,"3,292,000","3,134,000",,,,,,"1,998,000",,,,"575,000"
				AmortizationCashFlow,,,"419,000","364,000",,,,,,"23,000",,,,"5,000"
					AmortizationOfIntangibles,,,"419,000","364,000",,,,,,"23,000",,,,"5,000"
		AssetImpairmentCharge,,,"0","-6,000",,,,,,"-9,000",,,,"-8,000"
		UnrealizedGainLossOnInvestmentSecurities,,,"40,000","-40,000",,,,,,"-3,000",,,,"-3,000"
		StockBasedCompensation,,,"5,200,000","6,925,000",,,,,,"305,000",,,,"367,000"
		OtherNonCashItems,"-91,998,000","-37,600,000","104,000","-188,000","34,045,000","54,112,000","790,000","2,679,000","77,991,000","3,142,000","-49,968,000","47,739,000","-10,300,000","-1,715,000"
		ChangeInWorkingCapital,,,"37,994,000","32,551,000",,,,,,"-2,917,000",,,,"8,185,000"
			ChangeInReceivables,,,"-48,909,000","13,499,000",,,,,,"30,000,000",,,,"25,269,000"
				ChangesInAccountReceivables,,,"-48,909,000","13,499,000",,,,,,"30,000,000",,,,"25,269,000"
			ChangeInInventory,,,"-115,000","72,000",,,,,,"-177,000",,,,"-76,000"
			ChangeInPrepaidAssets,,,"690,000","-2,575,000",,,,,,"-2,061,000",,,,"-4,097,000"
			ChangeInPayablesAndAccruedExpense,,,"73,746,000","36,738,000",,,,,,"-17,763,000",,,,"-1,274,000"
				ChangeInPayable,,,"73,746,000","36,738,000",,,,,,"-17,763,000",,,,"-1,274,000"
					ChangeInAccountPayable,,,"-4,550,000","592,000",,,,,,"537,000",,,,"-2,541,000"
			ChangeInOtherCurrentAssets,,,"-575,000","312,000",,,,,,,,,,
