name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,12/31/2012
TotalAssets,"352,705,000","389,358,000","247,790,000","165,667,000","187,402,000","216,754,000","234,595,000","249,950,000","115,714,000","130,187,000","98,823,000","113,608,000","124,096,000","137,165,000","140,957,000","151,661,000","161,551,000","175,576,000","182,982,000","201,788,000","238,272,000","299,630,000","350,585,000","385,854,000","398,845,000","428,851,000","450,751,000","471,049,000","517,425,000","498,370,000","490,486,000","478,126,000","297,093,000","217,682,000","238,376,000","73,483,484","4,879,388"
	CurrentAssets,"350,967,000","387,488,000","246,040,000","163,688,000","187,276,000","216,603,000","234,399,000","249,697,000","115,241,000","128,624,000","96,973,000","110,591,000","119,034,000","133,287,000","137,263,000","147,910,000","157,747,000","171,505,000","181,653,000","199,854,000","235,796,000","295,887,000","346,941,000","355,088,000","331,784,000","306,485,000","288,083,000","460,278,000","492,904,000","473,625,000","462,644,000","442,155,000","268,332,000","217,400,000","238,333,000","73,451,481","4,837,236"
		CashCashEquivalentsAndShortTermInvestments,"345,663,000","381,749,000","241,970,000","159,882,000","180,201,000","210,047,000","231,122,000","245,735,000","108,352,000","125,699,000","94,851,000","106,889,000","116,639,000","131,201,000","135,208,000","145,991,000","154,911,000","166,972,000","180,217,000","196,442,000","227,615,000","289,278,000","321,156,000","298,712,000","292,926,000","296,592,000","281,042,000","449,040,000","433,286,000","463,560,000","408,782,000","437,231,000","263,062,000","210,596,000","236,079,000","73,187,359","4,304,536"
			CashAndCashEquivalents,"191,867,000","261,447,000","179,879,000","50,363,000","29,335,000","66,373,000","122,819,000","245,735,000","108,352,000","125,699,000","94,851,000","106,889,000","116,639,000","131,201,000","135,208,000","145,991,000","154,911,000","166,972,000","180,217,000","140,917,000","92,554,000","133,930,000","165,604,000","194,054,000","183,822,000","221,861,000","254,895,000","36,720,000","39,568,000","39,814,000","94,804,000","248,498,000","66,562,000","210,596,000","236,079,000","73,187,359","4,304,536"
				CashFinancial,,,,,,,,,"4,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,"104,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"153,796,000","120,302,000","62,091,000","109,519,000","150,866,000","143,674,000","108,303,000",,,,,,,,,,,,"0","55,525,000","135,061,000","155,348,000","155,552,000","104,658,000","109,104,000","74,731,000","26,147,000","412,320,000","393,718,000","423,746,000","313,978,000","188,733,000","196,500,000",,,,
		Receivables,"0","0",,"0","1,765,000","1,765,000","1,764,000","1,764,000","4,706,000","882,000","1,012,000","1,765,000",,"0","0",,,"1,387,000","0","674,000","3,531,000","3,531,000","24,271,000","54,480,000","36,559,000","4,389,000","0","247,000","50,249,000","960,000","50,000,000",,,,,,"0"
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000",,,,,,
			TaxesReceivable,"0","0",,"0","1,765,000","1,765,000","1,764,000","1,764,000","4,706,000","882,000","1,012,000","1,765,000",,"0","0",,,"1,387,000",,,,,"24,265,000","24,283,000","26,497,000",,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,"674,000","3,531,000","3,531,000","6,000","30,197,000","10,062,000","4,389,000",,"247,000","50,249,000","960,000",,,,,,,
		PrepaidAssets,"5,304,000","5,739,000","4,070,000","3,806,000","5,310,000","4,791,000","1,513,000","2,198,000","2,183,000","2,043,000","1,110,000","1,937,000","2,395,000","2,086,000","2,055,000","1,919,000","2,836,000","3,146,000","1,436,000","2,738,000","4,650,000","3,078,000","1,514,000","1,896,000","2,299,000","5,504,000","5,541,000","10,885,000","8,900,000","8,812,000","2,793,000","4,087,000","5,270,000","6,804,000","2,254,000","264,122","202,008"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158,453",
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,500,000","106,000","469,000","293,000","1,069,000","837,000",,,,"0","330,692"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,500,000","106,000","469,000","293,000","1,069,000","837,000",,,,,
	TotalNonCurrentAssets,"1,738,000","1,870,000","1,750,000","1,979,000","126,000","151,000","196,000","253,000","473,000","1,563,000","1,850,000","3,017,000","5,062,000","3,878,000","3,694,000","3,751,000","3,804,000","4,071,000","1,329,000","1,934,000","2,476,000","3,743,000","3,644,000","30,766,000","67,061,000","122,366,000","162,668,000","10,771,000","24,521,000","24,745,000","27,842,000","35,971,000","28,761,000","282,000","43,000","32,003","42,152"
		NetPPE,"1,738,000","1,870,000","1,750,000","1,979,000","124,000","146,000","196,000","241,000","461,000","669,000","957,000","1,241,000","1,522,000","335,000","379,000","424,000","468,000","518,000","1,302,000","1,888,000","2,473,000","3,281,000","3,174,000","3,263,000","3,350,000","3,466,000","2,590,000","1,809,000","1,563,000","1,555,000","1,289,000","826,000","743,000","27,000","32,000","32,003","42,152"
			GrossPPE,"1,738,000","2,863,000","1,750,000","1,979,000","124,000","1,100,000","196,000","241,000","461,000","1,476,000","957,000","1,241,000","1,522,000","1,345,000","1,345,000","1,345,000","1,345,000","1,345,000","4,732,000","4,732,000","4,937,000","4,937,000","4,612,000","4,514,000","4,427,000","4,365,000","3,327,000","2,469,000","1,921,000","1,857,000","1,544,000","1,044,000","930,000","202,000",,,"196,328"
				Properties,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
				MachineryFurnitureEquipment,,"1,341,000",,,,"980,000",,,,"980,000",,,,"1,345,000","1,345,000","1,345,000","1,345,000","1,345,000","2,897,000","2,897,000","3,102,000","3,102,000","3,012,000","2,833,000","2,834,000","2,299,000","2,163,000","1,845,000","1,544,000","1,500,000","1,395,000","953,000","842,000","202,000",,,"196,328"
				OtherProperties,"1,738,000","1,522,000","1,750,000","1,979,000","124,000","120,000","196,000","241,000","461,000","496,000","957,000","1,241,000","1,522,000",,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,"0",,"130,000","42,000","515,000","701,000","248,000",,,,,,,,,
				Leases,,,,,,,,,,,,,,,,,,,"1,835,000","1,835,000","1,835,000","1,835,000","1,600,000","1,551,000","1,551,000","1,551,000","463,000","376,000","377,000","357,000","149,000","91,000","88,000",,,,
			AccumulatedDepreciation,,"-993,000",,,,"-954,000",,,,"-807,000",,,,"-1,010,000","-966,000","-921,000","-877,000","-827,000","-3,430,000","-2,844,000","-2,464,000","-1,656,000","-1,438,000","-1,251,000","-1,077,000","-899,000","-737,000","-660,000","-358,000","-302,000","-255,000","-218,000","-187,000","-175,000",,,"-154,176"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,"0",,"27,011,000","63,211,000","95,298,000","144,944,000",,,,,"15,255,000","27,763,000",,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,"0",,"27,011,000","63,211,000","95,298,000","144,944,000",,,,,"15,255,000","27,763,000",,,,
				AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,,,,,"27,011,000","63,211,000","95,298,000","144,944,000",,,,,"15,255,000","27,763,000",,,,
		NonCurrentAccountsReceivable,,,,,,,,,,"882,000","882,000","1,765,000","3,529,000","3,529,000",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,"0","3,296,000","3,296,000","3,296,000","3,529,000",,,,"0",,"0","0","23,113,000","14,632,000","8,443,000","22,597,000","22,808,000","26,187,000","19,635,000",,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,"0","3,296,000","3,296,000","3,296,000","3,529,000",,,,"0",,"0","0","23,113,000","14,632,000","8,443,000","22,597,000","22,808,000","26,187,000","19,635,000",,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"467,000","467,000","282,000","282,000","282,000","255,000","255,000","255,000",,,"0"
		OtherNonCurrentAssets,,,,,"2,000","5,000",,"12,000","12,000","12,000","11,000","11,000","11,000","14,000","19,000","31,000","40,000","24,000","27,000","46,000","3,000","462,000","470,000","492,000","500,000","489,000","35,000","52,000","79,000","100,000","84,000",,,,"11,000",,
TotalLiabilitiesNetMinorityInterest,"19,551,000","28,830,000","21,304,000","26,094,000","20,214,000","25,191,000","20,009,000","11,909,000","11,084,000","12,984,000","9,361,000","11,875,000","10,127,000","13,206,000","135,530,000","134,131,000","133,474,000","137,535,000","139,107,000","350,608,000","369,927,000","394,248,000","387,174,000","371,349,000","365,622,000","368,904,000","367,640,000","357,273,000","355,832,000","351,249,000","314,591,000","318,695,000","89,888,000","47,962,000","49,575,000","46,220,783","14,410,199"
	CurrentLiabilities,"19,166,000","28,211,000","20,443,000","24,992,000","20,163,000","25,130,000","19,933,000","11,818,000","10,978,000","12,984,000","9,361,000","11,875,000","9,882,000","13,206,000","10,530,000","9,131,000","8,474,000","12,535,000","14,107,000","25,601,000","43,258,000","65,918,000","57,182,000","39,696,000","34,226,000","37,505,000","34,644,000","22,680,000","19,523,000","19,831,000","24,039,000","35,362,000","6,555,000","6,295,000","7,908,000","4,554,116","14,410,199"
