name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"-47,394,000","-13,314,000","-11,081,000","-9,954,000","-13,045,000","-8,357,000","-9,307,000","-9,250,000","-10,091,000","-8,301,000","-7,210,000","-8,255,000","-7,712,000","-6,700,000","-5,473,000","-4,604,000","-6,949,000","-3,766,000","-1,616,000","-2,178,000","-2,303,000","-2,012,000"
	CashFlowFromContinuingOperatingActivities,"-47,394,000","-13,314,000","-11,081,000","-9,954,000","-13,045,000","-8,357,000","-9,307,000","-9,250,000","-10,091,000","-8,301,000","-7,210,000","-8,255,000","-7,712,000","-6,700,000","-5,473,000","-4,604,000","-6,949,000","-3,766,000","-1,616,000","-2,178,000","-2,303,000","-2,012,000"
		NetIncomeFromContinuingOperations,"-57,660,000","-16,024,000","-14,212,000","-14,462,000","-12,962,000","-12,994,000","-10,941,000","-11,289,000","-9,500,000","-10,012,000","-9,579,000","-9,148,000","-8,718,000","-7,642,000","-5,782,000","-5,663,000","-6,775,000","-4,947,000","-2,300,000","-2,080,000","-1,880,000","-2,257,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,"9,000","0","0","97,000",,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,"0","0","0","0","9,000","0","0","97,000",,,,"0"
		DepreciationAmortizationDepletion,"1,555,000","417,000","387,000","378,000","373,000","372,000","368,000","445,000","369,000","362,000","340,000","333,000","325,000","303,000","204,000","205,000","194,000","87,000","45,000","43,000","43,000","44,000"
			DepreciationAndAmortization,"1,555,000","417,000","387,000","378,000","373,000","372,000","368,000","445,000","369,000","362,000","340,000","333,000","325,000","303,000","204,000","205,000","194,000","87,000","45,000","43,000","43,000","44,000"
		AmortizationOfSecurities,"1,595,000","339,000","317,000","408,000","531,000","514,000","408,000","92,000","-87,000","-96,000","-83,000","-201,000","-336,000","-359,000","-284,000",,,,,,,
		StockBasedCompensation,"8,772,000","3,104,000","1,853,000","1,878,000","1,937,000","1,928,000","1,280,000","1,271,000","1,219,000","1,173,000","1,007,000","1,090,000","1,009,000","901,000","449,000","430,000","988,000","126,000","91,000","36,000","38,000","38,000"
		OtherNonCashItems,,"53,000",,,,,,,,,,,,,,,,,,,,
		ChangeInWorkingCapital,"-1,800,000","-1,203,000","483,000","1,844,000","-2,924,000","1,823,000","-422,000","231,000","-2,092,000","272,000","1,105,000","-329,000","8,000","97,000","-69,000","616,000","-1,356,000","871,000","548,000","-177,000","-504,000","163,000"
			ChangeInPrepaidAssets,"-15,000","-86,000","695,000","377,000","-1,001,000","980,000","-493,000","-765,000","90,000","-256,000","634,000","-747,000","-158,000","-282,000","197,000","-384,000","-368,000","-581,000","322,000","-250,000","-677,000","-38,000"
			ChangeInPayablesAndAccruedExpense,"-705,000","-834,000","60,000","1,733,000","-1,664,000","1,088,000","306,000","1,226,000","-1,958,000","739,000","674,000","615,000","359,000","560,000","-188,000","1,080,000","-480,000","1,028,000","401,000","73,000","-169,000","539,000"
				ChangeInPayable,,"-834,000",,"1,733,000","-1,664,000","1,088,000",,"1,226,000","-1,958,000","739,000",,,,,"-188,000","1,080,000","392,000","156,000","-362,000","73,000","-65,000","435,000"
					ChangeInAccountPayable,,"-834,000",,"1,733,000","-1,664,000","1,088,000",,"1,226,000","-1,958,000","739,000",,,,,"-188,000","1,080,000","392,000","156,000","-362,000","73,000","-65,000","435,000"
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,"872,000",,,,"104,000"
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,"-60,000","99,000",,,"-343,000"
			ChangeInOtherCurrentLiabilities,"-1,080,000","-283,000","-272,000","-266,000","-259,000","-245,000","-235,000","-230,000","-224,000","-211,000","-203,000","-197,000","-193,000","-181,000","1,000","-1,000","-157,000","149,000","8,000","0","-4,000","2,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,"-18,000","-140,000","-411,000","335,000","-282,000","-1,000","3,000","3,000"
InvestingCashFlow,"-87,290,000","-59,533,000","-82,491,000","38,484,000","16,250,000","-687,000","17,318,000","2,790,000","-37,276,000","-39,330,000","1,678,000","15,623,000","2,142,000","976,000","-9,916,000","-56,671,000","-17,122,000","-195,000","-63,000","-326,000","0","0"
	CashFlowFromContinuingInvestingActivities,"-87,290,000","-59,533,000","-82,491,000","38,484,000","16,250,000","-687,000","17,318,000","2,790,000","-37,276,000","-39,330,000","1,678,000","15,623,000","2,142,000","976,000","-9,916,000","-56,671,000","-17,122,000","-195,000","-63,000","-326,000","0","0"
		NetPPEPurchaseAndSale,"-766,000","-450,000","-266,000","-26,000","-24,000","0","-84,000","0","-17,000","-93,000","-18,000","-66,000","-489,000","-34,000","-117,000","-88,000","-710,000","-195,000","-63,000","-326,000","0","0"
			PurchaseOfPPE,"-766,000","-450,000","-266,000","-26,000","-24,000","0","-84,000","0","-17,000","-93,000","-18,000","-66,000","-489,000","-34,000","-117,000","-88,000","-720,000","-195,000","-63,000","-326,000","0","0"
			SaleOfPPE,,,,,,,,,,,"0","0",,,"0","0",,,,"0",,
		NetInvestmentPurchaseAndSale,"-86,524,000","-59,083,000","-82,225,000","38,510,000","16,274,000","-687,000","17,402,000","2,790,000","-37,259,000","-39,237,000","1,696,000","15,689,000","2,631,000","1,010,000","-9,799,000","-56,583,000",,,,"0",,
			PurchaseOfInvestment,"-204,713,000","-74,522,000","-113,225,000","-5,240,000","-11,726,000","-26,187,000","-43,061,000","-38,887,000","-71,262,000","-72,518,000","-15,684,000","-27,316,000","-23,319,000","-35,936,000","-46,249,000","-56,583,000",,,,"0",,
