name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,06/30/2006,12/31/2005
TotalAssets,"932,731,000","957,070,000","917,451,000","912,542,000","727,756,000","715,027,000","663,400,000","669,037,000","764,445,000","777,085,000","685,846,000","694,874,000","697,160,000","699,082,000","843,430,000","850,409,000","818,755,000","791,912,000","798,519,000","872,446,000","906,459,000","897,257,000","911,354,000","989,137,000","980,646,000","1,005,792,000","1,044,641,000","1,070,961,000","1,120,992,000","1,160,409,000","1,183,633,000","1,205,479,000","1,224,994,000","1,250,965,000","1,276,584,000","1,022,455,000","964,870,000","975,200,000","972,146,000","937,666,000","927,275,000","942,707,000","791,603,000","598,889,000","597,163,000","583,499,000","509,046,349","360,678,338","362,602,707","355,798,573","365,152,075","287,996,879","285,862,657","290,374,400","268,691,826","245,511,260","245,232,758","249,024,944","248,764,409","249,626,621","139,775,231","136,932,636","133,700,037","128,613,650"
	CurrentAssets,"412,575,000","409,936,000","397,756,000","383,546,000","277,361,000","263,039,000","208,782,000","205,430,000","284,221,000","293,792,000","215,578,000","221,793,000","216,616,000","225,606,000","388,895,000","385,948,000","341,790,000","304,897,000","331,012,000","322,847,000","351,019,000","261,764,000","269,656,000","336,002,000","313,884,000","329,439,000","312,661,000","330,073,000","378,186,000","413,639,000","424,384,000","437,305,000","468,916,000","521,096,000","558,141,000","289,401,000","284,917,000","284,698,000","345,423,000","353,004,000","367,708,000","401,616,000","268,105,000","138,494,000","144,318,000","162,061,000","107,390,187","103,067,787","109,666,797","108,399,933","129,240,003","56,885,128","67,380,223","75,161,440","75,198,979","96,068,888","121,309,530","136,151,215","132,756,316","147,221,583","48,931,303","57,174,702","56,654,611","56,492,964"
		CashCashEquivalentsAndShortTermInvestments,"228,535,000","229,170,000","260,096,000","254,249,000","146,225,000","138,505,000","92,120,000","95,685,000","99,341,000","106,136,000","98,829,000","107,470,000","94,927,000","96,270,000","255,984,000","254,623,000","175,225,000","177,543,000","196,833,000","201,218,000","97,928,000","109,837,000","118,868,000","181,680,000","162,935,000","146,668,000","165,982,000","181,892,000","220,420,000","214,927,000","248,063,000","276,813,000","318,810,000","378,273,000","406,443,000","148,258,000","120,538,000","146,697,000","178,728,000","209,794,000","228,559,000","271,454,000","159,003,000","35,276,000","51,949,000","55,194,000","32,178,575","55,700,799","66,314,935","67,086,965","92,293,929","19,775,730","30,920,390","38,784,431","30,392,856","30,997,258","60,056,900","80,417,286","89,578,653","110,972,077","11,576,014","937,445","35,072,342","28,763,445"
			CashAndCashEquivalents,"107,970,000","99,448,000","139,906,000","134,041,000","116,696,000","108,977,000","91,590,000","79,156,000","69,511,000","49,207,000","32,074,000","40,886,000","28,763,000","30,624,000","160,020,000","43,407,000","47,096,000","36,081,000","45,312,000","49,959,000","47,125,000","36,119,000","41,555,000","102,316,000","87,239,000","43,724,000","51,843,000","53,296,000","106,863,000","92,381,000","114,689,000","124,700,000","154,328,000","240,033,000","352,136,000","86,020,000","82,572,000","108,522,000","149,068,000","172,715,000","190,666,000","238,125,000","159,003,000","35,276,000","51,949,000","55,194,000","32,178,575","55,700,799","66,314,935","67,086,965","92,293,929","19,775,730","30,920,390","36,284,431","30,392,856","22,528,139","17,476,431","67,937,602","74,769,017","110,972,077","11,576,014","937,445","35,072,342","28,763,445"
			OtherShortTermInvestments,"120,565,000","129,722,000","120,190,000","120,208,000","29,529,000","29,528,000","530,000","16,529,000","29,830,000","56,929,000","66,755,000","66,584,000","66,164,000","65,646,000","95,964,000","211,216,000","128,129,000","141,462,000","151,521,000","151,259,000","50,803,000","73,718,000","77,313,000","79,364,000","75,696,000","102,944,000","114,139,000","128,596,000","113,557,000","122,546,000","133,374,000","152,113,000","164,482,000","138,240,000","54,307,000","62,238,000","37,966,000","38,175,000","29,660,000","37,079,000","37,893,000","33,329,000",,,,,,,,,,,,"2,500,000",,"8,469,119","42,580,469","12,479,684","14,809,636",,,,,
		Receivables,"94,471,000","111,880,000","84,077,000","81,356,000","89,844,000","85,439,000","76,056,000","65,504,000","140,407,000","146,658,000","74,459,000","69,975,000","79,539,000","84,409,000","87,712,000","84,651,000","119,348,000","83,196,000","77,254,000","79,188,000","211,471,000","101,366,000","101,513,000","108,718,000","97,943,000","134,312,000","96,292,000","97,193,000","104,132,000","138,193,000","98,581,000","88,121,000","79,410,000","79,758,000","83,944,000","80,584,000","92,784,000","75,402,000","90,164,000","84,541,000","78,197,000","76,056,000","58,699,000","36,628,000","32,318,000","72,925,000","43,401,357","28,274,432","26,258,820","22,788,877","13,516,384","24,175,541","23,305,967","23,526,145","24,736,960","39,228,068","37,962,840","34,180,794","27,294,740","27,839,104","27,008,820","48,816,233","17,470,818","15,100,397"
			AccountsReceivable,"83,024,000","87,433,000","71,176,000","66,497,000","64,175,000","61,784,000","52,904,000","48,141,000","58,685,000","61,760,000","65,349,000","60,567,000","70,341,000","68,865,000","69,822,000","67,824,000","65,687,000","63,961,000","61,001,000","63,872,000","68,123,000","79,432,000","72,949,000","77,681,000","71,898,000","73,645,000","76,171,000","78,537,000","79,056,000","81,970,000","77,075,000","70,245,000","60,144,000","53,473,000","56,259,000","50,535,000","47,359,000","57,594,000","65,993,000","63,565,000","61,161,000","56,455,000","39,710,000","36,628,000","32,318,000","45,645,000","32,339,929","19,066,817","17,912,993","16,339,730","13,516,384","10,825,961","10,265,201","10,530,638","12,943,373","12,457,566","10,037,671","11,026,890","10,579,361","11,125,055","11,757,997","10,997,328","14,396,395","12,464,006"
				GrossAccountsReceivable,"84,213,000","88,638,000","72,444,000","67,681,000","65,470,000","63,119,000","54,835,000","50,328,000","61,251,000","64,172,000","67,596,000","62,641,000","72,325,000","70,784,000","71,329,000","69,215,000","67,040,000","67,637,000","63,337,000","65,152,000","69,129,000","80,495,000","75,292,000","79,395,000","73,936,000","75,540,000","78,158,000","79,507,000","79,841,000","82,722,000","78,094,000","71,153,000","61,131,000","54,305,000","57,027,000","51,346,000","48,177,000","58,499,000","66,705,000","64,424,000","61,873,000","57,157,000","40,412,000",,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,189,000","-1,205,000","-1,268,000","-1,184,000","-1,295,000","-1,335,000","-1,931,000","-2,187,000","-2,566,000","-2,412,000","-2,247,000","-2,074,000","-1,984,000","-1,919,000","-1,507,000","-1,391,000","-1,353,000","-3,676,000","-2,336,000","-1,280,000","-1,006,000","-1,063,000","-2,343,000","-1,714,000","-2,038,000","-1,895,000","-1,987,000","-970,000","-785,000","-752,000","-1,019,000","-908,000","-987,000","-832,000","-768,000","-811,000","-818,000","-905,000","-712,000","-859,000","-712,000","-702,000","-702,000",,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"480,000","419,000","410,000","402,000","394,000","394,000","386,000","659,000","659,000","653,000","1,587,000","1,821,000","1,887,000","276,000","5,360,000","5,327,000","5,163,000","4,746,000","6,896,000","6,942,000","7,702,000","7,416,000","9,070,000","8,990,000","9,532,000","10,531,000","10,085,000","8,982,000","8,184,000","8,257,000","5,473,000","5,244,000","5,222,000","5,919,000","4,821,000","3,285,000","3,646,000","4,151,000",,,,,,,,,,,,"1,179,356",,,,,,,,,"1,342,671",,,,,
