name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
			DeferredIncomeTax,"-19,000,000","47,000,000","-81,000,000","40,000,000","-24,513,000","57,513,000","11,035,000","68,631,000","-12,629,000","-60,126,000","-1,352,000","2,134,000","4,980,000","-8,834,000","-4,529,000","2,062,000","-9,760,000","-8,834,000","22,862,000","12,152,000","5,559,000","-15,386,000","2,604,000","-465,000","-392,000","-5,982,000","-12,264,000","-1,152,000","2,972,000","1,311,000","-25,618,000","-23,021,000","-10,660,000","15,783,000","17,568,000","-3,809,000","340,000","-19,000","1,552,000","-6,771,000","7,799,000","-780,000","4,171,000","807,000","-1,437,000","4,619,000","-3,228,000","-938,000","1,809,000","923,000","3,953,000","4,788,000","-3,710,000","-2,937,000","-12,785,000","5,533,000","2,155,000","8,669,000","-3,636,000","-4,610,000","-7,260,000","2,533,000","-1,733,000","-2,831,000","-5,224,000","4,552,000","-1,425,000","-875,000","-2,405,000","3,715,000",,,"8,510,000","2,201,000",,,"-6,222,000","-1,393,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,"5,867,000","4,653,000","3,387,000","1,606,000","224,000","226,000","647,000","-1,125,000","-79,000","862,000","1,347,000","400,000","-3,040,000","1,699,000","2,992,000","4,931,000","3,612,000","4,997,000","3,244,000","6,418,000","6,611,000","4,281,000","6,878,000","7,541,000","8,734,000","6,156,000","6,536,000","8,348,000","38,986,000","5,617,000","5,828,000","5,149,000","4,720,000","4,552,000","4,706,000","4,243,000","-9,920,000","14,477,000","-1,095,000","10,299,000","-13,430,000","9,427,000","-2,249,000","-2,126,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"1,000,000",,,,"30,170,000","0","0","0","5,034,000","0","133,000","52,000","161,000","111,000",,,,,,,,,,,,,,,,,,"0","35,000","659,000","251,000","363,000",,,,,,,,,"0","0","0","0","0","0","0","4,092,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"518,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"160,000,000","51,000,000","43,000,000","38,000,000","28,309,000","26,691,000","23,253,000","21,408,000","20,154,000","19,171,000","16,265,000","18,782,000","16,646,000","15,122,000","11,707,000","11,501,000","11,944,000","10,523,000","9,161,000","8,644,000","9,892,000","9,203,000","13,152,000","7,917,000","7,548,000","6,877,000","8,065,000","8,188,000","8,215,000","7,771,000","7,260,000","7,520,000","7,687,000","7,078,000","6,468,000","6,723,000","6,396,000","5,826,000",,,,,,,,,,,,,,,"3,856,000","3,887,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,"-39,000,000","-10,000,000","-6,000,000","-4,000,000","-19,112,000","-10,888,000","-2,408,000","-1,268,000","394,000","-2,575,000","-1,657,000","-562,000","-4,565,000","-2,804,000","-446,000","-3,055,000","-11,945,000","-2,543,000","-3,615,000","-1,371,000","-6,965,000","-6,063,000",,,,,,,,,,,,,"186,000","-7,000","-99,000","-1,247,000","944,000","102,000","353,000","790,000","-56,000","95,000","449,000","310,000",,,"-17,000","-313,000",,,,"178,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,,,,,,"0","0","47,000,000","180,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,111,000","-6,085,000","-4,418,000","-3,546,000","-5,163,000","-11,676,000","-2,218,000","272,000","16,000","4,989,000","-1,194,000","-1,542,000","5,326,000","43,901,000","-36,574,000","-20,363,000","7,342,000","-1,634,000","9,653,000","-2,065,000","9,793,000","22,720,000","18,995,000","16,024,000","-127,000","14,106,000","13,937,000","4,435,000","5,249,000","14,659,000","1,171,000","6,681,000","-5,813,000","-2,197,000","4,477,000","53,562,000","-20,032,000","25,403,000","2,475,000","1,632,000","-7,257,000","3,901,000","3,629,000","1,088,000","-520,000","6,008,000","2,428,000","110,211,000","-11,722,000","-45,221,000","17,631,000","11,600,000","15,700,000","13,700,000","8,500,000","20,300,000","14,000,000","3,600,000","4,200,000","4,300,000","3,500,000","600,000","2,600,000","6,700,000","800,000","2,600,000","300,000","100,000","3,800,000","-500,000","3,700,000","5,900,000","-600,000","2,000,000","1,800,000","8,900,000","3,900,000","5,200,000","6,300,000","3,000,000","24,100,000","3,000,000","1,100,000","1,800,000"
		ChangeInWorkingCapital,"-309,000,000","-363,000,000","208,000,000","-144,000,000","-12,365,000","-305,635,000","20,413,000","21,151,000","204,069,000","-273,178,000","159,950,000","-69,264,000","-229,635,000","56,616,000","-39,964,000","54,605,000","-212,856,000","140,394,000","-54,703,000","-35,244,000","140,054,000","-5,150,000","49,187,000","45,314,000","-17,095,000","-52,857,000","13,115,000","-54,087,000","68,637,000","-6,154,000","14,612,000","-45,250,000","87,928,000","-39,562,000","7,805,000","37,857,000","-21,963,000","-49,445,000","19,154,000","70,140,000","-43,301,000","-59,071,000","38,612,000","-106,575,000","159,141,000","-14,385,000","-2,337,000","30,993,000","16,623,000","20,679,000","-19,812,000","-36,055,000","27,738,000","-32,070,000","-24,040,000","24,776,000","-11,463,000","-31,698,000","15,885,000","29,542,000","18,629,000","-31,112,000","10,747,000","9,776,000","8,431,000","-40,300,000","12,547,000","14,157,000","-4,758,000","-19,478,000","8,807,000","31,532,000","-3,912,000","-15,505,000","-11,362,000","-19,419,000","40,694,000","2,039,000","4,091,000","7,951,000","2,222,000","11,440,000","-9,040,000","12,090,000","4,091,000","625,000","-7,386,000","-8,939,000","-28,727,000","40,554,000","5,400,000","-1,100,000","-12,700,000","-5,500,000","700,000","600,000","1,100,000","-2,000,000","-600,000","1,100,000","-2,700,000","-2,900,000","2,900,000","1,000,000","-4,400,000","-1,300,000","600,000","9,400,000","-9,900,000","-200,000","-1,000,000","100,000",,,"-3,200,000","-1,400,000","-2,600,000","3,000,000","10,000,000","-9,100,000","4,200,000","-2,900,000","-10,300,000"
			ChangeInReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,631,000","-44,215,000","13,622,000","-16,963,000","8,791,000","-17,558,000","14,718,000","-15,587,000","14,034,000","4,631,000","10,507,000","-12,337,000","-15,961,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,631,000","-36,041,000","9,302,000","-10,927,000","-1,099,000",,"-10,101,000","-6,151,000","5,484,000","-1,769,000","7,218,000","191,000","-4,031,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,419,000","1,831,000","2,653,000","2,412,000","2,286,000","1,386,000","1,902,000","3,180,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,"28,711,000",,"-34,279,000","-4,402,000","9,283,000",,"-19,410,000","-19,983,000","25,159,000","-17,024,000","3,804,000","-17,827,000","6,236,000","50,231,000","19,592,000","6,048,000","-66,240,000","25,435,000","-59,768,000","109,496,000","-39,760,000","12,811,000","22,188,000","14,673,000","-8,477,000","-95,000","7,047,000","-4,214,000","-10,810,000",,,,,"1,942,000","11,130,000",,,"371,000","6,889,000",,,,,"-12,010,000","5,568,000",,,"-5,228,000","-5,003,000","-4,485,000",,,"-553,000",,,,"8,363,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,"28,711,000",,"-34,279,000","-4,402,000","9,283,000",,"-19,410,000","-19,983,000","25,159,000","-17,024,000","3,804,000","-17,827,000","6,236,000",,,,,,,,,,"7,166,000",,,"-7,753,000","1,786,000","-9,524,000","5,503,000",,,,,"1,942,000","11,130,000",,,"371,000","6,889,000",,,,,"-12,010,000","5,568,000",,,"-5,228,000","-5,003,000","-4,485,000",,,"-553,000",,,,"8,363,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,"28,711,000",,"-34,279,000","-4,402,000","9,283,000",,"-19,410,000","-19,983,000","25,159,000","-17,024,000","3,804,000","-17,827,000","6,236,000",,,,,,,,,,,,,,,,,,,,,"1,942,000","11,130,000",,,"371,000","6,889,000",,,,,"-12,010,000","5,568,000",,,"-5,228,000","-5,003,000","-4,485,000",,,"-553,000",,,,"8,363,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,"28,711,000",,"-34,279,000","-4,402,000","9,283,000",,"-19,410,000","-19,983,000","25,159,000","-17,024,000","3,804,000","-17,827,000","6,236,000",,,,,,,,,,,,,,,,,,,,,"1,942,000","11,130,000",,,"371,000","6,889,000",,,,,"-12,010,000","5,568,000",,,"-5,228,000","-5,003,000","-4,485,000",,,"-553,000",,,,"8,363,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,166,000",,,"-7,753,000","1,786,000","-9,524,000","5,503,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,592,000","6,048,000","-66,240,000","25,435,000","22,503,000","27,225,000","-39,760,000","18,628,000","15,022,000","16,022,000","-8,477,000","7,658,000","5,261,000","5,310,000","-16,313,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,"142,210,000","-279,210,000","191,617,000","114,569,000","121,631,000","-236,834,000","94,584,000","65,632,000","78,300,000","-253,769,000","51,369,000","61,319,000","50,542,000","-106,356,000","43,420,000","39,905,000","38,017,000","-89,653,000","33,448,000","31,118,000","21,383,000","-101,241,000","37,995,000","22,877,000","44,035,000","-74,614,000","27,948,000","24,607,000","25,839,000","-74,687,000","30,406,000","32,177,000","22,717,000","-62,375,000",,,,,,,,,,"-8,366,000",,,,,"42,020,000","-8,106,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"-309,000,000","-363,000,000","208,000,000","-144,000,000","-12,365,000","-305,635,000","20,413,000","21,151,000","204,069,000","-273,178,000","159,950,000","-69,264,000","-229,635,000","56,616,000","-39,964,000","54,605,000","-212,856,000","140,394,000","-54,703,000","-35,244,000","140,054,000","-5,150,000","49,187,000","45,314,000","11,616,000","-81,568,000","-16,283,000","-19,808,000","73,039,000","-15,437,000","378,000","-25,840,000","107,911,000","-64,721,000","24,829,000","34,053,000","-4,136,000","-55,681,000","-32,496,000","48,717,000","-37,371,000","-9,874,000","55,106,000","-61,815,000","64,706,000","13,404,000","-3,389,000","2,453,000","4,322,000","15,122,000","10,519,000","-19,695,000","2,269,000","2,807,000",,,,,"13,943,000","18,412,000",,,"10,376,000","2,887,000",,,,,"7,252,000","-25,046,000",,,"1,316,000","-10,502,000","-6,877,000",,,"2,592,000",,,,"3,077,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
