name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalAssets,"176,319,000","168,429,000","159,386,000","173,323,000","187,497,000","167,371,000","158,949,000","162,755,000","155,323,000","149,544,000","145,537,000","144,837,000","154,427,000","156,917,000","148,071,000","152,667,000","134,836,000","135,591,000","124,882,000","125,665,000","112,809,000","97,620,000","96,527,000","99,806,000","90,279,000","88,583,000","88,400,000","93,443,000","82,852,000","79,842,000","79,429,000","86,023,000","78,375,000","75,109,000","77,835,000","81,426,000","73,179,000","70,731,000","89,363,000","94,543,000","91,064,000","88,403,000","87,973,000","99,416,000","106,287,000","108,260,000","108,589,000","115,160,000","104,170,000","98,353,000","96,607,000","101,129,000","81,962,939","91,430,442","89,274,148","87,874,035","73,454,647","72,720,321","74,531,870","70,039,119","61,218,487","54,409,719","53,502,446","51,708,924","42,624,159","41,398,080","37,530,072","35,066,197","28,119,483","24,288,805","23,740,590","23,189,644","18,480,808","16,672,257","15,303,571","12,831,377","9,025,796","9,462,999","7,805,963","6,429,750","4,654,236","3,645,345","3,652,785","2,489,467","4,504,757","4,403,035","4,334,502","5,330,602"
	CurrentAssets,"150,995,000","142,904,000","133,445,000","147,183,000","161,187,000","141,009,000","132,620,000","135,879,000","129,018,000","122,767,000","118,265,000","117,217,000","126,431,000","128,473,000","119,128,000","123,316,000","105,235,000","105,593,000","94,566,000","95,129,000","81,785,000","67,689,000","74,592,000","77,273,000","67,627,000","86,420,000","86,099,000","91,045,000","80,400,000","77,755,000","77,164,000","81,796,000","74,209,000","70,782,000","75,290,000","78,678,000","70,187,000","67,576,000","86,192,000","91,207,000","87,607,000","83,181,000","81,514,000","90,621,000","89,604,000","91,280,000","91,449,000","97,709,000","86,499,000","80,546,000","78,693,000","80,959,000","61,625,128","70,072,751","71,139,430","69,404,575","45,224,500","69,017,187","70,902,220","66,418,650","57,968,369","51,101,132","50,731,857","48,936,294","39,953,401","39,246,439","35,491,814","32,920,268","25,871,203","21,876,839","21,295,510","20,632,643","15,824,303","14,278,799","12,866,149","10,133,669","6,382,306","7,377,255","5,736,186","5,027,742","3,484,025","2,497,831","2,596,212","1,443,768","1,224,675","1,174,965","1,048,826","1,980,721"
		CashCashEquivalentsAndShortTermInvestments,"111,080,000","108,911,000","106,562,000","111,786,000","118,718,000","106,501,000","106,344,000","86,821,000","103,762,000","92,374,000","94,897,000","83,398,000","100,529,000","93,166,000","87,132,000","94,561,000","77,936,000","80,997,000","68,443,000","68,525,000","58,730,000","47,904,000","51,896,000","44,307,000","37,639,000","62,737,000","57,784,000","58,257,000","51,204,000","52,647,000","50,162,000","44,708,000","33,844,000","41,453,000","51,399,000","50,463,000","33,645,000","45,473,000","62,466,000","67,733,000","57,148,000","52,265,000","57,404,000","59,632,000","59,776,000","71,331,000","70,603,000","76,912,000","53,143,000","56,602,000","56,188,000","59,503,000","30,126,041","43,680,543","52,592,135","40,617,784","25,047,829","47,000,272","52,240,269","47,425,337","39,441,470","38,169,594","37,663,345","33,122,948","23,216,907","26,640,511","25,617,096","20,707,737","12,680,962","7,826,020","10,789,914","5,162,754","3,278,926","1,326","4,693,846","1,492,504","984,169","131,273","1,083,804","229,003","737,284","435,649","117,313","248,825","408,699","591,922","223,045","483,136"
			CashAndCashEquivalents,"111,080,000","108,911,000","106,562,000","111,786,000","118,718,000","106,501,000","106,344,000","86,821,000","103,762,000","92,374,000","94,897,000","83,398,000","100,529,000","93,166,000","87,132,000","94,561,000","77,936,000","80,997,000","68,443,000","68,525,000","58,730,000","47,904,000","51,896,000","44,307,000","37,639,000","47,129,000","42,180,000","42,685,000","35,613,000","37,068,000","34,579,000","29,141,000","18,305,000","25,937,000","35,913,000","34,998,000","18,155,000","30,018,000","47,041,000","57,351,000","46,801,000","41,965,000","47,138,000","49,413,000","49,660,000","61,254,000","60,506,000","66,887,000","53,143,000","56,602,000","56,188,000","59,503,000","30,126,041","27,190,543","28,967,135","38,592,784","20,267,829","2,140,272","7,390,269","2,000,337","316,470","38,169,594","37,663,345","33,122,948","23,216,907","26,640,511","25,617,096","20,707,737","12,680,962","7,826,020","10,789,914","5,162,754","3,278,926","1,326","4,693,846","1,492,504","984,169","131,273","1,083,804","229,003","737,284","435,649","117,313","248,825","408,699","591,922","223,045","183,136"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,"0","15,608,000","15,604,000","15,572,000","15,591,000","15,579,000","15,583,000","15,567,000","15,539,000","15,516,000","15,486,000","15,465,000","15,490,000","15,455,000","15,425,000","10,382,000","10,347,000","10,300,000","10,266,000","10,219,000","10,116,000","10,077,000","10,097,000","10,025,000",,,,,"0","16,490,000","23,625,000","2,025,000","4,780,000","44,860,000","44,850,000","45,425,000","39,125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000"
		Receivables,"1,913,000","1,267,000","1,854,000","2,162,000","2,587,000","1,831,000","2,212,000","2,710,000","3,843,000","2,052,000","1,466,000","2,145,000","2,542,000","1,269,000","1,786,000","2,431,000","2,292,000","1,715,000","2,012,000","2,059,000","1,808,000","1,544,000","1,369,000","2,075,000","1,724,000","1,365,000","1,624,000","3,089,000","1,931,000","1,352,000","1,957,000","1,598,000","1,761,000","1,650,000","1,384,000","2,527,000","1,439,000","744,000","1,888,000","2,392,000","1,572,000","1,639,000","1,433,000","2,304,000","1,985,000","802,000","1,452,000","2,671,000","2,097,000","1,182,000","2,747,000","3,313,000","2,881,085","2,075,862","2,548,038","3,045,816","1,575,263","788,746","1,535,442","2,106,908","1,369,521","921,151","1,503,233","1,385,615","1,155,781","658,726","995,273","1,912,458","1,796,756","298,437","761,861","1,076,851","1,133,301","433,516","769,308","1,297,609","651,883","411,346","575,860","340,635","291,513","148,859","314,249","219,209","162,468","65,283","102,922","125,330"
			AccountsReceivable,"1,913,000","1,267,000","1,854,000","2,162,000","2,587,000","1,831,000","2,212,000","2,710,000","3,843,000","2,052,000","1,466,000","2,145,000","2,542,000","1,269,000","1,786,000","2,431,000","2,292,000","1,715,000","2,012,000","2,059,000","1,808,000","1,544,000","1,369,000","2,075,000","1,724,000","1,365,000","1,624,000","3,089,000","1,931,000","1,352,000","1,957,000","1,598,000","1,761,000","1,650,000","1,384,000","2,527,000","1,439,000","744,000","1,888,000","2,392,000","1,572,000","1,639,000","1,433,000","2,304,000","1,985,000","802,000","1,452,000","2,671,000","2,097,000","1,182,000","2,747,000","3,313,000","2,881,085","2,075,862","2,030,071","3,045,816","1,575,263","788,746","1,535,442","2,106,908","1,369,521","921,151","1,503,233","1,385,615","1,155,781","658,726","995,273","1,912,458","1,796,756","298,437","761,861","1,076,851","1,133,301","433,516","769,308","1,297,609","651,883","411,346","575,860","340,635","291,513","148,859","314,249","219,209","162,468",,,
				GrossAccountsReceivable,"1,952,000","1,286,000","1,882,000","2,195,000","2,626,000","1,859,000","2,246,000","2,751,000","3,902,000","2,083,000","1,488,000","2,178,000","2,581,000","1,288,000","1,823,000","2,468,000","2,327,000","1,741,000","2,043,000","2,090,000","1,835,000","1,556,000","1,379,000","2,091,000","1,737,000","1,375,000","1,636,000","3,112,000","1,939,000","1,357,000","1,965,000","1,604,000","1,768,000","1,656,000","1,389,000","2,536,000","1,444,000","746,000","1,894,000","2,399,000","1,577,000","1,644,000","1,437,000","2,311,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-39,000","-19,000","-28,000","-33,000","-39,000","-28,000","-34,000","-41,000","-59,000","-31,000","-22,000","-33,000","-39,000","-19,000","-37,000","-37,000","-35,000","-26,000","-31,000","-31,000","-27,000","-12,000","-10,000","-16,000","-13,000","-10,000","-12,000","-23,000","-8,000","-5,000","-8,000","-6,000","-7,000","-6,000","-5,000","-9,000","-5,000","-2,000","-6,000","-7,000","-5,000","-5,000","-4,000","-7,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"517,967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
