name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"78,158,000,000","80,605,000,000","81,939,000,000","83,348,000,000","84,957,000,000","87,412,000,000","89,664,000,000","91,045,000,000","93,245,000,000","94,903,000,000","96,553,000,000","98,320,000,000","100,579,000,000","104,176,000,000","106,493,000,000","108,949,000,000","113,209,000,000","114,991,000,000","117,085,000,000","120,354,000,000","117,890,000,000","121,136,000,000","125,312,000,000","128,372,000,000","131,377,000,000","134,112,000,000","137,666,000,000","140,220,000,000","143,872,000,000","146,352,000,000","140,345,000,000","142,976,000,000","156,472,000,000","159,543,000,000"
TotalLiabilitiesNetMinorityInterest,"75,328,000,000","77,997,000,000","79,205,000,000","80,636,000,000","82,220,000,000","84,965,000,000","87,399,000,000","88,919,000,000","91,197,000,000","91,554,000,000","93,301,000,000","95,008,000,000","97,136,000,000","100,629,000,000","102,738,000,000","105,204,000,000","109,541,000,000","111,506,000,000","113,535,000,000","116,790,000,000","114,218,000,000","117,413,000,000","121,578,000,000","124,669,000,000","127,538,000,000","130,113,000,000","133,779,000,000","136,287,000,000","139,781,000,000","142,154,000,000","136,189,000,000","138,955,000,000","150,874,000,000","153,901,000,000"
TotalEquityGrossMinorityInterest,"2,830,000,000","2,608,000,000","2,734,000,000","2,712,000,000","2,737,000,000","2,447,000,000","2,265,000,000","2,126,000,000","2,048,000,000","3,349,000,000","3,252,000,000","3,312,000,000","3,443,000,000","3,547,000,000","3,755,000,000","3,745,000,000","3,668,000,000","3,485,000,000","3,550,000,000","3,564,000,000","3,672,000,000","3,723,000,000","3,734,000,000","3,703,000,000","3,839,000,000","3,999,000,000","3,887,000,000","3,933,000,000","4,091,000,000","4,198,000,000","4,156,000,000","4,021,000,000","5,598,000,000","5,642,000,000"
	StockholdersEquity,"2,824,000,000","2,597,000,000","2,723,000,000","2,701,000,000","2,723,000,000","2,433,000,000","2,254,000,000","2,115,000,000","2,035,000,000","3,336,000,000","3,240,000,000","3,301,000,000","3,430,000,000","3,519,000,000","3,724,000,000","3,714,000,000","3,637,000,000","3,454,000,000","3,526,000,000","3,540,000,000","3,648,000,000","3,699,000,000","3,710,000,000","3,679,000,000","3,815,000,000","3,975,000,000","3,883,000,000","3,929,000,000","4,087,000,000","4,198,000,000","4,156,000,000","4,021,000,000","5,593,000,000","5,637,000,000"
		CapitalStock,"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","675,000,000","674,000,000"
			PreferredStock,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","565,000,000","565,000,000"
			CommonStock,"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","110,000,000","109,000,000"
		AdditionalPaidInCapital,"3,302,000,000","3,282,000,000","3,277,000,000","3,268,000,000","3,255,000,000","3,226,000,000","3,220,000,000","3,215,000,000","3,212,000,000","3,198,000,000","3,188,000,000","3,181,000,000","3,174,000,000","3,145,000,000","3,142,000,000","3,134,000,000","3,127,000,000","3,077,000,000","3,067,000,000","3,056,000,000","3,047,000,000","3,022,000,000","3,006,000,000","2,985,000,000","2,975,000,000","2,967,000,000","2,964,000,000","2,954,000,000","2,935,000,000","2,893,000,000","2,880,000,000","2,868,000,000","4,461,000,000","4,399,000,000"
		RetainedEarnings,"4,167,000,000","3,939,000,000","3,975,000,000","3,828,000,000","3,670,000,000","3,331,000,000","3,175,000,000","2,999,000,000","2,905,000,000","3,664,000,000","3,527,000,000","3,418,000,000","3,303,000,000","3,218,000,000","3,186,000,000","3,114,000,000","3,073,000,000","3,004,000,000","3,130,000,000","2,997,000,000","2,930,000,000","2,890,000,000","2,858,000,000","2,677,000,000","2,604,000,000","2,480,000,000","2,251,000,000","2,072,000,000","1,951,000,000","1,724,000,000","1,521,000,000","1,224,000,000","2,733,000,000","2,584,000,000"
		TreasuryStock,"4,630,000,000","4,495,000,000","4,344,000,000","4,190,000,000","3,980,000,000","3,854,000,000","3,851,000,000","3,786,000,000","3,786,000,000","3,439,000,000","3,355,000,000","3,222,000,000","3,094,000,000","2,961,000,000","2,835,000,000","2,741,000,000","2,740,000,000","2,692,000,000","2,691,000,000","2,524,000,000","2,355,000,000","2,223,000,000","2,032,000,000","1,816,000,000","1,636,000,000","1,425,000,000","1,254,000,000","1,075,000,000","767,000,000","432,000,000","257,000,000","82,000,000","2,283,000,000","2,033,000,000"
